dealer_id,dealer_class,first_seen_d,last_seen_d,valid_from,valid_to,active_days_struct,n_members_struct,n_tables_struct,grain_key,six_layer_status,ucc_class,admit_to_risk_decision,audit_rn,run_id,snapshot_sync_time
1654,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,108,47692,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,85,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1680,REAL,2026-03-26,2026-07-25,2026-03-26,2026-07-25,5,2884,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,86,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1687,REAL,2026-03-21,2026-08-04,2026-03-21,2026-08-04,8,3326,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,87,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1698,REAL,2026-06-17,2026-06-17,2026-06-17,2026-06-17,1,41,1,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,88,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1702,REAL,2026-03-22,2026-07-03,2026-03-22,2026-07-03,74,33464,8,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,89,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1703,REAL,2026-04-06,2026-07-01,2026-04-06,2026-07-01,7,3552,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,90,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1704,REAL,2026-03-22,2026-08-06,2026-03-22,2026-08-06,114,48659,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,91,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1710,REAL,2026-03-27,2026-08-06,2026-03-27,2026-08-06,105,49494,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,92,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1711,REAL,2026-03-21,2026-06-26,2026-03-21,2026-06-26,12,7262,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,93,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1714,REAL,2026-03-23,2026-08-06,2026-03-23,2026-08-06,94,41365,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,94,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1750,REAL,2026-03-22,2026-07-26,2026-03-22,2026-07-26,89,34600,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,95,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1751,REAL,2026-04-20,2026-06-16,2026-04-20,2026-06-16,7,1922,3,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,96,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1934,REAL,2026-03-24,2026-07-24,2026-03-24,2026-07-24,5,2006,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,97,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1935,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,111,45032,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,98,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1940,REAL,2026-03-22,2026-08-06,2026-03-22,2026-08-06,82,34385,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,99,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1941,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,104,44607,9,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,100,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1942,REAL,2026-03-22,2026-08-06,2026-03-22,2026-08-06,104,47110,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,101,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1947,REAL,2026-03-23,2026-08-06,2026-03-23,2026-08-06,101,42197,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,102,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1949,REAL,2026-03-23,2026-07-11,2026-03-23,2026-07-11,19,10516,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,103,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1951,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,108,46329,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,104,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1952,REAL,2026-04-26,2026-07-23,2026-04-26,2026-07-23,10,4631,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,105,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1956,REAL,2026-04-03,2026-08-04,2026-04-03,2026-08-04,8,3295,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,106,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1957,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,110,45402,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,107,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1963,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,120,43454,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,108,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1964,REAL,2026-03-26,2026-08-02,2026-03-26,2026-08-02,11,5056,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,109,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1965,REAL,2026-03-24,2026-05-21,2026-03-24,2026-05-21,5,2278,3,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,110,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1966,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,114,44131,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,111,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1984,REAL,2026-03-21,2026-06-25,2026-03-21,2026-06-25,12,6644,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,112,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1985,REAL,2026-03-22,2026-08-06,2026-03-22,2026-08-06,110,51200,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,113,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1990,REAL,2026-03-27,2026-08-06,2026-03-27,2026-08-06,96,37849,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,114,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1991,REAL,2026-03-22,2026-06-18,2026-03-22,2026-06-18,25,9847,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,115,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1993,REAL,2026-04-02,2026-07-19,2026-04-02,2026-07-19,10,3561,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,116,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1994,REAL,2026-03-24,2026-08-06,2026-03-24,2026-08-06,90,63440,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,117,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1996,REAL,2026-03-27,2026-07-27,2026-03-27,2026-07-27,13,4120,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,118,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2034,REAL,2026-05-05,2026-07-08,2026-05-05,2026-07-08,8,3451,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,119,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2059,REAL,2026-04-25,2026-08-03,2026-04-25,2026-08-03,8,4208,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,120,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2060,REAL,2026-04-07,2026-06-20,2026-04-07,2026-06-20,7,3014,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,121,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2063,REAL,2026-03-26,2026-07-10,2026-03-26,2026-07-10,12,6590,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,122,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2064,REAL,2026-04-24,2026-08-02,2026-04-24,2026-08-02,18,6669,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,123,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2065,REAL,2026-03-25,2026-07-16,2026-03-25,2026-07-16,9,5729,3,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,124,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2066,REAL,2026-03-22,2026-08-06,2026-03-22,2026-08-06,10,4637,3,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,125,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2068,REAL,2026-06-03,2026-08-04,2026-06-03,2026-08-04,9,4100,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,126,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2069,REAL,2026-04-10,2026-08-05,2026-04-10,2026-08-05,10,4072,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,127,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2071,REAL,2026-04-04,2026-07-28,2026-04-04,2026-07-28,10,5194,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,128,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2072,REAL,2026-03-29,2026-07-22,2026-03-29,2026-07-22,13,6291,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,129,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2073,REAL,2026-05-16,2026-07-25,2026-05-16,2026-07-25,10,4050,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,130,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2074,REAL,2026-06-28,2026-07-29,2026-06-28,2026-07-29,8,2580,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,131,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2075,REAL,2026-03-25,2026-07-17,2026-03-25,2026-07-17,7,4772,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,132,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2077,REAL,2026-04-19,2026-07-10,2026-04-19,2026-07-10,4,2743,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,133,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2078,REAL,2026-03-31,2026-06-07,2026-03-31,2026-06-07,11,4437,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,134,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2080,REAL,2026-04-18,2026-06-16,2026-04-18,2026-06-16,8,3644,3,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,135,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2081,REAL,2026-04-14,2026-07-23,2026-04-14,2026-07-23,7,3088,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,136,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2082,REAL,2026-04-24,2026-06-30,2026-04-24,2026-06-30,4,1316,3,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,137,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2083,REAL,2026-04-24,2026-08-03,2026-04-24,2026-08-03,8,2434,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,138,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2084,REAL,2026-04-17,2026-07-03,2026-04-17,2026-07-03,8,4985,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,139,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2087,REAL,2026-06-20,2026-08-06,2026-06-20,2026-08-06,4,2215,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,140,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2088,REAL,2026-03-22,2026-08-05,2026-03-22,2026-08-05,85,63210,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,141,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2089,REAL,2026-03-22,2026-08-04,2026-03-22,2026-08-04,16,6339,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,142,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2090,REAL,2026-04-01,2026-07-24,2026-04-01,2026-07-24,9,4051,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,143,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2091,REAL,2026-04-09,2026-07-19,2026-04-09,2026-07-19,4,1187,3,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,144,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2092,REAL,2026-04-27,2026-07-23,2026-04-27,2026-07-23,12,5132,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,145,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2093,REAL,2026-03-22,2026-08-03,2026-03-22,2026-08-03,81,65475,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,146,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2100,REAL,2026-04-26,2026-07-12,2026-04-26,2026-07-12,5,3353,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,147,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2101,REAL,2026-03-22,2026-08-06,2026-03-22,2026-08-06,76,60679,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,148,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2103,REAL,2026-03-22,2026-08-05,2026-03-22,2026-08-05,91,64967,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,149,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2104,REAL,2026-03-31,2026-07-18,2026-03-31,2026-07-18,7,3225,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,150,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2105,REAL,2026-03-28,2026-07-21,2026-03-28,2026-07-21,13,6290,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,151,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2106,REAL,2026-03-21,2026-08-05,2026-03-21,2026-08-05,107,48873,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,152,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2107,REAL,2026-04-08,2026-08-06,2026-04-08,2026-08-06,17,10199,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,153,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2108,REAL,2026-03-25,2026-08-06,2026-03-25,2026-08-06,108,48491,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,154,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2109,REAL,2026-04-11,2026-07-05,2026-04-11,2026-07-05,12,6007,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,155,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2110,REAL,2026-04-08,2026-08-03,2026-04-08,2026-08-03,12,5032,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,156,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2115,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,107,45851,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,157,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2117,REAL,2026-03-22,2026-08-06,2026-03-22,2026-08-06,103,40911,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,158,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2118,REAL,2026-03-24,2026-08-05,2026-03-24,2026-08-05,9,5354,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,159,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2121,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,116,49464,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,160,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2122,REAL,2026-03-27,2026-07-25,2026-03-27,2026-07-25,15,6672,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,161,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2123,REAL,2026-03-25,2026-08-06,2026-03-25,2026-08-06,76,68371,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,162,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2124,REAL,2026-03-22,2026-07-30,2026-03-22,2026-07-30,13,6489,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,163,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2127,REAL,2026-03-22,2026-08-06,2026-03-22,2026-08-06,113,50162,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,164,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2129,REAL,2026-03-22,2026-08-06,2026-03-22,2026-08-06,102,44970,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,165,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2130,REAL,2026-03-21,2026-08-03,2026-03-21,2026-08-03,112,46793,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,166,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2134,REAL,2026-03-23,2026-08-06,2026-03-23,2026-08-06,112,48187,8,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,167,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2136,REAL,2026-04-27,2026-06-28,2026-04-27,2026-06-28,8,4356,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,168,A168_HF9F_20260827_0900,2026-08-27 09:00:00
