window_id,bet_ip,n_member_raw,n_member_eff,n_prof_A,n_prof_B,n_prof_C,n_orders,n_rounds,stake,net_pnl,game_pnl,share_p50,share_p90,rn
W1,104.28.158.133,163,31,9,13,13,2981,2355,591209.8790858740,-44976.4549066049,-44993.1133919774,0.09415580332279205,1.0,15
W1,104.28.158.52,165,31,10,14,14,3907,3059,1118862.5031623512,-4235.6886114581,-4255.6063069313,0.07692310214042664,1.0,16
W1,104.28.158.177,165,30,7,8,8,3969,3211,1994964.5666522225,-163875.3904487206,-163879.9446325341,0.08333329856395721,1.0,17
W1,115.76.49.111,50,30,14,21,21,4211,4152,36488.1183197545,481.7699401799,481.7699401799,0.3190980553627014,1.0,18
W1,104.28.157.194,182,29,5,14,14,4827,3615,975766.6043829580,-28965.9138404129,-28967.0724611026,0.06366755068302155,1.0,19
W1,104.28.158.51,189,29,11,18,18,3480,2775,1498443.1707205347,-46728.2208591161,-46728.2760315299,0.11122140288352966,1.0,20
W1,42.114.170.19,29,29,12,12,12,10804,10804,27750.2375876856,-338.2734441246,-338.2734441246,1.0,1.0,21
W1,180.246.177.77,30,28,13,13,13,1454,1454,55090.2405135086,-843.3109969397,-843.3109969397,1.0,1.0,22
W1,104.28.157.196,157,27,8,15,15,3137,2422,463061.3551441758,-19684.8240648537,-19689.2136396137,0.06338030099868774,1.0,23
W1,104.28.158.176,175,27,10,18,18,2901,2267,932848.5594346115,-3698.4790289311,-3699.1923348296,0.06666669994592667,1.0,24
W1,180.246.121.37,27,27,12,12,12,1155,1155,43846.4317266330,-484.0186064556,-484.0186064556,1.0,1.0,25
W1,49.48.233.130,81,27,5,11,11,2627,1868,105120.9868415267,3495.6089822159,3349.2915980144,0.017938600853085518,0.34353262186050415,26
W1,49.48.233.160,72,27,4,19,19,2990,2004,77954.2954983879,-1382.5967443275,-1389.5405977491,0.019294999539852142,0.6052627563476562,27
W1,104.28.166.115,154,26,6,10,10,3895,3010,288762.7215633355,-13319.4019343672,-13319.4019343672,0.4000000059604645,1.0,28
W1,112.119.174.42,31,26,5,8,8,39632,33430,8112685.5419394706,-107049.0789153485,-107049.0789153485,0.332867294549942,0.7032092809677124,29
W1,171.234.13.142,54,26,14,14,14,1915,1915,68557.3867514697,213.2165497315,213.2165497315,0.918749988079071,1.0,30
W1,49.48.233.231,78,26,4,11,11,2244,1502,56455.4853263565,-2603.9981151638,-2760.9270838862,0.012773100286722183,0.2153175324201584,31
W1,104.28.158.56,143,25,7,13,13,3870,2584,659236.8855935576,10704.1526785482,10698.2031397372,0.05481480062007904,1.0,32
W1,104.28.205.74,119,25,6,13,13,7082,5752,220494.0956216346,-4288.8572590382,-4288.8572590382,0.30000001192092896,1.0,33
W1,115.76.48.76,44,25,7,8,8,3987,3927,54000.1666283302,-288.9227566797,-288.9227566797,0.3304079473018646,1.0,34
W1,49.48.233.87,78,25,2,10,10,3314,2158,97322.8952137254,2237.9755307117,2142.8663396193,0.011472649872303009,0.4424116015434265,35
W1,104.28.157.195,138,24,6,8,8,2656,2003,551449.8222884881,-51164.3818252686,-51165.1542390618,0.06889720261096954,1.0,36
W1,104.28.158.134,192,24,7,9,9,3761,2901,1552600.8973584173,-14833.1159702488,-14833.1159702488,0.13246884942054749,1.0,37
W1,104.28.160.181,146,24,8,6,6,3000,2496,1470572.8842673092,-51753.2980219957,-51754.5669875129,0.06604364514350891,1.0,38
W1,115.84.80.95,39,24,12,12,12,4179,2886,1032413.1661866201,21446.8866062676,17047.8210576820,0.5734384059906006,1.0,39
W1,117.20.154.49,43,24,7,10,10,4098,2695,607876.1894267510,-36124.3935420208,-37727.4389205560,0.03613229840993881,0.3556550443172455,40
W1,171.225.199.183,166,24,15,16,16,2696,2674,20937.2534478795,-121.3939260529,-121.3939260529,0.3693181872367859,1.0,41
W1,49.48.233.156,80,24,1,10,10,3502,1861,59535.2783940064,-3885.8702364772,-4074.3424938443,0.01085519976913929,0.2612782120704651,42
W1,49.48.233.191,87,24,4,9,9,3814,2919,164056.2753819764,-224.0341560132,-303.8878656052,0.01351349987089634,0.4922516345977783,43
W1,49.48.233.233,71,24,0,9,9,1756,1291,64916.0124478217,-4876.7755188328,-4913.8886317157,0.013991599902510643,0.3702395260334015,44
W1,49.48.233.253,81,24,2,10,10,3084,1815,158440.9523284732,-7338.8131157059,-7359.8903071941,0.014364800415933132,0.4250001907348633,45
W1,49.48.233.9,80,24,1,9,9,3006,1640,66742.5848215728,-7098.1297093386,-7117.9157575736,0.013560700230300426,1.0,46
W1,60.54.61.113,88,24,10,11,10,2374,2370,502675.5380163197,-7690.7472501595,-9637.0169391819,0.24202129244804382,1.0,47
W1,104.28.157.200,162,23,10,13,13,3052,2104,655893.7329600247,14974.8446916835,14974.8446916835,0.10018140077590942,1.0,48
W1,113.22.35.178,30,23,12,12,12,16182,16076,3198583.5369138947,-3309.7463609190,-3309.7463609190,0.8632471561431885,1.0,49
W1,42.113.136.49,111,23,17,21,21,1942,1939,26212.9825100553,559.8871545965,559.8871545965,0.04615379869937897,1.0,50
W1,49.48.233.101,90,23,5,8,8,3168,2060,64650.6721312427,-11839.3233448460,-11841.2076956205,0.0187174491584301,0.5881356000900269,51
W1,49.48.233.183,66,23,7,11,11,4453,3603,286792.2563885717,17721.3043645168,17701.1597745566,0.00897850003093481,0.3323621153831482,52
W1,49.48.233.199,61,23,1,11,11,2905,1552,142401.4319258372,-1435.4939552444,-1554.2142140595,0.01090910006314516,0.16876475512981415,53
W1,49.48.233.63,90,23,8,14,14,3991,3202,171259.8869308088,-1790.6329916097,-1866.4707607225,0.012917050160467625,0.35303032398223877,54
W1,1.194.69.160,22,22,10,10,10,1976,1976,347950.0000000000,-4840.0000000000,-4840.0000000000,1.0,1.0,55
W1,103.199.32.183,72,22,6,9,9,3521,2321,95696.7164367121,992.7759046697,992.7759046697,0.014545999467372894,0.62241530418396,56
W1,104.28.160.187,138,22,5,10,10,3392,2842,424163.8219325185,-12061.2899062158,-12061.5605422104,0.045517150312662125,1.0,57
W1,171.239.154.252,27,22,5,7,7,10206,7244,286943.4651368665,-1714.1862372917,-1714.1862372917,0.26207178831100464,0.5497320890426636,58
W1,27.72.79.206,47,22,5,4,4,6115,6065,242886.4184310344,-4966.9520679194,-4966.9520679194,0.762499988079071,1.0,59
W1,49.48.233.113,60,22,8,13,13,1828,1424,56974.3041989515,2481.4544987973,2469.2623684682,0.015956450253725052,0.42868542671203613,60
W1,49.48.233.117,76,22,3,9,9,3016,1876,64220.1832744807,-4497.0696293168,-4652.8370386132,0.011656150221824646,0.3250001072883606,61
W1,49.48.233.140,78,22,6,16,16,2872,2094,90914.4300754243,-9310.7856460256,-9353.0639548087,0.026184801012277603,0.3958415389060974,62
W1,49.48.233.144,67,22,4,8,8,3062,1533,102386.3344634174,9352.4560680690,9346.6554957166,0.013325800187885761,0.2509779930114746,63
W1,49.48.233.167,62,22,2,6,6,2464,1150,36807.9787463530,-2276.7115924405,-2280.5592538328,0.014979999512434006,0.16929951310157776,64
W1,49.48.233.19,69,22,2,11,11,2783,1442,67578.4875422729,-504.2866405525,-518.3328914369,0.011253000237047672,0.16893813014030457,65
W1,49.48.233.195,73,22,4,9,9,2864,1552,115925.8488768025,-4024.7231773843,-4140.0668786795,0.022727299481630325,0.584614098072052,66
W1,49.48.233.246,73,22,3,9,9,3154,1759,835679.8430012069,-39393.0884352751,-39411.7252493078,0.014084500260651112,0.18117640912532806,67
W1,49.48.233.83,65,22,1,10,10,2334,1290,455708.4677843969,58135.3868844199,58135.1007735796,0.026856200769543648,0.6000000238418579,68
W1,103.199.33.106,73,21,3,10,10,2105,1430,93045.6256729041,-2463.5174797214,-2463.5174797214,0.012903200462460518,0.3773328959941864,69
W1,104.28.157.193,143,21,6,9,9,2384,1796,339561.4233803484,-37865.4122667983,-37866.0743357639,0.08571430295705795,1.0,70
W1,104.28.157.202,119,21,7,17,17,2721,1669,377815.4340547746,-38676.8317190592,-38677.3804159042,0.1111110970377922,1.0,71
W1,104.28.166.114,153,21,3,7,7,2577,2291,147187.6033477977,-10631.0805243687,-10631.8529381618,0.1807229071855545,1.0,72
W1,115.76.49.190,39,21,9,8,8,1922,1916,12339.5993520016,-258.7239951765,-258.7239951765,0.21212120354175568,1.0,73
W1,116.110.40.1,52,21,6,9,9,2361,1068,65455.0339385966,-1191.8831000754,-1191.8831000754,0.3966371417045593,0.8168574571609497,74
W1,123.26.118.249,41,21,14,14,14,3258,3215,114857.4932589545,5037.0704227311,5037.0704227311,1.0,1.0,75
W1,27.78.223.97,26,21,6,9,9,5085,3682,133369.5512574420,-1924.5090520951,-1924.5090520951,0.0988938957452774,0.2249794900417328,76
W1,49.48.233.0,75,21,1,9,9,2832,1589,102913.8462753929,3238.6504179918,3202.7537037825,0.008674100041389465,0.3333333134651184,77
W1,49.48.233.102,75,21,4,10,10,2347,1765,121798.4084699157,-1023.0948120412,-1354.2649157105,0.016697600483894348,0.6666666865348816,78
W1,49.48.233.12,67,21,5,11,11,2460,1628,106537.0837236670,8968.7741201632,8869.2528011592,0.019710900261998177,0.6491227746009827,79
W1,49.48.233.124,70,21,3,9,9,2632,1845,51802.7431866063,-1459.1082391734,-1497.6613252138,0.017573900520801544,0.5710382461547852,80
W1,49.48.233.139,61,21,3,15,15,1936,1307,50652.8041213551,10015.2802439926,9979.4701945103,0.006896600127220154,0.10610789805650711,81
W1,49.48.233.147,82,21,3,9,9,3029,1729,99928.1545927034,121.0240579278,105.7429128963,0.013005849905312061,0.5209808945655823,82
W1,49.48.233.162,73,21,2,13,13,3342,2553,140918.0406520149,899.0870235494,431.7013092754,0.016650399193167686,0.3413325548171997,83
W1,49.48.233.172,83,21,2,6,6,3177,1504,90929.3086295432,-2027.5032245670,-2032.2279126195,0.016085799783468246,0.38333290815353394,84
W1,49.48.233.185,65,21,2,4,4,2267,1354,87019.0900309010,-3520.3438686670,-3811.3431239196,0.010593200102448463,0.21854299306869507,85
W1,49.48.233.189,55,21,5,6,6,1822,1021,58780.0848614544,1249.3938740423,1174.2349192528,0.012211699970066547,0.16666670143604279,86
W1,49.48.233.205,68,21,5,8,8,1868,1195,48496.8654332827,-4118.7330952369,-4240.4742566592,0.012493999674916267,0.14665329456329346,87
W1,49.48.233.244,69,21,3,12,12,2180,1451,129114.2614707720,-8156.7470831215,-8259.0853351685,0.01138089969754219,0.3185184597969055,88
W1,49.48.233.25,78,21,3,8,8,2658,1256,44095.1123893171,697.2532656860,667.7446675435,0.010680349543690681,0.21994751691818237,89
W1,49.48.233.250,77,21,4,7,7,2788,2003,170492.7729796407,-3163.9558204338,-3167.3089807371,0.02941180020570755,0.6961880922317505,90
W1,49.48.233.34,76,21,5,11,11,2852,2196,108708.7451918184,-1785.8105186449,-2131.2122705072,0.014076749794185162,0.13176469504833221,91
W1,49.48.233.67,74,21,1,15,15,2917,1920,237000.0905528202,22536.2299220077,22504.5986932336,0.01826069876551628,0.3135220408439636,92
W1,49.48.233.81,67,21,2,6,6,2917,1759,122194.8421795384,-11122.1061147796,-11146.1035966090,0.018725400790572166,0.3743589520454407,93
W1,49.48.233.82,73,21,4,8,8,2340,1670,55234.2679222596,-7878.1271947723,-7882.7592685218,0.02325580082833767,1.0,94
W1,103.199.32.223,77,20,3,7,7,2130,1920,106390.3466650818,-4698.7856818925,-4698.7856818925,0.012698500417172909,0.40512776374816895,95
W1,103.199.33.161,66,20,3,9,9,2605,2246,149040.0678045859,4887.3609461175,4887.3609461175,0.013998549431562424,0.46969372034072876,96
W1,103.199.33.194,79,20,2,12,12,2941,2620,102038.3859947049,-1914.9381120214,-1914.9381120214,0.01351349987089634,0.552972137928009,97
W1,103.199.33.73,64,20,4,9,9,2702,2332,162025.2582684321,-4540.9278496402,-4540.9278496402,0.01956215128302574,0.665322482585907,98
W1,103.199.33.76,108,20,5,11,11,1738,1492,112013.7684777084,-4917.8944478077,-4917.8944478077,0.016279300674796104,0.5273332595825195,99
W1,112.199.97.106,242,20,11,11,11,3120,3120,28599.3625402779,-524.3841327758,-524.3841327758,1.0,1.0,100
W1,180.246.177.101,23,20,10,10,10,1079,1078,40961.2026421689,-432.7689621249,-432.7689621249,1.0,1.0,101
W1,223.205.121.228,78,20,12,12,12,1697,1697,29986.3190555504,-2586.5193785473,-2586.5193785473,1.0,1.0,102
W1,49.48.233.110,56,20,4,9,9,1805,1032,40544.7114611215,-2702.6246012569,-2770.0105226542,0.011685950681567192,0.4763660132884979,103
W1,49.48.233.116,52,20,6,14,14,2133,1208,78805.5139487050,-1221.2291526179,-1268.0373886805,0.00967480055987835,0.2683742046356201,104
W1,49.48.233.118,73,20,1,6,6,2364,1585,122843.7992453966,-22169.0006932711,-22172.5459044117,0.01388890016824007,0.13686835765838623,105
W1,49.48.233.186,62,20,1,7,7,2489,1312,37630.0158543432,-5001.1131878852,-5001.7878236874,0.018474750220775604,0.5888888835906982,106
W1,49.48.233.188,63,20,2,4,4,2392,1522,53743.0929499342,-5059.6875506752,-5103.3031979791,0.009999999776482582,0.18053461611270905,107
W1,49.48.233.206,68,20,3,7,7,3234,1565,68507.1096729281,-7033.6640982128,-7058.2117522154,0.011923249810934067,0.1557602882385254,108
W1,49.48.233.234,77,20,4,5,5,2550,1535,105943.4516252159,-10309.0785064089,-10509.2066385298,0.011904800310730934,0.44242414832115173,109
W1,49.48.233.240,67,20,3,7,7,2752,1481,85153.6298941519,-2571.2928850541,-2585.8115102501,0.027039099484682083,0.6333332061767578,110
W1,49.48.233.35,67,20,3,9,9,1975,1438,47155.5156851246,2491.1169798741,2482.9990972716,0.02008030004799366,0.40107688307762146,111
W1,49.48.233.62,84,20,7,7,7,2357,1824,50848.6062924408,-616.2524890709,-657.9618885734,0.01656400039792061,0.42464208602905273,112
W1,49.48.233.84,73,20,4,8,8,2015,871,50975.2597165014,-811.0865389700,-815.2482218309,0.010312099941074848,0.5454545021057129,113
W1,49.48.233.85,58,20,5,7,7,1973,1185,49602.0824350956,3043.6824672120,3026.4592005916,0.013093650341033936,0.6666666865348816,114
W1,103.199.32.10,76,19,5,13,13,3423,2463,207279.4122384050,13609.1106910332,13609.1106910332,0.02345380000770092,0.4507576823234558,115
W1,103.199.32.121,62,19,1,5,5,1888,1174,127845.1903969919,-24578.4082467933,-24578.4082467933,0.01740964874625206,0.5490989685058594,116
W1,103.199.33.115,78,19,5,12,12,3086,1801,122836.2098462273,1865.5445325902,1865.5445325902,0.02107730135321617,0.6182451248168945,117
W1,103.199.33.193,60,19,2,7,7,2108,1379,148344.3061889600,440.2833079227,440.2833079227,0.015362500213086605,0.7631579041481018,118
W1,104.28.160.182,126,19,10,12,12,1869,1496,107833.4972310889,-6262.9192075490,-6288.4884805260,0.09090910106897354,1.0,119
W1,104.28.205.73,97,19,6,7,7,4819,3539,223444.8158543798,-9875.0314957411,-9875.0314957411,0.190476194024086,1.0,120
W1,116.96.44.195,51,19,5,4,4,16673,16610,347305.0859171625,-10886.5687574289,-10886.5687574289,0.06440679728984833,1.0,121
W1,171.225.198.37,140,19,9,10,10,2267,2250,20275.7806754785,-69.8437080166,-69.8437080166,0.4841538667678833,1.0,122
W1,223.206.50.252,76,19,10,12,11,1657,1528,72810.0689393527,-705.9279404680,-1301.1616385275,0.7875000238418579,1.0,123
W1,49.48.233.103,69,19,5,8,8,2689,1762,86372.3144785698,4210.2485345653,3924.0892513800,0.014705900102853775,0.20581060647964478,124
W1,49.48.233.125,70,19,1,8,8,2948,2223,65402.0001670498,-1609.4234820242,-1628.6536329315,0.008105949498713017,0.10416664928197861,125
W1,49.48.233.128,78,19,1,9,9,3198,1717,102752.2434890905,3684.4649703407,3658.5279887821,0.01830204948782921,0.3618178069591522,126
W1,49.48.233.148,64,19,2,8,8,1588,1120,75110.3142945473,-4149.6605205795,-4282.5059873813,0.012184849940240383,0.6880640983581543,127
W1,49.48.233.190,79,19,5,10,10,1814,1237,38818.9502392365,1285.8722443274,1260.2880586337,0.013698600232601166,0.6242417097091675,128
W1,49.48.233.197,67,19,4,7,7,1910,1422,106731.9860344546,-18161.9508329769,-18213.3900346590,0.006944399792701006,0.16853143274784088,129
W1,49.48.233.2,74,19,4,8,8,2058,1377,73438.8853246364,876.3663151365,793.3922321095,0.013280300423502922,0.1374119520187378,130
W1,49.48.233.225,68,19,2,8,8,2031,1351,63709.4574125409,1044.5936815547,1000.6430758195,0.014003150165081024,0.2898809313774109,131
W1,49.48.233.238,67,19,0,6,6,2099,1074,49299.5979955488,867.9849093807,759.1713252517,0.013671900145709515,0.5,132
W1,49.48.233.42,71,19,5,8,8,2073,1290,385583.9442390358,-83791.8534480493,-86140.7618987128,0.014864900149405003,0.5013422966003418,133
W1,49.48.233.7,61,19,1,6,6,2561,1688,55952.6314110335,-1458.2442545752,-1488.9862772480,0.015625,0.5753182768821716,134
W1,103.199.32.172,54,18,3,12,12,2217,1479,65737.6585473530,4010.7884268935,4010.7884268935,0.01385829970240593,0.38738560676574707,135
W1,103.199.32.199,85,18,3,9,9,1737,1346,253009.4689140361,-56319.5069487834,-56319.5069487834,0.008631600067019463,0.27437639236450195,136
W1,103.199.32.25,68,18,3,11,11,1830,1194,106259.4403255541,15989.7406830376,15989.7406830376,0.028656499460339546,0.9062490463256836,137
W1,103.199.32.65,77,18,9,10,10,1678,1413,68705.0682204844,2437.2543300611,2437.2543300611,0.01687760092318058,0.8839977979660034,138
W1,103.199.33.197,83,18,6,7,7,1808,1402,221223.7684847440,4439.6396677149,4412.0772215480,0.017885500565171242,0.6799987554550171,139
W1,103.199.33.83,64,18,5,8,8,1710,1427,103778.9399271700,-3242.1430782674,-3242.1430782674,0.022682450711727142,0.5115382671356201,140
W1,115.147.14.97,19,18,4,6,6,3457,3180,25368.5976670602,-1347.7809500857,-1347.7809500857,0.8254716992378235,1.0,141
W1,117.20.154.113,42,18,0,10,9,3108,2127,2241296.3177779642,-33622.5459191943,-34153.1519119717,0.021484050899744034,0.422677606344223,142
W1,117.20.154.120,37,18,3,5,5,1952,1460,1140581.6276510066,144978.7933718209,144212.8942039182,0.04037589952349663,0.6695709228515625,143
W1,123.16.31.31,24,18,7,11,11,932,929,323024.3698138916,3000.0654398841,3000.0654398841,0.2940303087234497,0.560799241065979,144
W1,27.74.156.245,55,18,12,13,13,1340,1338,6953.7081337633,217.2145838376,217.2145838376,0.75,1.0,145
W1,49.48.233.127,69,18,2,6,6,2639,2006,106330.7960247851,-7153.5936058585,-7210.6806274945,0.011173199862241745,0.34381353855133057,146
W1,49.48.233.137,59,18,1,9,9,2710,1435,62879.9402221469,-5102.6780866068,-5107.8932519014,0.015725700184702873,0.16623370349407196,147
W1,49.48.233.153,79,18,4,8,8,2097,1448,44579.5528508945,-3809.0636570004,-3826.4199972667,0.011734300293028355,0.2946356236934662,148
W1,49.48.233.16,68,18,4,6,6,2184,1159,56040.2304358902,-1442.0124298999,-1479.0509256479,0.010530349798500538,0.353278785943985,149
W1,49.48.233.174,56,18,5,10,10,2184,1093,62166.6954620970,327.2997034331,279.2666416466,0.010528849437832832,0.12064465880393982,150
W1,49.48.233.176,68,18,4,8,8,1820,1156,58192.2804835551,-2231.6581944908,-2367.7444413236,0.018757300451397896,0.3924999237060547,151
W1,49.48.233.212,81,18,1,7,7,3140,1303,44755.0156170004,-1457.2338113138,-1461.7716539849,0.012121199630200863,0.11466667056083679,152
W1,49.48.233.213,68,18,4,7,7,1948,1198,60357.6625753387,-1976.1905495295,-1993.1763785397,0.014772850088775158,0.8199992179870605,153
W1,49.48.233.22,77,18,3,7,7,2624,1230,60027.8299658902,-1986.4076941454,-1992.1165408357,0.01269839983433485,0.724112868309021,154
W1,49.48.233.229,84,18,3,8,8,2808,1977,86555.4333906068,1611.5778456775,1605.8387473703,0.017699699848890305,0.16960783302783966,155
W1,49.48.233.230,79,18,3,11,11,2405,1739,159749.2478975938,4913.3622512049,4663.4012085846,0.014955099672079086,0.2533332109451294,156
W1,49.48.233.248,79,18,2,7,7,1897,1226,67872.4013944000,5606.3765941383,5597.6392806916,0.012345699593424797,0.1263989806175232,157
W1,49.48.233.46,60,18,2,8,8,2241,1044,89598.3574807784,2019.6796224060,1995.1852594020,0.02410760149359703,1.0,158
W1,49.48.233.47,77,18,3,7,7,1794,1236,76147.7479534482,-2296.1807008182,-2344.1244591201,0.014150899834930897,0.2774224877357483,159
W1,49.48.233.51,59,18,2,10,10,1536,1073,51911.4505414306,948.0423853541,917.3919359406,0.009458700194954872,0.4400070309638977,160
W1,49.48.233.57,74,18,3,7,7,2110,1422,114602.1616664123,17181.4405918516,16723.1055870950,0.019456399604678154,1.0,161
W1,49.48.233.71,77,18,2,6,6,3575,1882,170530.0114441277,-11606.9849095799,-11699.3669522233,0.013499299995601177,0.2749423086643219,162
W1,103.199.32.104,78,17,5,8,8,1817,1581,166229.1322386300,-123.1875364985,-123.1875364985,0.02098580077290535,1.0,163
W1,103.199.32.18,54,17,2,9,9,1090,800,26545.4757052145,1786.4424829916,1786.4424829916,0.010973350144922733,0.4585210084915161,164
W1,103.199.32.237,53,17,3,7,7,1447,1117,79445.6458147022,-7461.7778428762,-7461.7778428762,0.012820499949157238,0.29999980330467224,165
W1,103.199.32.28,71,17,4,7,7,1353,1046,40621.3890382574,-3061.5647168510,-3061.5647168510,0.014705900102853775,1.0,166
W1,103.199.32.44,69,17,2,10,10,1674,1384,148292.3917382837,-10535.8652847373,-10535.8652847373,0.013639899902045727,0.37909090518951416,167
W1,103.199.32.78,79,17,5,8,8,1763,1240,115100.7122410493,-325.4621746999,-325.4621746999,0.012603499926626682,1.0,168
W1,103.199.33.107,75,17,2,4,4,1469,1189,120286.6738113725,7718.2061964671,7718.2061964671,0.020833300426602364,0.800000011920929,169
W1,103.199.33.123,76,17,3,11,11,2923,1665,134578.4165555812,3035.1311999358,3035.1311999358,0.013536649756133556,0.4450000822544098,170
W1,103.199.33.8,66,17,4,7,7,2322,2117,88724.5217655197,-3556.3647153787,-3556.3647153787,0.011673349887132645,0.5832802653312683,171
W1,103.199.57.93,52,17,2,5,5,1866,1001,65558.6291653340,2464.3272948049,2464.3272948049,0.018087398260831833,0.9086955189704895,172
W1,104.28.166.113,146,17,6,9,9,2366,1794,169878.9878577608,4101.4814040525,4101.4814040525,0.15618105232715607,1.0,173
W1,113.174.144.118,25,17,4,5,5,2600,1946,172864.5205841468,-4209.0633596013,-4209.0633596013,0.3379310071468353,0.8181818127632141,174
W1,14.165.253.223,25,17,5,7,7,5007,3553,291124.7234380202,-8515.2334763557,-8515.2334763557,0.3382857143878937,0.714285671710968,175
W1,14.230.126.254,22,17,3,4,4,2579,895,7353.6777424893,-746.5855988408,-746.5855988408,1.0,1.0,176
W1,14.240.138.50,30,17,4,4,4,4306,4304,82895.9080466093,-668.3318902638,-668.3318902638,0.3049090504646301,1.0,177
W1,171.253.231.155,23,17,5,7,7,5165,1742,69233.2609472986,667.6124400674,667.6124400674,0.1816750019788742,0.6461910009384155,178
W1,175.139.87.151,66,17,9,9,9,3925,3913,793127.3390452197,4423.4817851016,-252.7964244228,0.1584448516368866,1.0,179
W1,180.246.120.9,17,17,9,9,9,951,950,36044.6061295426,-375.2310933102,-375.2310933102,1.0,1.0,180
W1,183.80.57.40,21,17,3,3,3,5900,5898,15175.6275129560,-642.4901931345,-642.4901931345,0.8584905862808228,1.0,181
W1,183.81.18.156,22,17,3,5,5,3054,3045,27505.3841407005,-353.0789963599,-353.0789963599,0.694485068321228,1.0,182
W1,49.48.233.106,58,17,4,4,4,1821,1270,106578.6331655232,-8577.2602031640,-8683.1191670723,0.010868599638342857,0.32336723804473877,183
W1,49.48.233.107,64,17,5,7,7,1937,1243,131516.8751912621,-21426.4574933349,-21807.3727768941,0.016410499811172485,0.7749996185302734,184
W1,49.48.233.120,65,17,3,8,8,1765,1273,42045.8249199471,-1304.7732447312,-1324.6458185318,0.012345699593424797,0.23076920211315155,185
W1,49.48.233.122,60,17,1,6,6,2288,1621,69256.6444846819,-6037.1461064714,-6038.2656376856,0.011031849309802055,0.25567150115966797,186
W1,49.48.233.126,62,17,4,8,8,1544,1191,68721.6538603970,-355.9689645833,-358.6805603751,0.018770448863506317,0.5,187
W1,49.48.233.141,63,17,3,12,12,1659,1380,43419.9744097069,3346.2477204695,3288.1987385223,0.014285700395703316,0.2327040433883667,188
W1,49.48.233.146,66,17,3,6,6,1751,1114,50288.7043635224,451.8788932865,441.3282573658,0.01008905004709959,0.5214284658432007,189
W1,49.48.233.152,59,17,1,7,7,1699,943,44688.3068602915,604.4137508444,600.8061178623,0.010888700373470783,0.4621001183986664,190
W1,49.48.233.170,57,17,3,8,8,2786,1659,120988.0333786205,12658.8718629970,12574.1269387652,0.026490099728107452,0.9249997138977051,191
W1,49.48.233.18,64,17,6,13,13,1714,1148,53502.7520760190,6981.4300027765,6967.6003375138,0.013567350804805756,0.28999999165534973,192
W1,49.48.233.236,63,17,7,11,11,1484,1208,118069.9523856769,-2020.2784712971,-2038.7339928951,0.0076592001132667065,0.0933331549167633,193
W1,49.48.233.237,77,17,5,8,8,1890,1256,32782.5582598218,-180.5199680533,-188.0745295263,0.0192307997494936,0.9567557573318481,194
W1,49.48.233.32,62,17,3,9,9,1917,1179,60531.8795415065,-2869.0701415330,-2869.2363131468,0.00968175008893013,0.42843133211135864,195
W1,49.48.233.55,76,17,5,4,4,3365,2716,147039.8037334027,-14520.1040992125,-14534.5884470578,0.01665234938263893,0.2681819796562195,196
W1,49.48.233.60,63,17,2,7,7,2767,1604,43485.5073142555,-716.3355501526,-736.5365153669,0.011108599603176117,0.3333333134651184,197
W1,49.48.233.74,69,17,2,7,7,1961,1002,57523.6453965600,-4344.1309422221,-4372.3017242936,0.018017999827861786,0.7254900932312012,198
W1,49.48.233.75,61,17,3,9,9,1965,1107,45926.8120548839,-1275.2824960914,-1418.7464384511,0.01612900011241436,0.5347303152084351,199
W1,49.48.233.8,69,17,3,7,7,1881,1385,42602.1404109335,-440.0801346147,-447.5408360073,0.012820499949157238,0.3066665828227997,200
W1,49.49.225.195,39,17,2,10,10,2373,1231,73748.3566278805,-1779.9793863321,-1790.2820263838,0.020279400050640106,0.28620678186416626,201
W1,49.49.225.34,49,17,4,11,11,2978,2161,139147.8210483615,2630.1952931973,2487.0576467827,0.026315800845623016,0.4572336673736572,202
W1,103.10.69.110,18,16,8,8,8,855,855,11436.4169561465,-75.6152484469,-75.6152484469,1.0,1.0,203
W1,103.199.32.116,63,16,3,5,5,1346,750,105143.8316520055,-3101.7872304057,-3101.7872304057,0.021276600658893585,0.2857142984867096,204
W1,103.199.32.173,77,16,4,8,8,1561,1228,82905.6685644899,-1532.3068221900,-1532.3068221900,0.012195100076496601,0.9666658639907837,205
W1,103.199.32.187,63,16,4,9,9,1910,1684,90093.0695251674,-2147.4127793617,-2147.4127793617,0.0062500000931322575,0.17754009366035461,206
W1,103.199.32.196,67,16,2,9,9,1366,987,201339.4363711968,21733.1186335768,21733.1186335768,0.024024000391364098,1.0,207
W1,103.199.32.202,65,16,4,8,8,2278,1586,172380.3066337131,-7870.9433262300,-7870.9433262300,0.017048299312591553,0.6818181872367859,208
W1,103.199.32.203,61,16,3,8,8,1737,1107,108996.4935798687,-9738.0148301007,-9738.0148301007,0.0091540003195405,0.48563718795776367,209
W1,103.199.32.74,68,16,4,7,7,2054,1608,87872.6583818018,-5237.0243630029,-5237.0243630029,0.014339899644255638,0.18952660262584686,210
W1,103.199.33.102,70,16,3,4,4,1545,1415,89664.9264917585,-2803.1263030453,-2803.1263030453,0.016573000699281693,0.75,211
W1,103.199.33.170,68,16,1,7,7,2605,1678,172492.8323646273,4706.1613977929,4706.1613977929,0.010653950273990631,0.4673909544944763,212
