uid,n_shoes,n_orders,entry_pos_p50,exit_pos_p50,bet_density_p50,entry_round_avg
67150969,244,668,0.5,0.56,1.0,25.37
67153700,598,1245,0.1296,0.1569,1.0,6.95
67167437,29,683,0.1837,0.7708,1.0488,14.41
67169155,1071,5904,0.4898,0.5714,2.0,24.85
67169342,124,787,0.4694,0.6236,1.0,24.3
67174348,255,3552,0.3469,0.6875,0.8333,18.23
67174373,5,226,0.5192,0.6923,4.55,26.4
67176102,63,152,0.5319,0.5745,1.0,26.3
67184317,2003,12079,0.4118,0.5957,1.125,22.48
67187874,673,2500,0.1923,0.28,1.0,12.19
67192207,655,2034,0.5417,0.6,2.0,27.01
67193076,623,1531,0.2745,0.5435,1.0,17.5
67196056,36,315,0.6319,0.7796,1.0,30.44
67200820,115,310,0.4444,0.5319,1.0,22.69
67206182,114,514,0.5152,0.6082,1.0,27.1
67206423,348,398,0.5918,0.6095,1.0,29.16
67210917,219,354,0.3462,0.4,1.0,20.9
67212723,213,268,0.5,0.5577,1.0,25.54
67218377,128,237,0.1837,0.2551,1.0,10.85
67231900,97,456,0.3,0.7021,0.5,18.99
67251433,410,1057,0.1458,0.2222,1.0,11.55
67255622,908,2322,0.5278,0.6122,1.0,25.75
67264935,702,7856,0.6176,0.7156,2.1667,31.12
67265144,312,540,0.6408,0.7021,1.0,32.38
67267414,39,205,0.3137,0.4314,2.0,18.9
67267648,408,2409,0.7653,0.8925,1.0,36.76
67267794,14,147,0.4598,0.5466,1.0,23.07
67268547,82,222,0.4124,0.4687,1.0,22.39
67269126,39,539,0.5581,0.8163,1.0,26.46
67272855,277,4414,0.5283,0.6875,1.0769,26.08
67277753,65,1042,0.6154,1.0,1.0,30.17
67284833,67,210,0.5319,0.6863,1.0,27.0
67296960,130,823,0.5051,0.651,1.0,25.03
67302496,123,2028,0.6383,0.84,2.0,30.34
67312926,44,306,0.4381,0.5241,1.5,22.8
67313595,667,2904,0.4894,0.6327,1.0,24.99
67314953,8028,15117,0.3455,0.5,1.0,20.29
67320725,17,201,0.44,0.5556,1.1429,23.59
67330543,383,1000,0.3846,0.4902,2.0,22.23
67340679,349,1467,0.4894,0.74,1.0,25.11
67349886,78,1197,0.52,0.7667,1.5,28.17
67356321,663,3042,0.34,0.8125,0.36,20.71
67368475,10,101,0.2964,0.8846,0.7083,21.4
67368576,23,147,0.6,0.6545,3.0,31.61
67374926,363,1446,0.537,0.6042,1.0,27.6
67383721,77,102,0.4375,0.4464,1.0,24.03
67384754,286,1219,0.4228,0.5294,1.0,21.9
67405191,711,2226,0.2642,0.44,1.0,18.07
67405195,75,120,0.5957,0.6383,1.0,27.67
67408810,61,225,0.6415,0.717,1.0,30.57
67414198,49,599,0.383,0.4231,3.0,21.65
67418398,2408,14361,0.56,0.6809,2.0,27.94
67421277,6,107,0.6558,1.0,0.9865,28.83
67433643,44,144,0.4664,0.6863,1.0,25.45
67443505,114,335,0.53,0.5728,2.0,27.54
67444332,25,558,0.2222,0.9592,1.0,14.88
67449293,85,223,0.4909,0.537,1.0,24.61
67450354,134,1052,0.5602,0.7708,1.6369,29.3
67454797,30,306,0.5049,0.6727,1.1435,25.47
67461726,1326,2467,0.4257,0.5495,1.0,23.36
67470052,68,141,0.4753,0.5977,1.0,25.91
67474621,73,323,0.4583,0.5,1.0,24.53
67528866,104,160,0.6058,0.608,1.0,29.66
67547006,500,1182,0.3762,0.6863,0.5,22.14
67553792,5157,8717,0.2157,0.25,1.0,16.69
67568963,751,2891,0.4565,0.6364,1.0,24.02
67570202,673,2335,0.52,0.5714,1.0,26.26
67602015,341,533,0.54,0.6,1.0,27.42
67610829,40,557,0.5718,0.6228,2.2,27.33
67629342,108,215,0.5353,0.6185,1.0,26.9
67643769,5,143,0.4783,0.6863,3.6667,25.0
67646759,124,337,0.5307,0.5339,2.0,27.44
67656224,30,230,0.4612,0.5657,1.6458,24.67
67662278,72,272,0.3767,0.4222,1.0,20.56
67666018,67,139,0.449,0.58,1.0,25.96
67669913,108,513,0.4387,0.567,0.9091,22.05
67673912,489,1020,0.2245,0.3,1.0,15.33
67678256,32,420,0.4748,0.5807,2.7244,23.31
67680905,258,749,0.5544,0.6465,1.0,27.36
67683886,137,983,0.3529,0.5833,1.0,21.91
67688135,50,578,0.5759,0.6776,2.9,27.5
67705658,101,867,0.3,0.8125,0.5588,17.89
67706052,82,732,0.5483,0.6559,1.6083,27.88
67706441,345,2575,0.3111,0.46,1.0,16.43
67714642,1199,2859,0.4348,0.5208,1.0,22.91
67723907,8,104,0.5449,0.8557,0.8661,25.63
67731017,13,122,0.6667,0.913,1.0,27.0
67741878,101,127,0.6522,0.6957,1.0,31.35
67751764,1208,1833,0.5313,0.6042,1.0,26.33
67759011,180,622,0.4181,0.6882,1.0,22.06
67763213,18,199,0.4592,0.6381,1.3491,23.89
67766231,108,138,0.6969,0.7015,1.0,32.66
67785117,47,198,0.4565,0.5962,1.0,22.83
67788160,46,143,0.3031,0.3944,1.0,20.28
67789856,10,108,0.4859,0.67,1.0,23.8
67790697,17,173,0.52,0.7,1.0,23.18
67793176,3269,13527,0.5,0.7111,1.0,25.85
67806218,59,103,0.3818,0.3889,1.0,22.37
67809086,488,1046,0.4314,0.5222,1.0,23.28
67812372,105,436,0.5,0.7083,1.0,23.98
67822426,2,102,0.5342,0.6854,6.2273,25.5
67828872,57,190,0.5319,0.7,1.0,27.09
67840062,5225,17301,0.3542,0.5833,1.0,19.7
67840875,24,139,0.5547,0.6799,1.0,28.5
67851742,253,1973,0.3778,0.54,1.0,21.05
67854592,87,222,0.5,0.5652,1.0,27.14
67854652,22,134,0.5813,0.67,1.0,28.0
67856937,39,111,0.4783,0.4898,1.0,22.56
67858872,3,197,0.1698,0.54,6.1304,20.0
67860476,86,493,0.398,0.5672,1.0,22.17
67860703,248,1733,0.5147,0.6336,1.0,26.19
67861942,313,1072,0.4706,0.7059,1.0,25.28
67865996,15,291,0.38,0.5686,2.25,20.2
67875450,8,123,0.2347,0.3672,1.2143,14.38
67879185,35,3171,0.2979,0.9623,5.7297,18.37
67883159,98,302,0.5377,0.6667,1.0,27.8
67883852,34,160,0.6565,0.7349,1.0,27.82
67890427,342,1795,0.3961,0.7669,0.5,22.08
67895285,24,133,0.6061,0.6946,1.225,28.83
67910734,65,468,0.7692,0.9792,0.8,37.35
67911157,375,977,0.4667,0.5439,1.0,24.19
67922568,17,117,0.3958,0.4792,1.0,22.71
67927220,535,5669,0.4545,0.6,1.6667,25.16
67935692,45,116,0.6042,0.6875,1.0,31.82
67946991,177,501,0.451,0.6667,1.0,23.89
67951984,91,914,0.58,0.75,1.0,28.58
67957784,61,300,0.1915,0.26,1.0,12.1
67963140,274,879,0.5,0.6,1.0,25.22
67963947,296,3962,0.5327,0.7156,2.0,26.21
67970435,196,4875,0.6327,0.9406,2.0528,30.02
67970834,98,617,0.4134,0.5053,1.0,21.96
67984148,146,692,0.52,0.6464,1.0,25.41
67993147,443,1359,0.5417,0.6863,1.0,27.14
67993852,29,338,0.551,0.6522,2.0,27.59
67996392,54,259,0.5669,0.629,1.0,25.41
67998548,37,313,0.3542,0.4082,1.75,18.7
67998848,14,191,0.457,0.5521,1.9583,22.79
68006684,298,477,0.5,0.6565,1.0,26.64
68022570,35,102,0.2963,0.537,1.0,20.8
68030757,37,364,0.3922,0.5306,1.0,19.62
68037666,69,607,0.6481,0.8936,1.0,31.2
68075640,218,334,0.6907,0.7083,1.0,31.63
68076555,2943,7715,0.38,0.6957,0.5,21.01
68077452,285,1517,0.7222,0.82,1.0,34.99
68091815,278,1136,0.49,0.5841,1.0,25.15
68101878,114,251,0.7263,0.7732,1.0,36.06
68111884,123,1404,0.3091,0.3966,2.0,16.77
68123561,165,1965,0.7551,0.8913,2.0,35.92
68139310,433,1233,0.5,0.625,1.0,26.36
68154457,114,221,0.4947,0.5655,1.0,25.18
68167666,94,414,0.5098,0.6667,1.0,25.44
68186432,16,238,0.4781,0.767,1.0,25.44
68188459,134,681,0.7501,0.8648,1.0,36.13
68192122,38,348,0.4754,0.6999,1.0,24.58
68192831,20,123,0.632,0.8297,1.0,27.4
68216227,132,312,0.4365,0.5342,1.0,23.02
68219542,43,217,0.4783,0.5283,4.0,23.63
68229654,181,425,0.6346,0.6863,1.0,30.8
68232328,3119,6536,0.3846,0.4906,1.0,22.76
68238780,276,683,0.5361,0.6843,1.0,27.29
68255325,99,321,0.5106,0.6226,1.0,24.91
68260784,301,506,0.4828,0.5778,1.0,25.28
68261066,893,9152,0.6875,1.0,1.0,33.57
68264708,74,296,0.6163,0.6991,1.0,29.82
68277293,19,162,0.5472,0.6078,3.0,28.11
68280029,917,1099,0.3478,0.3958,1.0,19.82
68284373,22,181,0.6599,0.7027,1.5143,30.82
68294123,72,129,0.45,0.4648,1.0,23.25
68298060,207,479,0.52,0.625,1.0,25.57
68331861,519,1502,0.5111,0.6042,1.0,25.15
68337555,30,207,0.5489,0.692,1.0,26.53
68339254,31,433,0.2449,0.34,1.5385,10.74
68352404,60,186,0.5669,0.6862,0.9,25.93
68356500,11,896,0.3958,0.75,7.1765,24.82
68360281,9651,54179,0.4364,0.6,1.6667,22.89
68362917,80,190,0.5685,0.6373,1.0,27.18
68365234,2357,6766,0.5,0.6531,1.0,25.83
68378772,274,873,0.5521,0.6422,1.0,26.86
68380920,12,159,0.3882,0.5499,3.0,23.17
68409316,196,259,0.5453,0.5866,1.0,27.94
68410001,12,327,0.4896,0.9706,1.8009,27.5
68415451,139,161,0.6087,0.6415,1.0,31.32
68429050,723,3215,0.5,0.6538,1.0,25.76
68442852,124,202,0.1702,0.1943,1.0,10.65
68450801,47,115,0.4,0.6596,0.3333,22.45
68453790,108,3151,0.49,0.7776,2.5357,26.96
68457746,2071,4817,0.4906,0.66,1.0,25.82
68463209,184,633,0.5401,0.6667,1.0,26.33
68464042,1516,9847,0.58,0.7029,1.4167,28.91
68467952,80,110,0.41,0.4222,1.0,20.98
68497907,17,464,0.3684,0.66,2.0,21.76
68500678,103,194,0.6042,0.6667,1.0,29.64
68501253,6,168,0.4985,0.6458,3.3667,25.5
68504134,34,155,0.1524,0.2621,1.0,11.79
68504699,7,144,0.38,0.6792,1.0909,24.43
68507383,223,1256,0.4783,0.5909,1.0,23.07
68508118,1189,3771,0.3469,0.7174,0.4167,20.43
68512021,271,2836,0.6415,0.7115,2.3333,30.97
68515823,240,11963,0.4374,0.8763,3.8,23.85
68520818,440,2215,0.3474,0.6017,1.0,20.04
68524853,344,2633,0.7143,0.9362,1.0,34.74
68529792,73,133,0.5882,0.6792,1.0,27.79
68539522,672,7174,0.2391,0.6273,0.9588,15.46
68559653,173,452,0.587,0.6667,1.0,28.75
68561127,66,349,0.649,0.8267,1.0,29.74
68564815,62,696,0.4253,0.7264,0.7434,21.82
68569345,60,521,0.2904,0.4135,3.0,21.08
68572675,360,1971,0.4796,0.6635,1.0,23.94
68588069,3181,5372,0.449,0.6316,1.0,23.5
68592290,82,198,0.4317,0.5049,1.0,23.77
68605986,9,138,0.5833,0.6383,2.875,28.78
68609217,400,2677,0.2575,0.8298,0.4286,16.69
68609391,202,1261,0.4387,0.6631,1.0,22.61
68609623,215,530,0.4915,0.7059,1.0,24.79
68632453,747,5699,0.4259,0.6939,1.0,22.21
68639978,129,445,0.5435,0.7455,0.8,26.95
68662008,65,275,0.383,0.4286,2.0,23.14
68676358,308,3839,0.3664,0.898,0.7778,18.44
68679072,211,469,0.1552,0.2037,1.0,11.6
68691516,67,529,0.5417,0.6939,1.0,26.16
68691962,26,105,0.3001,0.3761,1.0,17.85
68722680,285,1581,0.62,0.8542,1.0,32.01
68753840,18,236,0.5668,0.7642,1.0,28.11
68754199,4215,9947,0.4423,0.6471,1.0,23.56
68757369,517,3990,0.4737,0.6538,1.0,23.09
68767224,3465,7207,0.6042,0.6897,1.0,29.96
68772081,272,545,0.5256,0.6727,1.0,27.49
68777242,52,355,0.4148,0.5922,1.0,22.25
68788458,224,467,0.4674,0.6061,1.0,25.21
68796842,815,2324,0.451,0.6275,1.0,23.67
68802848,89,191,0.5319,0.6122,1.0,24.16
68809278,44,548,0.5053,0.8022,0.9635,24.57
68811469,34,356,0.5,0.8207,1.0,26.12
68826908,147,512,0.587,0.6383,1.0,27.58
68829234,226,1070,0.3938,0.5,1.0,22.31
68832906,968,1768,0.5106,0.62,1.0,26.06
68846717,26,303,0.3792,0.5208,1.2927,19.81
68849051,29,224,0.3922,0.5472,1.0,20.9
68852780,159,821,0.3469,0.6863,0.8,20.59
68864026,37,458,0.12,0.2917,1.0,6.54
68864544,8,102,0.4835,0.5544,1.5833,26.63
68868240,887,6776,0.3922,0.48,2.0,21.65
68873830,154,343,0.7059,0.766,1.0,35.43
68880402,190,324,0.5313,0.5643,1.0,26.93
68906571,35,283,0.3462,0.4038,1.5,20.54
68909773,44,125,0.4676,0.6891,1.0,24.61
68937769,255,613,0.5098,0.7333,1.0,27.31
68940888,4483,15048,0.3922,0.7451,0.4063,21.93
68947223,44,205,0.6222,0.6738,1.6,28.14
68977453,240,326,0.5338,0.5577,1.0,27.45
68979439,91,258,0.5094,0.5806,1.0,26.65
69018254,42,327,0.3031,0.4375,1.0,17.36
69028623,6,212,0.5217,0.8261,2.5556,26.67
69029411,82,226,0.5,0.6252,1.0,24.5
69037190,472,6093,0.4479,0.6415,1.75,23.83
69051949,14,199,0.2653,0.5057,2.0,17.29
69058060,805,6930,0.6122,0.8462,1.0,30.25
69086055,78,250,0.5096,0.5673,1.0,25.05
69086604,79,207,0.3529,0.7091,1.0,22.73
69086666,68,245,0.2064,0.271,1.0,11.43
69092295,52,414,0.4043,0.5153,1.0,23.37
69109019,36,128,0.5945,0.6787,1.0,29.0
69111897,9,106,0.4,0.8571,1.0,25.78
69112231,349,828,0.1373,0.2553,1.0,11.34
69117182,270,3855,0.5208,0.6875,1.8062,26.07
69124223,2710,7177,0.4314,0.587,1.0,23.14
69143631,925,1562,0.7021,0.7755,1.0,34.97
69143775,4394,15923,0.2887,0.42,1.0,17.27
69146368,505,857,0.5208,0.56,1.0,26.18
69158238,46,670,0.17,0.2777,1.0,9.48
69163373,716,1652,0.48,0.5882,1.0,25.59
69165956,117,199,0.3469,0.3889,1.0,21.26
69167617,1719,8918,0.434,0.6042,1.0,22.66
69169961,242,545,0.6607,0.6826,1.0,31.61
69177988,65,512,0.36,0.3846,1.5,19.15
69178089,481,4604,0.25,0.5172,0.8889,14.85
69187048,1101,2732,0.2453,0.3333,1.0,17.94
69206446,128,443,0.6699,0.7319,1.0,32.91
69208089,478,2079,0.2857,0.4078,1.0,17.9
69208161,36,257,0.4574,0.6633,0.8057,20.67
69208397,47,100,0.6458,0.7333,1.0,27.4
69210066,13,136,0.5306,0.6735,1.0,24.54
69238993,102,626,0.4796,0.6438,1.0,23.22
69248294,20,201,0.6925,0.8653,1.0,34.25
69249435,49,793,0.4038,0.52,3.0,23.35
69258119,171,231,0.4894,0.5357,1.0,24.81
69280401,74,134,0.5686,0.604,1.0,27.96
69286429,200,11220,0.3685,0.6336,4.4,21.09
69302593,8,134,0.3385,0.7345,1.0476,18.75
69309155,1523,2170,0.2553,0.2917,1.0,14.13
69323709,18,488,0.4209,0.6608,3.0,20.33
69355688,2363,6874,0.26,0.38,2.0,17.64
69364348,32,107,0.4422,0.5053,1.0,21.13
69369558,4387,14294,0.4615,0.625,1.0,25.11
69380420,10,154,0.5342,0.7338,1.2042,26.4
69382604,38,122,0.3998,0.5288,1.0,23.24
69393823,269,384,0.5217,0.5686,1.0,27.18
69402585,78,109,0.5332,0.6803,1.0,28.83
69436203,99,394,0.6667,0.7143,1.75,31.54
69443076,4,101,0.499,0.8575,1.7246,28.25
69458370,109,225,0.4375,0.66,1.0,23.87
69476590,72,1704,0.4428,0.5578,4.0,22.94
69491783,313,8043,0.2909,0.4565,3.0,15.81
69494334,34,116,0.5712,0.6765,1.0,28.85
69498276,45,101,0.3556,0.4902,1.0,24.24
69530343,892,5605,0.3061,0.8901,0.3333,19.59
69537809,119,567,0.5091,0.625,1.0,23.66
69537915,127,982,0.5918,0.6939,1.2,28.06
69538868,87,679,0.46,0.68,1.0,25.0
69541061,29,112,0.5098,0.56,1.0,26.28
69556596,20,126,0.4787,0.6979,1.0,23.85
69577699,72,282,0.544,0.6236,1.0,26.85
69604181,92,228,0.551,0.6437,1.0,27.3
69607530,61,129,0.4894,0.5116,1.0,25.75
69619840,410,1124,0.4243,0.5408,1.0,23.16
69626047,78,153,0.5513,0.5885,1.0,29.79
69628548,44,310,0.4955,0.6059,2.0,25.25
69640921,35,173,0.2083,0.3111,1.0,11.63
69641941,274,1625,0.464,0.6262,1.0,24.09
69647566,40,243,0.4853,0.6186,1.0,25.1
69650187,111,286,0.3654,0.4255,1.0,20.66
69650363,180,800,0.48,0.5533,1.0,26.37
69662957,26,364,0.7367,1.0,1.02,32.88
69665274,581,2449,0.4902,0.7551,1.0,25.16
69672141,221,2137,0.3061,0.6078,1.0,18.81
69682341,453,2907,0.5532,0.7083,1.0,26.7
69684588,28,150,0.156,0.2053,1.4524,13.57
69695863,76,110,0.5859,0.6301,1.0,27.28
69702128,15,148,0.4468,0.5435,1.0909,23.53
69706434,507,7415,0.3265,0.434,3.0,18.9
69721405,62,236,0.5807,0.5914,2.0,28.89
69728496,1061,7067,0.3913,0.48,1.5,21.45
69735432,14,304,0.3356,0.71,1.0,18.36
69737703,1826,2498,0.5,0.587,1.0,25.46
69753253,430,5348,0.484,0.8542,1.0,24.59
69755810,38,1057,0.5904,0.8163,2.0,27.21
69756054,1076,4322,0.3958,0.5653,1.5,22.05
69760410,575,881,0.58,0.6591,1.0,28.36
69762876,1290,2067,0.5106,0.6129,1.0,26.38
69773318,2015,5617,0.4681,0.6087,1.0,25.6
69777397,1374,2942,0.6275,0.6923,1.0,30.36
69782709,57,100,0.4167,0.4286,1.0,23.19
69801691,35,152,0.551,0.6275,1.0,30.14
69818634,50,163,0.5893,0.6842,1.0,27.42
69820881,739,1700,0.3137,0.4082,1.0,19.52
69821224,138,346,0.46,0.5102,1.0,25.31
69821497,49,226,0.5098,0.5833,1.0,25.37
69823857,33,326,0.6889,0.9245,1.0,32.18
69825102,3,148,0.2857,0.8163,2.3684,16.33
69826231,55,570,0.6038,0.7255,2.0,28.87
69828070,4,111,0.312,1.0,1.0,16.75
69829027,11,135,0.46,0.6122,1.25,25.45
69829120,37,240,0.7647,0.9348,1.0,37.27
69829555,75,1784,0.6275,0.7391,5.1429,30.57
69831639,77,2545,0.5,0.6735,3.6,24.84
69835450,786,1712,0.44,0.4866,1.0,23.63
69835621,82,858,0.7369,0.8505,1.3542,33.49
69837197,51,689,0.4706,0.5577,3.3333,21.88
69837202,70,197,0.7217,0.8156,1.0,33.16
69838693,1506,4835,0.3636,0.5833,1.0,19.94
69842960,221,564,0.4182,0.5,2.0,22.78
69853626,51,232,0.4348,0.66,1.0,23.86
69854404,216,224,0.5045,0.5045,1.0,25.18
69855056,38,240,0.5715,0.5715,2.3818,28.45
69856074,206,588,0.5189,0.6337,1.0,26.67
69856421,99,254,0.3778,0.4792,1.0,22.4
69865463,417,6421,0.4681,0.6042,2.4,24.53
69865688,1228,2599,0.5,0.5896,1.0,25.08
69874597,335,797,0.549,0.6842,1.0,28.3
69875456,239,2876,0.5882,0.6731,2.6667,28.74
69875818,4,135,0.5288,0.6669,4.1354,29.0
69879145,116,4666,0.38,0.5352,4.3943,21.28
69884917,63,195,0.7115,0.82,1.0,35.21
69887561,65,1195,0.6604,0.8043,2.75,31.02
69893131,241,438,0.62,0.68,1.0,30.91
69915119,206,406,0.0645,0.0962,1.0,3.99
69920078,18,849,0.5885,0.8219,6.0,29.78
69922041,93,243,0.2941,0.4286,1.0,19.09
69925481,4107,8229,0.5208,0.6071,1.0,26.47
69929351,301,849,0.537,0.6122,1.0,26.37
69954916,58,568,0.45,0.5051,2.0,24.81
69970254,80,114,0.543,0.5757,1.0,27.38
69984044,297,853,0.5306,0.5686,1.0,26.17
69990981,244,449,0.5306,0.6019,1.0,26.91
70018214,9,120,0.6596,0.7917,1.8333,31.22
70018802,769,9087,0.5926,0.76,1.5962,27.62
70020813,36,524,0.6699,0.835,2.3667,33.42
70025077,266,5023,0.3775,0.8064,1.0281,19.6
70047369,290,2161,0.5979,0.8627,0.7434,30.01
70054816,97,293,0.42,0.4694,1.0,21.15
70090403,100,267,0.3601,0.3971,1.0,21.32
70100213,360,437,0.5,0.5417,1.0,25.23
70110541,7,139,0.5192,0.6923,2.0,25.86
70116834,45,1507,0.2558,0.7551,1.0,19.93
70122598,240,277,0.3365,0.3645,1.0,20.55
70136562,43,103,0.5098,0.587,1.0,24.4
70150029,615,1714,0.3,0.3846,1.0,17.8
70159719,22,319,0.6021,0.7678,1.15,26.82
70165460,1732,3341,0.5319,0.64,1.0,26.43
70168807,744,1833,0.5,0.5597,1.0,25.75
70174239,97,187,0.5306,0.5833,1.0,25.35
70177739,1416,3577,0.42,0.617,1.0,22.92
70186140,74,286,0.4375,0.5675,1.0,25.14
70199344,989,2651,0.3333,0.5385,1.0,19.9
70225643,393,1883,0.5091,0.58,1.0,26.24
70249324,4398,18290,0.451,0.7143,1.0,24.23
70250897,9,127,0.1296,0.9,1.0,15.22
70261130,2,104,0.33,0.73,2.9677,16.5
70275104,6,255,0.4896,0.8333,4.8229,25.33
70293765,95,224,0.5625,0.64,1.0,28.15
70307520,3730,5707,0.3077,0.4151,1.0,19.08
70314919,56,342,0.3258,0.4508,1.0,19.61
70316322,81,175,0.3269,0.4231,1.0,18.62
70318918,41,740,0.52,0.6596,2.1429,27.15
70320578,190,872,0.5,0.6598,1.0,25.55
70323107,1294,2212,0.5306,0.625,1.0,27.31
70336781,32,140,0.7231,0.79,1.0,32.0
70338080,289,6460,0.2708,0.3913,1.0,15.55
70342822,269,3228,0.5918,0.8367,1.0667,28.05
70344792,46,120,0.5308,0.5821,1.0,28.0
70345580,170,194,0.6733,0.6863,1.0,32.48
70359452,35,101,0.4898,0.5319,1.0,24.09
70370646,3302,10944,0.451,0.6939,0.75,23.82
70382311,99,298,0.2766,0.5918,0.5,18.26
70394444,165,450,0.617,0.6538,1.0,29.85
70406986,51,114,0.551,0.6122,1.0,25.86
70432671,23,209,0.3846,0.5455,1.0,19.87
70437672,247,520,0.3529,0.7083,1.0,19.57
70460261,2690,6248,0.4167,0.5556,1.0,23.02
70466946,224,310,0.476,0.5047,1.0,24.13
70492159,154,482,0.6427,0.6702,1.0,31.69
70497469,4,117,0.493,0.6799,2.2227,26.25
70515151,29,110,0.44,0.62,0.6,22.45
70516154,108,433,0.6003,0.6425,1.0,28.56
70517408,133,304,0.5098,0.54,1.0,24.81
70521282,452,3770,0.4894,0.7292,1.0,25.14
70523839,67,128,0.4898,0.551,1.0,24.99
70525019,12,156,0.717,1.0,1.0,32.83
70525636,336,694,0.4894,0.5261,1.0,25.03
70526762,11,171,0.4545,0.9574,1.2432,26.09
70530212,43,297,0.5294,0.549,1.6,25.98
70538903,129,1732,0.3333,0.5294,1.5,20.07
70540790,89,889,0.551,0.9,0.8462,27.46
70541266,104,139,0.5,0.5,1.0,24.89
70541747,251,379,0.5227,0.5849,1.0,24.82
70542614,177,903,0.4694,0.5926,1.5,23.88
70546155,31,134,0.2766,0.4286,1.0,20.58
70553271,54,274,0.3661,0.5106,1.0,20.76
70554853,32,127,0.3261,0.629,0.5,23.28
70558249,141,696,0.6154,0.7755,1.0,30.12
70559190,81,1302,0.551,0.7143,1.7778,27.07
70561570,21,134,0.7447,0.9216,1.0,35.95
70610848,94,543,0.5521,0.6773,1.0,26.91
70614361,60,129,0.2075,0.2358,1.0,12.03
70632092,314,2125,0.3862,0.5785,1.0,21.53
70641794,79,740,0.3922,0.7234,1.0,21.57
70641895,15,255,0.1633,0.5957,1.0,12.67
70642859,1538,2738,0.5146,0.6071,1.0,25.6
70652125,105,387,0.3478,0.5,1.0,21.52
70653185,311,1889,0.5294,0.6122,1.5,26.67
70659768,2140,14626,0.6042,0.6596,2.0,29.29
70678383,112,1572,0.5155,0.9787,1.0,25.74
70698548,76,208,0.5218,0.625,1.0,25.17
70729266,7,104,0.6667,1.0,1.0,26.43
70731458,10,260,0.3522,0.4424,4.0,18.9
70733163,175,298,0.5769,0.6792,1.0,28.05
70737962,35,231,0.4118,0.5455,1.0,21.89
70738619,1384,56787,0.6111,0.7835,5.8571,30.52
70739319,3635,7404,0.3415,0.3922,1.0,19.82
70756241,2654,6519,0.3981,0.66,0.75,22.38
70765503,192,906,0.4505,0.5833,1.0,24.2
70773192,376,3507,0.4896,0.7878,1.0,25.54
70775214,243,6096,0.4167,0.82,1.5,22.89
70778697,67,739,0.5385,0.6042,2.3333,26.85
70788179,1974,4005,0.5652,0.6735,1.0,28.33
70793914,33,149,0.4231,0.551,1.0,22.24
70799849,248,6944,0.349,0.5876,2.3693,20.06
70820399,382,769,0.566,0.57,2.0,27.81
70822711,94,206,0.6,0.6382,1.0,29.06
70822971,63,125,0.551,0.6346,1.0,27.87
70826021,77,1808,0.54,0.86,2.0,26.36
70826851,124,828,0.3635,0.8476,0.5086,21.01
70831935,732,2872,0.6391,0.7936,1.0,31.77
70835215,5,143,0.5745,0.8182,2.8182,27.8
70841173,520,1586,0.4375,0.55,1.0,23.44
70841760,680,3001,0.5377,0.6522,1.0,27.0
70851231,37,221,0.48,0.5217,5.0,24.41
70857050,22,218,0.6285,0.7826,1.0,28.05
70867215,214,927,0.5102,0.5544,1.0,25.89
70887158,33,309,0.5306,0.66,1.0,23.85
70897487,176,850,0.1682,0.2278,1.9615,10.39
70909999,1379,9675,0.2979,0.4074,2.0,17.97
70927312,62,139,0.6233,0.6633,1.0,30.52
70937283,307,4804,0.46,0.5962,2.8,24.1
70937433,152,643,0.4711,0.5491,1.0,24.21
70945216,284,707,0.4694,0.6422,1.0,24.19
70948272,602,3140,0.5918,0.68,1.5714,28.51
70948606,69,127,0.3509,0.386,1.0,18.55
70967025,7,167,0.58,0.7,3.0,26.0
70985851,150,570,0.4222,0.5372,1.0,23.59
70992922,4082,31817,0.5417,0.74,1.0,27.42
71020263,166,3244,0.5866,0.75,3.0,28.6
71029553,87,1120,0.3913,0.617,1.75,21.16
71032203,77,165,0.5625,0.6154,1.0,29.29
71033828,121,571,0.3333,0.4,1.0,16.7
71039680,269,916,0.4167,0.6739,1.0,22.56
71041726,25,116,0.2292,0.2692,1.0,14.6
71058225,164,218,0.5339,0.5544,1.0,26.78
71064129,86,399,0.577,0.7003,1.0,29.35
71071537,51,833,0.3462,0.6863,1.0,19.67
71098715,145,171,0.549,0.5714,1.0,27.01
71107935,3,129,0.3929,0.7708,3.3333,21.33
71108003,639,1934,0.4118,0.6415,0.7692,21.9
71108041,132,649,0.6336,0.6699,1.619,30.62
71108060,489,5406,0.3673,0.5,1.6667,21.24
71108539,309,449,0.6122,0.6471,1.0,31.05
71109137,450,3726,0.3524,0.4694,1.0,20.56
71110675,242,2956,0.551,0.7864,1.3333,27.17
71118050,70,133,0.3242,0.3663,1.0,17.64
71131851,342,2422,0.3725,0.6307,1.0,20.99
71152855,174,1895,0.4853,0.6435,2.0,25.34
71155708,150,3460,0.3333,0.4842,2.2614,19.49
71188922,140,421,0.3126,0.3402,1.0,17.0
71189648,30,260,0.3433,0.5789,0.7846,16.6
71191275,2264,21807,0.3333,0.7143,0.9555,19.18
71192328,120,3083,0.4435,0.7021,2.0,23.06
71193291,71,120,0.7,0.7407,1.0,33.21
71199973,349,559,0.4375,0.5294,1.0,24.25
71228875,593,9135,0.5625,0.7347,2.0,26.96
71235534,350,3120,0.4773,0.6526,1.0,24.37
71239044,157,1375,0.4902,0.7234,1.0,24.1
71241243,30,138,0.5049,0.5304,1.0,20.5
