late_def,intake_ver,player_id,total_orders,late_orders,late_ratio,stake_late,stake_early,pnl_late,pnl_early,roi_late,roi_early,stake_ramp,stake_all,valid_bet,pnl_all
bet04>=40,M2A+ext,105749030,38,0,0,,12134,,-2157.15,,-0.1778,,12134,11434,-2157.15
bet04>=40,M2A+ext,105749435,71,14,0.1972,168.14,879.03,-74.02,-172.63,-0.4402,-0.1964,0.7788,1047.17,1014.54,-246.65
bet04>=40,M2A+ext,105751217,489,121,0.2474,7241.48,17282.92,-748.9,-1378.6,-0.1034,-0.0798,1.2743,24524.4,22179.31,-2127.5
bet04>=40,M2A+ext,105752294,49,21,0.4286,4262.97,4262.7,-1153.78,1183.72,-0.2707,0.2777,1.3334,8525.67,7112.67,29.94
bet04>=40,M2A+ext,105761101,210,97,0.4619,2487.68,3271.76,-169.69,-356.12,-0.0682,-0.1088,0.8858,5759.43,5255.31,-525.8
bet04>=40,M2A+ext,105762027,296,92,0.3108,1129.87,2193.84,-99.51,15.49,-0.0881,0.0071,1.142,3323.71,3096.06,-84.02
bet04>=40,M2A+ext,105764327,121,25,0.2066,1320,4650,218,798.5,0.1652,0.1717,1.0901,5970,5150,1016.5
bet04>=40,M2A+ext,105764492,175,42,0.24,525.29,1349.06,123.24,-85.15,0.2346,-0.0631,1.233,1874.36,1671.52,38.09
bet04>=40,M2A+ext,105766394,78,17,0.2179,253.41,659.9,162.02,228.78,0.6393,0.3467,1.3779,913.32,913.32,390.8
bet04>=40,M2A+ext,105767580,88,12,0.1364,161.71,1027.12,-24.52,-48.3,-0.1516,-0.047,0.9971,1188.83,1094.91,-72.82
bet04>=40,M2A+ext,105773087,11495,2762,0.2403,127179.47,399036.74,-6229.18,-2789.62,-0.049,-0.007,1.0077,526216.21,476507.64,-9018.79
bet04>=40,M2A+ext,105778664,460,122,0.2652,4069.06,10315.03,-39.25,-1110.31,-0.0096,-0.1076,1.0929,14384.09,12465.12,-1149.56
bet04>=40,M2A+ext,105781753,1573,395,0.2511,81135.4,241252.52,-2831.87,-12379.19,-0.0349,-0.0513,1.003,322387.92,292160.35,-15211.06
bet04>=40,M2A+ext,105781849,1237,300,0.2425,7931.47,24432,333.75,221.5,0.0421,0.0091,1.0139,32363.47,29021.71,555.25
bet04>=40,M2A+ext,105797869,369,88,0.2385,4021.53,15129.29,-302.23,-538.9,-0.0752,-0.0356,0.8488,19150.82,17615.38,-841.13
bet04>=40,M2A+ext,105799811,34,7,0.2059,83.76,345.52,3.01,-27.48,0.0359,-0.0795,0.9351,429.29,429.29,-24.47
bet04>=40,M2A+ext,105803163,4043,639,0.1581,29215.25,168742.54,2227.82,-13145.13,0.0763,-0.0779,0.9223,197957.8,182400.52,-10917.31
bet04>=40,M2A+ext,105803362,38,5,0.1316,609.05,3852.59,-477.39,213.26,-0.7838,0.0554,1.0434,4461.65,4040.34,-264.13
bet04>=40,M2A+ext,105809028,44,9,0.2045,363.29,3435.8,107.24,1295.51,0.2952,0.3771,0.4112,3799.09,3434.2,1402.75
bet04>=40,M2A+ext,105809398,54,25,0.463,2233.59,2209.25,-312.93,-592.23,-0.1401,-0.2681,1.1728,4442.84,3966.44,-905.16
bet04>=40,M2A+ext,105812206,287,62,0.216,881.93,5367.64,216.94,-897.14,0.246,-0.1671,0.5963,6249.57,5851.78,-680.2
bet04>=40,M2A+ext,105813440,737,178,0.2415,3517.17,11046.02,-268.15,443.85,-0.0762,0.0402,1,14563.19,12833.56,175.7
bet04>=40,M2A+ext,105814717,32,0,0,,195.95,,12.66,,0.0646,,195.95,195.95,12.66
bet04>=40,M2A+ext,105815798,76,24,0.3158,375.91,570.83,-133.4,81.95,-0.3549,0.1436,1.4268,946.74,863.6,-51.45
bet04>=40,M2A+ext,105819654,255,105,0.4118,2571.55,3651.35,136.04,-474.9,0.0529,-0.1301,1.0061,6222.9,5622.96,-338.87
bet04>=40,M2A+ext,105822843,65,0,0,,2105.26,,146.61,,0.0696,,2105.26,2105.26,146.61
bet04>=40,M2A+ext,105840000,50,5,0.1,443.16,3133.41,72.48,202.68,0.1636,0.0647,1.2729,3576.57,3107.5,275.17
bet04>=40,M2A+ext,105841707,708,131,0.185,28695,138024,-2219,86.4,-0.0773,0.0006,0.9157,166719,149731,-2132.6
bet04>=40,M2A+ext,105843191,102,48,0.4706,999.05,784.58,296.9,44.91,0.2972,0.0572,1.4325,1783.63,1651.45,341.81
bet04>=40,M2A+ext,105850310,389,77,0.1979,4191.23,18694.72,103.79,-1814.22,0.0248,-0.097,0.9084,22885.94,21007.87,-1710.43
bet04>=40,M2A+ext,105850763,268,60,0.2239,4695.75,14896.5,-991.09,994.65,-0.2111,0.0668,1.0928,19592.25,17706.37,3.56
bet04>=40,M2A+ext,105853915,264,100,0.3788,988.76,1529.88,-137.01,33.58,-0.1386,0.0219,1.0599,2518.64,2252.49,-103.44
bet04>=40,M2A+ext,105856115,62,11,0.1774,1376.4,6366.04,235.28,-1364.46,0.1709,-0.2143,1.0024,7742.44,7237.56,-1129.18
bet04>=40,M2A+ext,105857212,49,19,0.3878,499.5,793.18,39.15,67.62,0.0784,0.0852,0.9943,1292.68,1103.62,106.77
bet04>=40,M2A+ext,105857706,51,13,0.2549,832.75,2042.89,91.71,89.09,0.1101,0.0436,1.1915,2875.65,2812.4,180.8
bet04>=40,M2A+ext,105860834,36,14,0.3889,91.09,171.19,-64.92,-2.15,-0.7126,-0.0125,0.8362,262.28,251.81,-67.06
bet04>=40,M2A+ext,105862749,39,3,0.0769,31.62,256.78,0,66.09,0,0.2574,1.4778,288.41,237.81,66.09
bet04>=40,M2A+ext,105863790,34,1,0.0294,2.28,305,-2.28,156.11,-1,0.5118,0.2472,307.28,276.97,153.83
bet04>=40,M2A+ext,105865243,3127,787,0.2517,43613.58,128309.99,-1677.27,-4328.53,-0.0385,-0.0337,1.0107,171923.58,157251.63,-6005.81
bet04>=40,M2A+ext,105867076,348,90,0.2586,2659.44,7300.53,322.25,-353.61,0.1212,-0.0484,1.0443,9959.96,8965.81,-31.36
bet04>=40,M2A+ext,105868107,46,9,0.1957,250.3,2055.17,-84.28,-488.68,-0.3367,-0.2378,0.5007,2305.47,2135.19,-572.96
bet04>=40,M2A+ext,105871911,197,69,0.3503,4144.07,5902.09,-696.43,-2102.27,-0.1681,-0.3562,1.3025,10046.16,9588.8,-2798.71
bet04>=40,M2A+ext,105872236,945,32,0.0339,363.95,13860.41,-231.28,-2478.55,-0.6355,-0.1788,0.7492,14224.37,13032.36,-2709.83
bet04>=40,M2A+ext,105873154,138,27,0.1957,878.93,3940.62,3.41,-638.85,0.0039,-0.1621,0.917,4819.55,4181.31,-635.44
bet04>=40,M2A+ext,105873399,208,57,0.274,464.72,1005.9,-42.01,-239.49,-0.0904,-0.2381,1.2239,1470.62,1325.77,-281.5
bet04>=40,M2A+ext,105877366,42,5,0.119,121.1,469.05,-90.73,-150.92,-0.7492,-0.3218,1.9106,590.14,518.02,-241.65
bet04>=40,M2A+ext,105877638,554,136,0.2455,19824.18,75533.68,3994.36,11846.68,0.2015,0.1568,0.8067,95357.86,78491.43,15841.03
bet04>=40,M2A+ext,105883733,44,2,0.0455,151,7382,71,-1292.9,0.4702,-0.1751,0.4296,7533,6265,-1221.9
bet04>=40,M2A+ext,105885541,114,47,0.4123,3857.03,7316.65,-246.99,-385.03,-0.064,-0.0526,0.7515,11173.68,10532.37,-632.02
bet04>=40,M2A+ext,105887433,272,96,0.3529,7911.15,14917.22,-786.2,-2173.05,-0.0994,-0.1457,0.9723,22828.37,21072.12,-2959.25
bet04>=40,M2A+ext,105888772,59,26,0.4407,4927.68,6607.48,-769.48,-1300.83,-0.1562,-0.1969,0.9466,11535.16,9132.54,-2070.31
bet04>=40,M2A+ext,105904260,49,23,0.4694,150.63,184.44,47.98,-56.55,0.3185,-0.3066,0.9232,335.07,289.46,-8.57
bet04>=40,M2A+ext,105905577,145,41,0.2828,1708.24,2402.69,-619.72,164.92,-0.3628,0.0686,1.8034,4110.93,3453.92,-454.79
bet04>=40,M2A+ext,105907288,121,23,0.1901,1168.53,6045.38,-479.78,496.25,-0.4106,0.0821,0.8236,7213.91,6438.3,16.47
bet04>=40,M2A+ext,105909657,66,12,0.1818,12.5,48.03,-1.49,-11.97,-0.1191,-0.2493,1.1714,60.54,51.29,-13.46
bet04>=40,M2A+ext,105911653,998,235,0.2355,4075.39,15025.07,-366.84,1179.46,-0.09,0.0785,0.8807,19100.46,17107.85,812.62
bet04>=40,M2A+ext,105914759,326,48,0.1472,30151.61,161958.87,12.94,-6029.8,0.0004,-0.0372,1.0782,192110.48,173395.05,-6016.86
bet04>=40,M2A+ext,105920693,191,42,0.2199,68130.54,132099.69,9625.39,-1829.21,0.1413,-0.0138,1.8297,200230.23,182704.8,7796.18
bet04>=40,M2A+ext,105922557,134,26,0.194,276.95,770.76,-147.37,232.12,-0.5321,0.3012,1.4926,1047.7,939.38,84.75
bet04>=40,M2A+ext,105922622,105,23,0.219,3753.31,14831.35,-16.53,-744.05,-0.0044,-0.0502,0.9022,18584.66,16865.08,-760.58
bet04>=40,M2A+ext,105922848,129,39,0.3023,213.08,97.15,-76.32,34.68,-0.3582,0.357,5.0617,310.23,305.78,-41.63
bet04>=40,M2A+ext,105922900,88,21,0.2386,294.73,865.48,-21.61,-194.28,-0.0733,-0.2245,1.0865,1160.21,1069.56,-215.89
bet04>=40,M2A+ext,105926700,181,22,0.1215,545.08,3825.83,66.6,331.28,0.1222,0.0866,1.0297,4370.91,3988.88,397.89
bet04>=40,M2A+ext,105934241,51,0,0,,745.75,,78.34,,0.1051,,745.75,727.43,78.34
bet04>=40,M2A+ext,105936543,31,7,0.2258,1095.82,2366.97,-569.83,-306.83,-0.52,-0.1296,1.5873,3462.79,2980.63,-876.65
bet04>=40,M2A+ext,105938535,10531,3573,0.3393,31004.18,55994.38,936.64,-2854.84,0.0302,-0.051,1.0783,86998.56,80662.63,-1918.2
bet04>=40,M2A+ext,105938944,78,25,0.3205,51.61,121.08,-6.83,-2.72,-0.1324,-0.0225,0.9036,172.69,162.17,-9.55
bet04>=40,M2A+ext,105940221,78,19,0.2436,1412.44,3792.59,500.1,-541.84,0.3541,-0.1429,1.1565,5205.03,4772.84,-41.74
bet04>=40,M2A+ext,105941300,36,20,0.5556,546.28,460.15,-185.08,81.52,-0.3388,0.1772,0.9497,1006.43,846.91,-103.56
bet04>=40,M2A+ext,105952566,884,217,0.2455,25051.13,75659.02,-1123.19,-5179.87,-0.0448,-0.0685,1.0177,100710.15,88201.81,-6303.07
bet04>=40,M2A+ext,105952753,32,6,0.1875,61.97,223.17,-61.97,-2.89,-1,-0.013,1.2032,285.14,258.81,-64.86
bet04>=40,M2A+ext,105952837,2305,677,0.2937,4414.43,8940.06,298.89,-68.57,0.0677,-0.0077,1.1874,13354.48,12284.55,230.32
bet04>=40,M2A+ext,105963427,559,86,0.1538,1474.55,6612.06,11.52,-243.66,0.0078,-0.0369,1.2266,8086.61,7501.72,-232.13
bet04>=40,M2A+ext,105963565,200,55,0.275,2249.45,4965.23,-104,-161.9,-0.0462,-0.0326,1.1944,7214.68,6656.21,-265.9
bet04>=40,M2A+ext,105964582,294,62,0.2109,2473.05,8405,-455.54,451.24,-0.1842,0.0537,1.101,10878.06,10154.05,-4.3
bet04>=40,M2A+ext,105965541,35,10,0.2857,505.41,896.94,-64.06,106.4,-0.1267,0.1186,1.4087,1402.36,1129.67,42.34
bet04>=40,M2A+ext,105966407,121,19,0.157,2213.21,11124.09,-124.4,141.73,-0.0562,0.0127,1.0681,13337.3,11487.91,17.33
bet04>=40,M2A+ext,105967542,1702,492,0.2891,62931.19,123305.44,650.42,-5914.08,0.0103,-0.048,1.2552,186236.63,166130.81,-5263.66
bet04>=40,M2A+ext,105969525,451,137,0.3038,2162.89,5071.28,13.32,-32.06,0.0062,-0.0063,0.9775,7234.17,6423.35,-18.74
bet04>=40,M2A+ext,105974465,813,87,0.107,10888.04,99693.21,-1451.02,-4605.74,-0.1333,-0.0462,0.9114,110581.25,98980.26,-6056.76
bet04>=40,M2A+ext,105980828,831,174,0.2094,14007.4,51289.39,-620.11,-1227.01,-0.0443,-0.0239,1.0312,65296.79,60703.97,-1847.12
bet04>=40,M2A+ext,105982114,68,32,0.4706,1800,1760,71.5,127.5,0.0397,0.0724,1.1506,3560,3370,199
bet04>=40,M2A+ext,105982412,190,35,0.1842,850.46,4850.14,-66.93,-96.82,-0.0787,-0.02,0.7765,5700.6,5197.61,-163.75
bet04>=40,M2A+ext,105988502,575,99,0.1722,1840.91,7536.61,-198.32,-321.44,-0.1077,-0.0427,1.1744,9377.53,8303.79,-519.76
bet04>=40,M2A+ext,105988940,75,19,0.2533,156.63,502.82,38.97,-108.75,0.2488,-0.2163,0.9181,659.45,603.6,-69.78
bet04>=40,M2A+ext,105994311,138,63,0.4565,1560,4572.47,129.8,-453.88,0.0832,-0.0993,0.4062,6132.47,5530.64,-324.07
bet04>=40,M2A+ext,105998389,30,2,0.0667,1104.63,8065.36,0,-1321.52,0,-0.1639,1.9174,9169.99,7680.07,-1321.52
bet04>=40,M2A+ext,106000917,123,24,0.1951,375.79,1682.96,60.21,44.75,0.1602,0.0266,0.9211,2058.75,1846.61,104.96
bet04>=40,M2A+ext,106003084,49,10,0.2041,1225.72,7324.22,319.19,-1472.75,0.2604,-0.2011,0.6527,8549.94,7889.01,-1153.56
bet04>=40,M2A+ext,106003703,2131,353,0.1656,46110.65,267937.27,2244.53,-9253.97,0.0487,-0.0345,0.8668,314047.92,279290.52,-7009.44
bet04>=40,M2A+ext,106005405,33,4,0.1212,53.14,339.66,52.13,27.4,0.981,0.0807,1.1342,392.79,374.79,79.53
bet04>=40,M2A+ext,106008470,2670,639,0.2393,79823.19,246962.2,-1849.15,-3574.55,-0.0232,-0.0145,1.0273,326785.38,298086.57,-5423.7
bet04>=40,M2A+ext,106011416,33,0,0,,1571.22,,-20.57,,-0.0131,,1571.22,1442.64,-20.57
bet04>=40,M2A+ext,106012107,4198,1046,0.2492,91653.55,296356.31,877.94,-1762.37,0.0096,-0.0059,0.9319,388009.86,354219.46,-884.42
bet04>=40,M2A+ext,106016664,129,11,0.0853,186.74,2277.03,-89.31,160.56,-0.4783,0.0705,0.8798,2463.77,2309.5,71.25
bet04>=40,M2A+ext,106019427,61,22,0.3607,13675.34,20898.66,-1224.5,-2809.49,-0.0895,-0.1344,1.16,34574,28948.71,-4033.99
bet04>=40,M2A+ext,106020850,60,8,0.1333,565.21,1614.56,-270.26,-166.59,-0.4782,-0.1032,2.2754,2179.76,1854.23,-436.85
bet04>=40,M2A+ext,106022262,42,8,0.1905,39.91,185.24,-7.41,66.28,-0.1857,0.3578,0.9157,225.16,211.75,58.87
bet04>=40,M2A+ext,106024414,370,96,0.2595,18808.73,49940.32,1036.57,4889.14,0.0551,0.0979,1.0749,68749.05,63775.62,5925.71
bet04>=40,M2A+ext,106024482,52,2,0.0385,544.08,3411.86,0,-193.26,0,-0.0566,3.9867,3955.94,1918.69,-193.26
bet04>=40,M2A+ext,106026005,189,54,0.2857,1823.16,3735.23,-56.11,212.57,-0.0308,0.0569,1.2202,5558.39,5251.81,156.46
bet04>=40,M2A+ext,106026118,30,15,0.5,780,2450,-120,1030,-0.1538,0.4204,0.3184,3230,3170,910
bet04>=40,M2A+ext,106026440,125,32,0.256,8852.84,26705.91,861.3,2024.77,0.0973,0.0758,0.9634,35558.75,31344.3,2886.07
bet04>=40,M2A+ext,106030718,82,0,0,,157.47,,-9.1,,-0.0578,,157.47,133.24,-9.1
bet04>=40,M2A+ext,106031405,424,65,0.1533,168822.19,846339.91,-35072.34,-40733.53,-0.2077,-0.0481,1.1017,1015162.1,936447.85,-75805.87
bet04>=40,M2A+ext,106031428,507,83,0.1637,11817.67,50710.44,1485.35,-5129.46,0.1257,-0.1012,1.1905,62528.11,56781.66,-3644.12
bet04>=40,M2A+ext,106033016,121,33,0.2727,451.75,1230.55,55.95,-137.04,0.1238,-0.1114,0.979,1682.3,1476.27,-81.1
bet04>=40,M2A+ext,106038738,703,156,0.2219,2576.26,10007.45,-391.09,-1089.74,-0.1518,-0.1089,0.9027,12583.7,11125.18,-1480.83
bet04>=40,M2A+ext,106040657,702,158,0.2251,756.74,2597.36,-110.28,-78.98,-0.1457,-0.0304,1.0031,3354.1,2903.33,-189.25
bet04>=40,M2A+ext,106042571,4715,1571,0.3332,19628.02,39794.53,629.21,-288.89,0.0321,-0.0073,0.9871,59422.55,54240.89,340.32
bet04>=40,M2A+ext,106044682,69,26,0.3768,1172.52,1838.3,173.17,104.22,0.1477,0.0567,1.0549,3010.82,2476.39,277.39
bet04>=40,M2A+ext,106045839,47,7,0.1489,161.76,1148.61,-20.83,-439.63,-0.1288,-0.3827,0.8048,1310.37,1200.99,-460.46
bet04>=40,M2A+ext,106050890,32,10,0.3125,223.4,597.59,45.71,-145.76,0.2046,-0.2439,0.8224,820.99,711.41,-100.05
bet04>=40,M2A+ext,106056486,7017,571,0.0814,2440.09,28165.53,56.92,-1747.07,0.0233,-0.062,0.978,30605.62,28286.04,-1690.15
bet04>=40,M2A+ext,106060974,246,87,0.3537,8187.03,12099.18,-98.84,-263.1,-0.0121,-0.0217,1.2367,20286.2,17926.67,-361.94
bet04>=40,M2A+ext,106064762,8403,2627,0.3126,91492.92,196352.92,-85.52,2028.28,-0.0009,0.0103,1.0245,287845.84,260515.7,1942.76
bet04>=40,M2A+ext,106065792,11012,1591,0.1445,7220.58,43612.95,-159.66,-980.72,-0.0221,-0.0225,0.9804,50833.53,45975.77,-1140.38
bet04>=40,M2A+ext,106067833,30,0,0,,324.58,,132.71,,0.4089,,324.58,298.41,132.71
bet04>=40,M2A+ext,106068133,65,0,0,,7725.97,,-577.24,,-0.0747,,7725.97,6798.65,-577.24
bet04>=40,M2A+ext,106074878,153,47,0.3072,3318.74,9345,-1331,-235.1,-0.4011,-0.0252,0.8009,12663.74,10875.08,-1566.1
bet04>=40,M2A+ext,106078875,37,12,0.3243,455.54,945.31,72.15,37.26,0.1584,0.0394,1.0039,1400.85,1363.98,109.41
bet04>=40,M2A+ext,106081842,3892,1032,0.2652,20256.96,51519,196.33,2.49,0.0097,0,1.0897,71775.96,64268.11,198.81
bet04>=40,M2A+ext,106082466,2094,512,0.2445,32612.59,96031.54,2677.13,6253.7,0.0821,0.0651,1.0493,128644.13,116498.18,8930.83
bet04>=40,M2A+ext,106082718,240,73,0.3042,595.18,1175.04,-57.61,212.01,-0.0968,0.1804,1.1588,1770.22,1607.73,154.41
bet04>=40,M2A+ext,106084467,614,175,0.285,1529.71,4980.61,61.3,-416.23,0.0401,-0.0836,0.7705,6510.32,5840.08,-354.93
bet04>=40,M2A+ext,106084818,213,46,0.216,1081.7,2932.19,94.55,100.14,0.0874,0.0342,1.3393,4013.89,3241.99,194.69
bet04>=40,M2A+ext,106086046,241,57,0.2365,1970.53,6168.29,-104.33,142.47,-0.0529,0.0231,1.0312,8138.81,7335,38.14
bet04>=40,M2A+ext,106086761,1329,378,0.2844,4877.23,11039.14,-986.2,-700.29,-0.2022,-0.0634,1.1115,15916.37,14738.19,-1686.49
bet04>=40,M2A+ext,106087410,49,12,0.2449,343.38,1040.35,-75.32,14.82,-0.2193,0.0142,1.0177,1383.72,1281.53,-60.5
bet04>=40,M2A+ext,106091814,811,226,0.2787,4934.98,13583.8,576.1,-652.46,0.1167,-0.048,0.9404,18518.78,15603.64,-76.36
bet04>=40,M2A+ext,106092766,146,59,0.4041,282.85,465.05,14.55,41.47,0.0514,0.0892,0.8969,747.9,661.02,56.02
bet04>=40,M2A+ext,106099222,30,4,0.1333,100,1170,-61,382.5,-0.61,0.3269,0.5556,1270,1270,321.5
bet04>=40,M2A+ext,106100362,130,11,0.0846,534.4,2629.61,-294.07,-337.06,-0.5503,-0.1282,2.1985,3164.01,2794.78,-631.13
bet04>=40,M2A+ext,106109736,61,54,0.8852,293.06,41.31,-81.04,-41.31,-0.2765,-1,0.9197,334.37,308.2,-122.35
bet04>=40,M2A+ext,106113785,71,9,0.1268,527.32,2187.48,111.87,584.81,0.2121,0.2673,1.6607,2714.8,2502.12,696.68
bet04>=40,M2A+ext,106114895,596,162,0.2718,254.03,656.16,-12.63,-30.3,-0.0497,-0.0462,1.0372,910.19,826.33,-42.93
bet04>=40,M2A+ext,106116799,33,7,0.2121,2654.16,6903.93,-1155.52,-1012.71,-0.4354,-0.1467,1.4279,9558.09,9236.69,-2168.23
bet04>=40,M2A+ext,106119206,220,56,0.2545,13649.83,42470.81,55.36,363.69,0.0041,0.0086,0.9412,56120.64,52847.85,419.05
bet04>=40,M2A+ext,106119301,227,24,0.1057,3813.27,21395.71,1066.39,-1802.6,0.2797,-0.0843,1.5075,25208.97,20625.88,-736.22
bet04>=40,M2A+ext,106120237,73,25,0.3425,766.87,1813.22,-109.92,-59.65,-0.1433,-0.0329,0.812,2580.1,2426.72,-169.56
bet04>=40,M2A+ext,106123265,263,21,0.0798,3034.71,61989.91,-634.26,7153.15,-0.209,0.1154,0.5641,65024.61,57318.41,6518.89
bet04>=40,M2A+ext,106125744,1623,404,0.2489,6263.39,18884.07,27.07,-1729.13,0.0043,-0.0916,1.0008,25147.46,22171.26,-1702.06
bet04>=40,M2A+ext,106132416,3034,805,0.2653,9834.72,28169.34,-60.29,-762.66,-0.0061,-0.0271,0.9667,38004.06,35655.32,-822.95
bet04>=40,M2A+ext,106135344,51,28,0.549,2556,5748,875.8,-1844.95,0.3426,-0.321,0.3653,8304,7624,-969.15
bet04>=40,M2A+ext,106136861,227,120,0.5286,2018.06,1738.36,226.25,-435.89,0.1121,-0.2507,1.0351,3756.42,3097.4,-209.64
bet04>=40,M2A+ext,106137087,633,57,0.09,7265.43,81964.54,-1110.19,-7577.58,-0.1528,-0.0924,0.8957,89229.97,81869.79,-8687.77
bet04>=40,M2A+ext,106137625,77,14,0.1818,416.72,2781.36,14.75,-382.98,0.0354,-0.1377,0.6742,3198.08,2778.28,-368.23
bet04>=40,M2A+ext,106140360,38,11,0.2895,349.9,797,35.82,64.5,0.1024,0.0809,1.0776,1146.9,969.76,100.33
bet04>=40,M2A+ext,106140529,51,16,0.3137,525.91,1123.07,296.35,158.01,0.5635,0.1407,1.0244,1648.98,1584.43,454.36
bet04>=40,M2A+ext,106142674,528,225,0.4261,2967.88,4477.72,-293.84,-1065.27,-0.099,-0.2379,0.8926,7445.6,6713.72,-1359.12
bet04>=40,M2A+ext,106144705,407,193,0.4742,8331.84,10313.61,215.97,-1513.05,0.0259,-0.1467,0.8958,18645.46,17696.2,-1297.08
bet04>=40,M2A+ext,106145113,177,31,0.1751,1837.35,7325.22,33.32,-707,0.0181,-0.0965,1.1813,9162.57,8353.65,-673.67
bet04>=40,M2A+ext,106154446,177,0,0,,2487.61,,-459.88,,-0.1849,,2487.61,2426.45,-459.88
bet04>=40,M2A+ext,106156669,36,9,0.25,94.87,248.77,-10.54,-14.55,-0.1111,-0.0585,1.1441,343.64,335.21,-25.09
bet04>=40,M2A+ext,106159087,81,17,0.2099,941.19,3095.89,298.43,-149.47,0.3171,-0.0483,1.1445,4037.08,3371.82,148.96
bet04>=40,M2A+ext,106163983,40,6,0.15,416.04,3761.04,-168.52,355.27,-0.4051,0.0945,0.6268,4177.08,3392.39,186.75
bet04>=40,M2A+ext,106166896,61,14,0.2295,130.24,334,81.4,-36.97,0.625,-0.1107,1.3091,464.24,403.32,44.43
bet04>=40,M2A+ext,106168068,758,184,0.2427,17355.17,47607.18,-3959.62,2771.63,-0.2282,0.0582,1.1372,64962.35,59421.88,-1187.99
bet04>=40,M2A+ext,106169614,43,1,0.0233,194,4672,184.3,-654.7,0.95,-0.1401,1.744,4866,4771,-470.4
bet04>=40,M2A+ext,106169978,154,28,0.1818,6442.97,35775.9,-1160.94,-2268.89,-0.1802,-0.0634,0.8104,42218.87,38834.34,-3429.83
bet04>=40,M2A+ext,106175413,152,30,0.1974,715.79,2435.3,-42.88,518.39,-0.0599,0.2129,1.1953,3151.09,2749.64,475.51
bet04>=40,M2A+ext,106176557,521,67,0.1286,298.05,1990.33,-30.77,-79.91,-0.1032,-0.0402,1.0147,2288.37,2178.46,-110.68
bet04>=40,M2A+ext,106179598,35,5,0.1429,134.29,520.84,82.68,-2.11,0.6157,-0.004,1.547,655.13,623.54,80.58
bet04>=40,M2A+ext,106195450,42166,10119,0.24,824326.79,2659567.8,-4354.71,-19922.07,-0.0053,-0.0075,0.9816,3483894.59,3161745.45,-24276.77
bet04>=40,M2A+ext,106206854,240,108,0.45,4000.72,2780.31,-23.92,-70.76,-0.006,-0.0255,1.7587,6781.02,5814.35,-94.69
bet04>=40,M2A+ext,106212204,43,11,0.2558,261.4,572.75,-170.76,-5.71,-0.6533,-0.01,1.3277,834.15,736.68,-176.47
bet04>=40,M2A+ext,106213878,98,20,0.2041,480.13,2674.79,-430.9,-31.45,-0.8975,-0.0118,0.7001,3154.92,3106.91,-462.35
bet04>=40,M2A+ext,106219768,240,47,0.1958,6315.79,22710.31,399.69,-450.51,0.0633,-0.0198,1.142,29026.1,26894.77,-50.81
bet04>=40,M2A+ext,106220053,55,4,0.0727,126.49,2648.16,-84.33,32.89,-0.6667,0.0124,0.609,2774.65,2484.77,-51.44
bet04>=40,M2A+ext,106223078,33,16,0.4848,124.06,120.19,14.48,-52.07,0.1167,-0.4332,1.0967,244.26,220.65,-37.59
bet04>=40,M2A+ext,106226918,35,11,0.3143,1338.9,2060.37,-147.14,-704.86,-0.1099,-0.3421,1.4178,3399.27,2844.34,-851.99
bet04>=40,M2A+ext,106228033,373,191,0.5121,8809.38,8499.2,-1345.7,645.61,-0.1528,0.076,0.9877,17308.57,15365.5,-700.09
bet04>=40,M2A+ext,106228891,42,5,0.119,43.19,962.78,10.93,-155.68,0.253,-0.1617,0.332,1005.97,966.14,-144.75
bet04>=40,M2A+ext,106229769,64,6,0.0938,436.41,3538.89,-436.41,-564.16,-1,-0.1594,1.1921,3975.29,3785.55,-1000.57
bet04>=40,M2A+ext,106237642,61,15,0.2459,573.51,2319.68,37.88,194.58,0.066,0.0839,0.7582,2893.19,2534.79,232.46
bet04>=40,M2A+ext,106240624,135,17,0.1259,185.43,440.67,-40.21,-77.18,-0.2168,-0.1751,2.9208,626.11,531.94,-117.39
bet04>=40,M2A+ext,106241531,81,19,0.2346,18615.42,61813.45,-13357.07,-3780.81,-0.7175,-0.0612,0.9827,80428.88,79165.5,-17137.88
bet04>=40,M2A+ext,106244649,461,47,0.102,468.55,5023.85,117.92,-502.06,0.2517,-0.0999,0.8215,5492.4,5131.45,-384.14
bet04>=40,M2A+ext,106254311,780,119,0.1526,26688.68,159419.16,150.7,-15496.97,0.0056,-0.0972,0.9299,186107.84,172550.4,-15346.27
bet04>=40,M2A+ext,106256711,67,12,0.1791,5334,22866,1388,3809.2,0.2602,0.1666,1.0692,28200,24843,5197.2
bet04>=40,M2A+ext,106259337,271,93,0.3432,24105.61,39206.07,4165.32,-2307.35,0.1728,-0.0589,1.1768,63311.68,58267.7,1857.97
bet04>=40,M2A+ext,106261032,37,13,0.3514,1103.85,1630.68,-177.12,-505.89,-0.1605,-0.3102,1.2497,2734.53,2524.73,-683.02
bet04>=40,M2A+ext,106262748,35,7,0.2,185.59,478.24,18.8,-77.32,0.1013,-0.1617,1.5523,663.82,578.08,-58.52
bet04>=40,M2A+ext,106266595,319,44,0.1379,10409.12,63893.75,-1731.61,-4062.72,-0.1664,-0.0636,1.0182,74302.87,69464.12,-5794.33
bet04>=40,M2A+ext,106266785,443,114,0.2573,2171.66,6516.85,107.59,-895.15,0.0495,-0.1374,0.9617,8688.51,7599.7,-787.56
