uid,n_shoes,n_orders,entry_pos_p50,exit_pos_p50,bet_density_p50,entry_round_avg,audit_rn,batch_id
152903919,50,613,0.7325,0.9804,1.1833,35.02,87297,1
152904230,556,825,0.66,0.7447,1.0,32.4,87298,1
152904456,81,132,0.3061,0.5625,1.0,20.3,87299,1
152904785,28,132,0.5714,0.7474,1.0,29.04,87300,1
152904803,56,156,0.49,0.6082,1.0,25.29,87301,1
152905641,8,119,0.6531,0.9804,0.8867,26.5,87302,1
152905643,40,155,0.5355,0.6533,1.0,28.8,87303,1
152906253,46,360,0.6631,0.8586,1.0,29.89,87304,1
152906666,86,207,0.559,0.6191,1.0,27.23,87305,1
152907044,36,215,0.5774,0.6531,1.0,27.14,87306,1
152907681,396,735,0.4898,0.5417,1.0,25.4,87307,1
152907769,33,304,0.5,0.5385,2.0,26.0,87308,1
152907869,739,1407,0.4762,0.6038,1.0,24.56,87309,1
152908298,17,185,0.4545,0.8298,0.8571,24.29,87310,1
152908584,18,133,0.677,0.7814,1.0,27.39,87311,1
152908713,98,300,0.4314,0.5673,1.0,24.15,87312,1
152908721,229,725,0.5833,0.7143,1.0,27.81,87313,1
152908770,191,377,0.4615,0.5714,1.0,24.8,87314,1
152908946,139,690,0.6078,0.6981,1.0,29.91,87315,1
152909130,89,275,0.4,0.6792,0.6667,22.39,87316,1
152909204,24,116,0.2349,0.3854,1.0,14.67,87317,1
152909951,38,200,0.8103,0.9706,1.0,37.89,87318,1
152909956,18,129,0.5643,0.6728,1.0,26.0,87319,1
152909975,3,133,0.4423,0.6735,3.6667,20.0,87320,1
152910253,340,675,0.6019,0.6535,1.0,28.93,87321,1
152910640,442,619,0.4894,0.6038,1.0,24.74,87322,1
152910701,361,3158,0.2653,0.7273,0.7674,17.9,87323,1
152911040,52,105,0.4556,0.5107,1.0,22.58,87324,1
152911442,52,144,0.4237,0.6588,0.641,23.54,87325,1
152911564,5,306,0.3333,0.75,3.0,17.6,87326,1
152911824,34,543,0.6429,0.7916,3.0714,31.12,87327,1
152912125,23,810,0.7292,0.86,4.0,33.09,87328,1
152912226,48,110,0.4608,0.4791,1.0,22.56,87329,1
152912337,6,171,0.3076,0.493,3.1154,18.17,87330,1
152912402,48,590,0.5566,0.7029,1.8964,28.4,87331,1
152913771,20,227,0.5918,0.8443,1.0,26.25,87332,1
152914206,52,1123,0.1263,1.0,0.9416,14.02,87333,1
152914347,53,321,0.3774,0.5098,1.0,21.42,87334,1
152914925,32,271,0.4208,0.6526,0.9226,21.09,87335,1
152915184,34,209,0.4006,0.735,0.5858,20.62,87336,1
152915273,123,181,0.4468,0.4898,1.0,23.89,87337,1
152915379,27,199,0.3404,0.7959,0.8462,19.19,87338,1
152915410,34,311,0.4951,0.7319,1.0,22.94,87339,1
152916028,30,349,0.4224,0.8479,0.9762,24.03,87340,1
152916917,21,179,0.5106,0.7021,1.0,26.48,87341,1
152917033,32,346,0.4118,0.6624,0.8571,21.41,87342,1
152917042,1555,2159,0.4318,0.54,1.0,22.56,87343,1
152917053,46,220,0.7724,0.8923,1.0,34.72,87344,1
152917063,32,167,0.4396,0.6563,0.5385,23.09,87345,1
152917122,87,410,0.58,0.6545,1.0,26.08,87346,1
152917164,13,100,0.2857,0.3878,2.0,17.77,87347,1
152917393,34,169,0.433,0.5921,1.0,21.32,87348,1
152917546,74,550,0.4086,0.6282,1.0,20.97,87349,1
152917600,21,138,0.54,0.6731,1.0,25.95,87350,1
152917872,14,123,0.5104,0.6771,1.4318,24.57,87351,1
152917996,298,6376,0.32,0.566,1.6043,16.72,87352,1
152918122,18,179,0.3335,0.5772,1.0,20.28,87353,1
152918169,42,211,0.3164,0.7369,0.3767,19.07,87354,1
152918187,11,104,0.3778,0.68,1.0,22.55,87355,1
152918192,5,119,0.8846,0.9608,1.0,36.0,87356,1
152918404,23,119,0.3333,0.4082,1.0,20.52,87357,1
152918414,75,122,0.6038,0.6226,1.0,27.85,87358,1
152918658,134,373,0.5511,0.7052,1.0,28.48,87359,1
152918888,68,254,0.4106,0.6262,1.0,22.28,87360,1
152918979,70,209,0.4387,0.57,1.0,23.27,87361,1
152919222,11,164,0.6667,0.7755,1.0,34.45,87362,1
152919226,63,250,0.5,0.6122,1.0,25.14,87363,1
152919596,13,218,0.68,0.9811,0.96,25.31,87364,1
152919607,13,388,0.5333,0.6875,3.0,25.0,87365,1
152919842,36,148,0.59,0.735,1.0,30.86,87366,1
152919872,33,107,0.5094,0.6042,1.0,26.67,87367,1
152919891,609,2344,0.4773,0.6275,1.0,24.48,87368,1
152920761,60,151,0.55,0.6603,1.0,26.28,87369,1
152920917,42,2599,0.3031,0.4875,5.5278,15.48,87370,1
152920973,11,112,0.5833,0.6667,1.0,24.55,87371,1
152921008,35,131,0.3265,0.3958,1.0,18.63,87372,1
152921126,44,230,0.5007,0.6238,1.0,26.23,87373,1
152921454,3,188,0.2157,0.4694,4.4444,9.67,87374,1
152921505,14,263,0.2477,0.4276,2.4804,15.0,87375,1
152921628,29,157,0.5833,0.6429,1.0,26.21,87376,1
152921657,5,124,0.3556,0.5957,3.3,21.4,87377,1
152921897,2,135,0.55,0.9578,3.1814,26.0,87378,1
152922228,111,509,0.4,0.5,1.0,21.39,87379,1
152922333,55,143,0.4038,0.5,1.0,24.55,87380,1
152922375,311,3474,0.4902,0.78,1.0,24.0,87381,1
152922653,25,424,0.5745,0.8085,1.3333,27.12,87382,1
152922689,90,107,0.47,0.5306,1.0,24.43,87383,1
152922816,55,2218,0.4348,0.9,3.0,23.64,87384,1
152923152,21,118,0.551,0.72,1.0,26.0,87385,1
152923181,40,114,0.4815,0.5502,1.0,25.3,87386,1
152923386,49,128,0.2549,0.3469,0.8,13.9,87387,1
152923484,149,549,0.5926,0.6875,1.0,29.07,87388,1
152923696,34,249,0.4527,0.6288,1.0,22.71,87389,1
152923751,34,486,0.3615,0.799,1.0,21.09,87390,1
152923894,29,174,0.383,0.6735,1.0,21.83,87391,1
152923942,30,172,0.4743,0.6173,1.0,23.5,87392,1
152924095,576,6721,0.4375,0.8279,0.974,22.78,87393,1
152924702,711,1885,0.4583,0.6304,1.0,24.08,87394,1
152924824,95,3437,0.5102,0.6875,5.8,27.2,87395,1
152925057,75,171,0.1224,0.1837,1.0,9.07,87396,1
152925351,60,425,0.51,0.6962,1.0,25.22,87397,1
152925542,14,256,0.3542,0.7034,1.0,20.0,87398,1
152925665,34,235,0.3824,0.6475,0.6235,20.97,87399,1
152925823,8,123,0.898,1.0,1.7564,41.63,87400,1
152925938,29,118,0.7,0.8627,1.0,33.76,87401,1
152925997,2,100,0.3147,0.6413,3.4494,14.0,87402,1
152926002,53,481,0.44,0.72,1.0,23.91,87403,1
152926217,87,161,0.4167,0.4792,1.0,22.86,87404,1
152926440,131,506,0.4792,0.5769,1.0,22.64,87405,1
152926528,40,187,0.6054,0.6198,1.0,28.83,87406,1
152926535,42,258,0.4265,0.6486,0.75,22.19,87407,1
152926799,22,112,0.5257,0.5563,2.0,26.64,87408,1
152927313,14,144,0.7158,0.9798,1.1667,33.86,87409,1
152927820,176,475,0.3871,0.573,1.0,20.98,87410,1
152927972,19,494,0.6327,0.98,2.0,29.53,87411,1
152928268,117,481,0.3404,0.5625,1.0,20.47,87412,1
152928743,93,1467,0.6735,0.9362,2.0,29.84,87413,1
152928869,36,260,0.2346,0.6471,0.6329,15.92,87414,1
152929101,36,198,0.5817,0.6236,1.3333,27.72,87415,1
152929498,80,515,0.4902,0.6365,1.0,24.3,87416,1
152929657,19,107,0.54,0.54,3.0,25.63,87417,1
152929782,7,108,0.5098,0.8333,1.6154,24.57,87418,1
152929840,426,1062,0.4183,0.604,1.0,24.11,87419,1
152929849,165,2325,0.3922,0.7647,1.0,22.82,87420,1
152929912,387,1130,0.3696,0.5714,1.0,21.13,87421,1
152930166,376,725,0.4434,0.5566,1.0,23.76,87422,1
152930193,41,100,0.4694,0.551,1.0,24.07,87423,1
152930409,33,129,0.3889,0.5098,0.5455,21.58,87424,1
152930721,7,131,0.18,0.5893,1.0,15.14,87425,1
152930742,20,105,0.6106,0.7021,1.2875,31.4,87426,1
152930785,50,622,0.233,0.6164,0.9412,15.7,87427,1
152930866,9,109,0.449,0.84,0.913,23.33,87428,1
152931100,78,1135,0.3861,0.8494,0.9271,20.72,87429,1
152931240,34,989,0.7046,0.9302,2.0,29.82,87430,1
152931336,9,134,0.3556,0.5333,2.0,23.22,87431,1
152932014,86,382,0.5981,0.7449,1.0,28.62,87432,1
152932289,37,112,0.4615,0.82,0.6667,24.97,87433,1
152932309,105,140,0.3958,0.4043,1.0,21.89,87434,1
152932348,27,215,0.4375,0.6667,0.8,25.07,87435,1
152932503,30,363,0.4744,0.7421,1.0,23.3,87436,1
152932794,28,217,0.5051,0.8109,0.8019,24.29,87437,1
152932933,18,138,0.2087,0.8389,0.4808,16.56,87438,1
152932941,18,138,0.2087,0.8389,0.4808,16.56,87439,1
152932942,18,137,0.2087,0.8389,0.4451,16.56,87440,1
152933015,57,384,0.4792,0.587,1.0,22.96,87441,1
152933518,32,173,0.2426,0.7375,0.2804,16.44,87442,1
152933819,105,265,0.4894,0.551,1.0,24.93,87443,1
152933941,47,201,0.3922,0.6,0.6364,19.68,87444,1
152934008,43,110,0.46,0.6122,1.0,25.84,87445,1
152934305,134,431,0.5979,0.6598,1.0,28.82,87446,1
152934330,37,195,0.6122,0.9184,0.5,25.24,87447,1
152934715,51,280,0.36,0.6667,0.8333,21.1,87448,1
152934887,120,291,0.4623,0.6236,1.0,25.61,87449,1
152934991,34,137,0.4271,0.5359,1.0,23.79,87450,1
152935203,88,1670,0.4043,0.62,1.3485,21.13,87451,1
152935509,78,339,0.535,0.6336,1.0,25.42,87452,1
152936142,50,307,0.5871,0.7143,1.0,26.46,87453,1
152936516,37,360,0.1633,0.4375,1.0,19.16,87454,1
152936625,47,130,0.5686,0.6889,1.0,29.43,87455,1
152936706,61,168,0.5833,0.6667,1.0,24.39,87456,1
152936724,82,114,0.5296,0.5643,1.0,27.29,87457,1
152936737,25,112,0.5,0.7551,1.0,26.92,87458,1
152936762,27,197,0.5417,0.5918,2.0,26.74,87459,1
152936822,10,229,0.3435,0.5235,2.3182,21.4,87460,1
152936980,17,170,0.5882,0.8571,1.0,28.06,87461,1
152936982,235,445,0.56,0.6304,1.0,26.29,87462,1
152937425,111,1410,0.6346,1.0,1.0,31.99,87463,1
152937529,200,482,0.4104,0.4608,1.0,21.15,87464,1
152937667,32,181,0.5104,0.7038,0.875,24.75,87465,1
152937733,25,135,0.5227,0.7925,0.6667,25.56,87466,1
152937796,36,315,0.0535,0.1042,1.0,3.53,87467,1
152937845,117,436,0.375,0.5208,1.0,20.78,87468,1
152937916,356,3232,0.4231,0.6435,1.0,22.53,87469,1
152937934,33,366,0.4231,0.6863,1.0,20.97,87470,1
152938006,28,171,0.5196,0.6373,0.875,24.79,87471,1
152938163,9,108,0.4151,0.4783,1.6,22.33,87472,1
152938281,76,569,0.3,0.3958,1.75,17.21,87473,1
152939469,69,197,0.5455,0.6,1.0,26.36,87474,1
152939472,28,170,0.5044,0.6543,0.8819,24.07,87475,1
152941180,15,105,0.2449,0.4681,0.8889,16.8,87476,1
152942419,30,172,0.5149,0.6769,0.7778,24.73,87477,1
152943355,21,132,0.6275,0.7021,1.0,28.0,87478,1
152944531,61,254,0.56,0.74,1.0,26.0,87479,1
152944626,38,395,0.2527,0.6189,0.8824,16.63,87480,1
152944698,8,129,0.352,0.9063,0.9139,16.13,87481,1
152944938,54,164,0.4704,0.5755,0.7639,24.81,87482,1
152944947,52,416,0.5832,0.6944,1.0,26.46,87483,1
152945295,53,172,0.383,0.383,1.0,21.47,87484,1
152945450,37,130,0.4,0.4894,1.0,22.19,87485,1
152945496,65,435,0.5909,0.6667,2.4,30.66,87486,1
152945511,68,638,0.6202,0.8416,1.0,30.5,87487,1
152945635,18,158,0.7962,1.0,1.075,37.61,87488,1
152945690,29,173,0.52,0.72,0.625,26.83,87489,1
152945717,31,111,0.4583,0.6531,0.625,21.77,87490,1
152945860,28,208,0.5748,0.6464,1.0,27.04,87491,1
152945938,17,113,0.2826,0.4545,1.0,15.41,87492,1
152945966,10,107,0.5676,0.6673,1.0,22.7,87493,1
152945990,46,398,0.5863,0.8516,1.0,28.24,87494,1
152946285,70,437,0.436,0.5872,0.75,20.67,87495,1
152946288,36,354,0.5204,0.8885,0.9375,21.78,87496,1
152946417,52,162,0.6829,0.7114,1.0,28.62,87497,1
152946500,85,143,0.1739,0.2708,1.0,14.44,87498,1
152946828,90,157,0.5612,0.577,1.0,27.22,87499,1
152946867,73,671,0.5,0.7885,0.9,24.23,87500,1
152947113,42,103,0.5392,0.7188,0.55,25.45,87501,1
152947213,13,125,0.3333,0.6087,1.0,19.46,87502,1
152947430,10,100,0.4013,0.4979,1.3778,19.0,87503,1
152947761,89,4619,0.4,0.6275,5.64,20.63,87504,1
152948288,10,185,0.4345,0.8542,1.0,21.4,87505,1
152948680,13,100,0.375,0.5625,1.0435,20.31,87506,1
152948731,25,412,0.2941,0.4375,1.5,16.44,87507,1
152948995,32,238,0.4357,0.6962,0.6307,21.28,87508,1
152949344,135,588,0.4,0.617,1.0,21.94,87509,1
152949696,85,451,0.32,0.44,1.0,18.94,87510,1
152950075,120,438,0.5568,0.6631,1.0,26.97,87511,1
152950162,10,169,0.18,0.8367,0.9199,17.1,87512,1
152950353,171,1775,0.4565,0.7083,1.0,23.58,87513,1
152950362,746,3396,0.4375,0.6373,1.0,23.15,87514,1
152950759,47,256,0.7111,0.8043,1.0,32.68,87515,1
152950914,45,183,0.66,0.72,1.0,30.36,87516,1
152950925,23,520,0.3333,0.5686,2.5,21.87,87517,1
152950931,215,2018,0.34,0.6383,1.0,21.07,87518,1
152951080,44,388,0.547,0.763,1.0,27.52,87519,1
152951129,16,144,0.5691,0.6955,1.0,26.56,87520,1
152951607,13,108,0.2826,0.4565,1.0,14.54,87521,1
152951679,80,837,0.55,0.6263,3.0,27.6,87522,1
152951824,9,130,0.3,0.44,1.0,14.78,87523,1
152951843,61,415,0.4444,0.4894,1.0,22.92,87524,1
152952230,24,159,0.2376,0.3673,1.0,15.75,87525,1
152952820,62,1843,0.4254,0.6914,3.3,23.82,87526,1
152952910,56,328,0.3333,0.4315,1.0,18.8,87527,1
152952937,590,854,0.5107,0.5944,1.0,25.33,87528,1
152953068,27,261,0.2083,0.4,1.0,13.59,87529,1
152953123,23,260,0.5,0.9091,1.0,26.52,87530,1
152953559,11,101,0.2979,0.6327,1.0,20.27,87531,1
152953683,9,134,0.7174,0.8444,1.7143,26.67,87532,1
152953849,322,826,0.1064,0.1633,1.0,6.17,87533,1
152953968,6,155,0.7205,0.9,4.6833,35.0,87534,1
152954189,10,145,0.7031,0.897,1.625,31.6,87535,1
152954334,20,145,0.5985,0.6423,1.0,26.15,87536,1
152954515,33,139,0.6222,0.72,1.0,28.52,87537,1
152954599,32,344,0.5384,0.8875,0.9881,27.59,87538,1
152954691,59,299,0.5769,0.6346,1.0,25.93,87539,1
152954811,301,2809,0.4167,0.6531,1.0,21.52,87540,1
152955078,65,458,0.4423,0.7,1.0,22.32,87541,1
152955313,33,182,0.4783,0.5532,1.25,25.7,87542,1
152955383,458,3482,0.3979,0.7921,0.5258,21.61,87543,1
152955694,30,374,0.5978,0.8902,1.0,30.13,87544,1
152955747,23,335,0.1633,0.2857,1.0,9.83,87545,1
152955992,53,149,0.5,0.5319,1.0,24.55,87546,1
152956577,102,622,0.5106,0.6969,0.9274,23.97,87547,1
152956700,56,149,0.4947,0.6733,1.0,24.64,87548,1
152956991,26,172,0.5659,0.6964,1.0,27.81,87549,1
152957355,10,124,0.248,0.4057,0.9875,11.0,87550,1
152957415,20,1273,0.4479,0.7695,5.8816,21.55,87551,1
152957734,71,545,0.46,0.5833,2.5,23.82,87552,1
152957887,10,103,0.7696,0.9785,1.0,31.7,87553,1
152958507,109,461,0.5102,0.5686,1.5,26.41,87554,1
152958662,112,203,0.4847,0.5555,1.0,25.35,87555,1
152958754,71,699,0.1667,0.4118,0.8333,9.83,87556,1
152958919,56,316,0.3783,0.5109,1.0,21.75,87557,1
152959034,9,102,0.4082,0.6327,1.2222,24.33,87558,1
152959090,130,825,0.4949,0.7836,1.0,24.35,87559,1
152959091,53,117,0.617,0.625,1.0,26.13,87560,1
152959226,47,345,0.4894,0.6327,1.0,26.28,87561,1
152959232,682,1593,0.4615,0.7021,1.0,24.54,87562,1
152959376,372,1434,0.3775,0.7011,0.4365,20.27,87563,1
152959572,365,675,0.4792,0.5741,1.0,25.61,87564,1
152959638,295,677,0.4783,0.587,1.0,25.05,87565,1
152959664,18,330,0.3327,0.6931,1.0,18.56,87566,1
152959683,64,101,0.3402,0.3892,1.0,20.48,87567,1
152959781,1201,2226,0.451,0.6,1.0,23.98,87568,1
152959821,19,102,0.54,0.6829,0.8333,24.84,87569,1
152959851,73,159,0.3617,0.6458,0.6667,21.27,87570,1
152959860,59,914,0.4314,0.4783,1.0,21.81,87571,1
152959879,22,146,0.5236,0.7782,1.0,24.77,87572,1
152959899,91,1311,0.3542,0.5833,1.1892,19.51,87573,1
152959957,39,151,0.6,0.6735,1.0,28.15,87574,1
152960228,33,443,0.4082,0.5102,2.5,22.15,87575,1
152960229,50,261,0.52,0.6461,1.0,24.62,87576,1
152960386,106,234,0.551,0.6701,1.0,28.81,87577,1
152960644,35,124,0.5185,0.58,1.0,25.2,87578,1
152960720,10,190,0.2499,0.5047,2.53,16.9,87579,1
152960736,247,601,0.5319,0.625,1.0,26.48,87580,1
152961206,1,112,0.1961,0.6471,4.6667,10.0,87581,1
152961299,51,149,0.5227,0.7143,1.0,25.61,87582,1
152961456,97,1914,0.46,0.76,1.4615,25.32,87583,1
152962322,791,2178,0.5,0.5714,1.0,25.03,87584,1
152962374,32,837,0.5078,0.5858,4.0,22.5,87585,1
152962416,99,398,0.0909,0.1667,1.0,6.41,87586,1
152962464,19,165,0.3043,0.6957,0.5556,16.95,87587,1
152962887,30,192,0.4516,0.5659,1.0,21.77,87588,1
152962898,28,185,0.3735,0.5104,1.0,21.71,87589,1
152962907,29,187,0.4,0.5306,1.0,21.45,87590,1
152962912,29,194,0.4808,0.6154,1.0,22.79,87591,1
152963079,5,147,0.3878,0.6735,3.2222,19.4,87592,1
152963155,2,134,0.3487,0.6844,3.4194,17.0,87593,1
152963265,100,286,0.5938,0.6236,1.0,29.25,87594,1
152964087,1344,2245,0.5,0.6162,1.0,25.06,87595,1
152964144,396,3168,0.606,0.8085,1.0,30.87,87596,1
152964708,37,193,0.5,0.5957,1.0,26.11,87597,1
152964772,242,1376,0.5778,0.7264,0.875,27.5,87598,1
152964773,29,178,0.6154,0.6875,1.0,25.86,87599,1
152964956,15,192,0.4118,0.7347,0.9375,20.4,87600,1
152965052,40,237,0.5422,0.7145,1.0,26.98,87601,1
152965147,61,104,0.5745,0.625,1.0,28.11,87602,1
152965179,61,149,0.58,0.7037,1.0,28.84,87603,1
152965278,498,11934,0.2917,0.5714,1.7817,17.44,87604,1
152965449,3,100,0.2857,0.6,3.1667,16.0,87605,1
152965616,2,102,0.4559,0.7347,2.587,21.0,87606,1
152965670,51,230,0.5306,0.6591,1.0,24.98,87607,1
152966122,90,207,0.5417,0.6261,1.0,29.21,87608,1
152966201,442,1083,0.42,0.6451,1.0,22.33,87609,1
152966595,51,288,0.4082,0.5652,1.0,23.22,87610,1
152966637,23,144,0.6863,0.8846,1.0,34.43,87611,1
152966686,22,129,0.462,0.4846,2.0,21.41,87612,1
152967043,160,733,0.4175,0.5906,1.0,22.83,87613,1
152967175,75,503,0.6327,0.8125,1.0,29.96,87614,1
152967238,28,195,0.4466,0.5784,1.0,23.36,87615,1
152967263,27,179,0.5357,0.64,1.0,23.11,87616,1
152967280,88,1017,0.4489,0.835,1.0,24.89,87617,1
152967286,30,205,0.5329,0.6941,1.0,26.03,87618,1
152967321,31,186,0.64,0.7755,1.0,28.13,87619,1
152967349,43,994,0.4681,0.6458,1.8889,22.09,87620,1
152967391,82,158,0.4694,0.52,1.0,22.8,87621,1
152967479,21,137,0.4783,0.5306,1.0,24.33,87622,1
152967499,48,119,0.5355,0.6858,1.0,26.58,87623,1
152967511,8,108,0.4071,0.78,0.9057,21.13,87624,1
152967539,52,210,0.5661,0.6805,1.0,25.46,87625,1
152967759,16,916,0.3357,1.0,2.4421,16.13,87626,1
152967859,94,1227,0.4344,0.8103,1.0,22.88,87627,1
152967897,2,103,0.1241,0.9123,1.2126,6.5,87628,1
152968330,246,1420,0.3711,0.5698,1.0,20.98,87629,1
152968554,373,1714,0.4468,0.7083,1.0,23.52,87630,1
152968763,14,371,0.5334,0.7767,3.25,24.64,87631,1
152969051,50,149,0.1047,0.1402,1.0,6.2,87632,1
152969055,29,195,0.4386,0.5745,1.0,24.31,87633,1
152969079,30,129,0.0842,0.1429,1.0,4.4,87634,1
152969093,478,1531,0.4891,0.6408,1.0,24.62,87635,1
152969326,29,110,0.5098,0.5686,0.8333,24.93,87636,1
152969649,246,657,0.3762,0.5979,1.0,21.64,87637,1
152969660,16,104,0.6438,0.8021,1.0,30.69,87638,1
152969797,595,3493,0.4348,0.5625,1.0,23.46,87639,1
152970090,106,304,0.7836,0.8043,1.0,35.83,87640,1
152970210,21,137,0.6531,0.8235,1.0,31.33,87641,1
152970430,15,484,0.42,0.5682,2.5,22.8,87642,1
152970567,36,154,0.5348,0.6529,1.0,26.0,87643,1
152970901,28,189,0.5093,0.6113,1.0,26.57,87644,1
152971011,17,173,0.5,0.7347,1.0,24.41,87645,1
152971215,50,355,0.4951,0.7142,1.0,26.44,87646,1
152971238,57,246,0.5,0.617,1.0,24.95,87647,1
152971401,88,510,0.4304,0.6971,0.75,22.97,87648,1
152971443,390,826,0.6836,0.7447,1.0,33.35,87649,1
152972090,31,207,0.4898,0.6078,1.0,23.97,87650,1
152972150,18,195,0.5264,0.937,0.9688,25.06,87651,1
152972330,30,208,0.5246,0.6633,1.0,24.9,87652,1
152972392,20,106,0.4084,0.4287,2.25,22.25,87653,1
152972683,166,411,0.5236,0.6198,1.0,27.87,87654,1
152972721,22,141,0.47,0.6417,1.0,24.18,87655,1
152972910,139,1831,0.4889,0.8478,0.963,23.13,87656,1
152972998,94,399,0.4271,0.7653,0.6422,22.6,87657,1
152973033,23,114,0.72,0.8269,1.0,31.7,87658,1
152973313,33,322,0.2745,0.5102,0.9286,17.42,87659,1
152973368,43,421,0.617,0.8958,1.0,29.16,87660,1
152973383,6,1085,0.1653,0.9694,4.7893,8.5,87661,1
152973384,7,120,0.5682,0.8636,2.0,31.14,87662,1
152973475,20,123,0.4226,0.5778,0.775,20.65,87663,1
152973569,27,237,0.413,0.54,1.0,20.19,87664,1
152973599,5,112,0.3878,0.6327,1.5294,20.2,87665,1
152973874,34,319,0.367,0.6288,1.0,20.53,87666,1
152973949,116,962,0.2041,0.3673,1.0,13.32,87667,1
152974010,54,212,0.4853,0.6185,1.0,23.67,87668,1
152974075,487,2866,0.451,0.6667,0.75,25.27,87669,1
152974099,34,208,0.4603,0.6434,1.0,21.47,87670,1
152974195,70,254,0.4082,0.7446,0.5714,21.46,87671,1
152974253,138,230,0.5145,0.6336,1.0,26.57,87672,1
152974516,20,285,0.0507,0.2653,1.1255,4.6,87673,1
152974526,33,315,0.3265,0.6122,0.8889,19.42,87674,1
152974653,71,185,0.4255,0.4694,1.0,21.28,87675,1
152974959,8,191,0.4753,0.6835,2.9,25.63,87676,1
152975045,28,186,0.4949,0.6438,1.0,23.5,87677,1
152975167,22,115,0.4518,0.6427,1.0,24.41,87678,1
152975245,15,194,0.2353,0.5208,1.0,14.67,87679,1
152975298,58,255,0.4953,0.569,1.0,24.84,87680,1
152975508,35,154,0.5,0.6136,1.0,23.23,87681,1
152975667,43,185,0.6296,0.7708,0.75,27.56,87682,1
152975715,45,762,0.549,0.7551,1.3889,28.27,87683,1
152975935,479,3131,0.3913,0.6735,1.0,21.79,87684,1
152975983,24,277,0.6221,0.7039,1.5,28.71,87685,1
152976139,37,374,0.3958,0.78,0.9333,20.19,87686,1
152976619,25,204,0.6111,0.7,1.6667,28.12,87687,1
152976706,13,138,0.3725,0.5306,1.0,20.69,87688,1
152976738,116,491,0.451,0.6383,1.0,24.54,87689,1
152976822,86,985,0.38,0.5558,1.0179,21.95,87690,1
152976855,359,2159,0.5385,0.7021,1.0,27.01,87691,1
152976858,32,312,0.3126,0.5856,0.9643,18.88,87692,1
152977051,26,140,0.5532,0.6691,1.0,24.65,87693,1
152977095,57,216,0.3404,0.7234,0.6667,19.33,87694,1
152977215,196,894,0.5408,0.6196,1.0,26.1,87695,1
152977218,42,116,0.4228,0.4504,1.0,23.33,87696,1
152977271,9,138,0.6458,0.76,1.5,28.67,87697,1
152977485,12,102,0.363,0.5625,1.0,21.17,87698,1
152977670,22,213,0.4041,0.53,1.0,22.23,87699,1
152977680,4,128,0.3352,0.6489,1.6364,18.0,87700,1
152977837,22,115,0.6814,0.758,1.4643,32.73,87701,1
152977953,5,154,0.1923,0.5962,1.8,14.8,87702,1
152977979,199,1438,0.5319,0.6458,2.0,26.61,87703,1
152978016,70,197,0.234,0.402,1.0,17.04,87704,1
152978343,150,1405,0.4255,0.6701,1.0,23.03,87705,1
152978420,23,103,0.2941,0.4681,1.0,19.78,87706,1
152978772,68,1027,0.3645,0.5617,1.2321,21.24,87707,1
152979089,695,959,0.451,0.6042,1.0,23.92,87708,1
152979121,998,2286,0.4787,0.66,1.0,25.1,87709,1
152979122,2,252,0.4216,1.0,4.1645,21.5,87710,1
152979282,82,212,0.3961,0.4528,1.5,20.3,87711,1
152979303,11,151,0.5957,0.72,1.6,28.64,87712,1
152979516,67,372,0.4792,0.617,1.0,26.22,87713,1
152979539,53,483,0.2857,0.7308,0.8571,16.92,87714,1
152979611,668,1263,0.3805,0.5204,1.0,21.18,87715,1
152979630,126,266,0.4,0.53,1.0,22.22,87716,1
152979723,207,1678,0.5577,0.7955,1.0,26.43,87717,1
152979739,50,283,0.408,0.7075,0.7929,21.52,87718,1
152979882,1097,42077,0.0208,1.0,1.0,5.7,87719,1
152980063,34,322,0.44,0.6863,0.9231,20.56,87720,1
152980115,87,153,0.5625,0.66,1.0,26.22,87721,1
152980267,80,388,0.6121,0.7083,1.0,30.34,87722,1
152980385,154,685,0.6352,0.767,1.0,31.12,87723,1
152980987,186,477,0.6991,0.7936,1.0,34.49,87724,1
152981402,65,1013,0.4082,0.5435,3.0,23.35,87725,1
152981454,35,246,0.4167,0.7647,0.6,22.71,87726,1
152981459,32,366,0.4559,0.7778,0.9643,20.88,87727,1
152982356,53,107,0.4222,0.4681,1.0,19.55,87728,1
152982537,96,556,0.3936,0.5417,1.0,21.93,87729,1
152982581,266,828,0.3979,0.7011,1.0,21.77,87730,1
152982794,111,1600,0.2653,0.6383,1.0,17.92,87731,1
152983149,67,106,0.5532,0.5714,1.0,26.43,87732,1
152983213,31,235,0.5098,0.8235,0.5882,22.94,87733,1
152983501,91,818,0.3061,0.52,0.8077,15.33,87734,1
152983879,84,550,0.3171,0.7128,0.75,18.81,87735,1
152983886,85,198,0.5472,0.7292,1.0,26.79,87736,1
152983955,79,134,0.42,0.44,1.0,23.04,87737,1
152984069,78,307,0.3858,0.48,1.0,21.29,87738,1
152984284,23,102,0.48,0.75,1.0,25.0,87739,1
152984559,22,171,0.182,0.3369,1.3542,13.18,87740,1
152984849,21,181,0.6522,0.7843,1.0,30.67,87741,1
152985171,19,106,0.3125,0.4694,1.0,16.58,87742,1
152985345,105,1791,0.4583,0.6346,2.5,23.13,87743,1
152985777,15,105,0.625,0.7556,1.0,29.53,87744,1
152985935,27,182,0.6154,0.66,1.3333,29.78,87745,1
