uid,n_shoes,n_orders,entry_pos_p50,exit_pos_p50,bet_density_p50,entry_round_avg,audit_rn,batch_id
128951211,167,242,0.551,0.5962,1.0,27.44,21404,1
128951977,166,257,0.5566,0.606,1.0,27.61,21405,1
128952211,35,162,0.4423,0.4783,3.0,24.09,21406,1
128953174,85,186,0.58,0.7143,1.0,29.28,21407,1
128954940,14,115,0.5591,0.7834,1.0,24.57,21408,1
128960663,112,522,0.4687,0.5495,1.0,24.27,21409,1
128964222,310,393,0.6083,0.6191,1.0,29.09,21410,1
128964885,21,303,0.6042,0.6364,2.2,30.52,21411,1
128965093,129,187,0.5283,0.5652,1.0,26.27,21412,1
128966642,19,323,0.5577,0.6923,2.0,27.79,21413,1
128966849,128,561,0.6161,0.7071,1.0,31.02,21414,1
128967855,599,1814,0.5208,0.5909,1.0,26.51,21415,1
128968137,170,469,0.383,0.4854,1.0,21.09,21416,1
128970279,38,198,0.5566,0.7207,0.8923,26.05,21417,1
128971364,66,412,0.412,0.5504,1.3889,22.14,21418,1
128972544,31,181,0.3333,0.4314,1.0,18.71,21419,1
128973420,55,118,0.549,0.5849,1.0,25.36,21420,1
128973728,65,280,0.3265,0.3958,1.0,16.48,21421,1
128976518,33,318,0.5106,0.62,2.25,25.7,21422,1
128977451,21,181,0.5,0.619,1.0,24.43,21423,1
128978174,8,135,0.4314,0.612,3.4154,22.13,21424,1
128979924,100,429,0.406,0.51,1.0,22.4,21425,1
128980245,41,305,0.8039,0.902,1.0,37.32,21426,1
128980497,17,293,0.44,0.5532,2.3333,22.47,21427,1
128982258,277,482,0.54,0.6087,1.0,26.92,21428,1
128984142,101,498,0.44,0.5102,1.125,22.96,21429,1
128984681,1141,1880,0.4694,0.5926,1.0,24.74,21430,1
128985203,11,109,0.7,0.82,1.0,31.18,21431,1
128986504,1832,3672,0.6735,0.7872,1.0,33.96,21432,1
128989327,4072,7888,0.4375,0.7234,0.4286,23.6,21433,1
128989557,97,1441,0.5625,1.0,1.0,27.26,21434,1
128990310,178,913,0.3655,0.5377,0.8,21.99,21435,1
128993878,113,329,0.4783,0.6122,1.0,25.08,21436,1
128994584,641,1992,0.54,0.5741,2.0,27.23,21437,1
128994723,49,194,0.5,0.5745,1.0,23.88,21438,1
128995408,460,1527,0.5,0.6117,1.0,25.48,21439,1
128995639,66,793,0.4356,0.5408,1.9167,22.91,21440,1
128998021,45,248,0.5185,0.8148,1.0,27.6,21441,1
128999964,18,128,0.5157,0.7104,1.0,26.44,21442,1
128999971,14,549,0.21,0.6202,1.5577,11.29,21443,1
129001415,96,197,0.5488,0.5626,1.0,26.68,21444,1
129002071,69,211,0.4167,0.46,1.0,23.26,21445,1
129003942,608,1887,0.6863,0.7451,1.0,33.22,21446,1
129004139,163,552,0.5833,0.68,1.0,27.17,21447,1
129006481,16,106,0.457,0.6121,1.0,23.06,21448,1
129006939,155,536,0.4255,0.7143,1.0,22.6,21449,1
129007931,1250,3261,0.4792,0.7021,0.7143,24.99,21450,1
129009724,65,192,0.4468,0.46,3.0,24.34,21451,1
129009961,1107,4267,0.4423,0.6538,1.0,23.32,21452,1
129010308,35,322,0.32,0.5686,1.0,17.94,21453,1
129013191,16,136,0.51,0.6991,1.0,24.88,21454,1
129014102,36,368,0.7423,0.8555,1.6667,34.17,21455,1
129015764,3630,7197,0.5106,0.6939,1.0,26.65,21456,1
129018194,363,871,0.5273,0.549,1.0,27.29,21457,1
129018297,65,1977,0.4314,0.6667,2.375,22.37,21458,1
129018391,76,489,0.5405,0.6176,2.0,27.34,21459,1
129020173,71,1097,0.5745,0.6604,1.0,29.21,21460,1
129020636,19,128,0.36,0.52,1.0,20.21,21461,1
129021337,72,131,0.3494,0.3786,1.0,18.83,21462,1
129021480,34,152,0.3143,0.3667,1.0,17.65,21463,1
129021826,720,1297,0.5859,0.63,1.0,28.64,21464,1
129025312,133,249,0.449,0.4783,1.0,23.02,21465,1
129026099,11,228,0.5417,1.0,1.1667,27.73,21466,1
129026338,208,761,0.5483,0.6737,1.0,26.74,21467,1
129026984,2816,4584,0.4727,0.5631,1.0,24.18,21468,1
129028141,103,1881,0.68,0.8077,4.5556,32.94,21469,1
129028626,43,154,0.4286,0.4898,1.0,22.21,21470,1
129030344,145,1002,0.54,0.7115,1.0,26.79,21471,1
129031378,47,164,0.28,0.4043,1.0,18.72,21472,1
129031432,123,192,0.5532,0.5833,1.0,26.88,21473,1
129031816,201,971,0.2857,0.3542,1.0,18.44,21474,1
129032322,101,2682,0.4694,0.5745,4.5,24.96,21475,1
129032500,32,182,0.4785,0.6927,1.0,25.41,21476,1
129034121,113,295,0.4468,0.6889,1.0,22.83,21477,1
129034328,42,111,0.6672,0.7156,1.0,34.57,21478,1
129036237,34,288,0.4847,0.784,1.0,25.47,21479,1
129037230,28,279,0.4722,0.5643,2.0,23.32,21480,1
129037372,31,364,0.5435,0.62,1.25,26.06,21481,1
129039245,29,124,0.5957,0.8431,0.8,28.14,21482,1
129039482,43,563,0.5106,0.8776,1.0,25.4,21483,1
129041121,94,1211,0.5757,0.7041,2.0,28.63,21484,1
129041701,296,426,0.5521,0.6105,1.0,26.86,21485,1
129042087,14,107,0.6521,0.8351,1.0,32.79,21486,1
129042261,468,1606,0.5698,0.7021,1.0,28.22,21487,1
129043594,303,2902,0.4583,0.5577,2.0,25.11,21488,1
129043782,388,4667,0.4706,0.6274,2.0,25.57,21489,1
129043968,210,419,0.6,0.6801,1.0,29.85,21490,1
129045088,14,225,0.4996,0.9537,1.0,25.07,21491,1
129047783,651,4981,0.6364,0.7292,2.0,29.62,21492,1
129048969,528,1311,0.3402,0.4019,1.0,20.49,21493,1
129053401,80,1173,0.4257,0.559,1.7321,23.06,21494,1
129053448,212,713,0.4855,0.5743,1.0,25.08,21495,1
129053586,125,2065,0.4375,0.5208,2.875,21.98,21496,1
129055573,38,236,0.6408,0.7746,1.0,33.03,21497,1
129055680,33,281,0.5577,0.62,4.0,26.42,21498,1
129059789,738,2217,0.4118,0.6863,1.0,23.26,21499,1
129061938,726,7583,0.4787,0.5876,3.0,24.69,21500,1
129062017,96,330,0.4687,0.5694,1.0,23.47,21501,1
129064561,111,512,0.5294,0.6739,1.0,26.59,21502,1
129065597,39,370,0.5686,0.7292,1.0,28.72,21503,1
129065854,536,848,0.5625,0.625,1.0,27.85,21504,1
129066153,47,281,0.3125,0.5098,1.0,19.91,21505,1
129066194,115,1107,0.3958,0.6531,1.0,21.77,21506,1
129066879,233,386,0.5556,0.58,1.0,27.98,21507,1
129069047,5,106,0.5652,0.7391,3.0,26.8,21508,1
129073805,642,1594,0.4348,0.6464,0.9167,22.89,21509,1
129078371,64,359,0.3646,0.6138,1.0,22.91,21510,1
129081723,202,3530,0.4951,0.5729,4.0,24.7,21511,1
129083047,307,637,0.4038,0.5319,1.0,21.77,21512,1
129084364,2536,4239,0.4681,0.549,1.0,25.45,21513,1
129084588,109,704,0.4286,0.6596,1.0,22.74,21514,1
129084589,575,1036,0.62,0.6739,1.0,30.13,21515,1
129085249,3845,9797,0.4,0.7451,0.375,21.84,21516,1
129087844,34,126,0.2339,0.2979,1.0,13.5,21517,1
129088784,70,268,0.5453,0.5955,1.0,28.43,21518,1
129089137,35,301,0.4898,0.6304,1.0,25.2,21519,1
129089380,645,928,0.3556,0.4043,1.0,21.56,21520,1
129093313,19,274,0.22,0.6383,1.4,15.32,21521,1
129093415,2209,54220,0.5283,0.6863,3.0,26.95,21522,1
129094311,222,343,0.5419,0.5957,1.0,26.59,21523,1
129094435,31,542,0.6,0.8627,1.3,29.26,21524,1
129095203,83,522,0.3673,0.6471,1.0,21.65,21525,1
129100470,25,342,0.3137,0.64,1.0,17.6,21526,1
129101268,66,115,0.5585,0.6458,1.0,26.83,21527,1
129104200,1664,12500,0.6122,0.8298,1.0,29.79,21528,1
129104406,350,2287,0.3474,0.7423,0.567,20.64,21529,1
129105577,990,2127,0.4348,0.6042,1.0,23.54,21530,1
129108833,67,381,0.4902,0.52,2.0,25.69,21531,1
129109447,242,296,0.56,0.5673,1.0,28.59,21532,1
129110144,89,309,0.4348,0.4694,1.0,23.42,21533,1
129113972,129,464,0.48,0.6364,1.0,25.21,21534,1
129118209,5644,14457,0.1321,0.5463,0.5,14.24,21535,1
129120952,417,1060,0.5349,0.6071,1.0,27.62,21536,1
129121432,207,637,0.4615,0.62,1.0,24.29,21537,1
129124198,68,255,0.2064,0.25,1.0,11.74,21538,1
129125792,36,288,0.4452,0.5918,1.0,24.78,21539,1
129129982,157,1052,0.4694,0.58,2.0,24.18,21540,1
129130207,528,8714,0.5,0.6458,4.0,26.43,21541,1
129130800,11,111,0.3913,0.4043,1.6,20.18,21542,1
129132683,1158,8122,0.6078,0.8,1.0,29.78,21543,1
129133159,62,435,0.2775,0.4461,1.0,15.84,21544,1
129134954,1870,4143,0.43,0.5631,1.0,23.07,21545,1
129135387,95,3157,0.4808,0.82,3.0,23.79,21546,1
129136433,83,419,0.1837,0.32,0.9231,12.02,21547,1
129136544,20,242,0.4821,0.6695,2.6333,25.2,21548,1
129138420,34,142,0.5233,0.6198,1.0,25.18,21549,1
129139771,26,105,0.5153,0.5555,1.0,25.42,21550,1
129141039,62,1325,0.3615,0.6085,1.95,18.44,21551,1
129142601,1126,2790,0.3617,0.5392,1.0,21.73,21552,1
129142776,45,131,0.4314,0.5,1.0,21.33,21553,1
129142899,781,1538,0.449,0.6458,1.0,23.32,21554,1
129143535,132,264,0.647,0.6531,1.0,30.81,21555,1
129145037,280,640,0.5107,0.62,1.0,26.79,21556,1
129147689,6,112,0.4343,0.513,3.2143,22.83,21557,1
129147967,232,1550,0.5306,0.6804,1.0,27.17,21558,1
129148101,509,1529,0.5306,0.6078,2.0,26.9,21559,1
129150881,336,1726,0.5,0.6382,1.0,25.95,21560,1
129154823,110,354,0.433,0.5578,1.0,22.48,21561,1
129156486,942,3787,0.5104,0.7526,0.8819,26.73,21562,1
129157229,68,209,0.4592,0.5053,1.0,24.24,21563,1
129161489,59,175,0.5385,0.7692,1.0,26.58,21564,1
129161766,14,111,0.4246,0.5993,1.5,23.93,21565,1
129162139,16,116,0.5257,0.71,0.8571,27.38,21566,1
129162267,4986,27792,0.4706,0.7234,2.0,24.71,21567,1
129162650,19,257,0.5652,0.587,4.6667,28.42,21568,1
129162842,232,661,0.5408,0.7255,1.0,27.14,21569,1
129165266,83,218,0.38,0.4,1.0,20.18,21570,1
129167452,138,2378,0.5879,0.8022,1.0,28.61,21571,1
129168463,111,185,0.5319,0.5455,1.0,27.14,21572,1
129170102,1286,6867,0.4058,0.4959,2.0,22.88,21573,1
129172100,822,1541,0.4647,0.6764,1.0,24.81,21574,1
129172481,59,1436,0.4583,0.5833,2.6667,23.69,21575,1
129172681,301,971,0.5476,0.6596,1.0,27.5,21576,1
129173792,155,809,0.48,0.5769,1.0,24.38,21577,1
129174512,15,204,0.3333,0.9348,1.0,24.47,21578,1
129176174,347,603,0.54,0.6739,1.0,27.27,21579,1
129179363,31,149,0.6,0.76,1.0,27.52,21580,1
129180226,25,110,0.6531,0.7255,1.0,27.96,21581,1
129181057,50,125,0.7062,0.7204,1.0,34.34,21582,1
129181979,44,122,0.241,0.3819,1.0,19.5,21583,1
129183184,185,296,0.3617,0.4444,1.0,19.74,21584,1
129183630,52,284,0.5789,0.7156,1.0,28.52,21585,1
129189153,76,206,0.379,0.4352,1.0,19.91,21586,1
129191690,135,4200,0.7347,0.9583,4.1111,35.94,21587,1
129192417,742,5839,0.7156,0.8113,2.0,34.93,21588,1
129195220,87,351,0.6531,0.7692,1.0,32.41,21589,1
129196177,630,3111,0.6078,0.7524,1.0,29.61,21590,1
129197174,692,9540,0.3725,0.7083,1.0,20.42,21591,1
129197825,42,146,0.4919,0.5558,1.0,24.6,21592,1
129199209,2096,5266,0.4456,0.6,1.0,24.48,21593,1
129199749,23,327,0.451,0.8868,1.0,26.17,21594,1
129200793,51,136,0.5294,0.6905,1.0,25.96,21595,1
129201778,22,126,0.5157,0.6812,1.0,24.05,21596,1
129202185,35,172,0.54,0.6316,1.0,26.69,21597,1
129205654,127,523,0.4898,0.566,2.0,25.76,21598,1
129206212,12,150,0.261,0.3946,2.125,16.25,21599,1
129207554,86,532,0.4479,0.6155,1.0,23.0,21600,1
129209659,52,402,0.516,0.5714,2.0,26.23,21601,1
129210173,69,486,0.5,0.7551,1.0,27.54,21602,1
129211037,70,171,0.4738,0.5257,1.0,24.49,21603,1
129211062,13,148,0.2449,0.5102,1.0,12.77,21604,1
129211150,80,863,0.3262,0.5866,1.0,18.98,21605,1
129211921,145,1039,0.375,0.4898,1.0,19.79,21606,1
129211935,17,169,0.4222,0.6735,1.1667,21.06,21607,1
129214406,378,569,0.4951,0.5687,1.0,26.11,21608,1
129215209,499,1987,0.4583,0.625,1.0,24.24,21609,1
129216717,66,120,0.6603,0.6874,1.0,30.26,21610,1
129219198,231,287,0.5294,0.5417,1.0,26.45,21611,1
129219452,59,186,0.4681,0.5102,3.0,24.64,21612,1
129220408,59,146,0.48,0.6346,1.0,25.2,21613,1
129221681,34,126,0.5306,0.6434,1.0,25.24,21614,1
129221807,17,105,0.36,0.4889,0.6667,20.47,21615,1
129222439,422,952,0.4564,0.6699,1.0,24.96,21616,1
129224497,28,149,0.4526,0.5916,1.0,24.61,21617,1
129229972,492,1008,0.4477,0.4898,1.0,22.5,21618,1
129232471,4,139,0.6667,1.0,1.9722,31.75,21619,1
129232606,2526,6564,0.449,0.5859,1.0,23.93,21620,1
129233098,81,200,0.5091,0.6327,1.0,25.8,21621,1
129233312,115,475,0.2222,0.3019,1.0,12.86,21622,1
129233495,74,154,0.4407,0.5359,1.0,23.42,21623,1
129234070,45,143,0.6939,0.8,1.0,33.24,21624,1
129234713,81,129,0.5102,0.551,1.0,25.62,21625,1
129234802,322,1486,0.451,0.6531,1.0,23.01,21626,1
129236140,276,415,0.5261,0.5774,1.0,26.3,21627,1
129237062,203,2608,0.0943,0.92,0.5,11.76,21628,1
129237414,45,536,0.62,0.75,1.6667,28.84,21629,1
129238792,185,712,0.5,0.6222,1.0,24.99,21630,1
129240496,56,102,0.583,0.6117,1.0,27.79,21631,1
129240997,2790,7194,0.5106,0.6087,1.0,25.86,21632,1
129241759,1198,23434,0.3895,0.7708,1.5,21.42,21633,1
129242025,13,162,0.25,0.4792,1.0357,18.62,21634,1
129242026,216,1080,0.4062,0.7273,0.8333,23.49,21635,1
129242188,11,276,0.2917,0.4694,3.6667,17.91,21636,1
129242590,109,887,0.5094,0.6458,1.3333,26.23,21637,1
129244390,18,698,0.4733,0.8024,1.8103,20.56,21638,1
129245199,282,4755,0.4141,0.6875,1.6277,22.29,21639,1
129246198,867,3931,0.48,0.62,1.0,24.2,21640,1
129246241,29,149,0.551,0.6471,1.0,27.38,21641,1
129246791,128,1656,0.5361,0.76,1.4605,25.35,21642,1
129248109,224,380,0.4951,0.5714,1.0,23.81,21643,1
129249529,190,1223,0.7227,0.8571,1.0,36.41,21644,1
129250504,33,544,0.283,0.5833,1.6316,16.82,21645,1
129250920,201,1862,0.6667,0.78,2.0,33.0,21646,1
129251595,73,352,0.614,0.6852,2.0,31.07,21647,1
129253033,57,576,0.3673,0.5962,1.0,19.14,21648,1
129254213,47,317,0.451,0.6226,1.0833,23.43,21649,1
129255927,61,795,0.62,0.94,1.0,31.28,21650,1
129256424,94,268,0.6733,0.7363,1.0,31.69,21651,1
129257114,249,1965,0.3654,0.4118,1.0,20.85,21652,1
129258910,24,213,0.5997,0.6411,2.1625,26.67,21653,1
129260590,232,351,0.4743,0.549,1.0,23.5,21654,1
129262023,291,2474,0.46,0.7347,1.0,23.92,21655,1
129266586,47,453,0.4314,0.8367,1.0,23.53,21656,1
129267062,114,218,0.5256,0.5578,1.0,26.75,21657,1
129267223,356,5126,0.3169,0.625,1.0,17.45,21658,1
129267276,84,991,0.5978,0.9806,0.75,30.44,21659,1
129268168,5,356,0.0612,1.0,2.0,12.4,21660,1
129270860,15,105,0.5102,0.8125,1.0,26.2,21661,1
129271465,1108,1956,0.4898,0.6129,1.0,24.97,21662,1
129272037,5,168,0.2745,0.5098,3.75,17.2,21663,1
129272529,263,2526,0.2745,0.4902,1.0,15.75,21664,1
129273031,38,262,0.5712,0.8293,1.0,28.61,21665,1
129274118,98,224,0.4953,0.537,1.0,25.62,21666,1
129274928,322,3418,0.6991,0.898,1.1429,33.84,21667,1
129276409,87,116,0.5094,0.5682,1.0,26.0,21668,1
129282231,238,292,0.5729,0.6042,1.0,27.48,21669,1
129283268,832,11605,0.4468,0.9,1.0,23.12,21670,1
129283450,112,270,0.4479,0.5472,1.0,22.37,21671,1
129283559,490,844,0.4556,0.6079,1.0,24.56,21672,1
129284137,16,269,0.5147,0.6773,1.75,25.75,21673,1
129284861,6,123,0.2642,0.3793,2.3464,13.5,21674,1
129286060,155,546,0.6327,0.7083,0.8,31.81,21675,1
129287560,83,194,0.3617,0.56,1.0,20.25,21676,1
129287898,54,132,0.532,0.5824,1.0,24.96,21677,1
129288116,69,200,0.5294,0.5918,1.0,25.75,21678,1
129288309,24,368,0.3069,0.3673,4.8333,18.17,21679,1
129288586,967,1389,0.617,0.6531,1.0,29.41,21680,1
129289447,55,160,0.4,0.4898,1.0,22.07,21681,1
129289596,83,705,0.46,0.6042,1.2857,25.69,21682,1
129290931,28,149,0.4545,0.5049,2.25,22.93,21683,1
129290993,753,1115,0.6415,0.6863,1.0,31.68,21684,1
129291867,106,232,0.4107,0.5408,1.0,23.61,21685,1
129294270,191,2830,0.5,0.8261,1.0,26.75,21686,1
129294939,105,445,0.5,0.6047,1.0,25.48,21687,1
129295829,41,159,0.5,0.6327,1.0,28.0,21688,1
129296947,165,597,0.451,0.5833,1.0,21.89,21689,1
129299418,642,4486,0.44,0.7447,1.0,23.57,21690,1
129300611,691,1001,0.4912,0.5472,1.0,25.65,21691,1
129301024,89,481,0.5306,0.6327,1.0,26.33,21692,1
129301672,816,4451,0.5714,0.7636,1.0,27.69,21693,1
129304037,4,100,0.4486,0.525,3.25,21.25,21694,1
129306379,173,329,0.4783,0.5217,1.0,25.62,21695,1
129313591,42,1355,0.4998,0.8616,2.1625,23.29,21696,1
129317167,425,856,0.4902,0.6154,1.0,25.87,21697,1
129320684,27,803,0.5417,0.78,3.5625,24.44,21698,1
129322613,312,935,0.475,0.59,1.0,24.45,21699,1
129323665,2113,10321,0.413,0.72,1.0,22.18,21700,1
129323859,465,1176,0.5208,0.6275,1.0,25.51,21701,1
129324321,73,134,0.54,0.6038,1.0,26.23,21702,1
129325232,9,103,0.5,1.0,0.7692,27.11,21703,1
129325250,54,186,0.3875,0.4361,1.0,21.24,21704,1
129325538,29,289,0.3137,0.3673,3.5,17.17,21705,1
129326007,16,220,0.5445,0.6085,2.5833,27.0,21706,1
129327621,19,180,0.3265,0.5577,0.9667,15.95,21707,1
129329055,331,1056,0.34,0.4074,1.0,18.47,21708,1
129330687,75,175,0.4792,0.6,1.0,23.96,21709,1
129331609,37,123,0.6327,0.7143,1.0,29.46,21710,1
129332588,15,117,0.4,0.7143,1.0,22.87,21711,1
129333485,259,573,0.3519,0.383,1.0,18.42,21712,1
129334420,63,257,0.4348,0.5714,1.0,22.97,21713,1
129334937,7,112,0.5957,0.94,0.9643,28.14,21714,1
129335615,53,356,0.6122,0.7115,1.0,28.83,21715,1
129335822,836,3815,0.532,0.6117,2.0,26.12,21716,1
129338772,207,858,0.5306,0.6042,1.0,26.71,21717,1
129339173,117,647,0.7959,0.9111,1.0,37.71,21718,1
129340094,55,193,0.3913,0.4444,1.0,22.91,21719,1
129344009,24,169,0.3236,0.4159,1.0,15.29,21720,1
129345223,32,310,0.3173,0.7725,1.0,19.78,21721,1
129345759,501,808,0.5,0.5745,1.0,24.67,21722,1
129346373,234,601,0.4552,0.5809,1.0,23.98,21723,1
129347994,198,1013,0.449,0.5876,1.0,22.76,21724,1
129348312,103,841,0.5208,0.7872,0.8636,24.6,21725,1
129348821,24,165,0.5102,0.6173,1.2817,25.67,21726,1
129349736,49,125,0.5625,0.5833,1.0,25.37,21727,1
129354369,33,464,0.4314,0.4902,2.0,22.21,21728,1
129357129,934,2671,0.4583,0.6162,1.0,23.35,21729,1
129357545,79,199,0.5102,0.5273,1.0,25.19,21730,1
129358772,9,153,0.2692,0.3208,3.0,15.78,21731,1
129361010,40,1269,0.3739,0.6838,2.7846,20.58,21732,1
129361719,51,307,0.5556,0.6458,2.0,27.31,21733,1
129363147,55,122,0.42,0.4694,1.0,23.85,21734,1
129363367,191,409,0.5273,0.5849,1.0,25.67,21735,1
129367705,627,2254,0.3922,0.6458,1.0,21.51,21736,1
129370218,481,1613,0.22,0.3125,1.0,16.65,21737,1
129370830,9,200,0.6154,0.8085,2.4286,23.33,21738,1
129371012,24,127,0.5916,0.7031,1.0,26.46,21739,1
129372120,381,6001,0.3404,0.9111,0.9375,19.71,21740,1
129374956,25,219,0.5849,0.78,1.0,27.52,21741,1
129375175,46,390,0.5355,0.5588,5.0,28.43,21742,1
129377784,32,215,0.3949,0.5191,0.8661,21.09,21743,1
129378627,26,316,0.51,0.54,5.0,23.31,21744,1
129378833,249,4407,0.72,0.9167,2.1429,34.76,21745,1
129379561,85,401,0.3478,0.6735,0.8,19.31,21746,1
129379699,232,633,0.5833,0.6531,1.0,28.73,21747,1
129380651,51,279,0.5714,0.6458,1.0,27.78,21748,1
129381368,269,526,0.6182,0.717,1.0,31.91,21749,1
129381482,616,1937,0.5714,0.6502,1.0,27.61,21750,1
129382310,33,272,0.4255,0.6275,4.0,23.52,21751,1
129382469,144,206,0.4953,0.5478,1.0,26.65,21752,1
129387004,316,937,0.4,0.4853,1.0,23.22,21753,1
129391258,62,555,0.1429,0.2474,1.0,9.58,21754,1
129392098,178,1265,0.4759,0.5544,4.0,25.8,21755,1
129392157,52,912,0.55,0.9477,1.0417,26.96,21756,1
129392449,100,997,0.5444,0.6342,4.0,26.82,21757,1
129392563,56,569,0.6733,0.7011,2.1667,31.54,21758,1
129394110,3,193,0.5098,1.0,3.3462,26.33,21759,1
129394334,95,900,0.5306,0.6531,4.0,26.35,21760,1
129394700,319,1355,0.56,0.6522,1.0,28.29,21761,1
129397071,81,456,0.434,0.5306,1.0,21.59,21762,1
129397257,55,110,0.64,0.6458,1.0,29.42,21763,1
129397633,1852,11382,0.4687,0.6667,3.0,25.01,21764,1
129398415,29,156,0.5957,0.6226,3.0,30.66,21765,1
129399117,144,185,0.57,0.6138,1.0,27.97,21766,1
129399217,67,2039,0.4423,0.5745,4.3333,22.57,21767,1
129399977,13,124,0.5532,0.8824,1.0,30.08,21768,1
129401036,5,126,0.6122,0.9796,1.0,27.0,21769,1
129402285,79,173,0.4898,0.5,1.0,25.59,21770,1
129403511,57,417,0.5833,0.7234,1.3667,30.16,21771,1
129406130,46,126,0.4115,0.5942,1.0,23.35,21772,1
129407067,2802,9977,0.5521,0.8211,0.75,27.8,21773,1
129408531,101,1046,0.6731,0.74,3.0,30.4,21774,1
129408876,26,180,0.3836,0.5625,1.0,22.15,21775,1
129409110,1231,2733,0.5254,0.7083,1.0,26.41,21776,1
129409836,1098,2910,0.5,0.6391,1.0,24.93,21777,1
129410804,44,491,0.219,0.3143,1.6875,14.59,21778,1
129411713,31,204,0.451,0.5417,1.0,22.52,21779,1
129414133,10,116,0.4035,0.4901,1.6127,18.9,21780,1
129414925,23,199,0.5,0.6327,1.1176,24.91,21781,1
129415323,92,699,0.5672,0.6535,1.3167,27.13,21782,1
129415949,12,104,0.3404,0.4249,1.1,16.5,21783,1
129416831,74,430,0.4849,0.631,1.0,25.57,21784,1
129416988,4,127,0.5197,0.6861,3.6091,23.25,21785,1
129417510,126,517,0.5625,0.673,1.0,28.77,21786,1
129417866,6,105,0.4647,0.8343,1.0,18.83,21787,1
129418583,1326,4248,0.4711,0.63,1.0,23.73,21788,1
129419901,432,1654,0.7234,0.7938,1.0,34.51,21789,1
129420332,7,170,0.2653,0.3878,2.3333,12.14,21790,1
129420983,257,3461,0.5217,0.7143,2.0,26.79,21791,1
129421395,1131,5092,0.3061,0.46,1.0,18.77,21792,1
129423712,26,201,0.5818,0.7267,0.9282,26.65,21793,1
129423875,169,1568,0.7059,0.8542,1.6667,34.92,21794,1
129424233,3050,5169,0.5208,0.617,1.0,26.27,21795,1
129425697,69,285,0.383,0.5,0.7143,19.32,21796,1
129426141,36,202,0.5998,0.6831,1.0,27.92,21797,1
129426778,72,642,0.5832,0.8042,1.0,28.6,21798,1
129430326,4987,14394,0.3617,0.5106,1.0,20.43,21799,1
129432077,1378,8688,0.3556,0.6869,1.0,20.11,21800,1
129433246,110,369,0.5776,0.6365,1.0,27.85,21801,1
129433653,175,494,0.5273,0.5741,1.0,26.41,21802,1
129434441,146,800,0.2917,0.4403,1.0,17.95,21803,1
129434833,78,420,0.5217,0.6916,1.0,27.09,21804,1
129436504,6,101,0.2165,0.3513,1.9167,14.5,21805,1
129437858,507,2123,0.5098,0.6458,1.0,25.86,21806,1
129438904,12,443,0.5926,0.91,3.0,28.83,21807,1
129441226,19,106,0.5714,0.62,1.5,28.21,21808,1
129442686,73,127,0.5,0.6731,1.0,27.99,21809,1
129445933,680,17210,0.4038,0.73,2.7929,21.56,21810,1
129447138,26,134,0.39,0.5244,1.0,24.15,21811,1
129450956,27,564,0.383,0.7755,2.0,19.41,21812,1
129452070,135,193,0.7,0.74,1.0,34.87,21813,1
129453570,229,588,0.549,0.6471,1.0,25.99,21814,1
129453792,301,915,0.1961,0.2553,1.0,10.16,21815,1
129455077,16,209,0.3816,0.7369,1.0,22.63,21816,1
129459944,151,2271,0.56,0.8654,1.0,27.13,21817,1
129462860,436,1258,0.4583,0.6437,1.0,23.54,21818,1
129463976,307,554,0.5385,0.6296,1.0,27.85,21819,1
129464119,13,139,0.5962,0.8723,1.0,27.54,21820,1
129464620,47,135,0.7551,0.7736,1.0,33.85,21821,1
129468120,18,356,0.5544,0.5568,3.0,25.83,21822,1
129468370,70,467,0.4951,0.6923,1.0,26.54,21823,1
129468498,38,104,0.3958,0.4387,1.0,21.13,21824,1
129469697,100,174,0.6,0.6231,1.0,27.72,21825,1
129469976,73,1509,0.6,0.72,3.0,28.1,21826,1
129470161,20,137,0.2841,0.4922,1.0,14.15,21827,1
129470737,641,932,0.56,0.6383,1.0,29.59,21828,1
129471179,182,415,0.5,0.5612,1.0,25.29,21829,1
129471237,51,250,0.1915,0.3191,1.0,11.24,21830,1
129472063,21,125,0.5179,0.5918,1.0,26.14,21831,1
129472285,45,122,0.56,0.7358,1.0,27.29,21832,1
129474808,24,273,0.6231,0.693,2.7083,29.33,21833,1
129475189,390,969,0.5294,0.6327,1.0,26.19,21834,1
129475889,128,1673,0.6082,0.8673,1.3798,28.31,21835,1
129476122,54,126,0.4747,0.5449,1.0,25.59,21836,1
129476495,50,143,0.4717,0.5436,1.0,23.9,21837,1
129476552,638,2283,0.3936,0.6531,1.0,22.04,21838,1
129477704,88,124,0.4849,0.5056,1.0,24.98,21839,1
129481885,146,570,0.6276,0.6869,1.0,29.02,21840,1
129482235,59,323,0.5745,0.7,1.0,27.78,21841,1
129482686,18,123,0.6402,0.6803,1.0,33.67,21842,1
129482860,28,550,0.5485,0.9227,1.5,28.68,21843,1
129486991,1142,3297,0.4167,0.5417,1.0,22.96,21844,1
129487353,49,112,0.5208,0.6122,1.0,25.49,21845,1
129489425,250,1169,0.3812,0.6818,1.0,21.6,21846,1
129490275,60,287,0.4613,0.5957,1.0,24.37,21847,1
129491711,64,273,0.375,0.4488,1.0,20.59,21848,1
129496661,208,492,0.4477,0.5377,1.0,23.36,21849,1
129497194,496,1000,0.3774,0.4951,1.0,21.6,21850,1
129497350,18,109,0.6844,0.7793,1.0,33.33,21851,1
