dt,table_id,shoe_id,max_round,min_round,rounds_with_bet,gap,n_bettors,n_bets,anomaly_type,hi_cut_used,stake,valid_bet,profit,n_bets_xagg,n_rounds,roi,roi_late,roi_non_late,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,agent_cost,agent_pct,company_retain_pct,agent_formula_version,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,net_margin,net_margin_a_legacy,ngr_rate,net_margin_rate,net_margin_a_rate_legacy,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_late,avg_stake_non_late,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_late,hold_rate,hold_rate_late,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_late,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_late,ramp_recent,stake_ramp,vip_tier,economic_value,risk_value,pr_stake,action_priority,audit_rn,batch_id
2026-04-06,912,128381,1,1,1,0,2,2,残靴：截断／换荷官／开收台可疑,87.0,152110191.0536,137294893.1167,3099034.3694,1380059,161851,-0.02037361,-0.00495211,-0.02446321,-0.02087848,-3099034.3694,152110191.0536,OK,76794.6005,122826.9462,3.9959,96.0041,AG03-B-v1,2976207.4232,131711411.8940,3022239.7688,2899412.8226,46032.3457,0.01986875,0.01906127,0.00030262,110.2201,848.2795,19.1475,22620.6888,957.6744,1110293.3654,1181.3942,109.5350,110.4032,5.1636,17.6074,55.0247,200.0021,400.0,1507.2743,12.9679,-2.1082,22.717727,85.604615,6.259873,1,1,195258,16,0.20960335,0.02037361,0.00495211,0.00055934,0.042265,0.902602,0.079922,0.01951110,2026-03-23,2026-08-06,137,3236,137,137,1.000000,0.992137,1.015007,0.765660,1,0.7287234042553191,0.20212765957446807,0.047872340425531915,E 常规,92,1
2026-04-10,912,1211271,1,1,1,0,2,2,残靴：截断／换荷官／开收台可疑,87.0,152110191.0536,137294893.1167,3099034.3694,1380059,161851,-0.02037361,-0.00495211,-0.02446321,-0.02087848,-3099034.3694,152110191.0536,OK,76794.6005,122826.9462,3.9959,96.0041,AG03-B-v1,2976207.4232,131711411.8940,3022239.7688,2899412.8226,46032.3457,0.01986875,0.01906127,0.00030262,110.2201,848.2795,19.1475,22620.6888,957.6744,1110293.3654,1181.3942,109.5350,110.4032,5.1636,17.6074,55.0247,200.0021,400.0,1507.2743,12.9679,-2.1082,22.717727,85.604615,6.259873,1,1,195258,16,0.20960335,0.02037361,0.00495211,0.00055934,0.042265,0.902602,0.079922,0.01951110,2026-03-23,2026-08-06,137,3236,137,137,1.000000,0.992137,1.015007,0.765660,1,0.7287234042553191,0.20212765957446807,0.047872340425531915,E 常规,93,1
2026-04-16,912,1215552,3,1,3,0,6,9,残靴：截断／换荷官／开收台可疑,87.0,152110191.0536,137294893.1167,3099034.3694,1380059,161851,-0.02037361,-0.00495211,-0.02446321,-0.02087848,-3099034.3694,152110191.0536,OK,76794.6005,122826.9462,3.9959,96.0041,AG03-B-v1,2976207.4232,131711411.8940,3022239.7688,2899412.8226,46032.3457,0.01986875,0.01906127,0.00030262,110.2201,848.2795,19.1475,22620.6888,957.6744,1110293.3654,1181.3942,109.5350,110.4032,5.1636,17.6074,55.0247,200.0021,400.0,1507.2743,12.9679,-2.1082,22.717727,85.604615,6.259873,1,1,195258,16,0.20960335,0.02037361,0.00495211,0.00055934,0.042265,0.902602,0.079922,0.01951110,2026-03-23,2026-08-06,137,3236,137,137,1.000000,0.992137,1.015007,0.765660,1,0.7287234042553191,0.20212765957446807,0.047872340425531915,E 常规,94,1
2026-04-17,912,1216188,1,1,1,0,3,6,残靴：截断／换荷官／开收台可疑,87.0,152110191.0536,137294893.1167,3099034.3694,1380059,161851,-0.02037361,-0.00495211,-0.02446321,-0.02087848,-3099034.3694,152110191.0536,OK,76794.6005,122826.9462,3.9959,96.0041,AG03-B-v1,2976207.4232,131711411.8940,3022239.7688,2899412.8226,46032.3457,0.01986875,0.01906127,0.00030262,110.2201,848.2795,19.1475,22620.6888,957.6744,1110293.3654,1181.3942,109.5350,110.4032,5.1636,17.6074,55.0247,200.0021,400.0,1507.2743,12.9679,-2.1082,22.717727,85.604615,6.259873,1,1,195258,16,0.20960335,0.02037361,0.00495211,0.00055934,0.042265,0.902602,0.079922,0.01951110,2026-03-23,2026-08-06,137,3236,137,137,1.000000,0.992137,1.015007,0.765660,1,0.7287234042553191,0.20212765957446807,0.047872340425531915,E 常规,95,1
2026-04-27,912,1222402,110,11,32,78,44,117,超长：碰撞或跨日合并可疑,87.0,152110191.0536,137294893.1167,3099034.3694,1380059,161851,-0.02037361,-0.00495211,-0.02446321,-0.02087848,-3099034.3694,152110191.0536,OK,76794.6005,122826.9462,3.9959,96.0041,AG03-B-v1,2976207.4232,131711411.8940,3022239.7688,2899412.8226,46032.3457,0.01986875,0.01906127,0.00030262,110.2201,848.2795,19.1475,22620.6888,957.6744,1110293.3654,1181.3942,109.5350,110.4032,5.1636,17.6074,55.0247,200.0021,400.0,1507.2743,12.9679,-2.1082,22.717727,85.604615,6.259873,1,1,195258,16,0.20960335,0.02037361,0.00495211,0.00055934,0.042265,0.902602,0.079922,0.01951110,2026-03-23,2026-08-06,137,3236,137,137,1.000000,0.992137,1.015007,0.765660,1,0.7287234042553191,0.20212765957446807,0.047872340425531915,E 常规,96,1
2026-05-13,912,1235660,2,1,2,0,2,3,残靴：截断／换荷官／开收台可疑,87.0,152110191.0536,137294893.1167,3099034.3694,1380059,161851,-0.02037361,-0.00495211,-0.02446321,-0.02087848,-3099034.3694,152110191.0536,OK,76794.6005,122826.9462,3.9959,96.0041,AG03-B-v1,2976207.4232,131711411.8940,3022239.7688,2899412.8226,46032.3457,0.01986875,0.01906127,0.00030262,110.2201,848.2795,19.1475,22620.6888,957.6744,1110293.3654,1181.3942,109.5350,110.4032,5.1636,17.6074,55.0247,200.0021,400.0,1507.2743,12.9679,-2.1082,22.717727,85.604615,6.259873,1,1,195258,16,0.20960335,0.02037361,0.00495211,0.00055934,0.042265,0.902602,0.079922,0.01951110,2026-03-23,2026-08-06,137,3236,137,137,1.000000,0.992137,1.015007,0.765660,1,0.7287234042553191,0.20212765957446807,0.047872340425531915,E 常规,97,1
2026-06-01,912,1251071,1,1,1,0,1,1,残靴：截断／换荷官／开收台可疑,87.0,152110191.0536,137294893.1167,3099034.3694,1380059,161851,-0.02037361,-0.00495211,-0.02446321,-0.02087848,-3099034.3694,152110191.0536,OK,76794.6005,122826.9462,3.9959,96.0041,AG03-B-v1,2976207.4232,131711411.8940,3022239.7688,2899412.8226,46032.3457,0.01986875,0.01906127,0.00030262,110.2201,848.2795,19.1475,22620.6888,957.6744,1110293.3654,1181.3942,109.5350,110.4032,5.1636,17.6074,55.0247,200.0021,400.0,1507.2743,12.9679,-2.1082,22.717727,85.604615,6.259873,1,1,195258,16,0.20960335,0.02037361,0.00495211,0.00055934,0.042265,0.902602,0.079922,0.01951110,2026-03-23,2026-08-06,137,3236,137,137,1.000000,0.992137,1.015007,0.765660,1,0.7287234042553191,0.20212765957446807,0.047872340425531915,E 常规,98,1
2026-06-20,912,1267578,3,1,3,0,6,9,残靴：截断／换荷官／开收台可疑,87.0,152110191.0536,137294893.1167,3099034.3694,1380059,161851,-0.02037361,-0.00495211,-0.02446321,-0.02087848,-3099034.3694,152110191.0536,OK,76794.6005,122826.9462,3.9959,96.0041,AG03-B-v1,2976207.4232,131711411.8940,3022239.7688,2899412.8226,46032.3457,0.01986875,0.01906127,0.00030262,110.2201,848.2795,19.1475,22620.6888,957.6744,1110293.3654,1181.3942,109.5350,110.4032,5.1636,17.6074,55.0247,200.0021,400.0,1507.2743,12.9679,-2.1082,22.717727,85.604615,6.259873,1,1,195258,16,0.20960335,0.02037361,0.00495211,0.00055934,0.042265,0.902602,0.079922,0.01951110,2026-03-23,2026-08-06,137,3236,137,137,1.000000,0.992137,1.015007,0.765660,1,0.7287234042553191,0.20212765957446807,0.047872340425531915,E 常规,99,1
2026-06-25,912,1271625,3,1,3,0,5,7,残靴：截断／换荷官／开收台可疑,87.0,152110191.0536,137294893.1167,3099034.3694,1380059,161851,-0.02037361,-0.00495211,-0.02446321,-0.02087848,-3099034.3694,152110191.0536,OK,76794.6005,122826.9462,3.9959,96.0041,AG03-B-v1,2976207.4232,131711411.8940,3022239.7688,2899412.8226,46032.3457,0.01986875,0.01906127,0.00030262,110.2201,848.2795,19.1475,22620.6888,957.6744,1110293.3654,1181.3942,109.5350,110.4032,5.1636,17.6074,55.0247,200.0021,400.0,1507.2743,12.9679,-2.1082,22.717727,85.604615,6.259873,1,1,195258,16,0.20960335,0.02037361,0.00495211,0.00055934,0.042265,0.902602,0.079922,0.01951110,2026-03-23,2026-08-06,137,3236,137,137,1.000000,0.992137,1.015007,0.765660,1,0.7287234042553191,0.20212765957446807,0.047872340425531915,E 常规,100,1
2026-07-16,912,1290404,5,1,5,0,8,14,残靴：截断／换荷官／开收台可疑,87.0,152110191.0536,137294893.1167,3099034.3694,1380059,161851,-0.02037361,-0.00495211,-0.02446321,-0.02087848,-3099034.3694,152110191.0536,OK,76794.6005,122826.9462,3.9959,96.0041,AG03-B-v1,2976207.4232,131711411.8940,3022239.7688,2899412.8226,46032.3457,0.01986875,0.01906127,0.00030262,110.2201,848.2795,19.1475,22620.6888,957.6744,1110293.3654,1181.3942,109.5350,110.4032,5.1636,17.6074,55.0247,200.0021,400.0,1507.2743,12.9679,-2.1082,22.717727,85.604615,6.259873,1,1,195258,16,0.20960335,0.02037361,0.00495211,0.00055934,0.042265,0.902602,0.079922,0.01951110,2026-03-23,2026-08-06,137,3236,137,137,1.000000,0.992137,1.015007,0.765660,1,0.7287234042553191,0.20212765957446807,0.047872340425531915,E 常规,101,1
2026-08-03,912,12105288,5,2,3,2,4,5,残靴：截断／换荷官／开收台可疑,87.0,152110191.0536,137294893.1167,3099034.3694,1380059,161851,-0.02037361,-0.00495211,-0.02446321,-0.02087848,-3099034.3694,152110191.0536,OK,76794.6005,122826.9462,3.9959,96.0041,AG03-B-v1,2976207.4232,131711411.8940,3022239.7688,2899412.8226,46032.3457,0.01986875,0.01906127,0.00030262,110.2201,848.2795,19.1475,22620.6888,957.6744,1110293.3654,1181.3942,109.5350,110.4032,5.1636,17.6074,55.0247,200.0021,400.0,1507.2743,12.9679,-2.1082,22.717727,85.604615,6.259873,1,1,195258,16,0.20960335,0.02037361,0.00495211,0.00055934,0.042265,0.902602,0.079922,0.01951110,2026-03-23,2026-08-06,137,3236,137,137,1.000000,0.992137,1.015007,0.765660,1,0.7287234042553191,0.20212765957446807,0.047872340425531915,E 常规,102,1
2026-08-06,912,12107518,5,1,5,0,9,11,残靴：截断／换荷官／开收台可疑,87.0,152110191.0536,137294893.1167,3099034.3694,1380059,161851,-0.02037361,-0.00495211,-0.02446321,-0.02087848,-3099034.3694,152110191.0536,OK,76794.6005,122826.9462,3.9959,96.0041,AG03-B-v1,2976207.4232,131711411.8940,3022239.7688,2899412.8226,46032.3457,0.01986875,0.01906127,0.00030262,110.2201,848.2795,19.1475,22620.6888,957.6744,1110293.3654,1181.3942,109.5350,110.4032,5.1636,17.6074,55.0247,200.0021,400.0,1507.2743,12.9679,-2.1082,22.717727,85.604615,6.259873,1,1,195258,16,0.20960335,0.02037361,0.00495211,0.00055934,0.042265,0.902602,0.079922,0.01951110,2026-03-23,2026-08-06,137,3236,137,137,1.000000,0.992137,1.015007,0.765660,1,0.7287234042553191,0.20212765957446807,0.047872340425531915,E 常规,103,1
2026-04-24,906,1220762,1,1,1,0,1,1,残靴：截断／换荷官／开收台可疑,87.0,188062809.9455,169528482.4267,3497221.4701,1610340,165347,-0.01859603,-0.01321225,-0.01997560,-0.01906997,-3497221.4701,188062809.9455,OK,89131.4122,145070.6415,3.9997,96.0003,AG03-B-v1,3352150.8286,162648085.4335,3408090.0579,3263019.4164,55939.2293,0.01812208,0.01735069,0.00029745,116.7845,1025.2891,21.1508,25527.1640,1064.6032,1372721.2405,1206.9124,112.5121,117.9321,5.1636,17.5876,57.0838,203.5613,406.0664,1661.6504,12.9089,-2.1082,23.088253,94.478648,6.640172,1,1,219783,16,0.20397729,0.01859603,0.01321225,0.00052576,0.043468,0.901446,0.082806,0.00676334,2026-03-23,2026-08-06,137,3285,137,137,1.000000,0.954041,1.025485,0.766349,2,0.7127659574468085,0.3351063829787234,0.2632978723404255,E 常规,104,1
2026-04-26,906,1222286,3,1,3,0,11,26,残靴：截断／换荷官／开收台可疑,87.0,188062809.9455,169528482.4267,3497221.4701,1610340,165347,-0.01859603,-0.01321225,-0.01997560,-0.01906997,-3497221.4701,188062809.9455,OK,89131.4122,145070.6415,3.9997,96.0003,AG03-B-v1,3352150.8286,162648085.4335,3408090.0579,3263019.4164,55939.2293,0.01812208,0.01735069,0.00029745,116.7845,1025.2891,21.1508,25527.1640,1064.6032,1372721.2405,1206.9124,112.5121,117.9321,5.1636,17.5876,57.0838,203.5613,406.0664,1661.6504,12.9089,-2.1082,23.088253,94.478648,6.640172,1,1,219783,16,0.20397729,0.01859603,0.01321225,0.00052576,0.043468,0.901446,0.082806,0.00676334,2026-03-23,2026-08-06,137,3285,137,137,1.000000,0.954041,1.025485,0.766349,2,0.7127659574468085,0.3351063829787234,0.2632978723404255,E 常规,105,1
2026-05-19,906,1240655,5,1,5,0,15,31,残靴：截断／换荷官／开收台可疑,87.0,188062809.9455,169528482.4267,3497221.4701,1610340,165347,-0.01859603,-0.01321225,-0.01997560,-0.01906997,-3497221.4701,188062809.9455,OK,89131.4122,145070.6415,3.9997,96.0003,AG03-B-v1,3352150.8286,162648085.4335,3408090.0579,3263019.4164,55939.2293,0.01812208,0.01735069,0.00029745,116.7845,1025.2891,21.1508,25527.1640,1064.6032,1372721.2405,1206.9124,112.5121,117.9321,5.1636,17.5876,57.0838,203.5613,406.0664,1661.6504,12.9089,-2.1082,23.088253,94.478648,6.640172,1,1,219783,16,0.20397729,0.01859603,0.01321225,0.00052576,0.043468,0.901446,0.082806,0.00676334,2026-03-23,2026-08-06,137,3285,137,137,1.000000,0.954041,1.025485,0.766349,2,0.7127659574468085,0.3351063829787234,0.2632978723404255,E 常规,106,1
2026-05-28,906,1248222,1,1,1,0,2,2,残靴：截断／换荷官／开收台可疑,87.0,188062809.9455,169528482.4267,3497221.4701,1610340,165347,-0.01859603,-0.01321225,-0.01997560,-0.01906997,-3497221.4701,188062809.9455,OK,89131.4122,145070.6415,3.9997,96.0003,AG03-B-v1,3352150.8286,162648085.4335,3408090.0579,3263019.4164,55939.2293,0.01812208,0.01735069,0.00029745,116.7845,1025.2891,21.1508,25527.1640,1064.6032,1372721.2405,1206.9124,112.5121,117.9321,5.1636,17.5876,57.0838,203.5613,406.0664,1661.6504,12.9089,-2.1082,23.088253,94.478648,6.640172,1,1,219783,16,0.20397729,0.01859603,0.01321225,0.00052576,0.043468,0.901446,0.082806,0.00676334,2026-03-23,2026-08-06,137,3285,137,137,1.000000,0.954041,1.025485,0.766349,2,0.7127659574468085,0.3351063829787234,0.2632978723404255,E 常规,107,1
2026-06-19,906,1266796,5,1,5,0,24,35,残靴：截断／换荷官／开收台可疑,87.0,188062809.9455,169528482.4267,3497221.4701,1610340,165347,-0.01859603,-0.01321225,-0.01997560,-0.01906997,-3497221.4701,188062809.9455,OK,89131.4122,145070.6415,3.9997,96.0003,AG03-B-v1,3352150.8286,162648085.4335,3408090.0579,3263019.4164,55939.2293,0.01812208,0.01735069,0.00029745,116.7845,1025.2891,21.1508,25527.1640,1064.6032,1372721.2405,1206.9124,112.5121,117.9321,5.1636,17.5876,57.0838,203.5613,406.0664,1661.6504,12.9089,-2.1082,23.088253,94.478648,6.640172,1,1,219783,16,0.20397729,0.01859603,0.01321225,0.00052576,0.043468,0.901446,0.082806,0.00676334,2026-03-23,2026-08-06,137,3285,137,137,1.000000,0.954041,1.025485,0.766349,2,0.7127659574468085,0.3351063829787234,0.2632978723404255,E 常规,108,1
2026-06-22,906,1269059,5,2,4,1,8,22,残靴：截断／换荷官／开收台可疑,87.0,188062809.9455,169528482.4267,3497221.4701,1610340,165347,-0.01859603,-0.01321225,-0.01997560,-0.01906997,-3497221.4701,188062809.9455,OK,89131.4122,145070.6415,3.9997,96.0003,AG03-B-v1,3352150.8286,162648085.4335,3408090.0579,3263019.4164,55939.2293,0.01812208,0.01735069,0.00029745,116.7845,1025.2891,21.1508,25527.1640,1064.6032,1372721.2405,1206.9124,112.5121,117.9321,5.1636,17.5876,57.0838,203.5613,406.0664,1661.6504,12.9089,-2.1082,23.088253,94.478648,6.640172,1,1,219783,16,0.20397729,0.01859603,0.01321225,0.00052576,0.043468,0.901446,0.082806,0.00676334,2026-03-23,2026-08-06,137,3285,137,137,1.000000,0.954041,1.025485,0.766349,2,0.7127659574468085,0.3351063829787234,0.2632978723404255,E 常规,109,1
2026-04-09,901,1210571,1,1,1,0,2,4,残靴：截断／换荷官／开收台可疑,87.0,233670995.3148,210645054.7285,3848673.1721,2037961,167554,-0.01647048,-0.01268480,-0.01749385,-0.01693829,-3848673.1721,233670995.3148,OK,109313.7059,160488.3508,4.0027,95.9973,AG03-B-v1,3688184.8213,202070704.7090,3739359.4662,3578871.1154,51174.6449,0.01600267,0.01531586,0.00021900,114.6592,1257.1771,22.9697,28092.5049,1164.1480,1705627.7030,1223.0219,114.0648,114.8210,5.1636,17.2208,54.5082,200.0,400.0,1663.3304,12.9089,-2.2009,23.227781,96.588687,6.658197,1,1,256798,16,0.21280091,0.01647048,0.01268480,0.00051895,0.042811,0.901460,0.083870,0.00480904,2026-03-23,2026-08-06,137,3306,137,137,1.000000,0.993414,1.036542,0.778712,2,0.6781914893617021,0.5957446808510638,0.3723404255319149,E 常规,110,1
2026-05-01,901,1225779,2,2,1,1,3,4,残靴：截断／换荷官／开收台可疑,87.0,233670995.3148,210645054.7285,3848673.1721,2037961,167554,-0.01647048,-0.01268480,-0.01749385,-0.01693829,-3848673.1721,233670995.3148,OK,109313.7059,160488.3508,4.0027,95.9973,AG03-B-v1,3688184.8213,202070704.7090,3739359.4662,3578871.1154,51174.6449,0.01600267,0.01531586,0.00021900,114.6592,1257.1771,22.9697,28092.5049,1164.1480,1705627.7030,1223.0219,114.0648,114.8210,5.1636,17.2208,54.5082,200.0,400.0,1663.3304,12.9089,-2.2009,23.227781,96.588687,6.658197,1,1,256798,16,0.21280091,0.01647048,0.01268480,0.00051895,0.042811,0.901460,0.083870,0.00480904,2026-03-23,2026-08-06,137,3306,137,137,1.000000,0.993414,1.036542,0.778712,2,0.6781914893617021,0.5957446808510638,0.3723404255319149,E 常规,111,1
2026-05-04,901,1228159,1,1,1,0,1,1,残靴：截断／换荷官／开收台可疑,87.0,233670995.3148,210645054.7285,3848673.1721,2037961,167554,-0.01647048,-0.01268480,-0.01749385,-0.01693829,-3848673.1721,233670995.3148,OK,109313.7059,160488.3508,4.0027,95.9973,AG03-B-v1,3688184.8213,202070704.7090,3739359.4662,3578871.1154,51174.6449,0.01600267,0.01531586,0.00021900,114.6592,1257.1771,22.9697,28092.5049,1164.1480,1705627.7030,1223.0219,114.0648,114.8210,5.1636,17.2208,54.5082,200.0,400.0,1663.3304,12.9089,-2.2009,23.227781,96.588687,6.658197,1,1,256798,16,0.21280091,0.01647048,0.01268480,0.00051895,0.042811,0.901460,0.083870,0.00480904,2026-03-23,2026-08-06,137,3306,137,137,1.000000,0.993414,1.036542,0.778712,2,0.6781914893617021,0.5957446808510638,0.3723404255319149,E 常规,112,1
2026-05-24,901,1244754,2,1,2,0,3,4,残靴：截断／换荷官／开收台可疑,87.0,233670995.3148,210645054.7285,3848673.1721,2037961,167554,-0.01647048,-0.01268480,-0.01749385,-0.01693829,-3848673.1721,233670995.3148,OK,109313.7059,160488.3508,4.0027,95.9973,AG03-B-v1,3688184.8213,202070704.7090,3739359.4662,3578871.1154,51174.6449,0.01600267,0.01531586,0.00021900,114.6592,1257.1771,22.9697,28092.5049,1164.1480,1705627.7030,1223.0219,114.0648,114.8210,5.1636,17.2208,54.5082,200.0,400.0,1663.3304,12.9089,-2.2009,23.227781,96.588687,6.658197,1,1,256798,16,0.21280091,0.01647048,0.01268480,0.00051895,0.042811,0.901460,0.083870,0.00480904,2026-03-23,2026-08-06,137,3306,137,137,1.000000,0.993414,1.036542,0.778712,2,0.6781914893617021,0.5957446808510638,0.3723404255319149,E 常规,113,1
2026-05-27,901,1247311,2,1,2,0,2,3,残靴：截断／换荷官／开收台可疑,87.0,233670995.3148,210645054.7285,3848673.1721,2037961,167554,-0.01647048,-0.01268480,-0.01749385,-0.01693829,-3848673.1721,233670995.3148,OK,109313.7059,160488.3508,4.0027,95.9973,AG03-B-v1,3688184.8213,202070704.7090,3739359.4662,3578871.1154,51174.6449,0.01600267,0.01531586,0.00021900,114.6592,1257.1771,22.9697,28092.5049,1164.1480,1705627.7030,1223.0219,114.0648,114.8210,5.1636,17.2208,54.5082,200.0,400.0,1663.3304,12.9089,-2.2009,23.227781,96.588687,6.658197,1,1,256798,16,0.21280091,0.01647048,0.01268480,0.00051895,0.042811,0.901460,0.083870,0.00480904,2026-03-23,2026-08-06,137,3306,137,137,1.000000,0.993414,1.036542,0.778712,2,0.6781914893617021,0.5957446808510638,0.3723404255319149,E 常规,114,1
2026-06-07,901,1256445,4,1,2,2,3,3,残靴：截断／换荷官／开收台可疑,87.0,233670995.3148,210645054.7285,3848673.1721,2037961,167554,-0.01647048,-0.01268480,-0.01749385,-0.01693829,-3848673.1721,233670995.3148,OK,109313.7059,160488.3508,4.0027,95.9973,AG03-B-v1,3688184.8213,202070704.7090,3739359.4662,3578871.1154,51174.6449,0.01600267,0.01531586,0.00021900,114.6592,1257.1771,22.9697,28092.5049,1164.1480,1705627.7030,1223.0219,114.0648,114.8210,5.1636,17.2208,54.5082,200.0,400.0,1663.3304,12.9089,-2.2009,23.227781,96.588687,6.658197,1,1,256798,16,0.21280091,0.01647048,0.01268480,0.00051895,0.042811,0.901460,0.083870,0.00480904,2026-03-23,2026-08-06,137,3306,137,137,1.000000,0.993414,1.036542,0.778712,2,0.6781914893617021,0.5957446808510638,0.3723404255319149,E 常规,115,1
2026-06-09,901,1258204,2,1,2,0,3,5,残靴：截断／换荷官／开收台可疑,87.0,233670995.3148,210645054.7285,3848673.1721,2037961,167554,-0.01647048,-0.01268480,-0.01749385,-0.01693829,-3848673.1721,233670995.3148,OK,109313.7059,160488.3508,4.0027,95.9973,AG03-B-v1,3688184.8213,202070704.7090,3739359.4662,3578871.1154,51174.6449,0.01600267,0.01531586,0.00021900,114.6592,1257.1771,22.9697,28092.5049,1164.1480,1705627.7030,1223.0219,114.0648,114.8210,5.1636,17.2208,54.5082,200.0,400.0,1663.3304,12.9089,-2.2009,23.227781,96.588687,6.658197,1,1,256798,16,0.21280091,0.01647048,0.01268480,0.00051895,0.042811,0.901460,0.083870,0.00480904,2026-03-23,2026-08-06,137,3306,137,137,1.000000,0.993414,1.036542,0.778712,3,0.6781914893617021,0.5957446808510638,0.3723404255319149,E 常规,116,1
2026-06-20,901,1267579,2,1,2,0,5,5,残靴：截断／换荷官／开收台可疑,87.0,233670995.3148,210645054.7285,3848673.1721,2037961,167554,-0.01647048,-0.01268480,-0.01749385,-0.01693829,-3848673.1721,233670995.3148,OK,109313.7059,160488.3508,4.0027,95.9973,AG03-B-v1,3688184.8213,202070704.7090,3739359.4662,3578871.1154,51174.6449,0.01600267,0.01531586,0.00021900,114.6592,1257.1771,22.9697,28092.5049,1164.1480,1705627.7030,1223.0219,114.0648,114.8210,5.1636,17.2208,54.5082,200.0,400.0,1663.3304,12.9089,-2.2009,23.227781,96.588687,6.658197,1,1,256798,16,0.21280091,0.01647048,0.01268480,0.00051895,0.042811,0.901460,0.083870,0.00480904,2026-03-23,2026-08-06,137,3306,137,137,1.000000,0.993414,1.036542,0.778712,2,0.6781914893617021,0.5957446808510638,0.3723404255319149,E 常规,117,1
2026-06-23,901,1269872,5,1,5,0,14,30,残靴：截断／换荷官／开收台可疑,87.0,233670995.3148,210645054.7285,3848673.1721,2037961,167554,-0.01647048,-0.01268480,-0.01749385,-0.01693829,-3848673.1721,233670995.3148,OK,109313.7059,160488.3508,4.0027,95.9973,AG03-B-v1,3688184.8213,202070704.7090,3739359.4662,3578871.1154,51174.6449,0.01600267,0.01531586,0.00021900,114.6592,1257.1771,22.9697,28092.5049,1164.1480,1705627.7030,1223.0219,114.0648,114.8210,5.1636,17.2208,54.5082,200.0,400.0,1663.3304,12.9089,-2.2009,23.227781,96.588687,6.658197,1,1,256798,16,0.21280091,0.01647048,0.01268480,0.00051895,0.042811,0.901460,0.083870,0.00480904,2026-03-23,2026-08-06,137,3306,137,137,1.000000,0.993414,1.036542,0.778712,2,0.6781914893617021,0.5957446808510638,0.3723404255319149,E 常规,118,1
2026-06-26,901,1272488,3,1,3,0,3,6,残靴：截断／换荷官／开收台可疑,87.0,233670995.3148,210645054.7285,3848673.1721,2037961,167554,-0.01647048,-0.01268480,-0.01749385,-0.01693829,-3848673.1721,233670995.3148,OK,109313.7059,160488.3508,4.0027,95.9973,AG03-B-v1,3688184.8213,202070704.7090,3739359.4662,3578871.1154,51174.6449,0.01600267,0.01531586,0.00021900,114.6592,1257.1771,22.9697,28092.5049,1164.1480,1705627.7030,1223.0219,114.0648,114.8210,5.1636,17.2208,54.5082,200.0,400.0,1663.3304,12.9089,-2.2009,23.227781,96.588687,6.658197,1,1,256798,16,0.21280091,0.01647048,0.01268480,0.00051895,0.042811,0.901460,0.083870,0.00480904,2026-03-23,2026-08-06,137,3306,137,137,1.000000,0.993414,1.036542,0.778712,2,0.6781914893617021,0.5957446808510638,0.3723404255319149,E 常规,119,1
2026-06-27,901,1273382,3,1,3,0,9,15,残靴：截断／换荷官／开收台可疑,87.0,233670995.3148,210645054.7285,3848673.1721,2037961,167554,-0.01647048,-0.01268480,-0.01749385,-0.01693829,-3848673.1721,233670995.3148,OK,109313.7059,160488.3508,4.0027,95.9973,AG03-B-v1,3688184.8213,202070704.7090,3739359.4662,3578871.1154,51174.6449,0.01600267,0.01531586,0.00021900,114.6592,1257.1771,22.9697,28092.5049,1164.1480,1705627.7030,1223.0219,114.0648,114.8210,5.1636,17.2208,54.5082,200.0,400.0,1663.3304,12.9089,-2.2009,23.227781,96.588687,6.658197,1,1,256798,16,0.21280091,0.01647048,0.01268480,0.00051895,0.042811,0.901460,0.083870,0.00480904,2026-03-23,2026-08-06,137,3306,137,137,1.000000,0.993414,1.036542,0.778712,2,0.6781914893617021,0.5957446808510638,0.3723404255319149,E 常规,120,1
2026-07-29,901,12101402,5,1,5,0,9,12,残靴：截断／换荷官／开收台可疑,87.0,233670995.3148,210645054.7285,3848673.1721,2037961,167554,-0.01647048,-0.01268480,-0.01749385,-0.01693829,-3848673.1721,233670995.3148,OK,109313.7059,160488.3508,4.0027,95.9973,AG03-B-v1,3688184.8213,202070704.7090,3739359.4662,3578871.1154,51174.6449,0.01600267,0.01531586,0.00021900,114.6592,1257.1771,22.9697,28092.5049,1164.1480,1705627.7030,1223.0219,114.0648,114.8210,5.1636,17.2208,54.5082,200.0,400.0,1663.3304,12.9089,-2.2009,23.227781,96.588687,6.658197,1,1,256798,16,0.21280091,0.01647048,0.01268480,0.00051895,0.042811,0.901460,0.083870,0.00480904,2026-03-23,2026-08-06,137,3306,137,137,1.000000,0.993414,1.036542,0.778712,2,0.6781914893617021,0.5957446808510638,0.3723404255319149,E 常规,121,1
