table_id,n_rounds,mean_sec,p50,p90,p99,stake,valid_bet,profit,n_bets,n_rounds_xagg,roi,roi_recent,roi_non_recent,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,agent_cost,agent_pct,company_retain_pct,agent_formula_version,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,net_margin,net_margin_a_legacy,ngr_rate,net_margin_rate,net_margin_a_rate_legacy,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_recent,avg_stake_non_recent,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_recent,hold_rate,hold_rate_recent,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_recent,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_recent_vs_prior,ramp_recent_vs_all,stake_ramp,vip_tier,economic_value,risk_value,pr_stake,action_priority,audit_rn,batch_id
975,43526,58.998644488351786,52.0,72.0,236.0,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,Z 证据不足 · 不动作,91,1
976,43926,59.42152711378227,52.0,72.0,239.0,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,92,1
977,37218,61.2004675157182,52.0,73.0,249.0,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,93,1
978,34269,62.62823543143949,52.0,77.0,252.0,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,Z 证据不足 · 不动作,94,1
979,34410,62.575065387968614,52.0,75.0,250.0,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,Z 证据不足 · 不动作,95,1
981,38522,52.8051243445304,52.0,65.0,88.0,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,Z 证据不足 · 不动作,96,1
982,38959,53.512898175004494,52.0,65.0,89.0,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,Z 证据不足 · 不动作,97,1
983,53524,51.73058814737314,51.0,65.0,88.0,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,0.0,Z 证据不足 · 不动作,98,1
985,53247,52.26489755291378,52.0,65.0,89.0,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,Z 证据不足 · 不动作,99,1
986,53836,51.58626198083067,51.0,64.0,88.0,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,Z 证据不足 · 不动作,100,1
987,53335,51.91553388956595,51.0,64.0,87.0,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,Z 证据不足 · 不动作,101,1
99,4,34.5,36.0,39.0,39.0,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,102,1
990,45396,52.241056480747204,51.0,64.0,87.0,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,Z 证据不足 · 不动作,103,1
991,45252,52.08501281711305,51.0,64.0,86.0,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,Z 证据不足 · 不动作,104,1
992,44781,53.16520399276479,51.0,65.0,90.0,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,Z 证据不足 · 不动作,105,1
993,44184,52.21408202064096,52.0,66.0,94.0,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,Z 证据不足 · 不动作,106,1
900,5462,54.21658733064812,52.0,62.0,85.0,4700866.8383,4273300.2609,-57756.2773,46032,3854,0.01228630,,0.01228630,0.01182288,57756.2773,4700866.8383,OK,2178.4941,-2945.6170,4.0177,95.9823,AG03-B-v1,-54810.6603,4097352.9786,-59934.7714,-56989.1544,-5124.1110,-0.01274973,-0.01212312,-0.00109004,102.1217,1108.7961,-14.9861,-14439.0693,-825.0897,1175216.7096,963.5000,,102.1217,4.4018,15.6137,52.6635,208.5149,438.3273,1316.5863,13.1659,-2.2009,28.073204,84.322362,6.540509,1,1,7862,16,0E-8,-0.01228630,,0.00050979,0.034504,0.909045,0.072623,,2026-03-23,2026-03-26,4,70,4,4,1.000000,,,0.000000,4,1.0,1.0,0.7851851851851852,E 常规,107,1
909,75740,52.698706099815155,51.0,61.0,79.0,174066619.0805,157166699.1452,324213.1599,1483351,163316,-0.00186258,0.00569698,-0.00437194,-0.00238545,-324213.1599,174066619.0805,OK,91013.4776,21308.7910,4.0043,95.9957,AG03-B-v1,302904.3689,150779358.4364,233199.6822,211890.8912,-69704.6867,0.00133972,0.00121730,-0.00040045,117.3469,962.3472,1.9852,2366.5194,99.2084,1270559.2634,1192.0876,122.8617,115.6241,5.1636,17.896,56.966,204.3903,408.7806,1663.6167,12.9729,-2.1082,22.841983,92.960145,6.55715,1,1,204947,16,0.24921846,0.00186258,-0.00569698,0.00057909,0.045029,0.902911,0.082233,0.01006893,2026-03-23,2026-08-06,137,3268,137,137,1.000000,1.062596,1.046996,0.830728,5,0.9925925925925926,0.9925925925925926,0.8222222222222222,E 常规,108,1
911,74923,53.30670154692151,52.0,62.0,81.0,161485702.9703,145131558.0808,1980530.6716,1395396,161982,-0.01226443,-0.01667069,-0.01090946,-0.01278193,-1980530.6716,161485702.9703,OK,83568.4165,75300.7681,4.0001,95.9999,AG03-B-v1,1905229.9035,139218991.4568,1896962.2551,1821661.4870,-8267.6484,0.01174694,0.01128064,-0.00005120,115.7275,895.9734,12.2269,14456.4283,610.3330,1178727.7589,1182.3504,118.1168,115.0121,5.1636,18.0724,56.9413,203.8738,403.6038,1604.1393,12.9729,-2.1082,22.332551,88.761609,6.403534,1,1,196813,16,0.23518881,0.01226443,0.01667069,0.00057581,0.043283,0.898727,0.082099,-0.00576123,2026-03-23,2026-08-06,137,3245,137,137,1.000000,1.026995,1.020646,0.783963,5,0.9851851851851852,0.9777777777777777,0.8074074074074075,D VIP 优质 · 加码留存，严禁误伤,109,1
913,69821,52.70420074189714,51.0,61.0,77.0,150783426.8399,136305207.1196,2411304.8160,1369462,158705,-0.01599184,-0.01490244,-0.01636721,-0.01647852,-2411304.8160,150783426.8399,OK,73382.7302,115325.0125,3.9958,96.0042,AG03-B-v1,2295979.8035,130763354.7255,2337922.0858,2222597.0733,41942.2823,0.01550517,0.01474033,0.00027816,110.1041,858.8589,15.1936,17994.8121,755.1847,1125249.4540,1184.3657,119.5524,107.1854,5.1636,17.0416,52.8986,200.0,389.1858,1500.0,12.9089,-2.1115,22.837423,88.019997,6.46091,1,1,193110,16,0.25626280,0.01599184,0.01490244,0.00053837,0.041811,0.903980,0.079592,0.00146476,2026-03-26,2026-08-06,134,3193,134,134,1.000000,1.115380,1.085812,0.854209,4,0.9777777777777777,0.9111111111111111,0.7925925925925926,D VIP 优质 · 加码留存，严禁误伤,110,1
907,68947,54.86438858833597,52.0,63.0,97.0,175033829.7666,157211201.3423,2588644.6946,1474127,157093,-0.01478940,-0.02404151,-0.01174329,-0.01531611,-2588644.6946,175033829.7666,OK,92193.2945,95455.7322,3.9989,96.0011,AG03-B-v1,2493188.9624,150817920.0415,2496451.4001,2400995.6679,3262.4377,0.01426268,0.01371732,0.00001864,118.7373,1000.7524,16.4784,19034.1522,822.3141,1287013.4542,1155.0956,121.3710,117.8950,5.1636,17.9095,57.0938,202.0507,407.3011,1663.6167,12.9089,-2.1082,22.74216,92.890082,6.629842,1,1,206444,16,0.24768688,0.01478940,0.02404151,0.00058643,0.044662,0.898176,0.082220,-0.01229822,2026-03-23,2026-08-06,136,3148,136,137,0.992701,1.029483,1.022181,0.825623,5,0.9703703703703703,0.9259259259259259,0.8296296296296296,D VIP 优质 · 加码留存，严禁误伤,111,1
903,74999,53.500886678489046,52.0,62.0,79.0,209661407.0203,188682373.6949,2716054.8836,1787564,165318,-0.01295448,-0.02007627,-0.01083436,-0.01341573,-2716054.8836,209661407.0203,OK,96705.4869,109541.6961,4.0020,95.9980,AG03-B-v1,2606513.1875,181030658.7689,2619349.3967,2509807.7006,12836.2092,0.01249324,0.01197077,0.00006122,117.2889,1141.3299,16.4293,19825.2181,832.6349,1530375.2337,1206.7007,119.7901,116.5644,5.1636,17.0791,55.1425,200.0,400.0,1663.6167,12.9089,-2.1082,23.42048,97.406755,6.867406,1,1,235413,16,0.22940336,0.01295448,0.02007627,0.00051253,0.043292,0.899939,0.081387,-0.00924192,2026-03-23,2026-08-06,137,3262,137,137,1.000000,1.027673,1.021325,0.764678,5,0.9629629629629629,0.9703703703703703,0.8592592592592593,D VIP 优质 · 加码留存，严禁误伤,112,1
902,75915,52.9166567871962,52.0,61.0,75.0,215332582.1774,193496056.4377,2838457.2274,1901412,167340,-0.01318174,-0.00930748,-0.01431820,-0.01367487,-2838457.2274,215332582.1774,OK,106187.3809,121693.0081,4.0034,95.9966,AG03-B-v1,2716764.2193,185626433.2050,2732269.8465,2610576.8385,15505.6272,0.01268860,0.01212346,0.00007201,113.2488,1156.3049,16.9622,20718.6659,856.7634,1571770.6728,1221.4599,117.9252,111.9466,5.1636,17.0416,54.2345,200.0,400.0,1583.1833,12.9089,-2.1082,23.471999,92.901195,6.645438,1,1,245555,16,0.22680651,0.01318174,0.00930748,0.00054878,0.044397,0.898592,0.081721,0.00501072,2026-03-23,2026-08-06,137,3313,137,137,1.000000,1.053406,1.041293,0.756022,5,0.9555555555555556,0.9555555555555556,0.8666666666666667,D VIP 优质 · 加码留存，严禁误伤,113,1
910,75887,52.5006654631228,51.0,61.0,75.0,168291707.2981,151450628.1530,2936820.0972,1431874,164093,-0.01745077,-0.01532766,-0.01807221,-0.01795207,-2936820.0972,168291707.2981,OK,84364.7789,124290.6621,3.9983,96.0017,AG03-B-v1,2812529.4351,145295421.7089,2852455.3183,2728164.6562,39925.8832,0.01694947,0.01621093,0.00023724,117.5325,922.9561,17.8973,21436.6430,895.0991,1228406.6226,1197.7591,116.3631,117.8792,5.1636,18.3232,59.1112,204.3903,415.429,1663.6167,12.9729,-2.1082,22.672333,90.793053,6.414418,1,1,200520,16,0.22642758,0.01745077,0.01532766,0.00055704,0.043296,0.899929,0.082333,0.00274456,2026-03-23,2026-08-06,137,3281,137,137,1.000000,0.987138,0.990050,0.754759,5,0.9481481481481482,0.8814814814814815,0.8148148148148148,D VIP 优质 · 加码留存，严禁误伤,114,1
912,74563,53.527983047892384,52.0,62.0,84.0,152110191.0536,137294893.1167,3099034.3694,1380059,161851,-0.02037361,-0.02544720,-0.01886071,-0.02087848,-3099034.3694,152110191.0536,OK,76794.6005,122826.9462,3.9959,96.0041,AG03-B-v1,2976207.4232,131711411.8940,3022239.7688,2899412.8226,46032.3457,0.01986875,0.01906127,0.00030262,110.2201,848.2795,19.1475,22620.6888,957.6744,1110293.3654,1181.3942,111.8742,109.7362,5.1636,17.6075,55.0266,200.0027,400.0,1507.7784,12.9676,-2.1082,22.717646,85.632942,6.259851,1,1,195258,16,0.22969813,0.02037361,0.02544720,0.00055934,0.042265,0.902602,0.079922,-0.00658649,2026-03-23,2026-08-06,137,3236,137,137,1.000000,1.019483,1.015007,0.765660,4,0.9407407407407408,0.8222222222222222,0.8,D VIP 优质 · 加码留存，严禁误伤,115,1
906,75737,53.10267108546681,52.0,62.0,76.158203125,188062809.9455,169528482.4267,3497221.4701,1610340,165347,-0.01859603,-0.02638205,-0.01627158,-0.01906997,-3497221.4701,188062809.9455,OK,89131.4122,145070.6415,3.9997,96.0003,AG03-B-v1,3352150.8286,162648085.4335,3408090.0579,3263019.4164,55939.2293,0.01812208,0.01735069,0.00029745,116.7845,1025.2891,21.1508,25527.1640,1064.6032,1372721.2405,1206.9124,119.7608,115.9245,5.1636,17.587,57.0933,203.6009,406.148,1661.7344,12.9089,-2.1082,23.093594,94.486282,6.640373,1,1,219783,16,0.22990478,0.01859603,0.02638205,0.00052576,0.043468,0.901446,0.082806,-0.01011047,2026-03-23,2026-08-06,137,3285,137,137,1.000000,1.033094,1.025485,0.766349,5,0.9333333333333333,0.8518518518518519,0.8444444444444444,D VIP 优质 · 加码留存，严禁误伤,116,1
901,75543,53.36773757992137,52.0,62.0,76.0,233670995.3148,210645054.7285,3848673.1721,2037961,167554,-0.01647048,-0.01284648,-0.01757516,-0.01693829,-3848673.1721,233670995.3148,OK,109313.7059,160488.3508,4.0027,95.9973,AG03-B-v1,3688184.8213,202070704.7090,3739359.4662,3578871.1154,51174.6449,0.01600267,0.01531586,0.00021900,114.6592,1257.1771,22.9697,28092.5049,1164.1480,1705627.7030,1223.0219,118.8491,113.4402,5.1636,17.2251,54.5051,200.0,400.0,1663.3717,12.9089,-2.2009,23.221891,96.56659,6.656509,1,1,256798,16,0.23361351,0.01647048,0.01284648,0.00051895,0.042811,0.901460,0.083870,0.00472868,2026-03-23,2026-08-06,137,3306,137,137,1.000000,1.047681,1.036542,0.778712,5,0.9259259259259259,0.9037037037037037,0.8740740740740741,D VIP 优质 · 加码留存，严禁误伤,117,1
908,75810,52.537752275425404,51.0,61.0,77.0,176491140.5687,159126827.0628,4025628.0625,1503238,164464,-0.02280924,-0.01006491,-0.02688435,-0.02330176,-4025628.0625,176491140.5687,OK,86925.3834,155488.3702,4.0022,95.9978,AG03-B-v1,3870139.6924,152663633.4901,3938702.6791,3783214.3090,68562.9868,0.02231672,0.02143572,0.00038848,117.4073,967.5481,24.4773,29384.1464,1229.1994,1288256.5005,1200.4672,122.4673,115.8764,5.1636,17.5629,56.5101,204.1564,406.5226,1658.9088,12.9089,-2.1082,23.146731,94.455554,6.684981,1,1,208815,16,0.24228581,0.02280924,0.01006491,0.00054626,0.044259,0.901614,0.083079,0.01681944,2026-03-23,2026-08-06,137,3275,137,137,1.000000,1.056879,1.043098,0.807619,5,0.9185185185185185,0.7925925925925926,0.837037037037037,D VIP 优质 · 加码留存，严禁误伤,118,1
905,75313,53.51575425225393,52.0,62.0,79.0,194614177.4160,175782072.7460,4726696.5533,1655384,164479,-0.02428752,-0.01757209,-0.02636067,-0.02475558,-4726696.5533,194614177.4160,OK,91090.6738,186896.4557,3.9974,96.0026,AG03-B-v1,4539800.0976,168655994.6027,4635605.8795,4448709.4238,95805.7819,0.02381947,0.02285912,0.00049229,117.5644,1068.7205,28.7374,34501.4347,1449.9069,1420541.4410,1200.5766,121.2236,116.4789,5.1636,17.2555,56.6455,202.04,407.1541,1663.6167,12.9089,-2.1082,23.595563,96.410601,6.813139,1,1,225155,16,0.23589098,0.02428752,0.01757209,0.00051820,0.042548,0.903234,0.082651,0.00878858,2026-03-23,2026-08-06,137,3260,137,137,1.000000,1.040734,1.031125,0.786303,5,0.9111111111111111,0.7851851851851852,0.8518518518518519,D VIP 优质 · 加码留存，严禁误伤,119,1
8,283332,26.991508195332685,26.0,33.0,40.0,519344207.9878,468621010.4139,5759252.1424,4786315,291841,-0.01108947,-0.00841196,-0.01187675,-0.01183704,-5759252.1424,519344207.9878,OK,388248.0094,211509.0113,4.0107,95.9893,AG03-B-v1,5547743.1311,449250701.4213,5371004.1330,5159495.1217,-176738.9981,0.01034190,0.00993463,-0.00034031,108.5061,1605.7408,19.7342,41433.4687,963.8916,3736289.2661,2099.5755,116.9911,106.2404,5.1431,15.4907,52.3519,183.2317,344.8091,1500.0,12.8578,-2.1082,22.259154,96.832497,7.004609,1,71,391605,16,0.22722258,0.01108947,0.00841196,0.00082849,0.042470,0.902332,0.074778,0.00346478,2026-03-21,2026-08-06,139,5975,139,139,1.000000,1.101192,1.078199,0.757409,5,0.9037037037037037,0.9851851851851852,0.9259259259259259,D VIP 优质 · 加码留存，严禁误伤,120,1
33,201168,41.73201503221188,41.0,50.0,56.0,420976946.5247,379093487.6735,5792931.2417,3860407,210796,-0.01376069,-0.01082199,-0.01456705,-0.01445532,-5792931.2417,420976946.5247,OK,292424.1632,240777.1045,4.0159,95.9841,AG03-B-v1,5552154.1372,363412644.6984,5500507.0785,5259729.9740,-51647.0587,0.01306605,0.01249410,-0.00012268,109.0499,1798.3903,27.4812,41675.7643,1298.5723,3028611.1261,1516.5180,112.2241,108.2101,5.1431,15.6371,52.3519,183.0838,364.8258,1428.3179,12.8578,-2.2009,23.330787,91.341619,6.973793,1,134,360592,16,0.21531300,0.01376069,0.01082199,0.00077138,0.042794,0.900509,0.077799,0.00374506,2026-03-21,2026-08-06,139,4461,139,139,1.000000,1.037095,1.029108,0.717710,5,0.8962962962962963,0.9481481481481482,0.8962962962962963,D VIP 优质 · 加码留存，严禁误伤,121,1
32,199409,42.1459412564127,42.0,51.0,57.0,447097711.3728,402355517.6801,7029749.9318,4168755,209323,-0.01572307,-0.00880437,-0.01768119,-0.01643400,-7029749.9318,447097711.3728,OK,317854.5244,295490.3564,4.0174,95.9826,AG03-B-v1,6734259.5753,385658053.7585,6711895.4074,6416405.0510,-22364.1680,0.01501214,0.01435124,-0.00005002,107.2497,1922.1754,33.5833,50573.7405,1589.7218,3216530.2976,1505.9209,113.5274,105.5971,5.1431,15.5028,52.3519,180.7245,359.2303,1404.8784,12.8432,-2.2266,23.171949,90.620897,6.918082,1,131,375285,16,0.22058806,0.01572307,0.00880437,0.00078998,0.042676,0.899927,0.077602,0.00887682,2026-03-21,2026-08-06,139,4422,139,139,1.000000,1.075099,1.058533,0.735294,5,0.8888888888888888,0.9185185185185185,0.9037037037037037,D VIP 优质 · 加码留存，严禁误伤,122,1
36,199522,42.07056364711661,42.0,50.0,57.0,375170399.3348,337465832.5671,7681334.3485,3402142,208488,-0.02047425,-0.02965746,-0.01772100,-0.02123327,-7681334.3485,375170399.3348,OK,284761.8709,316915.4467,4.0186,95.9814,AG03-B-v1,7364418.9018,323439426.7165,7396572.4776,7079657.0309,32153.5758,0.01971523,0.01887051,0.00008570,110.2748,1618.6343,36.8431,55261.3982,1739.4326,2699067.6211,1499.9137,117.2148,108.3514,5.1431,15.5674,52.3519,180.7227,363.5929,1500.0,12.8578,-2.2009,23.355997,96.354997,7.083683,1,134,336226,16,0.23065923,0.02047425,0.02965746,0.00084382,0.044389,0.899500,0.079382,-0.01193646,2026-03-21,2026-08-06,139,4416,139,139,1.000000,1.081802,1.062934,0.768864,5,0.8814814814814815,0.8148148148148148,0.8814814814814815,D VIP 优质 · 加码留存，严禁误伤,123,1
31,201476,41.65249955329667,41.0,50.0,56.0,483697348.7041,435687536.8818,8540662.6529,4522103,211380,-0.01765704,-0.01340794,-0.01884784,-0.01838499,-8540662.6529,483697348.7041,OK,352107.7046,346908.6682,4.0195,95.9805,AG03-B-v1,8193753.9847,417613469.2836,8188554.9483,7841646.2802,-5199.0364,0.01692909,0.01621189,-0.00001075,106.9629,2061.1578,40.4043,61443.6162,1921.4089,3479837.0410,1520.7194,112.2788,105.5623,5.137,14.7577,51.947,176.0361,349.3251,1434.806,12.6037,-2.2009,23.670766,97.224507,7.24796,1,136,396564,16,0.21890074,0.01765704,0.01340794,0.00080817,0.043379,0.900744,0.075598,0.00543990,2026-03-21,2026-08-06,139,4445,139,139,1.000000,1.063626,1.049698,0.729669,5,0.8740740740740741,0.8666666666666667,0.9111111111111111,D VIP 优质 · 加码留存，严禁误伤,124,1
35,203321,41.273936287938774,41.0,49.0,55.0,400657177.7083,360612936.2373,9003093.2812,3570325,212415,-0.02247081,-0.02347910,-0.02217622,-0.02319896,-9003093.2812,400657177.7083,OK,291736.8452,369110.1365,4.0176,95.9824,AG03-B-v1,8633983.1446,345660108.8986,8711356.4360,8342246.2994,77373.2913,0.02174267,0.02082141,0.00019312,112.2187,1697.6811,42.3845,64770.4553,2006.4839,2882425.7389,1528.1655,117.9415,110.6500,5.1431,15.4907,52.3519,187.2431,385.733,1501.381,12.8466,-2.2009,24.900995,96.921646,7.244277,1,135,346615,16,0.22611125,0.02247081,0.02347910,0.00080900,0.043822,0.900054,0.078756,-0.00130288,2026-03-21,2026-08-06,139,4487,139,139,1.000000,1.065897,1.050997,0.753704,5,0.8666666666666667,0.8,0.8888888888888888,D VIP 优质 · 加码留存，严禁误伤,125,1
5,281243,27.266765750614237,27.0,34.0,40.0,657551730.3606,593963365.8397,9662174.1874,6360122,291479,-0.01469417,-0.01087470,-0.01575270,-0.01544252,-9662174.1874,657551730.3606,OK,492083.5157,401023.8520,4.0126,95.9874,AG03-B-v1,9261150.3354,569398644.4829,9170090.6717,8769066.8197,-91059.6637,0.01394581,0.01333593,-0.00013848,103.3867,2037.7570,33.1488,69512.0445,1624.1678,4730587.9882,2096.9712,107.7854,102.2304,5.1091,14.2017,51.8914,172.2653,330.6976,1394.1567,12.6037,-2.1082,23.285772,98.168291,7.279878,1,88,447089,16,0.21700112,0.01469417,0.01087470,0.00082847,0.041384,0.903295,0.077872,0.00487799,2026-03-21,2026-08-06,139,5949,139,139,1.000000,1.054338,1.042547,0.723337,5,0.8592592592592593,0.9333333333333333,0.9481481481481482,D VIP 优质 · 加码留存，严禁误伤,126,1
7,282377,27.125973432680425,26.38311767578125,34.0,40.0,568829814.4105,514333488.8341,9729721.5184,5386493,291627,-0.01710480,-0.01290763,-0.01831706,-0.01782282,-9729721.5184,568829814.4105,OK,408428.6027,393103.5801,4.0122,95.9878,AG03-B-v1,9336617.9383,493088529.5349,9321292.9156,8928189.3356,-15325.0227,0.01638679,0.01569571,-0.00002694,105.6030,1763.6690,33.3636,69997.9965,1635.2473,4092300.8231,2098.0360,110.8395,104.1814,5.1431,14.9978,51.9655,175.886,339.5274,1468.4866,12.8578,-2.1082,22.638427,97.913242,7.041217,1,103,410321,16,0.22410114,0.01710480,0.01290763,0.00079409,0.041516,0.904196,0.079126,0.00540943,2026-03-21,2026-08-06,139,5950,139,139,1.000000,1.063909,1.049587,0.747004,5,0.8518518518518519,0.8888888888888888,0.9333333333333333,D VIP 优质 · 加码留存，严禁误伤,127,1
37,120853,74.08399460501602,74.0,92.0,103.0,498681339.8279,450511965.4009,9587754.3230,3677603,131656,-0.01922621,-0.01806306,-0.01951688,-0.01971241,-9587754.3230,498681339.8279,OK,242455.0031,407246.9954,4.0249,95.9751,AG03-B-v1,9180507.3276,431842471.1179,9345299.3199,8938052.3245,164791.9923,0.01874002,0.01792337,0.00033046,135.5996,3421.8871,72.8243,68976.6498,3477.6040,3587635.5383,947.1655,129.1935,137.3008,5.1891,20.2037,70.5869,220.7865,500.0,1999.9978,14.7577,-2.6176,24.747999,98.991889,6.711636,1,123,287372,16,0.19993046,0.01922621,0.01806306,0.00053818,0.041981,0.903407,0.159069,0.00145382,2026-03-21,2026-08-06,139,2757,139,139,1.000000,0.940952,0.952757,0.666435,5,0.8444444444444444,0.837037037037037,0.9185185185185185,D VIP 优质 · 加码留存，严禁误伤,128,1
3,278997,27.543303333010748,27.0,34.0,41.0,716675500.0294,647562356.6865,10171140.1999,6880912,289543,-0.01419211,-0.01979992,-0.01267990,-0.01492686,-10171140.1999,716675500.0294,OK,526577.5382,414698.7577,4.0104,95.9896,AG03-B-v1,9756441.4422,620788309.7181,9644562.6617,9229863.9040,-111878.7805,0.01345736,0.01287872,-0.00015611,104.1541,2236.4981,35.1283,73173.6705,1721.2964,5155938.8491,2083.0432,107.4881,103.2902,5.137,14.3423,51.8914,170.4909,330.4901,1410.2474,12.6494,-2.1082,23.043068,98.328005,7.262037,1,96,467693,16,0.21238890,0.01419211,0.01979992,0.00081317,0.041491,0.903564,0.079127,-0.00712002,2026-03-21,2026-08-06,139,5909,139,139,1.000000,1.040642,1.032010,0.707963,5,0.837037037037037,0.9407407407407408,0.9555555555555556,D VIP 优质 · 加码留存，严禁误伤,129,1
6,274030,28.17491515527497,27.286483764648438,35.0,42.0,607691555.4431,549318438.3869,10606912.1264,5677413,283608,-0.01745443,-0.01526480,-0.01805869,-0.01820513,-10606912.1264,607691555.4431,OK,456192.7731,434202.7482,4.0164,95.9836,AG03-B-v1,10172709.3782,526565584.4967,10150719.3533,9716516.6051,-21990.0249,0.01670374,0.01598922,-0.00003619,107.0367,1936.8933,37.3999,76308.7203,1833.2029,4371881.6938,2040.3453,110.8498,106.0302,5.1431,14.7043,51.8914,175.6229,338.8204,1500.0,12.8426,-2.1082,23.042209,102.010712,7.27926,1,101,424544,16,0.21627658,0.01745443,0.01526480,0.00083047,0.042536,0.903943,0.078859,0.00279389,2026-03-21,2026-08-06,139,5786,139,139,1.000000,1.045456,1.035625,0.720922,5,0.8296296296296296,0.8740740740740741,0.9407407407407408,D VIP 优质 · 加码留存，严禁误伤,130,1
113,207338,40.758100299993245,40.0,49.0,57.0,1046855010.3145,940999865.5300,13759026.6133,9882943,218431,-0.01314320,-0.01334495,-0.01308615,-0.01363682,-13759026.6133,1046855010.3145,OK,516751.7794,580778.6730,3.9786,96.0214,AG03-B-v1,13178247.9403,903099112.0946,13242274.8339,12661496.1609,64026.8935,0.01264958,0.01209479,0.00006116,105.9254,4307.9960,62.9903,98985.8030,3074.6428,7531331.0095,1571.4460,115.1079,103.5887,5.1431,15.4918,51.8924,172.3863,336.7324,1428.1176,12.8578,-2.5716,21.73617,92.185395,6.837517,1,51,594243,16,0.22043834,0.01314320,0.01334495,0.00054915,0.037094,0.898883,0.065509,-0.00025879,2026-03-21,2026-08-06,139,4475,139,139,1.000000,1.111201,1.086688,0.734794,5,0.8222222222222222,0.9629629629629629,0.9925925925925926,D VIP 优质 · 加码留存，严禁误伤,131,1
