bet_ip,m_a,m_b,n_same_round,n_opposite_round,opposite_rate,hedge_coverage,stake,valid_bet,profit,n_bets,n_rounds,roi,roi_hedge,roi_non_hedge,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,agent_cost,agent_pct,company_retain_pct,agent_formula_version,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,net_margin,net_margin_a_legacy,ngr_rate,net_margin_rate,net_margin_a_rate_legacy,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_hedge,avg_stake_non_hedge,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_hedge,hold_rate,hold_rate_hedge,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_hedge,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_hedge,ramp_recent,stake_ramp,vip_tier,economic_value,risk_value,pr_stake,action_priority,audit_rn,batch_id
49.47.128.1,146765429,148816838,70,70,1.0000000,1.0000000,543.6180,455.4637,5.3260,140,70,-0.00979730,-0.00979730,,-0.00979730,-5.3260,543.6180,OK,0.0000,0.2130,4.0000,96.0000,AG03-B-v1,5.1129,437.2452,5.3260,5.1129,0.2130,0.00979730,0.00940541,0.00039189,3.8830,6.5066,0.0761,5.3260,0.7609,543.6180,70.0000,3.8830,,3.6731,3.6731,3.6731,3.6731,7.3462,7.3462,3.6731,0.0,2.0,2.0,1.057143,7,11,1,2,1.00000000,0.00979730,0.00979730,0E-8,0.000000,0.837838,0.000000,,2026-04-24,2026-04-24,1,7,7,1,1.000000,,,0.000000,1,0.782316442605998,0.5925542916235781,0.00982419855222337,E 常规,422,1
113.177.70.59,146039692,146039696,713,711,0.9971950,0.9985935,45858.6219,40836.1862,5.5928,10382,5505,-0.00012196,-0.00012196,,-0.00012196,-5.5928,45858.6219,OK,0.0000,0.2237,4.0000,96.0000,AG03-B-v1,5.3691,39202.7388,5.5928,5.3691,0.2237,0.00012196,0.00011708,0.00000488,4.4171,7.4180,0.0010,0.2432,0.0186,1993.8531,239.3478,4.4171,,2.6176,2.6176,2.6332,5.2352,7.8528,55.7548,2.6176,0.0,3.0,21.3,1.687475,12,92,1,2,1.00000000,0.00012196,0.00012196,0E-8,0.000000,0.890480,0.000096,,2026-03-28,2026-04-19,23,300,147,23,1.000000,,,0.000000,4,0.7792140641158222,0.7947259565667011,0.6995863495346433,E 常规,423,1
113.177.70.59,146039692,146505880,939,938,0.9989350,0.9989339,45858.6219,40836.1862,5.5928,10382,5505,-0.00012196,-0.00012196,,-0.00012196,-5.5928,45858.6219,OK,0.0000,0.2237,4.0000,96.0000,AG03-B-v1,5.3691,39202.7388,5.5928,5.3691,0.2237,0.00012196,0.00011708,0.00000488,4.4171,7.4180,0.0010,0.2432,0.0186,1993.8531,239.3478,4.4171,,2.6176,2.6176,2.6332,5.2352,7.8528,55.7548,2.6176,0.0,3.0,21.3,1.687475,12,92,1,2,1.00000000,0.00012196,0.00012196,0E-8,0.000000,0.890480,0.000096,,2026-03-28,2026-04-19,23,300,147,23,1.000000,,,0.000000,4,0.7792140641158222,0.7947259565667011,0.6995863495346433,E 常规,424,1
113.177.70.59,146039696,146505880,1143,1142,0.9991251,0.9973730,45858.6219,40836.1862,5.5928,10382,5505,-0.00012196,-0.00012196,,-0.00012196,-5.5928,45858.6219,OK,0.0000,0.2237,4.0000,96.0000,AG03-B-v1,5.3691,39202.7388,5.5928,5.3691,0.2237,0.00012196,0.00011708,0.00000488,4.4171,7.4180,0.0010,0.2432,0.0186,1993.8531,239.3478,4.4171,,2.6176,2.6176,2.6332,5.2352,7.8528,55.7548,2.6176,0.0,3.0,21.3,1.687475,12,92,1,2,1.00000000,0.00012196,0.00012196,0E-8,0.000000,0.890480,0.000096,,2026-03-28,2026-04-19,23,300,147,23,1.000000,,,0.000000,4,0.7792140641158222,0.7947259565667011,0.6995863495346433,E 常规,425,1
113.177.70.59,148404969,148404976,754,754,1.0000000,0.9933687,45858.6219,40836.1862,5.5928,10382,5505,-0.00012196,-0.00012196,,-0.00012196,-5.5928,45858.6219,OK,0.0000,0.2237,4.0000,96.0000,AG03-B-v1,5.3691,39202.7388,5.5928,5.3691,0.2237,0.00012196,0.00011708,0.00000488,4.4171,7.4180,0.0010,0.2432,0.0186,1993.8531,239.3478,4.4171,,2.6176,2.6176,2.6332,5.2352,7.8528,55.7548,2.6176,0.0,3.0,21.3,1.687475,12,92,1,2,1.00000000,0.00012196,0.00012196,0E-8,0.000000,0.890480,0.000096,,2026-03-28,2026-04-19,23,300,147,23,1.000000,,,0.000000,4,0.7792140641158222,0.7947259565667011,0.6995863495346433,E 常规,426,1
113.177.70.59,148404969,148408234,625,625,1.0000000,0.9936000,45858.6219,40836.1862,5.5928,10382,5505,-0.00012196,-0.00012196,,-0.00012196,-5.5928,45858.6219,OK,0.0000,0.2237,4.0000,96.0000,AG03-B-v1,5.3691,39202.7388,5.5928,5.3691,0.2237,0.00012196,0.00011708,0.00000488,4.4171,7.4180,0.0010,0.2432,0.0186,1993.8531,239.3478,4.4171,,2.6176,2.6176,2.6332,5.2352,7.8528,55.7548,2.6176,0.0,3.0,21.3,1.687475,12,92,1,2,1.00000000,0.00012196,0.00012196,0E-8,0.000000,0.890480,0.000096,,2026-03-28,2026-04-19,23,300,147,23,1.000000,,,0.000000,4,0.7792140641158222,0.7947259565667011,0.6995863495346433,E 常规,427,1
113.177.70.59,148404976,148408234,613,611,0.9967374,0.9983633,45858.6219,40836.1862,5.5928,10382,5505,-0.00012196,-0.00012196,,-0.00012196,-5.5928,45858.6219,OK,0.0000,0.2237,4.0000,96.0000,AG03-B-v1,5.3691,39202.7388,5.5928,5.3691,0.2237,0.00012196,0.00011708,0.00000488,4.4171,7.4180,0.0010,0.2432,0.0186,1993.8531,239.3478,4.4171,,2.6176,2.6176,2.6332,5.2352,7.8528,55.7548,2.6176,0.0,3.0,21.3,1.687475,12,92,1,2,1.00000000,0.00012196,0.00012196,0E-8,0.000000,0.890480,0.000096,,2026-03-28,2026-04-19,23,300,147,23,1.000000,,,0.000000,4,0.7792140641158222,0.7947259565667011,0.6995863495346433,E 常规,428,1
49.47.128.70,146765426,147225523,64,64,1.0000000,1.0000000,521.5794,448.1175,5.6933,128,64,-0.01091549,-0.01091549,,-0.01091549,-5.6933,521.5794,OK,0.0000,0.2277,4.0000,96.0000,AG03-B-v1,5.4656,430.1928,5.6933,5.4656,0.2277,0.01091549,0.01047887,0.00043662,4.0748,7.0018,0.0890,5.6933,0.4744,521.5794,64.0000,4.0748,,3.6731,3.6731,3.6731,7.3462,7.3462,7.3462,3.6731,0.0,2.0,2.0,1.109375,10,16,1,2,1.00000000,0.01091549,0.01091549,0E-8,0.000000,0.859155,0.000000,,2026-04-19,2026-04-19,1,12,10,1,1.000000,,,0.000000,1,0.7786970010341262,0.5299896587383661,0.008273009307135471,E 常规,429,1
49.230.140.42,150876684,150876698,32,32,1.0000000,0.9062500,3777.7881,3424.6735,6.3351,120,82,-0.00167694,0.00384250,-1.00000000,-0.00167694,-6.3351,3777.7881,OK,0.0000,0.2534,4.0000,96.0000,AG03-B-v1,6.0817,3287.6865,6.3351,6.0817,0.2534,0.00167694,0.00160986,0.00006708,31.4816,41.7643,0.0773,2.1117,0.2534,1259.2627,27.3333,31.5716,20.7715,20.7715,20.7715,21.0824,62.3591,101.2608,105.7267,20.7715,0.0,4.875,5.090001,1.515617,19,20,1,3,0.99450169,0.00167694,-0.00384250,0E-8,0.000000,0.906529,0.000000,1.00384250,2026-04-05,2026-06-02,3,25,24,59,0.050848,1.519950,,0.000000,1,0.7781799379524302,0.7761116856256464,0.18304033092037228,E 常规,430,1
223.207.228.76,144366716,151811909,33,1,0.0303030,0E-7,1130.2784,1036.2588,6.3361,189,155,-0.00560579,-0.00560579,,-0.00560579,-6.3361,1130.2784,OK,0.0000,0.2534,4.0000,96.0000,AG03-B-v1,6.0827,994.8085,6.3361,6.0827,0.2534,0.00560579,0.00538156,0.00022423,5.9803,6.6855,0.0409,6.3361,0.6336,1130.2784,155.0000,5.9803,,2.0439,4.0878,10.2195,10.2195,10.2195,20.439,4.0878,0.0,2.5,5.0,1.462963,9,8,1,2,1.00000000,0.00560579,0.00560579,0E-8,0.000000,0.916817,0.000000,,2026-07-13,2026-07-13,1,10,9,1,1.000000,,1.000000,3.333333,1,0.7776628748707343,0.7254395036194415,0.045501551189245086,E 常规,431,1
106.192.182.162,149314224,149387297,43,43,1.0000000,0.9767442,4851.4195,4837.0082,1.3907,86,43,-0.00028666,-0.00028666,,-0.00028666,-1.3907,4851.4195,OK,0.0000,-4.8889,3.5000,96.5000,AG03-B-v1,6.2796,4668.0718,1.3907,6.2796,-4.8889,0.00028666,0.00129438,-0.00100772,56.4119,112.4886,0.0323,1.3907,0.1545,4851.4195,43.0000,56.4119,,7.2056,43.2339,108.0847,108.0847,108.0847,112.1199,43.2339,0.0,2.5,2.593333,1.304806,4,12,1,2,1.00000000,0.00028666,0.00028666,0E-8,0.000000,0.997029,0.000000,,2026-05-01,2026-05-01,1,9,4,1,1.000000,,,0.000000,2,0.7771458117890383,0.7921406411582212,0.21509824198552224,E 常规,432,1
49.47.128.247,146765429,147225523,30,30,1.0000000,1.0000000,484.8485,448.1175,6.6116,110,55,-0.01363636,-0.01363636,,-0.01363636,-6.6116,484.8485,OK,0.0000,0.2645,4.0000,96.0000,AG03-B-v1,6.3471,430.1928,6.6116,6.3471,0.2645,0.01363636,0.01309091,0.00054545,4.4077,8.1476,0.1202,6.6116,0.5510,484.8485,55.0000,4.4077,,3.6731,3.6731,3.6731,7.3462,7.3462,7.3462,3.6731,0.0,2.0,2.0,1.2,8,15,1,2,1.00000000,0.01363636,0.01363636,0E-8,0.000000,0.924242,0.000000,,2026-04-14,2026-04-14,1,12,8,1,1.000000,,,0.000000,1,0.7766287487073423,0.3924508790072389,0.0062047569803516025,E 常规,433,1
116.102.145.0,152308438,152308440,33,33,1.0000000,1.0000000,526.6827,449.2293,6.5835,66,33,-0.01250000,-0.01250000,,-0.01250000,-6.5835,526.6827,OK,0.0000,0.1975,3.0000,97.0000,AG03-B-v1,6.3860,435.7525,6.5835,6.3860,0.1975,0.01250000,0.01212500,0.00037500,7.9800,13.6130,0.1995,6.5835,6.5835,526.6827,33.0000,7.9800,,7.7453,7.7453,7.7453,7.7453,7.7453,15.4907,7.7453,0.0,1.0,2.0,1.030303,1,3,1,2,1.00000000,0.01250000,0.01250000,0E-8,0.000000,0.852941,0.000000,,2026-06-30,2026-06-30,1,1,1,1,1.000000,,,0.000000,1,0.7761116856256464,0.4312306101344364,0.008790072388831437,E 常规,434,1
49.47.128.7,146765426,147225523,57,57,1.0000000,1.0000000,1024.7934,958.6777,7.1625,239,119,-0.00698925,-0.00698925,,-0.00698925,-7.1625,1024.7934,OK,0.0000,0.2865,4.0000,96.0000,AG03-B-v1,6.8760,920.3306,7.1625,6.8760,0.2865,0.00698925,0.00670968,0.00027957,4.2878,8.0561,0.0602,7.1625,0.5969,1024.7934,119.0000,4.2878,,3.6731,3.6731,3.6731,7.3462,7.3462,7.3462,3.6731,0.0,2.0,2.0,1.167364,8,15,1,2,1.00000000,0.00698925,0.00698925,0E-8,0.000000,0.935484,0.000000,,2026-04-01,2026-04-01,1,12,8,1,1.000000,,,0.000000,1,0.7750775594622544,0.6892450879007239,0.03877973112719752,E 常规,435,1
49.47.128.7,146765429,147225523,61,61,1.0000000,1.0000000,1024.7934,958.6777,7.1625,239,119,-0.00698925,-0.00698925,,-0.00698925,-7.1625,1024.7934,OK,0.0000,0.2865,4.0000,96.0000,AG03-B-v1,6.8760,920.3306,7.1625,6.8760,0.2865,0.00698925,0.00670968,0.00027957,4.2878,8.0561,0.0602,7.1625,0.5969,1024.7934,119.0000,4.2878,,3.6731,3.6731,3.6731,7.3462,7.3462,7.3462,3.6731,0.0,2.0,2.0,1.167364,8,15,1,2,1.00000000,0.00698925,0.00698925,0E-8,0.000000,0.935484,0.000000,,2026-04-01,2026-04-01,1,12,8,1,1.000000,,,0.000000,1,0.7750775594622544,0.6892450879007239,0.03877973112719752,E 常规,436,1
49.47.128.68,146765429,148816838,64,64,1.0000000,1.0000000,649.9496,567.8052,7.2417,234,117,-0.01114191,-0.01114191,,-0.01114191,-7.2417,649.9496,OK,0.0000,0.2897,4.0000,96.0000,AG03-B-v1,6.9520,545.0930,7.2417,6.9520,0.2897,0.01114191,0.01069623,0.00044568,2.7776,4.8530,0.0619,7.2417,0.4023,649.9496,117.0000,2.7776,,1.4411,3.6028,3.6028,3.6028,3.6028,7.2056,1.4411,0.0,1.0,2.0,0.77094,9,19,1,2,1.00000000,0.01114191,0.01114191,0E-8,0.000000,0.873614,0.000000,,2026-05-05,2026-05-05,1,18,9,1,1.000000,,,0.000000,1,0.7740434332988625,0.5129265770423992,0.013960703205791106,E 常规,437,1
49.47.128.68,148905773,148905924,53,53,1.0000000,0.9811321,649.9496,567.8052,7.2417,234,117,-0.01114191,-0.01114191,,-0.01114191,-7.2417,649.9496,OK,0.0000,0.2897,4.0000,96.0000,AG03-B-v1,6.9520,545.0930,7.2417,6.9520,0.2897,0.01114191,0.01069623,0.00044568,2.7776,4.8530,0.0619,7.2417,0.4023,649.9496,117.0000,2.7776,,1.4411,3.6028,3.6028,3.6028,3.6028,7.2056,1.4411,0.0,1.0,2.0,0.77094,9,19,1,2,1.00000000,0.01114191,0.01114191,0E-8,0.000000,0.873614,0.000000,,2026-05-05,2026-05-05,1,18,9,1,1.000000,,,0.000000,1,0.7740434332988625,0.5129265770423992,0.013960703205791106,E 常规,438,1
171.97.62.75,148365275,148365452,51,5,0.0980392,0.8000000,2325.3853,2141.9687,7.8005,440,365,-0.00335449,-0.00336976,0E-8,-0.00335449,-7.8005,2325.3853,OK,0.0000,0.3120,4.0000,96.0000,AG03-B-v1,7.4885,2056.2899,7.8005,7.4885,0.3120,0.00335449,0.00322031,0.00013418,5.2850,5.8684,0.0214,3.9002,0.1950,1162.6926,182.5000,5.2730,10.5412,4.2165,4.2165,4.2165,10.5412,10.5412,21.0824,4.2165,0.0,2.5,5.0,1.253409,8,26,1,3,0.99546691,0.00335449,0.00336976,0E-8,0.000000,0.921124,0.000000,-0.00336976,2026-04-25,2026-04-26,2,40,13,2,1.000000,0.500228,,0.000000,1,0.7735263702171665,0.7538779731127198,0.11168562564632885,E 常规,439,1
49.47.128.97,146765426,146765429,35,35,1.0000000,1.0000000,685.2410,617.4699,8.0949,182,91,-0.01181319,-0.01181319,,-0.01181319,-8.0949,685.2410,OK,0.0000,0.3238,4.0000,96.0000,AG03-B-v1,7.7711,592.7711,8.0949,7.7711,0.3238,0.01181319,0.01134066,0.00047253,3.7651,6.7854,0.0890,8.0949,0.7359,685.2410,91.0000,3.7651,,3.7651,3.7651,3.7651,3.7651,3.7651,3.7651,3.7651,0.0,1.0,1.0,1.0,7,11,1,2,1.00000000,0.01181319,0.01181319,0E-8,0.000000,0.901099,0.000000,,2026-03-26,2026-03-26,1,11,7,1,1.000000,,,0.000000,1,0.7724922440537746,0.48190279214064113,0.01499482936918304,E 常规,440,1
49.47.128.97,146765429,147225523,31,31,1.0000000,1.0000000,685.2410,617.4699,8.0949,182,91,-0.01181319,-0.01181319,,-0.01181319,-8.0949,685.2410,OK,0.0000,0.3238,4.0000,96.0000,AG03-B-v1,7.7711,592.7711,8.0949,7.7711,0.3238,0.01181319,0.01134066,0.00047253,3.7651,6.7854,0.0890,8.0949,0.7359,685.2410,91.0000,3.7651,,3.7651,3.7651,3.7651,3.7651,3.7651,3.7651,3.7651,0.0,1.0,1.0,1.0,7,11,1,2,1.00000000,0.01181319,0.01181319,0E-8,0.000000,0.901099,0.000000,,2026-03-26,2026-03-26,1,11,7,1,1.000000,,,0.000000,1,0.7724922440537746,0.48190279214064113,0.01499482936918304,E 常规,441,1
49.47.128.150,146765426,146765429,33,33,1.0000000,1.0000000,786.0422,697.8880,8.6318,208,104,-0.01098131,-0.01098131,,-0.01098131,-8.6318,786.0422,OK,0.0000,0.3453,4.0000,96.0000,AG03-B-v1,8.2865,669.9725,8.6318,8.2865,0.3453,0.01098131,0.01054206,0.00043925,3.7790,6.7105,0.0830,8.6318,0.5395,786.0422,104.0000,3.7790,,3.6731,3.6731,3.6731,3.6731,3.6731,7.3462,3.6731,0.0,1.0,2.0,1.028846,10,16,1,2,1.00000000,0.01098131,0.01098131,0E-8,0.000000,0.887850,0.000000,,2026-04-18,2026-04-18,1,16,10,1,1.000000,,,0.000000,1,0.7709410548086867,0.5274043433298863,0.025336091003102378,E 常规,442,1
49.47.128.150,146765426,147225523,35,35,1.0000000,1.0000000,786.0422,697.8880,8.6318,208,104,-0.01098131,-0.01098131,,-0.01098131,-8.6318,786.0422,OK,0.0000,0.3453,4.0000,96.0000,AG03-B-v1,8.2865,669.9725,8.6318,8.2865,0.3453,0.01098131,0.01054206,0.00043925,3.7790,6.7105,0.0830,8.6318,0.5395,786.0422,104.0000,3.7790,,3.6731,3.6731,3.6731,3.6731,3.6731,7.3462,3.6731,0.0,1.0,2.0,1.028846,10,16,1,2,1.00000000,0.01098131,0.01098131,0E-8,0.000000,0.887850,0.000000,,2026-04-18,2026-04-18,1,16,10,1,1.000000,,,0.000000,1,0.7709410548086867,0.5274043433298863,0.025336091003102378,E 常规,443,1
49.47.128.150,146765429,147225523,36,36,1.0000000,1.0000000,786.0422,697.8880,8.6318,208,104,-0.01098131,-0.01098131,,-0.01098131,-8.6318,786.0422,OK,0.0000,0.3453,4.0000,96.0000,AG03-B-v1,8.2865,669.9725,8.6318,8.2865,0.3453,0.01098131,0.01054206,0.00043925,3.7790,6.7105,0.0830,8.6318,0.5395,786.0422,104.0000,3.7790,,3.6731,3.6731,3.6731,3.6731,3.6731,7.3462,3.6731,0.0,1.0,2.0,1.028846,10,16,1,2,1.00000000,0.01098131,0.01098131,0E-8,0.000000,0.887850,0.000000,,2026-04-18,2026-04-18,1,16,10,1,1.000000,,,0.000000,1,0.7709410548086867,0.5274043433298863,0.025336091003102378,E 常规,444,1
49.150.100.180,150902351,150902358,33,33,1.0000000,1.0000000,1612.4949,1521.6889,8.8054,145,76,-0.00546075,-0.00546075,,-0.00546075,-8.8054,1612.4949,OK,0.0000,0.3522,4.0000,96.0000,AG03-B-v1,8.4532,1460.8213,8.8054,8.4532,0.3522,0.00546075,0.00524232,0.00021843,11.1207,20.0222,0.1159,4.4027,0.2668,806.2475,38.0000,11.1207,,11.0068,11.0068,11.0068,11.0068,11.0068,22.0136,11.0068,0.0,1.0,2.0,1.010345,19,16,1,2,1.00000000,0.00546075,0.00546075,0E-8,0.000000,0.943686,0.972414,,2026-06-01,2026-06-02,2,33,23,2,1.000000,,,0.000000,1,0.7704239917269907,0.7290589451913133,0.0656670113753878,E 常规,445,1
49.47.128.52,146765426,146765429,32,32,1.0000000,1.0000000,778.6961,719.9265,8.9991,212,106,-0.01155660,-0.01155660,,-0.01155660,-8.9991,778.6961,OK,0.0000,0.3600,4.0000,96.0000,AG03-B-v1,8.6391,691.1295,8.9991,8.6391,0.3600,0.01155660,0.01109434,0.00046226,3.6731,6.7918,0.0849,8.9991,0.3913,778.6961,106.0000,3.6731,,3.6731,3.6731,3.6731,3.6731,3.6731,3.6731,3.6731,0.0,1.0,1.0,1.0,11,18,1,2,1.00000000,0.01155660,0.01155660,0E-8,0.000000,0.924528,0.000000,,2026-04-18,2026-04-18,1,23,11,1,1.000000,,,0.000000,1,0.7688728024819028,0.4922440537745605,0.02326783867631851,E 常规,446,1
49.47.128.52,146765426,147225523,35,35,1.0000000,1.0000000,778.6961,719.9265,8.9991,212,106,-0.01155660,-0.01155660,,-0.01155660,-8.9991,778.6961,OK,0.0000,0.3600,4.0000,96.0000,AG03-B-v1,8.6391,691.1295,8.9991,8.6391,0.3600,0.01155660,0.01109434,0.00046226,3.6731,6.7918,0.0849,8.9991,0.3913,778.6961,106.0000,3.6731,,3.6731,3.6731,3.6731,3.6731,3.6731,3.6731,3.6731,0.0,1.0,1.0,1.0,11,18,1,2,1.00000000,0.01155660,0.01155660,0E-8,0.000000,0.924528,0.000000,,2026-04-18,2026-04-18,1,23,11,1,1.000000,,,0.000000,1,0.7688728024819028,0.4922440537745605,0.02326783867631851,E 常规,447,1
49.47.128.52,146765429,147225523,38,38,1.0000000,1.0000000,778.6961,719.9265,8.9991,212,106,-0.01155660,-0.01155660,,-0.01155660,-8.9991,778.6961,OK,0.0000,0.3600,4.0000,96.0000,AG03-B-v1,8.6391,691.1295,8.9991,8.6391,0.3600,0.01155660,0.01109434,0.00046226,3.6731,6.7918,0.0849,8.9991,0.3913,778.6961,106.0000,3.6731,,3.6731,3.6731,3.6731,3.6731,3.6731,3.6731,3.6731,0.0,1.0,1.0,1.0,11,18,1,2,1.00000000,0.01155660,0.01155660,0E-8,0.000000,0.924528,0.000000,,2026-04-18,2026-04-18,1,23,11,1,1.000000,,,0.000000,1,0.7688728024819028,0.4922440537745605,0.02326783867631851,E 常规,448,1
160.191.241.71,151239059,151239069,33,33,1.0000000,1.0000000,1776.6863,1673.8242,9.1290,71,36,-0.00513823,-0.00513823,,-0.00513823,-9.1290,1776.6863,OK,0.0000,0.2739,3.0000,97.0000,AG03-B-v1,8.8551,1623.6094,9.1290,8.8551,0.2739,0.00513823,0.00498408,0.00015415,25.0238,46.4951,0.2536,4.5645,1.8258,888.3431,18.0000,25.0238,,25.7155,25.7155,25.7155,25.7155,25.7155,28.7628,25.7155,0.0,1.0,1.1185,0.973099,5,4,1,2,1.00000000,0.00513823,0.00513823,0E-8,0.000000,0.942105,0.000000,,2026-06-10,2026-06-11,2,5,5,2,1.000000,,,0.000000,1,0.7683557394002068,0.733195449844881,0.0749741468459152,E 常规,449,1
182.232.189.237,151688713,151688716,57,57,1.0000000,0.8947368,2623.6421,2170.8244,9.4510,119,62,-0.00360225,-0.00360225,,-0.00360225,-9.4510,2623.6421,OK,0.0000,0.3780,4.0000,96.0000,AG03-B-v1,9.0730,2083.9914,9.4510,9.0730,0.3780,0.00360225,0.00345816,0.00014409,22.0474,35.0133,0.1524,4.7255,1.3501,1311.8210,31.0000,22.0474,,20.7715,20.7715,20.7715,20.7715,40.5043,44.5049,20.7715,0.0,1.95,2.142599,1.061429,7,9,1,2,1.00000000,0.00360225,0.00360225,0E-8,0.000000,0.827409,0.000000,,2026-06-10,2026-06-18,2,7,7,9,0.222222,,,0.000000,1,0.7678386763185109,0.7523267838676319,0.1266804550155119,E 常规,450,1
118.68.51.7,143701138,150887889,47,0,0E-7,,10923.9592,10121.6345,9.5147,203,64,-0.00087100,-0.00087100,,-0.00087100,-9.5147,10923.9592,OK,0.0000,0.3806,4.0000,96.0000,AG03-B-v1,9.1342,9716.7691,9.5147,9.1342,0.3806,0.00087100,0.00083616,0.00003484,53.8126,158.1505,0.1487,9.5147,1.9029,10923.9592,64.0000,53.8126,,51.4311,51.4311,51.4311,77.1466,77.1466,259.5726,51.4311,0.0,1.5,5.047,1.046305,1,4,1,2,1.00000000,0.00087100,0.00087100,0E-8,0.000000,0.926554,0.000000,,2026-06-02,2026-06-02,1,5,1,1,1.000000,,,0.000000,3,0.766804550155119,0.7833505687693899,0.40641158221303,E 常规,451,1
118.68.51.7,150887815,150887889,34,3,0.0882353,0E-7,10923.9592,10121.6345,9.5147,203,64,-0.00087100,-0.00087100,,-0.00087100,-9.5147,10923.9592,OK,0.0000,0.3806,4.0000,96.0000,AG03-B-v1,9.1342,9716.7691,9.5147,9.1342,0.3806,0.00087100,0.00083616,0.00003484,53.8126,158.1505,0.1487,9.5147,1.9029,10923.9592,64.0000,53.8126,,51.4311,51.4311,51.4311,77.1466,77.1466,259.5726,51.4311,0.0,1.5,5.047,1.046305,1,4,1,2,1.00000000,0.00087100,0.00087100,0E-8,0.000000,0.926554,0.000000,,2026-06-02,2026-06-02,1,5,1,1,1.000000,,,0.000000,3,0.766804550155119,0.7833505687693899,0.40641158221303,E 常规,452,1
49.47.128.124,146765429,147225523,69,69,1.0000000,1.0000000,500.7926,450.3531,9.7276,139,70,-0.01942446,-0.01942446,,-0.01942446,-9.7276,500.7926,OK,0.0000,0.3891,4.0000,96.0000,AG03-B-v1,9.3385,432.3390,9.7276,9.3385,0.3891,0.01942446,0.01864748,0.00077698,3.6028,6.4336,0.1390,9.7276,0.9728,500.7926,70.0000,3.6028,,3.6028,3.6028,3.6028,3.6028,3.6028,3.6028,3.6028,0.0,1.0,1.0,1.0,10,15,1,2,1.00000000,0.01942446,0.01942446,0E-8,0.000000,0.899281,0.000000,,2026-05-06,2026-05-06,1,10,10,1,1.000000,,,0.000000,1,0.766287487073423,0.27559462254395034,0.00672182006204757,E 常规,453,1
49.47.128.225,146765426,147225523,32,32,1.0000000,1.0000000,771.3499,690.5418,9.7337,190,95,-0.01261905,-0.01261905,,-0.01261905,-9.7337,771.3499,OK,0.0000,0.3893,4.0000,96.0000,AG03-B-v1,9.3444,662.9201,9.7337,9.3444,0.3893,0.01261905,0.01211429,0.00050476,4.0597,7.2689,0.1025,9.7337,0.8111,771.3499,95.0000,4.0597,,3.6731,3.6731,3.6731,7.3462,7.3462,7.3462,3.6731,0.0,2.0,2.0,1.105263,8,17,1,2,1.00000000,0.01261905,0.01261905,0E-8,0.000000,0.895238,0.000000,,2026-04-05,2026-04-05,1,12,8,1,1.000000,,,0.000000,1,0.765253360910031,0.4255429162357808,0.022233712512926575,E 常规,454,1
49.47.128.225,146765429,147225523,34,34,1.0000000,1.0000000,771.3499,690.5418,9.7337,190,95,-0.01261905,-0.01261905,,-0.01261905,-9.7337,771.3499,OK,0.0000,0.3893,4.0000,96.0000,AG03-B-v1,9.3444,662.9201,9.7337,9.3444,0.3893,0.01261905,0.01211429,0.00050476,4.0597,7.2689,0.1025,9.7337,0.8111,771.3499,95.0000,4.0597,,3.6731,3.6731,3.6731,7.3462,7.3462,7.3462,3.6731,0.0,2.0,2.0,1.105263,8,17,1,2,1.00000000,0.01261905,0.01261905,0E-8,0.000000,0.895238,0.000000,,2026-04-05,2026-04-05,1,12,8,1,1.000000,,,0.000000,1,0.765253360910031,0.4255429162357808,0.022233712512926575,E 常规,455,1
49.47.128.141,146765426,147225523,32,32,1.0000000,1.0000000,888.8889,793.3884,9.9174,182,91,-0.01115702,-0.01115702,,-0.01115702,-9.9174,888.8889,OK,0.0000,0.3967,4.0000,96.0000,AG03-B-v1,9.5207,761.6529,9.9174,9.5207,0.3967,0.01115702,0.01071074,0.00044628,4.8840,8.7186,0.1090,9.9174,0.7084,888.8889,91.0000,4.8840,,3.6731,3.6731,7.3462,7.3462,7.3462,7.3462,3.6731,0.0,2.0,2.0,1.32967,9,16,1,2,1.00000000,0.01115702,0.01115702,0E-8,0.000000,0.892562,0.000000,,2026-04-14,2026-04-14,1,14,9,1,1.000000,,,0.000000,1,0.7642192347466391,0.5118924508790073,0.029472595656670115,E 常规,456,1
