dealer_id,平均每局秒数,局速,stake,valid_bet,profit,n_bets,n_rounds,roi,roi_recent,roi_non_recent,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,agent_cost,agent_pct,company_retain_pct,agent_formula_version,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,net_margin,net_margin_a_legacy,ngr_rate,net_margin_rate,net_margin_a_rate_legacy,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_recent,avg_stake_non_recent,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_recent,hold_rate,hold_rate_recent,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_recent,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_recent_vs_prior,ramp_recent_vs_all,stake_ramp,vip_tier,economic_value,risk_value,pr_stake,action_priority,audit_rn,batch_id
2160,27.468049262043586,131.0613639016084,85324840.7122,77389974.0332,-19064.1343,813030,36369,0.00022343,-0.00349016,0.00123504,-0.00049915,19064.1343,85324840.7122,OK,61653.9724,-2433.9316,4.0092,95.9908,AG03-B-v1,-16630.2027,74189575.5349,-80718.1067,-78284.1751,-64087.9040,-0.00094601,-0.00091748,-0.00075110,104.9467,2127.9104,-0.5242,-164.3460,-10.6030,735558.9717,313.5259,105.9996,104.6635,5.0,14.2307,51.8914,172.5059,332.7467,1452.6782,12.6037,-2.1082,23.382383,102.080885,7.374693,8,1,107406,16,0.21408784,-0.00022343,0.00349016,0.00079667,0.040987,0.907004,0.079217,-0.00472519,2026-03-22,2026-08-04,116,1798,238,136,0.852941,1.012765,1.010032,0.713626,5,0.9328859060402684,0.8120805369127517,0.8691275167785235,A 平台净亏首位 · 立即处置,21,1
2084,46.97931305563445,76.6294729711514,3279643.9234,2914813.1198,-72716.1141,31537,1567,0.02217195,,0.02217195,0.02144770,72716.1141,3279643.9234,OK,2375.2901,-1897.1809,4.0471,95.9529,AG03-B-v1,-70818.9332,2793640.2902,-75091.4042,-73194.2233,-4272.4710,-0.02289621,-0.02231773,-0.00130272,103.9935,1860.1232,-46.4047,-9089.5143,-712.9031,409955.4904,195.8750,,103.9935,5.1673,17.465,54.1227,191.8753,349.403,1308.7977,12.9729,-2.2872,20.005935,74.938457,5.954407,6,1,5997,16,0E-8,-0.02217195,,0.00081490,0.051587,0.888759,0.101817,,2026-04-17,2026-07-03,8,102,17,78,0.102564,,,0.000000,2,0.9295302013422819,0.889261744966443,0.3523489932885906,A 平台净亏首位 · 立即处置,22,1
2185,27.510501583547846,130.85911898287287,1154689.6692,1039698.9018,-73658.8082,9049,549,0.06379100,,0.06379100,0.06220514,73658.8082,1154689.6692,OK,1831.1769,-4080.9867,4.0367,95.9633,AG03-B-v1,-69577.8215,994655.6910,-75489.9851,-71408.9985,-5912.1636,-0.06537686,-0.06184259,-0.00512013,127.6041,1893.8049,-134.1690,-36829.4041,-2376.0906,577344.8346,274.5000,,127.6041,5.1891,15.5674,51.8914,194.4239,420.1239,2000.0,12.6037,-2.1006,26.98736,128.47333,8.196863,4,1,1723,16,0E-8,-0.06379100,,0.00176126,0.050171,0.900414,0.070616,,2026-05-26,2026-07-06,2,31,4,42,0.047619,,,0.000000,1,0.9261744966442953,0.9731543624161074,0.11073825503355705,A 平台净亏首位 · 立即处置,23,1
1305,44.07631261721582,81.67652387949241,2360734.5992,2146727.2681,-63605.6747,16491,924,0.02694317,0.03409662,0.01736115,0.02522830,63605.6747,2360734.5992,OK,4048.3598,-3023.7330,4.0234,95.9766,AG03-B-v1,-60581.9417,2051785.0915,-67654.0345,-64630.3015,-7072.0928,-0.02865804,-0.02737720,-0.00299572,143.1529,2323.2979,-68.8373,-10600.9458,-1060.0946,393455.7665,154.0000,205.4813,101.7935,4.2012,16.805,59.4017,200.0,399.9298,2029.77,12.6037,-2.1006,23.798322,120.783996,8.518492,6,1,3541,16,0.57255737,-0.02694317,-0.03409662,0.00188583,0.040555,0.909347,0.095264,0.01673547,2026-05-06,2026-07-21,6,60,11,77,0.077922,2.018610,1.435397,1.908525,2,0.9228187919463087,0.912751677852349,0.24161073825503357,A 平台净亏首位 · 立即处置,24,1
1360,42.25184708133932,85.20337567892867,2171162.0327,2009245.5505,-65037.6826,16861,1009,0.02995524,0.09594404,0.00572825,0.02887427,65037.6826,2171162.0327,OK,2346.9655,-4257.2452,4.0385,95.9615,AG03-B-v1,-60780.4374,1921245.6400,-67384.6481,-63127.4029,-6604.2107,-0.03103621,-0.02907540,-0.00304179,128.7683,1991.3236,-64.4576,-9291.0975,-970.7117,310166.0047,144.1429,136.2914,126.2106,4.2881,15.3881,52.5155,206.5422,420.1239,1795.5004,12.0143,-2.5685,27.301784,116.680722,8.368016,4,1,3743,15,0.26854491,-0.02995524,-0.09594404,0.00116808,0.054202,0.925424,0.087421,0.09021579,2026-04-10,2026-08-05,7,67,10,118,0.059322,1.079873,1.058423,0.895150,2,0.9194630872483222,0.9261744966442953,0.2214765100671141,A 平台净亏首位 · 立即处置,25,1
1114,44.435721729374784,81.01590026881853,3812568.0200,3395533.5607,-60743.7631,32012,1449,0.01593251,0.01596760,0.01591254,0.01506762,60743.7631,3812568.0200,OK,3297.4345,-2697.9965,4.0046,95.9954,AG03-B-v1,-58045.7666,3253092.9139,-64041.1976,-61343.2011,-5995.4310,-0.01679739,-0.01608973,-0.00157254,119.0981,2343.3634,-41.9212,-6074.3763,-674.9307,381256.8020,144.9000,148.8808,106.9305,5.1636,18.3232,56.8023,204.2703,408.7806,1531.2871,12.9089,-2.1082,22.309494,83.57109,6.499863,6,1,6164,16,0.36257922,-0.01593251,-0.01596760,0.00097111,0.041691,0.890616,0.086499,0.00005506,2026-04-14,2026-07-14,10,90,15,92,0.108696,1.392313,1.250068,1.208597,2,0.9161073825503355,0.8758389261744967,0.3926174496644295,A 平台净亏首位 · 立即处置,26,1
2253,27.61020767437814,130.38656001637924,1099177.1453,1003571.0160,-60943.5717,12145,408,0.05544472,0.05544472,,0.05472524,60943.5717,1099177.1453,OK,790.8339,-1459.9058,4.0141,95.9859,AG03-B-v1,-59483.6659,962062.9083,-61734.4056,-60274.4998,-2250.7397,-0.05616420,-0.05483602,-0.00204766,90.5045,2459.7329,-149.3715,-60943.5717,-2539.3155,1099177.1453,408.0000,90.5045,,4.0407,12.8426,41.8991,161.6292,300.0,1501.4658,10.2741,-2.0204,23.359799,116.913135,7.047223,2,1,1926,15,1.00000000,-0.05544472,-0.05544472,0.00078802,0.044800,0.913020,0.113462,,2026-08-03,2026-08-03,1,24,2,1,1.000000,,1.000000,3.333333,1,0.912751677852349,0.9664429530201343,0.09395973154362416,A 平台净亏首位 · 立即处置,27,1
2208,43.92145864564997,81.96449095746387,3838998.9946,3491023.4876,-52948.2209,28909,1550,0.01379219,,0.01379219,0.01233430,52948.2209,3838998.9946,OK,5596.8396,797.7001,3.9921,96.0079,AG03-B-v1,-53745.9210,3339986.0346,-58545.0604,-59342.7605,-4799.1395,-0.01525008,-0.01545787,-0.00125010,132.7960,2252.2732,-34.1601,-6618.5276,-529.4822,479874.8743,193.7500,,132.7960,5.1891,15.7056,52.3519,180.3416,415.4493,1758.8602,12.9729,-2.1082,26.452352,111.989561,8.455341,5,1,5623,16,0E-8,-0.01379219,,0.00160321,0.039925,0.909358,0.079283,,2026-04-20,2026-06-23,8,100,18,65,0.123077,,,0.000000,2,0.9093959731543624,0.8691275167785235,0.3959731543624161,A 平台净亏首位 · 立即处置,28,1
1222,46.284147762669846,77.7804102272691,1731133.9865,1472477.4071,-58940.0881,12323,713,0.03404710,,0.03404710,0.03326551,58940.0881,1731133.9865,OK,1353.0307,-2433.5626,3.9964,96.0036,AG03-B-v1,-56506.5256,1411406.8175,-60293.1188,-57859.5563,-3786.5933,-0.03482868,-0.03342292,-0.00218735,140.4799,2065.1857,-82.6649,-9823.3480,-1309.7797,288522.3311,118.8333,,140.4799,5.2352,20.7715,64.5911,224.4288,448.8576,1500.0,14.7043,-2.1082,21.609351,72.214499,6.763124,6,1,2711,14,0E-8,-0.03404710,,0.00091888,0.033433,0.850585,0.099002,,2026-04-16,2026-06-05,6,45,10,51,0.117647,,,0.000000,1,0.9060402684563759,0.9395973154362416,0.15436241610738255,A 平台净亏首位 · 立即处置,29,1
2190,27.50420713700797,130.88906660959736,229199.4319,218554.2160,-59634.6355,2526,154,0.26018666,,0.26018666,0.25993346,59634.6355,229199.4319,OK,58.0341,-2305.3328,4.0230,95.9770,AG03-B-v1,-57329.3027,209909.6114,-59692.6696,-57387.3368,-2363.3669,-0.26043987,-0.25038167,-0.01031140,90.7361,1419.1832,-387.2379,-59634.6355,-5963.4636,229199.4319,154.0000,,90.7361,4.2165,10.5412,52.3519,170.2707,317.6224,1347.4523,10.5412,-2.6176,30.131564,127.827407,8.607772,3,1,415,14,0E-8,-0.26018666,,0.00026554,0.030523,0.953555,0.038005,,2026-04-10,2026-04-10,1,10,3,1,1.000000,,,0.000000,1,0.9026845637583892,0.9932885906040269,0.040268456375838924,A 平台净亏首位 · 立即处置,30,1
1296,41.252086708514675,87.26831264167149,2066553.3416,1890673.1999,-58262.1314,16290,932,0.02819290,-0.06350893,0.04815511,0.02713675,58262.1314,2066553.3416,OK,2182.5918,-3399.4625,4.0956,95.9044,AG03-B-v1,-54862.6689,1808084.8818,-60444.7233,-57045.2607,-5582.0544,-0.02924905,-0.02760406,-0.00270114,126.8602,2028.6193,-62.5130,-3427.1842,-869.5841,121561.9613,54.8235,137.8501,124.6962,4.9297,15.5674,62.3144,210.8237,438.3273,1709.9863,12.6037,-2.1006,28.156686,109.843819,8.149079,4,1,3128,16,0.17877029,-0.02819290,0.06350893,0.00115440,0.062676,0.914892,0.087907,-0.11166404,2026-03-24,2026-07-09,17,67,17,108,0.157407,1.105488,1.086630,0.595901,2,0.8993288590604027,0.9161073825503355,0.2080536912751678,E 常规,31,1
1984,45.27569088086217,79.51286727955164,4508201.9655,4021473.9825,-53047.3446,46334,2310,0.01176685,,0.01176685,0.01099520,53047.3446,4508201.9655,OK,3478.7648,-1256.6203,4.0298,95.9702,AG03-B-v1,-51790.7244,3850992.4535,-56526.1094,-55269.4891,-4735.3850,-0.01253850,-0.01225976,-0.00105039,97.2979,1740.8978,-22.9642,-4420.6121,-368.3843,375683.4971,192.5000,,97.2979,5.1431,15.7609,51.8914,176.2382,350.8474,1316.5963,12.7582,-2.2009,22.260586,83.535476,6.173364,6,1,8794,16,0E-8,-0.01176685,,0.00086505,0.039863,0.892035,0.091941,,2026-03-21,2026-06-25,12,144,27,97,0.123711,,,0.000000,3,0.8959731543624161,0.8624161073825504,0.4597315436241611,E 常规,32,1
2214,47.812681887650854,75.29383121530805,2975796.4658,2700874.9073,-55646.8744,20958,1177,0.01869983,-0.02832479,0.03384546,0.01822019,55646.8744,2975796.4658,OK,1427.2912,-2218.6972,4.0263,95.9737,AG03-B-v1,-53428.1772,2589553.3449,-57074.1657,-54855.4684,-3645.9885,-0.01917946,-0.01843388,-0.00122521,141.9886,2294.7111,-47.2786,-6955.8593,-732.1957,371974.5582,147.1250,129.5479,146.5204,5.1891,20.0,61.3171,204.3903,433.163,2065.4224,13.587,-2.5716,21.658148,103.271118,7.099429,6,1,4500,15,0.24361546,-0.01869983,0.02832479,0.00052846,0.045357,0.907614,0.101727,-0.06217025,2026-04-12,2026-07-21,8,76,18,101,0.079208,0.884163,0.912383,0.812052,2,0.8926174496644296,0.8791946308724832,0.32550335570469796,E 常规,33,1
2072,43.44471085769836,82.86394198344821,4230571.3691,3781360.3531,-52478.5375,36171,1969,0.01240460,-0.04213604,0.03062189,0.01164019,52478.5375,4230571.3691,OK,3233.8700,-1686.3712,4.0204,95.9796,AG03-B-v1,-50792.1662,3625009.9017,-55712.4075,-54026.0362,-4920.2412,-0.01316900,-0.01277039,-0.00116302,116.9603,1920.4471,-26.6524,-4036.8106,-385.8716,325428.5669,151.4615,159.0958,107.4547,5.1636,17.0426,54.1127,199.3413,392.3063,1704.1582,12.9729,-2.1082,23.019214,99.994269,6.862837,7,1,7701,16,0.25038221,-0.01240460,0.04213604,0.00085521,0.044970,0.893818,0.084073,-0.07275793,2026-03-29,2026-07-22,13,136,26,116,0.112069,1.480584,1.360255,0.834607,3,0.889261744966443,0.8657718120805369,0.43288590604026844,E 常规,34,1
2257,27.6335740475126,130.27630786413056,2009040.5155,1797190.0581,-53394.6836,15553,875,0.02657721,0.06782347,-0.03759960,0.02584565,53394.6836,2009040.5155,OK,1469.7315,-2291.9273,4.0288,95.9712,AG03-B-v1,-51102.7563,1723661.0708,-54864.4151,-52572.4878,-3761.6588,-0.02730876,-0.02616796,-0.00187237,129.1738,2053.9315,-61.0225,-10678.9367,-1026.8208,401808.1031,175.0000,128.3464,130.4826,5.1636,20.2037,68.4404,219.2814,516.3556,1704.1582,15.4111,-2.5685,25.557536,84.349012,6.393588,5,1,2960,16,0.60875488,-0.02657721,-0.06782347,0.00081779,0.045965,0.894551,0.082685,0.10542307,2026-06-29,2026-08-02,5,52,7,35,0.142857,0.983629,0.993595,2.029183,1,0.8859060402684564,0.9093959731543624,0.19463087248322147,E 常规,35,1
1398,27.586050719605247,130.5007388187502,1056719.1094,937080.6242,-53445.8147,12724,558,0.05057713,0.05057713,,0.05000977,53445.8147,1056719.1094,OK,599.5360,-2061.5556,3.9786,96.0214,AG03-B-v1,-51384.2590,899502.3388,-54045.3506,-51983.7950,-2661.0916,-0.05114448,-0.04919358,-0.00251826,83.0493,1679.3560,-95.7810,-17815.2716,-1619.5701,352239.7031,186.0000,83.0493,,4.4966,12.9089,51.6356,170.9095,297.8325,1046.7236,11.0463,-2.0439,23.071894,81.085494,6.433496,3,1,2323,16,1.00000000,-0.05057713,-0.05057713,0.00063979,0.042542,0.886783,0.096982,,2026-07-17,2026-07-22,3,33,5,6,0.500000,,1.000000,3.333333,1,0.8825503355704698,0.959731543624161,0.08389261744966443,E 常规,36,1
2068,43.396637911369865,82.95573512750869,2216618.7362,1997850.5274,-51129.1267,22276,1069,0.02306627,-0.00743418,0.03142639,0.02242048,51129.1267,2216618.7362,OK,1431.4617,-2155.5807,3.9911,96.0089,AG03-B-v1,-48973.5460,1916363.3840,-52560.5885,-50405.0078,-3587.0424,-0.02371206,-0.02273959,-0.00161825,99.5070,1868.8967,-47.8289,-5681.0141,-751.8989,246290.9707,118.7778,110.9501,96.7713,5.1431,15.4907,51.6356,168.2764,332.7233,1290.8889,12.8578,-2.5716,21.478954,83.333331,6.423677,6,1,4936,16,0.21513104,-0.02306627,0.00743418,0.00071650,0.047751,0.901305,0.103564,-0.03886057,2026-06-03,2026-08-04,9,68,13,63,0.142857,1.146518,1.114997,0.717103,2,0.8791946308724832,0.8959731543624161,0.23825503355704697,E 常规,37,1
1007,46.20859163398186,77.90758975117855,2175808.2692,2046229.3971,-49078.3492,18090,952,0.02255638,0.05985955,0.00971983,0.02200623,49078.3492,2175808.2692,OK,1197.0163,-2018.2317,4.0213,95.9787,AG03-B-v1,-47060.1175,1963056.8723,-50275.3655,-48257.1338,-3215.2480,-0.02310652,-0.02217895,-0.00147773,120.2769,2149.4006,-51.5529,-8179.7249,-817.9725,362634.7115,158.6667,112.2839,123.2971,5.1431,18.3951,60.8677,202.0365,413.0844,2000.0,13.2305,-2.5685,22.456187,108.724439,6.538517,4,1,4191,16,0.25601548,-0.02255638,-0.05985955,0.00058499,0.049945,0.940446,0.092372,0.05013972,2026-03-26,2026-08-04,6,60,7,132,0.045455,0.910678,0.933546,0.853385,2,0.8758389261744967,0.8926174496644296,0.22483221476510068,E 常规,38,1
2083,44.15769355510307,81.52599717436934,1399898.9398,1159033.3113,-43730.0133,12407,613,0.03123798,0.05047006,0.00221683,0.03067499,43730.0133,1399898.9398,OK,788.1339,-2085.1932,3.9922,96.0078,AG03-B-v1,-41644.8201,1111678.9785,-44518.1472,-42432.9540,-2873.3271,-0.03180097,-0.03031144,-0.00205252,112.8314,1890.7558,-71.3377,-5466.2517,-1041.1908,174987.3675,76.6250,120.4503,103.0001,5.1636,16.8659,61.2378,198.9091,395.1111,1702.7073,12.9089,-2.1082,23.426631,100.955647,6.689914,5,1,2730,16,0.60143431,-0.03123798,-0.05047006,0.00067999,0.042613,0.827941,0.093415,0.04825323,2026-04-24,2026-08-03,8,42,12,102,0.078431,1.169418,1.067524,2.004781,1,0.87248322147651,0.9295302013422819,0.12416107382550336,E 常规,39,1
2173,44.07178775265359,81.6849096343554,4019345.9423,3630893.8360,-38600.2872,35061,1909,0.00960362,0.01362670,0.00854789,0.00850630,38600.2872,4019345.9423,OK,4410.5213,-2898.5660,4.0203,95.9797,AG03-B-v1,-35701.7212,3475687.5160,-43010.8085,-40112.2425,-7309.0874,-0.01070095,-0.00997979,-0.00181848,114.6387,1901.9873,-20.2202,-3509.1170,-313.8235,365395.0857,173.5455,100.6143,118.9911,5.0,14.7043,51.8914,180.7244,384.1643,1500.0,12.2634,-2.5818,26.125916,102.010712,7.796247,6,1,6957,16,0.20786995,-0.00960362,-0.01362670,0.00121472,0.040986,0.903354,0.090785,0.00507881,2026-04-04,2026-07-30,11,123,22,118,0.093220,0.845562,0.877665,0.692900,3,0.8691275167785235,0.8389261744966443,0.412751677852349,E 常规,40,1
2074,44.701023479899554,80.53506876903593,1562472.6957,1423291.6330,-38164.5000,13038,793,0.02442571,0.05511622,-0.01331154,0.02369469,38164.5000,1562472.6957,OK,1142.1889,-2408.3112,4.0174,95.9826,AG03-B-v1,-35756.1888,1364113.5553,-39306.6889,-36898.3778,-3550.5001,-0.02515672,-0.02361537,-0.00227236,119.8399,1794.8192,-48.1267,-4770.5625,-706.7500,195309.0870,99.1250,134.7863,105.4604,5.1431,15.4907,61.3171,204.3903,415.429,2066.8306,12.8578,-2.5716,26.818021,133.424243,7.736265,6,1,2950,16,0.55149037,-0.02442571,-0.05511622,0.00080250,0.046380,0.910923,0.092422,0.06842776,2026-06-28,2026-07-29,8,54,14,32,0.250000,1.278075,1.124719,1.838301,1,0.8657718120805369,0.8993288590604027,0.13087248322147652,E 常规,41,1
1185,43.03875222077634,83.645547657447,3545794.6270,3174002.0743,-37142.3837,34060,1612,0.01047505,0.01493986,0.00971004,0.00976909,37142.3837,3545794.6270,OK,2503.1956,-3533.2746,4.0409,95.9591,AG03-B-v1,-33609.1091,3040195.9662,-39645.5793,-36112.3047,-6036.4702,-0.01118101,-0.01018454,-0.00170243,104.1044,1968.9839,-23.0412,-4642.7980,-386.8998,443224.3284,201.5000,129.0551,100.7664,5.1636,17.3265,51.9286,173.6483,344.7653,1556.7433,12.9729,-2.5818,19.898128,89.847435,6.008383,5,1,6061,16,0.14627823,-0.01047505,-0.01493986,0.00078866,0.048109,0.895145,0.084439,0.00522982,2026-03-30,2026-07-21,8,96,15,114,0.070175,1.280736,1.239671,0.487594,2,0.8624161073825504,0.8456375838926175,0.37583892617449666,E 常规,42,1
2104,43.6950242572271,82.38924365408872,1587699.7857,1433296.2188,-34161.8774,16285,922,0.02151658,0.05845714,0.01165422,0.02038707,34161.8774,1587699.7857,OK,1793.3307,-1113.8912,4.0254,95.9746,AG03-B-v1,-33047.9862,1372790.1800,-35955.2081,-34841.3169,-2907.2219,-0.02264610,-0.02194452,-0.00183109,97.4946,1554.5512,-37.0519,-4880.2682,-579.0149,226814.2551,131.7143,115.2073,93.6505,5.1431,15.4907,52.3519,180.7244,387.2667,1436.55,12.1675,-2.1082,24.999999,92.736486,6.293765,4,1,3646,16,0.21072117,-0.02151658,-0.05845714,0.00125119,0.052349,0.902750,0.092785,0.04680292,2026-03-31,2026-07-18,7,59,9,110,0.063636,1.230183,1.181678,0.702404,1,0.8590604026845637,0.8859060402684564,0.13758389261744966,E 常规,43,1
1257,43.55640579405694,82.65144780360188,3047633.8222,2731344.5255,-35450.2450,31193,1512,0.01163206,-0.00945571,0.01585161,0.01118303,35450.2450,3047633.8222,OK,1368.4777,-2084.3432,4.0151,95.9849,AG03-B-v1,-33365.9018,2618864.2964,-36818.7227,-34734.3795,-3452.8209,-0.01208108,-0.01139716,-0.00113295,97.7025,1806.4448,-23.4459,-3938.9161,-385.3287,338625.9802,168.0000,85.3012,100.6298,5.0,15.4176,52.6635,179.6551,322.5724,1316.5863,12.4914,-2.2009,20.922369,85.395093,6.33708,6,1,6037,16,0.16673240,-0.01163206,0.00945571,0.00050103,0.038711,0.896218,0.086045,-0.02530732,2026-03-27,2026-07-22,9,92,17,118,0.076271,0.847673,0.873071,0.555775,2,0.8557046979865772,0.8557046979865772,0.33557046979865773,E 常规,44,1
2109,42.69226575980509,84.32440714799006,4390150.1668,3946953.1200,-28564.9615,40091,2031,0.00650660,,0.00650660,0.00577773,28564.9615,4390150.1668,OK,3199.8595,-2724.7508,4.0138,95.9862,AG03-B-v1,-25840.2107,3783313.6808,-31764.8209,-29040.0701,-5924.6103,-0.00723547,-0.00661482,-0.00134952,109.5046,1943.3546,-14.0645,-2380.4135,-219.7305,365845.8472,169.2500,,109.5046,5.1891,17.0271,56.8091,210.062,421.6474,1362.4337,13.088,-2.5818,24.76335,80.015733,6.431207,6,1,7365,16,0E-8,-0.00650660,,0.00081072,0.036938,0.899047,0.083136,,2026-04-11,2026-07-05,12,130,18,86,0.139535,,,0.000000,3,0.8523489932885906,0.8288590604026845,0.44966442953020136,E 常规,45,1
969,43.825924378348844,82.14316186285609,2069337.6861,1909656.7223,-23434.6628,18618,1052,0.01132472,0.00737001,0.02595317,0.01053931,23434.6628,2069337.6861,OK,1625.2632,-281.6394,4.0334,95.9666,AG03-B-v1,-23153.0234,1831250.5160,-25059.9260,-24778.2866,-1906.9026,-0.01211012,-0.01197402,-0.00092150,111.1472,1815.2630,-22.2763,-2603.8514,-330.0657,229926.4096,116.8889,118.4698,90.4640,5.1636,17.3265,52.3519,200.0,408.7806,1308.7977,12.9089,-2.5685,23.592772,75.537258,6.414858,6,1,3899,16,0.78718865,-0.01132472,-0.00737001,0.00085108,0.052578,0.922835,0.095069,-0.01858317,2026-04-05,2026-08-04,9,71,14,122,0.073771,1.309580,1.065882,2.623962,2,0.8489932885906041,0.8523489932885906,0.21140939597315436,E 常规,46,1
796,41.50824684622777,86.7297530858537,1834075.4183,1634285.3254,-18398.0169,18776,1113,0.01003122,0.02252021,0.00633889,0.00920680,18398.0169,1834075.4183,OK,1512.0428,-1013.2426,4.0232,95.9768,AG03-B-v1,-17384.7743,1565912.4261,-19910.0596,-18896.8170,-2525.2854,-0.01085564,-0.01030318,-0.00137687,97.6819,1468.3606,-16.5301,-3066.3361,-270.5591,305679.2364,185.5000,89.9243,100.2385,5.1431,13.088,51.8914,170.4158,351.7721,1367.989,10.5031,-2.5716,26.877496,104.522568,7.463483,5,1,3796,16,0.22818461,-0.01003122,-0.02252021,0.00092520,0.043721,0.891068,0.074670,0.01618132,2026-04-07,2026-07-29,6,68,11,114,0.052632,0.897104,0.920583,0.760615,1,0.8456375838926175,0.8422818791946308,0.174496644295302,E 常规,47,1
1993,41.51661772383757,86.71226601229104,2032394.8408,1885331.9028,-16753.0108,16902,1136,0.00824299,0.21494351,-0.03526287,0.00740997,16753.0108,2032394.8408,OK,1693.0294,-642.6574,4.0100,95.9900,AG03-B-v1,-16110.3534,1807633.4095,-18446.0402,-17803.3828,-2335.6868,-0.00907601,-0.00875981,-0.00114923,120.2458,1659.6232,-14.7474,-1675.3011,-232.6807,203239.4841,113.6000,147.3083,115.7693,5.2352,20.0,61.3171,204.3903,387.2667,1416.604,14.2887,-2.1082,19.363333,70.8302,6.012291,5,1,4043,15,0.17387991,-0.00824299,-0.21494351,0.00089800,0.044504,0.927641,0.077328,0.25020639,2026-04-02,2026-07-19,10,72,12,109,0.091743,1.272430,1.225060,0.579600,2,0.8422818791946308,0.8355704697986577,0.20134228187919462,E 常规,48,1
1370,51.433114449763494,69.99381698956311,594084.2099,527079.2978,-14552.9760,6320,371,0.02449649,0.05132672,0.01290927,0.02385761,14552.9760,594084.2099,OK,379.5475,-559.1615,4.0375,95.9625,AG03-B-v1,-13993.8145,505785.2998,-14932.5235,-14373.3620,-938.7090,-0.02513537,-0.02419415,-0.00158009,94.0007,1420.6989,-39.2264,-2425.4960,-519.7491,99014.0350,61.8333,108.7940,88.7867,5.1891,18.162,63.0186,210.062,403.3809,1284.2576,12.9729,-2.5946,22.210154,70.711224,5.175677,5,1,1333,15,0.30161339,-0.02449649,-0.05132672,0.00072010,0.059351,0.887213,0.081329,0.03841745,2026-04-14,2026-07-31,6,28,8,109,0.055046,1.225341,1.157375,1.005378,1,0.8389261744966443,0.9026845637583892,0.06711409395973154,E 常规,49,1
2247,27.774882057970828,129.6135116788686,221898.9354,180640.8442,-13952.8998,2499,193,0.06287953,0.06287953,,0.06140750,13952.8998,221898.9354,OK,326.6409,-516.6016,4.0052,95.9948,AG03-B-v1,-13436.2982,172745.8655,-14279.5407,-13762.9391,-843.2425,-0.06435155,-0.06202346,-0.00380012,88.7951,935.9629,-72.2948,-13952.8998,-1268.4454,221898.9354,193.0000,88.7951,,6.0611,16.5344,51.3703,165.3439,374.5599,1120.832,12.8426,-0.7491,22.653383,67.787922,5.370327,2,1,371,9,1.00000000,-0.06287953,-0.06287953,0.00180823,0.029052,0.814068,0.160464,,2026-08-06,2026-08-06,1,11,2,1,1.000000,,1.000000,3.333333,1,0.8355704697986577,0.9697986577181208,0.03691275167785235,E 常规,50,1
1996,44.669903398044994,80.59117495556428,2187665.0705,1929307.2013,-11643.6539,20552,1132,0.00532241,0.00598888,0.00516460,0.00464814,11643.6539,2187665.0705,OK,1475.0716,-646.2348,3.9961,96.0039,AG03-B-v1,-10997.4191,1849436.5480,-13118.7255,-12472.4907,-2121.3064,-0.00599668,-0.00570128,-0.00096967,106.4454,1704.3350,-10.2859,-895.6657,-157.3467,168281.9285,87.0769,103.6748,107.1232,5.1636,15.7952,52.4934,184.7789,367.4541,1427.0146,12.9089,-2.3874,23.263607,90.344647,6.739082,7,1,4788,16,0.19145809,-0.00532241,-0.00598888,0.00076456,0.031520,0.881902,0.086561,0.00082429,2026-03-27,2026-07-27,13,74,19,123,0.105691,0.967809,0.973972,0.638194,2,0.8322147651006712,0.825503355704698,0.22818791946308725,E 常规,51,1
1711,44.24778317928965,81.36000814804649,6137701.9750,5484730.1523,-8979.3866,55771,2811,0.00146299,,0.00146299,0.00102495,8979.3866,6137701.9750,OK,2688.5331,-652.6854,4.0130,95.9870,AG03-B-v1,-8326.7013,5258216.4892,-11667.9197,-11015.2343,-3341.2184,-0.00190102,-0.00179468,-0.00054438,110.0519,1951.1669,-3.1944,-748.2822,-50.7310,511475.1646,234.2500,,110.0519,4.4018,13.7271,52.3519,180.8619,374.1526,1371.7421,12.6639,-2.6176,27.256488,99.929457,8.017121,6,1,9943,16,0E-8,-0.00146299,,0.00049019,0.030883,0.893613,0.076043,,2026-03-21,2026-06-26,12,177,29,98,0.122449,,,0.000000,3,0.8288590604026845,0.8154362416107382,0.47651006711409394,E 常规,52,1
