member_id,bet_month,标注,证据等级,n_orders,n_rounds,n_equal_hedge,n_hedge_rounds,hedge_eq_share,n_zero_pnl_rounds,sum_valid_bet,sum_stake,sum_game_pnl,sum_rebate,n_no_commission,n_validbet_true_zero,n_validbet_positive,样本纯度判据,来源
149633688,2026-05-01,T-05 自我对冲/打水,OBSERVED,52,26,26,26,1.0,15,0.0,8095.0598729572,-85.6208255793,0.0,0,52,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149633851,2026-05-01,T-05 自我对冲/打水,OBSERVED,80,40,40,40,1.0,25,0.0,11208.54443948,-102.4855336483,0.0,0,80,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149633927,2026-05-01,T-05 自我对冲/打水,OBSERVED,64,32,32,32,1.0,19,0.0,8302.6255107264,-84.3235403439,0.0,0,64,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149634443,2026-05-01,T-05 自我对冲/打水,OBSERVED,72,36,36,36,1.0,17,0.0,9340.4536995672,-123.2420974257,0.0,0,72,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149634648,2026-05-01,T-05 自我对冲/打水,OBSERVED,74,37,37,37,1.0,23,0.0,9599.9107467774,-90.8099665242,0.0,0,74,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149634711,2026-05-01,T-05 自我对冲/打水,OBSERVED,62,31,31,31,1.0,23,0.0,8043.1684635162,-51.8914094424,0.0,0,62,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149634863,2026-05-01,T-05 自我对冲/打水,OBSERVED,54,27,27,27,1.0,10,0.0,8406.4083296094,-132.3230940771,0.0,0,54,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149635292,2026-05-01,T-05 自我对冲/打水,OBSERVED,66,33,33,33,1.0,19,0.0,9392.345109009,-105.0801041208,0.0,0,66,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149635457,2026-05-01,T-05 自我对冲/打水,OBSERVED,54,27,27,27,1.0,17,0.0,9755.5849751014,-88.2153960514,0.0,0,54,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149635901,2026-05-01,T-05 自我对冲/打水,OBSERVED,74,37,37,37,1.0,19,0.0,9599.9107467774,-116.7556712454,0.0,0,74,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149635925,2026-05-01,T-05 自我对冲/打水,OBSERVED,56,28,28,28,1.0,18,0.0,9340.4536995672,-84.3235403439,0.0,0,56,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149635974,2026-05-01,T-05 自我对冲/打水,OBSERVED,54,27,27,27,1.0,16,0.0,8406.4083296094,-85.6208255793,0.0,0,54,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149636050,2026-05-01,T-05 自我对冲/打水,OBSERVED,80,40,40,40,1.0,21,0.0,10845.304573386,-127.133953133,0.0,0,80,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149636093,2026-05-01,T-05 自我对冲/打水,OBSERVED,68,34,34,34,1.0,17,0.0,9599.9107467768,-116.7556712447,0.0,0,68,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149636167,2026-05-01,T-05 自我对冲/打水,OBSERVED,64,32,32,32,1.0,15,0.0,9392.3451090088,-134.9176645499,0.0,0,64,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149636554,2026-05-01,T-05 自我对冲/打水,OBSERVED,74,37,37,37,1.0,16,0.0,9599.9107467774,-136.2149497863,0.0,0,74,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149636715,2026-05-01,T-05 自我对冲/打水,OBSERVED,40,20,19,20,0.95,14,0.0,9706.2881361331,-75.2425436914,0.0,0,40,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149636925,2026-05-01,T-05 自我对冲/打水,OBSERVED,62,31,31,31,1.0,20,0.0,8043.1684635162,-71.3506879833,0.0,0,62,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149636936,2026-05-01,T-05 自我对冲/打水,OBSERVED,48,24,24,24,1.0,14,0.0,9755.5849751008,-98.5936779398,0.0,0,48,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149636945,2026-05-01,T-05 自我对冲/打水,OBSERVED,48,24,24,24,1.0,16,0.0,9599.910746777,-88.215396052,0.0,0,48,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149637447,2026-05-01,T-05 自我对冲/打水,OBSERVED,70,35,35,35,1.0,19,0.0,9340.4536995672,-110.2692450651,0.0,0,70,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149638271,2026-05-01,T-05 自我对冲/打水,OBSERVED,42,21,21,21,1.0,9,0.0,8821.5396051444,-127.133953133,0.0,0,42,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149649543,2026-05-01,T-05 自我对冲/打水,OBSERVED,32,16,16,16,1.0,8,0.0,1176.347022372,-14.7043377796,0.0,0,32,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149678618,2026-05-01,T-05 自我对冲/打水,OBSERVED,52,26,26,26,1.0,14,0.0,47400.0,-555.0,0.0,0,52,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149730973,2026-05-01,T-05 自我对冲/打水,OBSERVED,68,34,34,34,1.0,20,0.0,9963.1506128708,-103.7828188842,0.0,0,68,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149769603,2026-05-01,T-05 自我对冲/打水,OBSERVED,62,31,31,31,1.0,14,0.0,11727.4585338982,-166.0525102144,0.0,0,62,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149771174,2026-05-01,T-05 自我对冲/打水,OBSERVED,66,33,33,33,1.0,19,0.0,10378.2818884066,-111.5665303003,0.0,0,66,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149772665,2026-05-01,T-05 自我对冲/打水,OBSERVED,58,29,29,29,1.0,16,0.0,11104.7616205938,-119.3502417166,0.0,0,58,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149774614,2026-05-01,T-05 自我对冲/打水,OBSERVED,64,32,32,32,1.0,16,0.0,9911.2592034284,-124.5393826608,0.0,0,64,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149775927,2026-05-01,T-05 自我对冲/打水,OBSERVED,68,34,34,34,1.0,17,0.0,10274.4990695228,-127.1339531329,0.0,0,68,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149777174,2026-05-01,T-05 自我对冲/打水,OBSERVED,60,30,30,30,1.0,13,0.0,10482.06470729,-147.8905169097,0.0,0,60,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149780238,2026-05-01,T-05 自我对冲/打水,OBSERVED,58,29,29,29,1.0,14,0.0,10118.8248411952,-138.8095202573,0.0,0,58,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149811574,2026-05-01,T-05 自我对冲/打水,OBSERVED,72,36,36,36,1.0,23,0.0,10222.6076600816,-94.7018222322,0.0,0,72,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149813851,2026-05-01,T-05 自我对冲/打水,OBSERVED,46,23,23,23,1.0,17,0.0,10378.281888407,-72.6479732192,0.0,0,46,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149814956,2026-05-01,T-05 自我对冲/打水,OBSERVED,76,38,38,38,1.0,19,0.0,9859.3677939876,-123.2420974257,0.0,0,76,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149815512,2026-05-01,T-05 自我对冲/打水,OBSERVED,78,39,39,39,1.0,24,0.0,10118.8248411978,-97.2963927045,0.0,0,78,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149816225,2026-05-01,T-05 自我对冲/打水,OBSERVED,42,21,21,21,1.0,16,0.0,10326.3904789656,-57.0805503865,0.0,0,42,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149816475,2026-05-01,T-05 自我对冲/打水,OBSERVED,75,38,37,37,0.9736842105263158,20,0.0,9781.5306798245,-118.0529564814,0.0,0,75,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149817208,2026-05-01,T-05 自我对冲/打水,OBSERVED,76,38,38,38,1.0,22,0.0,9859.3677939876,-103.7828188848,0.0,0,76,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149818074,2026-05-01,T-05 自我对冲/打水,OBSERVED,78,39,39,39,1.0,20,0.0,10118.8248411978,-123.2420974257,0.0,0,78,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149825973,2026-05-01,T-05 自我对冲/打水,OBSERVED,66,33,33,33,1.0,17,0.0,11675.5671244566,-142.7013759655,0.0,0,66,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149829323,2026-05-01,T-05 自我对冲/打水,OBSERVED,70,35,35,35,1.0,16,0.0,9755.5849751024,-140.1068054934,0.0,0,70,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149830090,2026-05-01,T-05 自我对冲/打水,OBSERVED,78,39,39,39,1.0,25,0.0,11416.1100772476,-101.1882484119,0.0,0,78,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
149831459,2026-05-01,T-05 自我对冲/打水,OBSERVED,56,28,28,28,1.0,15,0.0,11104.7616205942,-124.5393826608,0.0,0,56,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
151171007,2026-06-01,T-05 自我对冲/打水,OBSERVED,28,14,14,14,1.0,6,0.0,290.8003240352,-4.1542903432,0.0,0,28,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
151171007,2026-07-01,T-05 自我对冲/打水,OBSERVED,34,17,17,17,1.0,8,0.0,347.4635163308,-4.5987818337,0.0,0,34,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
151171007,2026-08-01,T-05 自我对冲/打水,OBSERVED,4,2,2,2,1.0,1,0.0,40.4073056408,-0.5050913205,0.0,0,4,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
151171374,2026-06-01,T-05 自我对冲/打水,OBSERVED,24,12,12,12,1.0,9,0.0,249.2574206016,-1.5578588787,0.0,0,24,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
151171374,2026-07-01,T-05 自我对冲/打水,OBSERVED,34,17,17,17,1.0,7,0.0,347.4635163308,-5.109757593,0.0,0,34,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
151182422,2026-06-01,T-05 自我对冲/打水,OBSERVED,92,46,46,46,1.0,25,0.0,2387.0548407056,-26.442048271,0.0,0,92,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
151182422,2026-07-01,T-05 自我对冲/打水,OBSERVED,124,62,62,62,1.0,31,0.0,3166.872819962,-40.8604074276,0.0,0,124,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
151182422,2026-08-01,T-05 自我对冲/打水,OBSERVED,22,11,11,11,1.0,6,0.0,505.09132051,-6.061095846,0.0,0,22,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
151191910,2026-06-01,T-05 自我对冲/打水,OBSERVED,38,19,19,19,1.0,12,0.0,394.6575826192,-3.6350040503,0.0,0,38,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
151191910,2026-07-01,T-05 自我对冲/打水,OBSERVED,54,27,27,27,1.0,15,0.0,551.8538200548,-6.1317091116,0.0,0,54,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
151191910,2026-08-01,T-05 自我对冲/打水,OBSERVED,10,5,5,5,1.0,3,0.0,101.018264102,-1.010182641,0.0,0,10,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
151212512,2026-07-01,T-05 自我对冲/打水,OBSERVED,118,59,59,59,1.0,25,0.0,3086.29358623,-40.2648898332,0.0,0,118,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
151212512,2026-08-01,T-05 自我对冲/打水,OBSERVED,20,10,10,10,1.0,4,0.0,525.294973331,-7.8794246001,0.0,0,20,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
151212848,2026-06-01,T-05 自我对冲/打水,OBSERVED,96,48,48,48,1.0,23,0.0,2392.871237772,-27.522173525,0.0,0,96,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
151212848,2026-07-01,T-05 自我对冲/打水,OBSERVED,126,63,63,63,1.0,26,0.0,3200.7521563154,-54.776601398,0.0,0,126,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
151212848,2026-08-01,T-05 自我对冲/打水,OBSERVED,20,10,10,10,1.0,7,0.0,468.7247454338,-2.7274931308,0.0,0,20,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
151247925,2026-06-01,T-05 自我对冲/打水,OBSERVED,38,19,19,19,1.0,12,0.0,394.6575826192,-3.6350040503,0.0,0,38,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
151247925,2026-07-01,T-05 自我对冲/打水,OBSERVED,54,27,27,27,1.0,18,0.0,551.8538200548,-4.5987818337,0.0,0,54,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
151247925,2026-08-01,T-05 自我对冲/打水,OBSERVED,10,5,5,5,1.0,2,0.0,101.018264102,-1.5152739615,0.0,0,10,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
151659765,2026-06-01,T-05 自我对冲/打水,OBSERVED,30,15,15,15,1.0,8,0.0,915.2132619592,-9.9292004836,0.0,0,30,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
152296837,2026-06-01,T-05 自我对冲/打水,OBSERVED,34,17,17,17,1.0,9,0.0,19836.9565217404,-220.7880434786,0.0,0,34,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
153508498,2026-07-01,T-05 自我对冲/打水,OBSERVED,52,26,26,26,1.0,26,0.0,797.1221845236,0.0,0.0,50,52,0,洗码合计为零且等额自对押局>0,§Z-12 硬编码版实测（2026-08-18），§Z-14 v1 交集 258 行四项数值零差互证
