dealer_id,在桌洗码量,客群广度,n_rounds,n_tables,桌面输赢,当值时长,节奏稳定度,特定玩家复现率
2164,2540137.3408462401,4775,1402,6,-92794.2958375644,1402,0.09266192161525127,0.2196862
2151,2505993.1721631124,4164,1218,8,-27618.0348678756,1218,0.1325715982321015,0.5090312
627,2478461.3583399169,4196,1262,6,-338706.3532972060,1262,0.08718711425787386,0.0855784
2237,2469964.8773506681,4076,1003,5,-83319.7644966565,1003,0.06074980753637075,0.2691924
2162,2467856.9598606247,4728,1507,6,-142607.7314196897,1507,0.08845104519719282,0.0922362
1215,2457158.7391072279,3711,1118,4,-198081.0665441506,1118,0.13523873971131434,0.0491950
1148,2408578.5893649382,4719,1285,7,-212380.3074238330,1285,0.1352092612328331,0.1369650
993,2396018.3176992836,4258,1313,5,-184535.5459411016,1313,0.07250941588317314,0.2650419
1687,2386348.9168273642,3325,892,6,131160.6821076832,892,0.08090556009229959,0.2780269
1129,2378905.0272125179,4323,1245,8,-51343.9162195075,1245,0.09428722461975751,0.0626506
1506,2365480.6086263183,3044,1252,7,42733.1839951711,1252,0.1378210440619017,0.0630990
1283,2331374.8810942060,4384,1194,4,-162823.3735958438,1194,0.0548286205420612,0.2252931
1346,2318473.8652897256,4182,1184,5,-75898.7353296161,1184,0.08728594065837753,0.0768581
2073,2313077.5740864060,4050,1234,5,-37803.1886437644,1234,0.09425667472787995,0.0907618
2059,2292167.8752390104,4208,1304,6,-221419.8418404661,1304,0.10899335963033989,0.0943252
1703,2267970.2963345018,3552,921,6,81101.3378499436,921,0.07406152108525252,0.1259501
1087,2224472.2113944795,4410,1286,4,-16119.6929481057,1286,0.13673993803374726,0.1990669
598,2164148.6550721310,4285,1293,4,-133663.7187038739,1293,0.06921276864360533,0.1368910
1305,2146727.2681307792,3137,924,6,59557.3148030038,924,0.08174746157533537,0.2088745
2069,2123003.9979209623,4072,1197,7,-87045.6988427781,1197,0.07442948902268627,0.1236424
