eid,bet39,bet09,bet10,n_rows,n_bet01,n_extra,dup_rate_pct
1185,35,Lucky7,27,2,2,0,0
1185,35,Lucky7,28,1,1,0,0
1185,35,Lucky7,4,9,9,0,0
1185,35,Lucky7,8,1,1,0,0
1185,35,PPair,1,14,14,0,0
1185,35,PPair,13,125,125,0,0
1185,35,PPair,14,2,2,0,0
1185,35,PPair,19,2,2,0,0
1185,35,PPair,24,91,91,0,0
1185,35,PPair,28,1,1,0,0
1185,35,PPair,4,1,1,0,0
1185,35,PPair,8,2,2,0,0
1185,35,PerfectPair,13,1,1,0,0
1185,35,PerfectPair,24,1,1,0,0
1185,35,Player,1,81,81,0,0
1185,35,Player,13,475,475,0,0
1185,35,Player,14,36,36,0,0
1185,35,Player,16,47,47,0,0
1185,35,Player,17,1,1,0,0
1185,35,Player,18,9,9,0,0
1185,35,Player,19,34,34,0,0
1185,35,Player,20,2,2,0,0
1185,35,Player,23,17,17,0,0
1185,35,Player,24,492,492,0,0
1185,35,Player,25,5,5,0,0
1185,35,Player,27,55,55,0,0
1185,35,Player,28,6,6,0,0
1185,35,Player,4,24,24,0,0
1185,35,Player,8,23,23,0,0
1185,35,PlayerDragonBonus,13,1,1,0,0
1185,35,PlayerDragonBonus,24,1,1,0,0
1185,35,Super6,1,17,17,0,0
1185,35,Super6,13,59,59,0,0
1185,35,Super6,14,19,19,0,0
1185,35,Super6,16,23,23,0,0
1185,35,Super6,20,2,2,0,0
1185,35,Super6,24,41,41,0,0
1185,35,Super6,25,4,4,0,0
1185,35,Super6,27,1,1,0,0
1185,35,Super6,28,1,1,0,0
1185,35,Super6,4,4,4,0,0
1185,35,Super6,8,2,2,0,0
1185,35,SuperLucky7,1,29,29,0,0
1185,35,SuperLucky7,13,32,32,0,0
1185,35,SuperLucky7,14,11,11,0,0
1185,35,SuperLucky7,16,19,19,0,0
1185,35,SuperLucky7,19,2,2,0,0
1185,35,SuperLucky7,24,38,38,0,0
1185,35,SuperLucky7,27,2,2,0,0
1185,35,SuperLucky7,28,1,1,0,0
1185,35,SuperLucky7,4,6,6,0,0
1185,35,Tie,1,13,13,0,0
1185,35,Tie,13,202,202,0,0
1185,35,Tie,14,20,20,0,0
1185,35,Tie,16,6,6,0,0
1185,35,Tie,20,3,3,0,0
1185,35,Tie,22,5,5,0,0
1185,35,Tie,24,95,95,0,0
1185,35,Tie,27,7,7,0,0
1185,35,Tie,28,1,1,0,0
1185,35,Tie,4,2,2,0,0
1185,36,AnyPair,1,2,2,0,0
1185,36,AnyPair,14,18,18,0,0
1185,36,AnyPair,23,4,4,0,0
1185,36,BPair,1,2,2,0,0
1185,36,BPair,13,30,30,0,0
1185,36,BPair,14,18,18,0,0
1185,36,BPair,16,4,4,0,0
1185,36,BPair,23,5,5,0,0
1185,36,BPair,24,15,15,0,0
1185,36,BPair,27,1,1,0,0
1185,36,BPair,4,1,1,0,0
1185,36,BPair,8,3,3,0,0
1185,36,Banker,1,91,91,0,0
1185,36,Banker,13,280,280,0,0
1185,36,Banker,14,29,29,0,0
1185,36,Banker,16,39,39,0,0
1185,36,Banker,17,3,3,0,0
1185,36,Banker,18,4,4,0,0
1185,36,Banker,19,4,4,0,0
1185,36,Banker,20,1,1,0,0
1185,36,Banker,23,3,3,0,0
1185,36,Banker,24,281,281,0,0
1185,36,Banker,25,6,6,0,0
1185,36,Banker,27,16,16,0,0
1185,36,Banker,28,8,8,0,0
1185,36,Banker,4,20,20,0,0
1185,36,Banker,8,32,32,0,0
1185,36,BankerDragonBonus,1,1,1,0,0
1185,36,BankerDragonBonus,13,3,3,0,0
1185,36,BankerDragonBonus,14,2,2,0,0
1185,36,BankerDragonBonus,8,1,1,0,0
1185,36,Big,17,1,1,0,0
1185,36,Lucky7,1,4,4,0,0
1185,36,Lucky7,13,9,9,0,0
1185,36,Lucky7,14,1,1,0,0
1185,36,Lucky7,16,5,5,0,0
1185,36,Lucky7,24,22,22,0,0
1185,36,Lucky7,4,1,1,0,0
1185,36,Lucky7,8,3,3,0,0
1185,36,PPair,1,2,2,0,0
1185,36,PPair,13,18,18,0,0
1185,36,PPair,14,18,18,0,0
1185,36,PPair,16,2,2,0,0
1185,36,PPair,23,4,4,0,0
1185,36,PPair,24,18,18,0,0
1185,36,PPair,4,2,2,0,0
1185,36,PPair,8,3,3,0,0
1185,36,PerfectPair,23,5,5,0,0
1185,36,PerfectPair,8,1,1,0,0
1185,36,Player,1,72,72,0,0
1185,36,Player,13,141,141,0,0
1185,36,Player,14,22,22,0,0
1185,36,Player,16,17,17,0,0
1185,36,Player,17,6,6,0,0
1185,36,Player,18,4,4,0,0
1185,36,Player,19,5,5,0,0
1185,36,Player,20,5,5,0,0
1185,36,Player,23,3,3,0,0
1185,36,Player,24,261,261,0,0
1185,36,Player,25,14,14,0,0
1185,36,Player,26,1,1,0,0
1185,36,Player,27,13,13,0,0
1185,36,Player,28,4,4,0,0
1185,36,Player,4,6,6,0,0
1185,36,Player,8,33,33,0,0
1185,36,PlayerDragonBonus,1,2,2,0,0
1185,36,PlayerDragonBonus,13,6,6,0,0
1185,36,PlayerDragonBonus,16,1,1,0,0
1185,36,PlayerNatural,16,1,1,0,0
1185,36,Super6,1,8,8,0,0
1185,36,Super6,13,32,32,0,0
1185,36,Super6,16,5,5,0,0
1185,36,Super6,24,23,23,0,0
1185,36,Super6,27,2,2,0,0
1185,36,Super6,4,6,6,0,0
1185,36,Super6,8,2,2,0,0
1185,36,SuperLucky7,1,1,1,0,0
1185,36,SuperLucky7,13,6,6,0,0
1185,36,SuperLucky7,16,1,1,0,0
1185,36,SuperLucky7,24,20,20,0,0
1185,36,SuperLucky7,8,2,2,0,0
1185,36,Tie,1,3,3,0,0
1185,36,Tie,13,96,96,0,0
1185,36,Tie,14,19,19,0,0
1185,36,Tie,16,1,1,0,0
1185,36,Tie,19,1,1,0,0
1185,36,Tie,24,36,36,0,0
1185,36,Tie,27,8,8,0,0
1185,36,Tie,28,1,1,0,0
1185,36,Tie,4,3,3,0,0
1185,36,Tie,8,1,1,0,0
1185,37,AnyPair,13,8,8,0,0
1185,37,AnyPair,14,15,15,0,0
1185,37,BPair,1,7,7,0,0
1185,37,BPair,13,50,50,0,0
1185,37,BPair,14,16,16,0,0
1185,37,BPair,18,9,9,0,0
1185,37,BPair,24,7,7,0,0
1185,37,BPair,4,4,4,0,0
1185,37,BPair,8,1,1,0,0
1185,37,Banker,1,96,96,0,0
1185,37,Banker,13,327,327,0,0
1185,37,Banker,14,77,77,0,0
1185,37,Banker,16,48,48,0,0
1185,37,Banker,17,5,5,0,0
1185,37,Banker,18,11,11,0,0
1185,37,Banker,19,8,8,0,0
1185,37,Banker,20,1,1,0,0
1185,37,Banker,24,154,154,0,0
1185,37,Banker,25,3,3,0,0
1185,37,Banker,26,1,1,0,0
1185,37,Banker,27,32,32,0,0
1185,37,Banker,28,8,8,0,0
1185,37,Banker,4,54,54,0,0
1185,37,Banker,8,20,20,0,0
1185,37,BankerDragonBonus,13,19,19,0,0
1185,37,BankerDragonBonus,14,6,6,0,0
1185,37,BankerDragonBonus,4,1,1,0,0
1185,37,Big,13,13,13,0,0
1185,37,Big,17,4,4,0,0
1185,37,Lucky7,1,10,10,0,0
1185,37,Lucky7,13,25,25,0,0
1185,37,Lucky7,14,15,15,0,0
1185,37,Lucky7,16,1,1,0,0
1185,37,Lucky7,24,3,3,0,0
1185,37,Lucky7,27,1,1,0,0
1185,37,Lucky7,4,3,3,0,0
1185,37,Lucky7,8,1,1,0,0
1185,37,PPair,1,6,6,0,0
1185,37,PPair,13,47,47,0,0
1185,37,PPair,14,34,34,0,0
1185,37,PPair,18,9,9,0,0
1185,37,PPair,24,5,5,0,0
1185,37,PPair,4,2,2,0,0
1185,37,PPair,8,1,1,0,0
1185,37,PerfectPair,13,1,1,0,0
1185,37,PerfectPair,14,23,23,0,0
1185,37,PerfectPair,4,1,1,0,0
1185,37,Player,1,59,59,0,0
1185,37,Player,13,214,214,0,0
1185,37,Player,14,34,34,0,0
1185,37,Player,16,24,24,0,0
1185,37,Player,17,6,6,0,0
1185,37,Player,18,11,11,0,0
1185,37,Player,19,5,5,0,0
1185,37,Player,20,2,2,0,0
1185,37,Player,24,109,109,0,0
1185,37,Player,27,13,13,0,0
1185,37,Player,28,3,3,0,0
1185,37,Player,4,26,26,0,0
1185,37,Player,8,22,22,0,0
1185,37,PlayerDragonBonus,13,5,5,0,0
1185,37,Super6,1,17,17,0,0
1185,37,Super6,13,58,58,0,0
1185,37,Super6,14,12,12,0,0
1185,37,Super6,16,6,6,0,0
1185,37,Super6,24,5,5,0,0
1185,37,Super6,27,2,2,0,0
1185,37,Super6,4,11,11,0,0
1185,37,SuperLucky7,1,13,13,0,0
1185,37,SuperLucky7,13,22,22,0,0
1185,37,SuperLucky7,14,16,16,0,0
1185,37,SuperLucky7,16,1,1,0,0
1185,37,SuperLucky7,24,5,5,0,0
1185,37,SuperLucky7,4,1,1,0,0
1185,37,SuperLucky7,8,1,1,0,0
1185,37,Tie,1,12,12,0,0
1185,37,Tie,13,98,98,0,0
1185,37,Tie,14,16,16,0,0
1185,37,Tie,24,28,28,0,0
1185,37,Tie,27,21,21,0,0
1185,37,Tie,4,7,7,0,0
1185,37,Tie,8,1,1,0,0
1202,113,Banker,13,2,2,0,0
1202,113,Banker,24,2,2,0,0
1202,113,Player,14,1,1,0,0
1202,113,Player,24,2,2,0,0
1202,33,AnyPair,16,1,1,0,0
1202,33,AnyPair,24,2,2,0,0
1202,33,BPair,1,11,11,0,0
1202,33,BPair,13,155,155,0,0
1202,33,BPair,14,8,8,0,0
1202,33,BPair,16,13,13,0,0
1202,33,BPair,17,1,1,0,0
1202,33,BPair,18,1,1,0,0
1202,33,BPair,23,2,2,0,0
1202,33,BPair,24,89,89,0,0
1202,33,BPair,4,16,16,0,0
1202,33,BPair,8,7,7,0,0
1202,33,Banker,1,285,285,0,0
1202,33,Banker,13,970,970,0,0
1202,33,Banker,14,74,74,0,0
1202,33,Banker,16,92,92,0,0
1202,33,Banker,17,25,25,0,0
1202,33,Banker,18,3,3,0,0
1202,33,Banker,19,33,33,0,0
1202,33,Banker,20,11,11,0,0
1202,33,Banker,23,13,13,0,0
1202,33,Banker,24,1020,1020,0,0
1202,33,Banker,25,21,21,0,0
1202,33,Banker,27,26,26,0,0
1202,33,Banker,28,10,10,0,0
1202,33,Banker,4,97,97,0,0
1202,33,Banker,8,54,54,0,0
1202,33,BankerDragonBonus,1,2,2,0,0
1202,33,BankerDragonBonus,13,1,1,0,0
1202,33,BankerDragonBonus,14,2,2,0,0
1202,33,BankerDragonBonus,24,2,2,0,0
1202,33,BankerNatural,14,1,1,0,0
1202,33,Big,1,3,3,0,0
1202,33,Lucky7,1,14,14,0,0
1202,33,Lucky7,13,111,111,0,0
1202,33,Lucky7,14,7,7,0,0
1202,33,Lucky7,16,12,12,0,0
1202,33,Lucky7,17,1,1,0,0
1202,33,Lucky7,24,64,64,0,0
1202,33,Lucky7,27,3,3,0,0
1202,33,Lucky7,4,8,8,0,0
1202,33,Lucky7,8,2,2,0,0
1202,33,PPair,1,13,13,0,0
1202,33,PPair,13,140,140,0,0
1202,33,PPair,14,8,8,0,0
1202,33,PPair,16,11,11,0,0
1202,33,PPair,18,1,1,0,0
1202,33,PPair,23,2,2,0,0
1202,33,PPair,24,80,80,0,0
1202,33,PPair,4,16,16,0,0
1202,33,PPair,8,7,7,0,0
1202,33,PerfectPair,1,4,4,0,0
1202,33,PerfectPair,13,1,1,0,0
1202,33,PerfectPair,16,1,1,0,0
1202,33,PerfectPair,24,4,4,0,0
1202,33,PerfectPair,8,1,1,0,0
1202,33,Player,1,217,217,0,0
1202,33,Player,13,730,730,0,0
1202,33,Player,14,98,98,0,0
1202,33,Player,16,53,53,0,0
1202,33,Player,17,15,15,0,0
1202,33,Player,18,1,1,0,0
1202,33,Player,19,36,36,0,0
1202,33,Player,20,16,16,0,0
1202,33,Player,23,8,8,0,0
1202,33,Player,24,966,966,0,0
1202,33,Player,25,16,16,0,0
1202,33,Player,27,50,50,0,0
1202,33,Player,28,10,10,0,0
1202,33,Player,4,60,60,0,0
1202,33,Player,8,47,47,0,0
1202,33,PlayerDragonBonus,13,4,4,0,0
1202,33,PlayerDragonBonus,16,1,1,0,0
1202,33,PlayerDragonBonus,24,3,3,0,0
1202,33,PlayerNatural,14,1,1,0,0
1202,33,PlayerNatural,16,1,1,0,0
1202,33,Small,24,1,1,0,0
1202,33,Super6,1,17,17,0,0
1202,33,Super6,13,151,151,0,0
1202,33,Super6,14,13,13,0,0
1202,33,Super6,16,23,23,0,0
1202,33,Super6,17,1,1,0,0
1202,33,Super6,24,58,58,0,0
1202,33,Super6,25,1,1,0,0
1202,33,Super6,27,1,1,0,0
1202,33,Super6,4,17,17,0,0
1202,33,Super6,8,2,2,0,0
1202,33,SuperLucky7,1,17,17,0,0
1202,33,SuperLucky7,13,70,70,0,0
1202,33,SuperLucky7,14,8,8,0,0
1202,33,SuperLucky7,16,12,12,0,0
1202,33,SuperLucky7,19,1,1,0,0
1202,33,SuperLucky7,24,51,51,0,0
1202,33,SuperLucky7,27,1,1,0,0
1202,33,SuperLucky7,4,7,7,0,0
1202,33,Tie,1,14,14,0,0
1202,33,Tie,13,298,298,0,0
1202,33,Tie,14,4,4,0,0
1202,33,Tie,16,8,8,0,0
1202,33,Tie,17,2,2,0,0
1202,33,Tie,19,1,1,0,0
1202,33,Tie,23,1,1,0,0
1202,33,Tie,24,159,159,0,0
1202,33,Tie,27,3,3,0,0
1202,33,Tie,28,3,3,0,0
1202,33,Tie,4,9,9,0,0
1202,33,Tie,8,6,6,0,0
1202,35,AnyPair,24,2,2,0,0
1202,35,BPair,1,6,6,0,0
1202,35,BPair,13,19,19,0,0
1202,35,BPair,14,2,2,0,0
1202,35,BPair,16,8,8,0,0
1202,35,BPair,19,2,2,0,0
1202,35,BPair,24,25,25,0,0
1202,35,BPair,4,3,3,0,0
1202,35,Banker,1,91,91,0,0
1202,35,Banker,13,218,218,0,0
1202,35,Banker,14,53,53,0,0
1202,35,Banker,16,44,44,0,0
1202,35,Banker,17,2,2,0,0
1202,35,Banker,19,25,25,0,0
1202,35,Banker,20,2,2,0,0
1202,35,Banker,24,244,244,0,0
1202,35,Banker,25,4,4,0,0
1202,35,Banker,27,16,16,0,0
1202,35,Banker,28,2,2,0,0
1202,35,Banker,4,35,35,0,0
1202,35,Banker,8,18,18,0,0
1202,35,BankerDragonBonus,13,3,3,0,0
1202,35,BankerDragonBonus,16,1,1,0,0
1202,35,Big,1,1,1,0,0
1202,35,Lucky7,1,3,3,0,0
1202,35,Lucky7,13,21,21,0,0
1202,35,Lucky7,14,1,1,0,0
1202,35,Lucky7,16,14,14,0,0
1202,35,Lucky7,24,6,6,0,0
1202,35,PPair,1,6,6,0,0
1202,35,PPair,13,20,20,0,0
1202,35,PPair,14,1,1,0,0
1202,35,PPair,16,8,8,0,0
1202,35,PPair,19,2,2,0,0
1202,35,PPair,24,20,20,0,0
1202,35,PPair,4,2,2,0,0
1202,35,PerfectPair,24,2,2,0,0
1202,35,Player,1,38,38,0,0
1202,35,Player,13,194,194,0,0
1202,35,Player,14,43,43,0,0
1202,35,Player,16,23,23,0,0
1202,35,Player,19,14,14,0,0
1202,35,Player,23,1,1,0,0
1202,35,Player,24,171,171,0,0
1202,35,Player,27,10,10,0,0
1202,35,Player,28,2,2,0,0
1202,35,Player,4,10,10,0,0
1202,35,Player,8,12,12,0,0
1202,35,PlayerDragonBonus,24,2,2,0,0
1202,35,Super6,1,9,9,0,0
1202,35,Super6,13,27,27,0,0
1202,35,Super6,16,15,15,0,0
1202,35,Super6,24,11,11,0,0
1202,35,Super6,4,4,4,0,0
1202,35,Super6,8,7,7,0,0
1202,35,SuperLucky7,1,3,3,0,0
1202,35,SuperLucky7,13,9,9,0,0
1202,35,SuperLucky7,14,1,1,0,0
1202,35,SuperLucky7,16,3,3,0,0
1202,35,SuperLucky7,24,14,14,0,0
1202,35,Tie,1,9,9,0,0
1202,35,Tie,13,70,70,0,0
1202,35,Tie,14,1,1,0,0
1202,35,Tie,16,17,17,0,0
1202,35,Tie,19,3,3,0,0
1202,35,Tie,24,18,18,0,0
1202,35,Tie,4,2,2,0,0
1202,35,Tie,8,3,3,0,0
1205,1,AnyPair,1,16,16,0,0
1205,1,AnyPair,13,14,14,0,0
1205,1,AnyPair,23,9,9,0,0
1205,1,AnyPair,24,30,30,0,0
1205,1,AnyPair,28,2,2,0,0
1205,1,AnyPair,4,2,2,0,0
1205,1,BPair,1,216,211,5,2.314815
1205,1,BPair,13,3242,3159,83,2.560148
1205,1,BPair,14,25,25,0,0
1205,1,BPair,16,169,157,12,7.100592
1205,1,BPair,17,24,23,1,4.166667
1205,1,BPair,18,39,39,0,0
1205,1,BPair,19,43,43,0,0
1205,1,BPair,22,1,1,0,0
1205,1,BPair,23,48,48,0,0
1205,1,BPair,24,1714,1659,55,3.208868
1205,1,BPair,25,32,32,0,0
1205,1,BPair,27,103,102,1,0.970874
1205,1,BPair,28,8,8,0,0
1205,1,BPair,4,133,122,11,8.270677
1205,1,BPair,8,59,59,0,0
1205,1,Banker,1,4309,4124,185,4.29334
1205,1,Banker,13,19311,18621,690,3.573093
1205,1,Banker,14,968,914,54,5.578512
1205,1,Banker,16,1889,1795,94,4.976178
1205,1,Banker,17,320,284,36,11.25
1205,1,Banker,18,196,181,15,7.653061
1205,1,Banker,19,953,911,42,4.407135
1205,1,Banker,20,39,39,0,0
1205,1,Banker,22,4,4,0,0
1205,1,Banker,23,234,219,15,6.410256
1205,1,Banker,24,20112,19369,743,3.694312
1205,1,Banker,25,278,278,0,0
1205,1,Banker,26,80,80,0,0
1205,1,Banker,27,1680,1644,36,2.142857
1205,1,Banker,28,390,370,20,5.128205
1205,1,Banker,29,9,8,1,11.111111
1205,1,Banker,4,1162,1083,79,6.798623
1205,1,Banker,41,5,5,0,0
1205,1,Banker,8,1680,1600,80,4.761905
1205,1,BankerDragonBonus,1,22,18,4,18.181818
1205,1,BankerDragonBonus,13,69,69,0,0
1205,1,BankerDragonBonus,14,4,4,0,0
1205,1,BankerDragonBonus,16,1,1,0,0
1205,1,BankerDragonBonus,19,3,3,0,0
1205,1,BankerDragonBonus,24,26,26,0,0
1205,1,BankerDragonBonus,4,7,7,0,0
1205,1,BankerDragonBonus,41,1,1,0,0
1205,1,BankerNatural,1,14,12,2,14.285714
1205,1,BankerNatural,13,15,15,0,0
1205,1,BankerNatural,14,2,2,0,0
1205,1,BankerNatural,19,1,1,0,0
1205,1,BankerNatural,24,14,14,0,0
1205,1,BankerNatural,4,6,6,0,0
1205,1,Big,1,45,45,0,0
1205,1,Big,13,25,25,0,0
1205,1,Big,14,1,1,0,0
1205,1,Big,24,10,10,0,0
1205,1,Big,8,26,26,0,0
1205,1,Lucky7,1,221,215,6,2.714932
1205,1,Lucky7,13,2410,2304,106,4.39834
1205,1,Lucky7,14,68,65,3,4.411765
1205,1,Lucky7,16,183,168,15,8.196721
1205,1,Lucky7,17,3,3,0,0
1205,1,Lucky7,18,11,11,0,0
1205,1,Lucky7,19,20,20,0,0
1205,1,Lucky7,20,3,3,0,0
1205,1,Lucky7,23,7,7,0,0
1205,1,Lucky7,24,1115,1053,62,5.560538
1205,1,Lucky7,25,26,26,0,0
1205,1,Lucky7,26,17,17,0,0
1205,1,Lucky7,27,106,106,0,0
1205,1,Lucky7,28,5,5,0,0
1205,1,Lucky7,29,1,1,0,0
1205,1,Lucky7,4,101,97,4,3.960396
1205,1,Lucky7,8,45,45,0,0
1205,1,PPair,1,216,211,5,2.314815
1205,1,PPair,13,3138,3058,80,2.549395
1205,1,PPair,14,23,23,0,0
1205,1,PPair,16,178,167,11,6.179775
1205,1,PPair,17,24,23,1,4.166667
1205,1,PPair,18,37,37,0,0
1205,1,PPair,19,38,38,0,0
1205,1,PPair,20,1,1,0,0
1205,1,PPair,22,1,1,0,0
1205,1,PPair,23,41,41,0,0
1205,1,PPair,24,1652,1598,54,3.268765
1205,1,PPair,25,30,30,0,0
1205,1,PPair,27,90,89,1,1.111111
1205,1,PPair,28,5,5,0,0
1205,1,PPair,4,128,114,14,10.9375
1205,1,PPair,8,67,67,0,0
1205,1,PerfectPair,1,29,29,0,0
1205,1,PerfectPair,13,93,93,0,0
1205,1,PerfectPair,16,1,1,0,0
1205,1,PerfectPair,23,10,10,0,0
1205,1,PerfectPair,24,77,74,3,3.896104
1205,1,PerfectPair,4,3,3,0,0
1205,1,PerfectPair,8,4,4,0,0
1205,1,Player,1,3663,3461,202,5.514606
1205,1,Player,13,18765,18091,674,3.591793
1205,1,Player,14,970,907,63,6.494845
1205,1,Player,16,1725,1623,102,5.913044
1205,1,Player,17,401,352,49,12.219451
1205,1,Player,18,173,171,2,1.156069
1205,1,Player,19,872,833,39,4.472477
1205,1,Player,20,43,43,0,0
1205,1,Player,22,3,3,0,0
1205,1,Player,23,347,334,13,3.746398
1205,1,Player,24,19762,19060,702,3.552272
1205,1,Player,25,263,263,0,0
1205,1,Player,26,93,93,0,0
1205,1,Player,27,1382,1349,33,2.387844
1205,1,Player,28,305,283,22,7.213115
1205,1,Player,29,2,2,0,0
1205,1,Player,4,1216,1126,90,7.401316
1205,1,Player,41,10,10,0,0
1205,1,Player,8,1353,1263,90,6.651885
1205,1,PlayerDragonBonus,1,15,14,1,6.666667
1205,1,PlayerDragonBonus,13,81,77,4,4.938272
1205,1,PlayerDragonBonus,14,1,1,0,0
1205,1,PlayerDragonBonus,16,5,5,0,0
1205,1,PlayerDragonBonus,19,2,2,0,0
1205,1,PlayerDragonBonus,24,30,30,0,0
1205,1,PlayerDragonBonus,4,8,8,0,0
1205,1,PlayerNatural,1,5,4,1,20
1205,1,PlayerNatural,13,13,13,0,0
1205,1,PlayerNatural,14,1,1,0,0
1205,1,PlayerNatural,16,1,1,0,0
1205,1,PlayerNatural,24,11,11,0,0
1205,1,PlayerNatural,4,6,6,0,0
1205,1,Small,13,19,19,0,0
1205,1,Small,24,5,5,0,0
1205,1,Small,8,2,2,0,0
1205,1,Super6,1,367,347,20,5.449591
1205,1,Super6,13,2501,2389,112,4.478209
1205,1,Super6,14,68,59,9,13.235294
1205,1,Super6,16,197,189,8,4.060914
1205,1,Super6,17,1,1,0,0
1205,1,Super6,18,8,8,0,0
1205,1,Super6,19,52,52,0,0
1205,1,Super6,20,1,1,0,0
1205,1,Super6,23,11,11,0,0
1205,1,Super6,24,1096,1041,55,5.018248
1205,1,Super6,25,29,29,0,0
1205,1,Super6,26,17,17,0,0
1205,1,Super6,27,231,231,0,0
1205,1,Super6,28,10,10,0,0
1205,1,Super6,29,1,1,0,0
1205,1,Super6,4,139,135,4,2.877698
1205,1,Super6,8,57,57,0,0
1205,1,SuperLucky7,1,223,211,12,5.381166
1205,1,SuperLucky7,13,1497,1412,85,5.678023
1205,1,SuperLucky7,14,59,56,3,5.084746
1205,1,SuperLucky7,16,114,102,12,10.526316
1205,1,SuperLucky7,17,6,6,0,0
1205,1,SuperLucky7,18,3,3,0,0
1205,1,SuperLucky7,19,18,18,0,0
1205,1,SuperLucky7,23,1,1,0,0
1205,1,SuperLucky7,24,961,915,46,4.786681
1205,1,SuperLucky7,25,1,1,0,0
1205,1,SuperLucky7,26,18,18,0,0
1205,1,SuperLucky7,27,82,82,0,0
1205,1,SuperLucky7,28,7,7,0,0
1205,1,SuperLucky7,29,1,1,0,0
1205,1,SuperLucky7,4,114,106,8,7.017544
1205,1,SuperLucky7,8,52,52,0,0
1205,1,Tie,1,310,293,17,5.483871
1205,1,Tie,13,5752,5565,187,3.251043
1205,1,Tie,14,87,82,5,5.747126
1205,1,Tie,16,183,159,24,13.114754
1205,1,Tie,17,75,73,2,2.666667
1205,1,Tie,18,57,57,0,0
1205,1,Tie,19,88,80,8,9.090909
1205,1,Tie,20,1,1,0,0
1205,1,Tie,23,46,46,0,0
1205,1,Tie,24,2403,2321,82,3.412401
1205,1,Tie,25,36,36,0,0
1205,1,Tie,26,8,8,0,0
1205,1,Tie,27,180,180,0,0
1205,1,Tie,28,24,23,1,4.166667
1205,1,Tie,4,138,136,2,1.449275
1205,1,Tie,8,80,80,0,0
1205,1,Tip_1_,1,3,3,0,0
1205,1,Tip_1_,16,1,1,0,0
1205,2,AnyPair,1,8,8,0,0
1205,2,AnyPair,13,10,10,0,0
1205,2,AnyPair,14,1,1,0,0
1205,2,AnyPair,23,1,1,0,0
1205,2,AnyPair,24,42,42,0,0
1205,2,AnyPair,4,2,2,0,0
1205,2,AnyPair,8,7,7,0,0
1205,2,BPair,1,169,169,0,0
1205,2,BPair,13,2428,2428,0,0
1205,2,BPair,14,30,30,0,0
1205,2,BPair,16,93,93,0,0
1205,2,BPair,17,3,3,0,0
1205,2,BPair,18,10,10,0,0
1205,2,BPair,19,66,66,0,0
1205,2,BPair,20,3,3,0,0
1205,2,BPair,23,1,1,0,0
1205,2,BPair,24,1540,1540,0,0
1205,2,BPair,25,40,40,0,0
1205,2,BPair,27,35,35,0,0
1205,2,BPair,28,3,3,0,0
1205,2,BPair,4,78,78,0,0
1205,2,BPair,8,82,82,0,0
1205,2,Banker,1,3563,3563,0,0
1205,2,Banker,13,13367,13367,0,0
1205,2,Banker,14,830,830,0,0
1205,2,Banker,16,1420,1420,0,0
1205,2,Banker,17,191,191,0,0
1205,2,Banker,18,159,159,0,0
1205,2,Banker,19,765,765,0,0
1205,2,Banker,20,54,54,0,0
1205,2,Banker,22,45,45,0,0
1205,2,Banker,23,125,125,0,0
1205,2,Banker,24,14763,14763,0,0
1205,2,Banker,25,201,201,0,0
1205,2,Banker,26,5,5,0,0
1205,2,Banker,27,846,846,0,0
1205,2,Banker,28,283,283,0,0
1205,2,Banker,29,3,3,0,0
1205,2,Banker,4,814,814,0,0
1205,2,Banker,41,60,60,0,0
1205,2,Banker,43,1,1,0,0
1205,2,Banker,8,1178,1178,0,0
1205,2,BankerDragonBonus,1,30,30,0,0
1205,2,BankerDragonBonus,13,51,51,0,0
1205,2,BankerDragonBonus,14,9,9,0,0
1205,2,BankerDragonBonus,16,1,1,0,0
1205,2,BankerDragonBonus,19,3,3,0,0
1205,2,BankerDragonBonus,24,24,24,0,0
1205,2,BankerDragonBonus,25,1,1,0,0
1205,2,BankerDragonBonus,4,6,6,0,0
1205,2,BankerDragonBonus,8,2,2,0,0
1205,2,BankerNatural,1,8,8,0,0
1205,2,BankerNatural,13,19,19,0,0
1205,2,BankerNatural,24,3,3,0,0
1205,2,BankerNatural,4,2,2,0,0
1205,2,Big,1,62,62,0,0
1205,2,Big,13,35,35,0,0
1205,2,Big,24,19,19,0,0
1205,2,Big,8,10,10,0,0
1205,2,Lucky7,1,174,174,0,0
1205,2,Lucky7,13,1826,1826,0,0
1205,2,Lucky7,14,40,40,0,0
1205,2,Lucky7,16,97,97,0,0
1205,2,Lucky7,17,7,7,0,0
1205,2,Lucky7,18,12,12,0,0
1205,2,Lucky7,19,5,5,0,0
1205,2,Lucky7,20,1,1,0,0
1205,2,Lucky7,23,1,1,0,0
1205,2,Lucky7,24,968,968,0,0
1205,2,Lucky7,25,16,16,0,0
1205,2,Lucky7,27,52,52,0,0
1205,2,Lucky7,28,5,5,0,0
1205,2,Lucky7,4,153,153,0,0
1205,2,Lucky7,8,43,43,0,0
1205,2,PPair,1,172,172,0,0
1205,2,PPair,13,2329,2329,0,0
1205,2,PPair,14,34,34,0,0
1205,2,PPair,16,78,78,0,0
1205,2,PPair,17,1,1,0,0
1205,2,PPair,18,10,10,0,0
1205,2,PPair,19,61,61,0,0
1205,2,PPair,20,1,1,0,0
1205,2,PPair,23,2,2,0,0
1205,2,PPair,24,1482,1482,0,0
