源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天,sn,time,member,money,op_code,op_lv,op_aid,memo,site,subtotal,来源库,来源表,ODS表名,同步时间
4128122191,2026-03-24,4128122191,2026-03-24T00:06:48Z,147104369,716,501,7,147104369,108_114585947_10,0,1751.95,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122201,2026-03-24,4128122201,2026-03-24T00:06:49Z,43043317,-40,502,7,43043317,101_114585945_19,0,60.37,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122215,2026-03-24,4128122215,2026-03-24T00:06:50Z,116730405,-35,122,5,12652,WM81c72c7ba50c480ca007778e06e8,0,0.8,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122222,2026-03-24,4128122222,2026-03-24T00:06:50Z,146435793,-600,502,7,146435793,101_114585939_25,0,4846,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122229,2026-03-24,4128122229,2026-03-24T00:06:50Z,146617820,390,501,7,146617820,101_123280_6,0,639.27,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122236,2026-03-24,4128122236,2026-03-24T00:06:51Z,146236637,-5,502,7,146236637,101_114585935_30,0,170.96,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122243,2026-03-24,4128122243,2026-03-24T00:06:51Z,146236637,-5,502,7,146236637,101_114585935_30,0,165.96,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122248,2026-03-24,4128122248,2026-03-24T00:06:51Z,120393013,-160,502,7,120393013,101_114585945_19,0,2447.09,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122257,2026-03-24,4128122257,2026-03-24T00:06:51Z,119829213,-10,502,7,119829213,101_114585935_30,0,365.58,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122260,2026-03-24,4128122260,2026-03-24T00:06:51Z,147336162,-500,502,7,147336162,101_114585935_30,0,32900.26,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122274,2026-03-24,4128122274,2026-03-24T00:06:52Z,121760403,-40,502,7,121760403,101_114585940_32,0,2668.69,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122281,2026-03-24,4128122281,2026-03-24T00:06:53Z,137379691,-50,502,7,137379691,101_114585939_25,0,166,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122295,2026-03-24,4128122295,2026-03-24T00:06:53Z,98546589,400,501,7,98546589,104_114585950_8,0,6356.47,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122304,2026-03-24,4128122304,2026-03-24T00:06:54Z,146732420,-520,502,7,146732420,101_114585940_32,0,874.85,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122310,2026-03-24,4128122310,2026-03-24T00:06:54Z,139424363,-70,502,7,139424363,107_114585955_4,0,0.865,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122327,2026-03-24,4128122327,2026-03-24T00:06:55Z,135918622,-4,502,7,135918622,107_114585955_4,0,51.2,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122333,2026-03-24,4128122333,2026-03-24T00:06:55Z,136007192,-10,502,7,136007192,101_114585935_30,0,1120.64,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122338,2026-03-24,4128122338,2026-03-24T00:06:55Z,122621433,1000,501,7,122621433,101_114585952_8,0,2000.5,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122346,2026-03-24,4128122346,2026-03-24T00:06:55Z,147336162,-100,502,7,147336162,101_114585935_30,0,31100.26,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122352,2026-03-24,4128122352,2026-03-24T00:06:56Z,139614476,-100,502,7,139614476,101_114585939_25,0,519.85,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122359,2026-03-24,4128122359,2026-03-24T00:06:56Z,94283855,-60,502,7,94283855,107_114585955_4,0,473.42,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122365,2026-03-24,4128122365,2026-03-24T00:06:57Z,122551481,-20,502,7,122551481,108_114585958_5,0,1160.32,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122371,2026-03-24,4128122371,2026-03-24T00:06:57Z,123076168,-695,502,7,123076168,101_114585945_19,0,3294.59,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122384,2026-03-24,4128122384,2026-03-24T00:06:58Z,128263269,-600,502,7,128263269,101_114585945_19,0,1406.22,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122390,2026-03-24,4128122390,2026-03-24T00:06:58Z,146931615,-100,502,7,146931615,101_114585927_45,0,200.66,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122402,2026-03-24,4128122402,2026-03-24T00:06:59Z,147676238,-100,502,7,147676238,108_114585953_7,0,1378.45,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122409,2026-03-24,4128122409,2026-03-24T00:06:59Z,147694105,-10,502,7,147694105,102_114585931_45,0,120.52,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122416,2026-03-24,4128122416,2026-03-24T00:07:00Z,136677822,-20,502,7,136677822,101_114585927_45,0,525.85,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122421,2026-03-24,4128122421,2026-03-24T00:07:00Z,119675833,20,501,7,119675833,101_114585924_31,0,30.86,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122435,2026-03-24,4128122435,2026-03-24T00:07:00Z,6255961,-800,502,7,6255961,101_123280_7,0,13000.3,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122440,2026-03-24,4128122440,2026-03-24T00:07:00Z,145429939,-0.36,122,5,46716,326039195145672,0,0,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122454,2026-03-24,4128122454,2026-03-24T00:07:01Z,137628590,-20,502,7,137628590,108_114585953_7,0,5158.82,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122463,2026-03-24,4128122463,2026-03-24T00:07:01Z,143867373,-200,502,7,143867373,101_123280_7,0,3416.82,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122468,2026-03-24,4128122468,2026-03-24T00:07:01Z,78795292,-30,502,7,78795292,101_114585927_45,0,4288.76,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122477,2026-03-24,4128122477,2026-03-24T00:07:02Z,142008133,1,121,5,30105,"",0,1021,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122482,2026-03-24,4128122482,2026-03-24T00:07:02Z,15807092,-20,502,7,15807092,108_114585953_7,0,1020.26,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122489,2026-03-24,4128122489,2026-03-24T00:07:03Z,137817839,-50,502,7,137817839,101_114585935_30,0,1925.85,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122496,2026-03-24,4128122496,2026-03-24T00:07:03Z,15807092,-20,502,7,15807092,108_114585953_7,0,1000.26,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122507,2026-03-24,4128122507,2026-03-24T00:07:03Z,141290096,-975,502,7,141290096,101_123280_7,0,0.91,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122513,2026-03-24,4128122513,2026-03-24T00:07:03Z,122195051,-50,502,7,122195051,108_114585953_7,0,1008.44,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122518,2026-03-24,4128122518,2026-03-24T00:07:04Z,147536159,-30,502,7,147536159,101_114585935_30,0,203.57,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122524,2026-03-24,4128122524,2026-03-24T00:07:04Z,141290096,1000,501,7,141290096,101_114585944_17,0,1000.91,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122530,2026-03-24,4128122530,2026-03-24T00:07:04Z,122058085,-250,502,7,122058085,101_114585942_27,0,6850.66,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122545,2026-03-24,4128122545,2026-03-24T00:07:05Z,107455254,-100,502,7,107455254,108_114585958_5,0,878.88,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122551,2026-03-24,4128122551,2026-03-24T00:07:05Z,142908293,-50,502,7,142908293,101_123274_57,0,138.13,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122566,2026-03-24,4128122566,2026-03-24T00:07:06Z,97944379,-10,502,7,97944379,101_114585939_25,0,507.2,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122572,2026-03-24,4128122572,2026-03-24T00:07:06Z,147127220,-50,502,7,147127220,101_123274_57,0,299.76,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122579,2026-03-24,4128122579,2026-03-24T00:07:07Z,141715514,-101,502,7,141715514,101_114585934_30,0,483.52,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122587,2026-03-24,4128122587,2026-03-24T00:07:07Z,16206137,-29,502,7,16206137,108_114585953_7,0,1970.2,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122593,2026-03-24,4128122593,2026-03-24T00:07:08Z,93692830,-1,502,7,93692830,101_114585927_45,0,87.15,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122598,2026-03-24,4128122598,2026-03-24T00:07:08Z,142987638,-100,502,7,142987638,101_114585939_25,0,11528.45,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122603,2026-03-24,4128122603,2026-03-24T00:07:08Z,141415808,-100,502,7,141415808,101_114585942_27,0,4611.5,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122608,2026-03-24,4128122608,2026-03-24T00:07:09Z,143867373,-300,502,7,143867373,104_114585950_9,0,3116.82,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122617,2026-03-24,4128122617,2026-03-24T00:07:10Z,122195051,-50,502,7,122195051,104_114585950_9,0,958.44,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122620,2026-03-24,4128122620,2026-03-24T00:07:10Z,147694165,-0.83,122,5,33086,B260324000710261Dgb8W,0,0,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122634,2026-03-24,4128122634,2026-03-24T00:07:11Z,141415808,-10,502,7,141415808,101_114585942_27,0,4601.5,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122641,2026-03-24,4128122641,2026-03-24T00:07:11Z,123019788,-300,502,7,123019788,108_114585953_7,0,6002.44,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122655,2026-03-24,4128122655,2026-03-24T00:07:12Z,93873456,39,501,7,93873456,101_114585937_35,0,183.5,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122662,2026-03-24,4128122662,2026-03-24T00:07:12Z,137058259,-100,502,7,137058259,108_114585953_7,0,604.59,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122669,2026-03-24,4128122669,2026-03-24T00:07:13Z,115863281,0.32,121,5,43159,639098644329937150k56k3595428_wmu,0,0.32,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122676,2026-03-24,4128122676,2026-03-24T00:07:13Z,113593773,-1000,502,7,113593773,101_114585924_32,0,23368.29,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122683,2026-03-24,4128122683,2026-03-24T00:07:14Z,123019788,-2,502,7,123019788,108_114585953_7,0,6000.44,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122688,2026-03-24,4128122688,2026-03-24T00:07:14Z,120393013,-160,502,7,120393013,101_114585938_24,0,2407.09,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122697,2026-03-24,4128122697,2026-03-24T00:07:15Z,119675833,-10,502,7,119675833,101_114585924_32,0,20.86,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122706,2026-03-24,4128122706,2026-03-24T00:07:16Z,146524082,-2400.26,122,5,43049,639098644359933236u53a5405400,0,0,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122712,2026-03-24,4128122712,2026-03-24T00:07:16Z,123945446,-50,502,7,123945446,101_123280_7,0,147.88,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122719,2026-03-24,4128122719,2026-03-24T00:07:16Z,141184475,-800,502,7,141184475,101_123283_1,0,3069.13,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122725,2026-03-24,4128122725,2026-03-24T00:07:17Z,146694401,-260,502,7,146694401,108_114585953_7,0,1428.27,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122731,2026-03-24,4128122731,2026-03-24T00:07:17Z,121125993,-2000,502,7,121125993,101_114585938_24,0,181200.9,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122744,2026-03-24,4128122744,2026-03-24T00:07:17Z,31527829,117,501,7,31527829,101_114585939_25,0,471,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122750,2026-03-24,4128122750,2026-03-24T00:07:17Z,147502613,100,501,7,147502613,101_114585939_25,0,6120.37,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122767,2026-03-24,4128122767,2026-03-24T00:07:17Z,146968881,19.5,501,7,146968881,101_114585935_30,0,925,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122773,2026-03-24,4128122773,2026-03-24T00:07:17Z,122051505,585,501,7,122051505,101_114585935_30,0,8629,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122778,2026-03-24,4128122778,2026-03-24T00:07:17Z,122278476,-300,502,7,122278476,108_114585947_11,0,8.78,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122786,2026-03-24,4128122786,2026-03-24T00:07:18Z,123076168,1390,501,7,123076168,101_114585945_19,0,4684.59,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122792,2026-03-24,4128122792,2026-03-24T00:07:18Z,143867373,400,501,7,143867373,101_114585945_19,0,3416.82,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122799,2026-03-24,4128122799,2026-03-24T00:07:18Z,96867850,-44,502,7,96867850,104_114585950_9,0,72.1,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122800,2026-03-24,4128122800,2026-03-24T00:07:18Z,142010074,-60,502,7,142010074,101_114585934_30,0,250.2,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122814,2026-03-24,4128122814,2026-03-24T00:07:18Z,107455254,490,501,7,107455254,108_114585958_5,0,1368.88,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122823,2026-03-24,4128122823,2026-03-24T00:07:18Z,120549731,588,501,7,120549731,108_114585958_5,0,3323.99,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122828,2026-03-24,4128122828,2026-03-24T00:07:18Z,142392025,39.2,501,7,142392025,108_114585958_5,0,39.32,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122837,2026-03-24,4128122837,2026-03-24T00:07:19Z,147218945,-300,502,7,147218945,108_114585953_7,0,60052.58,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122842,2026-03-24,4128122842,2026-03-24T00:07:19Z,147169406,-50,502,7,147169406,108_114585947_11,0,3789.01,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122849,2026-03-24,4128122849,2026-03-24T00:07:20Z,123178731,-300,502,7,123178731,108_114585947_11,0,3065.85,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122856,2026-03-24,4128122856,2026-03-24T00:07:20Z,145344787,-50,502,7,145344787,101_123275_55,0,270.87,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122861,2026-03-24,4128122861,2026-03-24T00:07:20Z,54686956,-390,122,5,34387,21774282040444205,0,0.25,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122875,2026-03-24,4128122875,2026-03-24T00:07:22Z,90235592,-160,502,7,90235592,108_114585947_11,0,2245.3,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122880,2026-03-24,4128122880,2026-03-24T00:07:22Z,142327375,-10,502,7,142327375,101_114585937_36,0,53737.09,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122894,2026-03-24,4128122894,2026-03-24T00:07:23Z,142016301,-10,502,7,142016301,108_114585947_11,0,664.4,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122905,2026-03-24,4128122905,2026-03-24T00:07:23Z,128172096,-100,502,7,128172096,101_114585934_30,0,0.13,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122911,2026-03-24,4128122911,2026-03-24T00:07:23Z,122058085,650,501,7,122058085,101_114585942_27,0,7200.66,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122926,2026-03-24,4128122926,2026-03-24T00:07:24Z,147606335,-200,502,7,147606335,101_114585944_18,0,1366.7,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122932,2026-03-24,4128122932,2026-03-24T00:07:25Z,120943535,-700,502,7,120943535,108_114585947_11,0,1009.16,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122939,2026-03-24,4128122939,2026-03-24T00:07:25Z,99454128,-50,502,7,99454128,101_114585924_32,0,200.48,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122947,2026-03-24,4128122947,2026-03-24T00:07:25Z,132458015,-300,502,7,132458015,101_114585932_36,0,203.6,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122953,2026-03-24,4128122953,2026-03-24T00:07:26Z,95812043,-1.74,122,5,43159,639098644462561573k52k1539807,0,0,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122958,2026-03-24,4128122958,2026-03-24T00:07:26Z,135984300,-4500,502,7,135984300,101_114585952_9,0,24425.45,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122964,2026-03-24,4128122964,2026-03-24T00:07:26Z,144759247,-500,502,7,144759247,108_114585947_11,0,502.9,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122970,2026-03-24,4128122970,2026-03-24T00:07:27Z,8841165,-50,502,7,8841165,108_114585947_11,0,694.03,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122985,2026-03-24,4128122985,2026-03-24T00:07:27Z,142075729,-200,502,7,142075729,101_114585952_9,0,201.05,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128122991,2026-03-24,4128122991,2026-03-24T00:07:28Z,83960817,-1350,502,7,83960817,101_114585924_32,0,11000.12,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123006,2026-03-24,4128123006,2026-03-24T00:07:29Z,85350818,-10,502,7,85350818,101_114585924_32,0,108.88,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123012,2026-03-24,4128123012,2026-03-24T00:07:29Z,147668937,-10,502,7,147668937,101_114585935_31,0,29.7519,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123019,2026-03-24,4128123019,2026-03-24T00:07:30Z,138113459,26.37,121,5,43049,639098644501803229i56w7050789,0,26.37,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123025,2026-03-24,4128123025,2026-03-24T00:07:30Z,123019788,-400,502,7,123019788,108_114585947_11,0,5600.44,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123031,2026-03-24,4128123031,2026-03-24T00:07:30Z,147519504,-5,502,7,147519504,108_114585947_11,0,555.62,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123044,2026-03-24,4128123044,2026-03-24T00:07:31Z,147678959,-30,502,7,147678959,101_114585943_16,0,308.1,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123050,2026-03-24,4128123050,2026-03-24T00:07:31Z,147582716,-52,502,7,147582716,101_114585940_33,0,0.11,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123067,2026-03-24,4128123067,2026-03-24T00:07:32Z,75277768,-200,502,7,75277768,108_114585947_11,0,272.48,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123073,2026-03-24,4128123073,2026-03-24T00:07:32Z,129863835,-70,502,7,129863835,101_114585943_16,0,634.83,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123078,2026-03-24,4128123078,2026-03-24T00:07:33Z,147694176,-5212,122,5,50555,117800975602835134,0,0,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123086,2026-03-24,4128123086,2026-03-24T00:07:33Z,147680764,-30,502,7,147680764,101_123278_36,0,308.08,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123092,2026-03-24,4128123092,2026-03-24T00:07:33Z,76255375,-40,502,7,76255375,101_114585943_16,0,130.21,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123099,2026-03-24,4128123099,2026-03-24T00:07:34Z,103283280,-1,502,7,103283280,101_114585924_32,0,518.45,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123103,2026-03-24,4128123103,2026-03-24T00:07:34Z,54048407,-600,502,7,54048407,101_114585924_32,0,4700.81,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123108,2026-03-24,4128123108,2026-03-24T00:07:34Z,119158485,-30,502,7,119158485,101_114585937_36,0,445.66,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123117,2026-03-24,4128123117,2026-03-24T00:07:34Z,90235592,58.8,501,7,90235592,108_114585953_7,0,2304.1,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123120,2026-03-24,4128123120,2026-03-24T00:07:34Z,94725726,588,501,7,94725726,108_114585953_7,0,2832.12,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123134,2026-03-24,4128123134,2026-03-24T00:07:34Z,141403928,72,501,7,141403928,108_114585953_7,0,168.15,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123141,2026-03-24,4128123141,2026-03-24T00:07:34Z,146085016,660,501,7,146085016,108_114585953_7,0,977.2,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123155,2026-03-24,4128123155,2026-03-24T00:07:35Z,147693560,-488,122,5,43159,639098644557244267k52k7757162_wmu,0,0,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123162,2026-03-24,4128123162,2026-03-24T00:07:35Z,139293855,-400,502,7,139293855,101_114585935_31,0,0,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123169,2026-03-24,4128123169,2026-03-24T00:07:36Z,147694185,0.16,121,5,51646,426036989276063,0,0.16,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123176,2026-03-24,4128123176,2026-03-24T00:07:37Z,78795288,30,501,7,78795288,101_114585927_45,0,4626.51,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123183,2026-03-24,4128123183,2026-03-24T00:07:37Z,127597756,100,501,7,127597756,101_114585927_45,0,3202,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123188,2026-03-24,4128123188,2026-03-24T00:07:37Z,96386293,200,501,7,96386293,101_114585927_45,0,300,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123197,2026-03-24,4128123197,2026-03-24T00:07:37Z,147471985,38,501,7,147471985,101_114585927_45,0,38.68,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123207,2026-03-24,4128123207,2026-03-24T00:07:38Z,97944379,-500,502,7,97944379,101_114585939_26,0,982.2,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123213,2026-03-24,4128123213,2026-03-24T00:07:38Z,136007192,-150,502,7,136007192,101_114585935_31,0,1458.14,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123218,2026-03-24,4128123218,2026-03-24T00:07:39Z,147694105,-50,502,7,147694105,102_114585931_46,0,70.52,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123224,2026-03-24,4128123224,2026-03-24T00:07:39Z,142632836,-50,502,7,142632836,101_114585935_31,0,1874.8,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123230,2026-03-24,4128123230,2026-03-24T00:07:39Z,122058085,-300,502,7,122058085,101_114585942_28,0,6900.66,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123245,2026-03-24,4128123245,2026-03-24T00:07:41Z,113311676,180,501,7,113311676,101_114585941_25,0,5685.49,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123251,2026-03-24,4128123251,2026-03-24T00:07:41Z,97853566,29.5,501,7,97853566,107_114585955_4,0,31.33,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123266,2026-03-24,4128123266,2026-03-24T00:07:41Z,147694028,19.5,501,7,147694028,107_114585955_4,0,292.6,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123272,2026-03-24,4128123272,2026-03-24T00:07:42Z,139779341,-0.05,122,5,43049,639098644620148529z26z2337339,0,0,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123279,2026-03-24,4128123279,2026-03-24T00:07:42Z,127385281,-150,502,7,127385281,101_114585942_28,0,2900.84,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123287,2026-03-24,4128123287,2026-03-24T00:07:43Z,147688339,195,501,7,147688339,101_114585934_30,0,1204,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123293,2026-03-24,4128123293,2026-03-24T00:07:43Z,111422824,-200,502,7,111422824,108_114585958_6,0,4848.46,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123298,2026-03-24,4128123298,2026-03-24T00:07:44Z,135984300,-4500,502,7,135984300,101_114585939_26,0,11925.45,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123302,2026-03-24,4128123302,2026-03-24T00:07:44Z,110216692,-500,502,7,110216692,101_114585935_31,0,4543.89,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
4128123309,2026-03-24,4128123309,2026-03-24T00:07:45Z,147259360,390,501,7,147259360,101_123273_58,0,1086.66,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:28:30Z
