源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天,"",_1,_2,_3,_4,来源库,来源表,ODS表名,同步时间
33415,2021-05-16,33415,128,1,4,2021-05-16T19:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
33422,2021-05-16,33422,101,8,38,2021-05-16T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
33429,2021-05-16,33429,101,101,24,2021-05-16T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
33436,2021-05-16,33436,101,115,109,2021-05-16T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
33443,2021-05-16,33443,101,505,25,2021-05-16T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
33448,2021-05-16,33448,103,1,84,2021-05-16T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
33457,2021-05-16,33457,101,1,110,2021-05-16T21:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
33460,2021-05-16,33460,101,5,50,2021-05-16T21:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
33474,2021-05-16,33474,101,108,20,2021-05-16T21:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
33481,2021-05-16,33481,101,502,1,2021-05-16T21:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
33495,2021-05-16,33495,111,1,12,2021-05-16T21:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
33504,2021-05-16,33504,101,31,51,2021-05-16T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
33510,2021-05-16,33510,101,101,66,2021-05-16T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
33527,2021-05-16,33527,102,3,59,2021-05-16T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
33533,2021-05-16,33533,108,1,104,2021-05-16T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
33538,2021-05-16,33538,101,1,124,2021-05-16T23:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
33546,2021-05-16,33546,101,32,61,2021-05-16T23:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
33552,2021-05-16,33552,101,102,13,2021-05-16T23:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
33559,2021-05-16,33559,101,343,44,2021-05-16T23:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
33565,2021-05-16,33565,102,1,74,2021-05-16T23:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
33571,2021-05-16,33571,108,1,81,2021-05-16T23:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50496,2021-06-05,50496,101,3,34,2021-06-05T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50507,2021-06-05,50507,101,101,11,2021-06-05T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50513,2021-06-05,50513,101,341,1,2021-06-05T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50518,2021-06-05,50518,101,503,13,2021-06-05T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50524,2021-06-05,50524,104,1,92,2021-06-05T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50530,2021-06-05,50530,111,1,13,2021-06-05T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50545,2021-06-05,50545,101,101,14,2021-06-05T01:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50551,2021-06-05,50551,101,501,30,2021-06-05T01:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50566,2021-06-05,50566,128,1,1,2021-06-05T01:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50572,2021-06-05,50572,101,7,9,2021-06-05T02:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50579,2021-06-05,50579,101,37,28,2021-06-05T02:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50587,2021-06-05,50587,101,502,20,2021-06-05T02:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50593,2021-06-05,50593,103,1,35,2021-06-05T02:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50598,2021-06-05,50598,108,2,30,2021-06-05T02:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50603,2021-06-05,50603,101,2,24,2021-06-05T03:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50608,2021-06-05,50608,101,8,16,2021-06-05T03:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50617,2021-06-05,50617,101,103,28,2021-06-05T03:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50620,2021-06-05,50620,101,108,8,2021-06-05T03:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50634,2021-06-05,50634,110,1,9,2021-06-05T03:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50641,2021-06-05,50641,101,6,15,2021-06-05T04:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50655,2021-06-05,50655,101,501,20,2021-06-05T04:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50662,2021-06-05,50662,103,1,22,2021-06-05T04:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50669,2021-06-05,50669,111,1,2,2021-06-05T04:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50676,2021-06-05,50676,101,7,23,2021-06-05T05:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50683,2021-06-05,50683,101,101,7,2021-06-05T05:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50688,2021-06-05,50688,101,501,14,2021-06-05T05:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50697,2021-06-05,50697,105,31,1,2021-06-05T05:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50706,2021-06-05,50706,101,5,3,2021-06-05T06:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50712,2021-06-05,50712,101,33,53,2021-06-05T06:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50719,2021-06-05,50719,101,108,17,2021-06-05T06:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50725,2021-06-05,50725,102,1,18,2021-06-05T06:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50731,2021-06-05,50731,108,1,32,2021-06-05T06:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50744,2021-06-05,50744,101,33,16,2021-06-05T07:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50750,2021-06-05,50750,101,103,13,2021-06-05T07:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50767,2021-06-05,50767,110,1,12,2021-06-05T07:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50773,2021-06-05,50773,101,5,43,2021-06-05T08:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50778,2021-06-05,50778,101,32,18,2021-06-05T08:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50786,2021-06-05,50786,101,105,4,2021-06-05T08:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50792,2021-06-05,50792,101,505,2,2021-06-05T08:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50799,2021-06-05,50799,107,1,29,2021-06-05T08:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50800,2021-06-05,50800,108,1,66,2021-06-05T08:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50814,2021-06-05,50814,101,33,38,2021-06-05T09:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50823,2021-06-05,50823,101,108,44,2021-06-05T09:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50828,2021-06-05,50828,101,506,14,2021-06-05T09:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50837,2021-06-05,50837,110,1,26,2021-06-05T09:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50842,2021-06-05,50842,101,3,34,2021-06-05T10:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50849,2021-06-05,50849,101,33,37,2021-06-05T10:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50856,2021-06-05,50856,101,105,38,2021-06-05T10:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50861,2021-06-05,50861,101,503,33,2021-06-05T10:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50875,2021-06-05,50875,101,1,92,2021-06-05T11:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50880,2021-06-05,50880,101,7,51,2021-06-05T11:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50894,2021-06-05,50894,101,501,33,2021-06-05T11:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50905,2021-06-05,50905,108,1,66,2021-06-05T11:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50911,2021-06-05,50911,101,2,94,2021-06-05T12:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50926,2021-06-05,50926,101,105,4,2021-06-05T12:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50932,2021-06-05,50932,101,505,20,2021-06-05T12:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50939,2021-06-05,50939,107,1,43,2021-06-05T12:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50947,2021-06-05,50947,101,3,39,2021-06-05T13:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50953,2021-06-05,50953,101,32,97,2021-06-05T13:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50958,2021-06-05,50958,101,101,48,2021-06-05T13:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50964,2021-06-05,50964,101,501,48,2021-06-05T13:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50970,2021-06-05,50970,102,31,66,2021-06-05T13:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50985,2021-06-05,50985,101,7,48,2021-06-05T14:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
50991,2021-06-05,50991,101,36,21,2021-06-05T14:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51006,2021-06-05,51006,103,1,81,2021-06-05T14:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51012,2021-06-05,51012,110,1,28,2021-06-05T14:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51019,2021-06-05,51019,101,6,95,2021-06-05T15:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51025,2021-06-05,51025,101,35,6,2021-06-05T15:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51031,2021-06-05,51031,101,105,15,2021-06-05T15:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51044,2021-06-05,51044,102,1,52,2021-06-05T15:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51050,2021-06-05,51050,107,1,38,2021-06-05T15:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51067,2021-06-05,51067,101,36,30,2021-06-05T16:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51073,2021-06-05,51073,101,106,23,2021-06-05T16:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51078,2021-06-05,51078,101,342,27,2021-06-05T16:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51086,2021-06-05,51086,102,3,14,2021-06-05T16:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51092,2021-06-05,51092,108,1,162,2021-06-05T16:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51099,2021-06-05,51099,101,3,37,2021-06-05T17:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51103,2021-06-05,51103,101,8,26,2021-06-05T17:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51108,2021-06-05,51108,101,36,5,2021-06-05T17:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51117,2021-06-05,51117,101,115,168,2021-06-05T17:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51120,2021-06-05,51120,101,343,9,2021-06-05T17:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51134,2021-06-05,51134,108,2,96,2021-06-05T17:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51141,2021-06-05,51141,101,5,46,2021-06-05T18:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51155,2021-06-05,51155,101,106,18,2021-06-05T18:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51162,2021-06-05,51162,101,501,39,2021-06-05T18:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51169,2021-06-05,51169,102,31,46,2021-06-05T18:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51176,2021-06-05,51176,110,1,22,2021-06-05T18:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51183,2021-06-05,51183,101,6,26,2021-06-05T19:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51188,2021-06-05,51188,101,33,15,2021-06-05T19:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51197,2021-06-05,51197,101,112,66,2021-06-05T19:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51207,2021-06-05,51207,102,1,42,2021-06-05T19:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51213,2021-06-05,51213,107,1,47,2021-06-05T19:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51218,2021-06-05,51218,128,1,4,2021-06-05T19:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51224,2021-06-05,51224,101,7,59,2021-06-05T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51230,2021-06-05,51230,101,36,34,2021-06-05T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51245,2021-06-05,51245,101,503,11,2021-06-05T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51251,2021-06-05,51251,103,1,105,2021-06-05T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51266,2021-06-05,51266,101,8,43,2021-06-05T21:59:03Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51272,2021-06-05,51272,101,37,50,2021-06-05T21:59:03Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51279,2021-06-05,51279,101,112,26,2021-06-05T21:59:03Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51287,2021-06-05,51287,101,505,34,2021-06-05T21:59:03Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51293,2021-06-05,51293,104,1,124,2021-06-05T21:59:03Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51298,2021-06-05,51298,110,1,38,2021-06-05T21:59:03Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51302,2021-06-05,51302,101,2,85,2021-06-05T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51309,2021-06-05,51309,101,32,23,2021-06-05T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51316,2021-06-05,51316,101,103,32,2021-06-05T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51321,2021-06-05,51321,101,115,111,2021-06-05T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51335,2021-06-05,51335,105,31,11,2021-06-05T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51340,2021-06-05,51340,111,1,11,2021-06-05T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51354,2021-06-05,51354,101,37,46,2021-06-05T23:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51363,2021-06-05,51363,101,343,24,2021-06-05T23:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51368,2021-06-05,51368,101,506,31,2021-06-05T23:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
51377,2021-06-05,51377,110,1,26,2021-06-05T23:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81105,2021-07-11,81105,101,2,62,2021-07-11T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81111,2021-07-11,81111,101,31,25,2021-07-11T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81126,2021-07-11,81126,102,31,61,2021-07-11T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81132,2021-07-11,81132,108,2,94,2021-07-11T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81139,2021-07-11,81139,101,6,38,2021-07-11T01:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81147,2021-07-11,81147,101,37,37,2021-07-11T01:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81153,2021-07-11,81153,101,503,22,2021-07-11T01:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81158,2021-07-11,81158,103,1,53,2021-07-11T01:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81164,2021-07-11,81164,110,1,14,2021-07-11T01:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81170,2021-07-11,81170,101,6,23,2021-07-11T02:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81185,2021-07-11,81185,102,1,31,2021-07-11T02:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81191,2021-07-11,81191,108,1,48,2021-07-11T02:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81201,2021-07-11,81201,101,31,10,2021-07-11T03:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81215,2021-07-11,81215,102,1,23,2021-07-11T03:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81222,2021-07-11,81222,110,1,8,2021-07-11T03:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81229,2021-07-11,81229,101,7,10,2021-07-11T04:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81236,2021-07-11,81236,101,341,10,2021-07-11T04:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81243,2021-07-11,81243,101,506,7,2021-07-11T04:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81248,2021-07-11,81248,105,31,3,2021-07-11T04:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81257,2021-07-11,81257,101,5,2,2021-07-11T05:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81260,2021-07-11,81260,101,8,7,2021-07-11T05:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81274,2021-07-11,81274,101,506,16,2021-07-11T05:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81281,2021-07-11,81281,108,1,17,2021-07-11T05:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81295,2021-07-11,81295,101,35,13,2021-07-11T06:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81304,2021-07-11,81304,101,505,9,2021-07-11T06:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81310,2021-07-11,81310,105,31,1,2021-07-11T06:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81327,2021-07-11,81327,101,36,2,2021-07-11T07:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81333,2021-07-11,81333,101,502,15,2021-07-11T07:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81338,2021-07-11,81338,102,31,44,2021-07-11T07:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81346,2021-07-11,81346,111,1,2,2021-07-11T07:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81352,2021-07-11,81352,101,7,41,2021-07-11T08:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81359,2021-07-11,81359,101,37,26,2021-07-11T08:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81365,2021-07-11,81365,101,503,41,2021-07-11T08:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81371,2021-07-11,81371,104,1,70,2021-07-11T08:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81384,2021-07-11,81384,101,7,50,2021-07-11T09:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81390,2021-07-11,81390,101,36,18,2021-07-11T09:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81402,2021-07-11,81402,103,1,33,2021-07-11T09:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81409,2021-07-11,81409,111,1,7,2021-07-11T09:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
81416,2021-07-11,81416,101,7,26,2021-07-11T10:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
