dealer_id,Estimate,Est.Error,Q2.5,Q97.5,n_obs,mean_roi,total_turnover,Q0.25,Q99.75,Q0.05,Q99.95,显著_p005,显著_p001
2257,0.0472605142301524,0.0357036725703773,-0.0220425373962835,0.117061515838284,38,0.548948540921053,112399487,-0.0503675829956432,0.147392970262351,-0.062726328600276,0.163398102009747,FALSE,FALSE
2214,0.0500723378061024,0.0365856496971941,-0.019858322204542,0.122657106815789,42,0.549843913393095,11067432,-0.045782615026958,0.158041515416932,-0.0717185695190988,0.178109958917084,FALSE,FALSE
2090,0.0503195292400972,0.0428651709385469,-0.0298112678150527,0.137261253470584,16,0.627741173053125,6959937,-0.0643741744131272,0.172369359831524,-0.0765100906566616,0.221434196566868,FALSE,FALSE
2262,0.0529228123091048,0.0285705993746873,-0.00519777035276909,0.109632114192977,88,0.530194349177614,34651411,-0.0237567322365548,0.13274597328843,-0.0342551311527597,0.147513804930066,FALSE,FALSE
1257,0.0539891472302584,0.0322169168739523,-0.00571131262400615,0.117256870180627,58,0.543979290893793,56285812,-0.0338885987435501,0.144921441185422,-0.0465756583818874,0.162680623036726,FALSE,FALSE
2065,0.057458673398596,0.028425481071401,0.00135514524905504,0.112442253469909,88,0.536647155373977,57327799,-0.0229209935010022,0.131722803576538,-0.0312175937608493,0.14742488208343,FALSE,FALSE
1993,0.0581308414403835,0.0348619812412317,-0.0105980942113789,0.128117997401276,40,0.568700170398,7825072,-0.0424251511754362,0.160103862082921,-0.0514380872555308,0.18791678838517,FALSE,FALSE
1087,0.0584877789603228,0.0341422211100732,-0.00627177397231682,0.12540163469885,47,0.560546386795107,9030696,-0.026345618989992,0.15447281612148,-0.0371230152580884,0.166799898761909,FALSE,FALSE
1129,0.0601194512306059,0.0358681182238008,-0.0105145648444675,0.13280918062016,41,0.571710656487317,12740353,-0.0345845088850896,0.164428901078464,-0.0429099252412004,0.17087474203885,FALSE,FALSE
2274,0.0627464633037754,0.032943689181802,-0.00191699110520478,0.128315950971994,57,0.559437718664386,86175681,-0.026029556491151,0.150236064177034,-0.0467833721353994,0.166426964062497,FALSE,FALSE
796,0.0633172577421236,0.0404180508836902,-0.0150634326866627,0.143901057668232,25,0.6173471594064,22511578,-0.0466032235586847,0.175711157578618,-0.056339058191947,0.196142952882651,FALSE,FALSE
1222,0.0687833768348293,0.0356389513229454,-0.0039903360451965,0.140040098202916,38,0.59423354823,19886354,-0.031465999771273,0.166237744380965,-0.0438955791588251,0.179541396976865,FALSE,FALSE
2072,0.0689256569435304,0.0342642322918823,0.00130629888398698,0.137788281504918,44,0.5835426608625,13012774,-0.0248545211313181,0.163250672743722,-0.0362408483903524,0.17882507052746,FALSE,FALSE
1300,0.0693151170981682,0.0417208772386063,-0.0117605684261861,0.153019779217613,22,0.649706765545455,11356526,-0.0417379479197566,0.184601386121048,-0.0588931513589727,0.195708629521015,FALSE,FALSE
1996,0.0703962296977027,0.0404507085000167,-0.00752191303634545,0.152185702393871,23,0.64626466516913,12255454,-0.0337606729483636,0.185059202349496,-0.0642875814831428,0.21314711441261,FALSE,FALSE
