IP,承载会员数,订单数,活跃天数,投注金额,游戏盈利,净盈利,订单占全量比,投注额占全量比,入选门槛_承载会员数P999
103.199.32.49,66,1534,52,132644.33960556457,-25732.859297812967,-25672.97988351494,1.183096518517917e-05,9.541030084691507e-06,44
103.199.33.95,66,1443,53,49178.278331299014,-2461.160568325445,-2461.160568325445,1.1129128267414303e-05,3.537364914835555e-06,44
49.48.233.243,66,1442,61,46129.66099886799,4595.879878782457,4618.223117307525,1.1121415773812491e-05,3.3180796458830295e-06,44
103.199.33.211,66,1407,51,69522.56950944461,-655.2408213102503,-655.2408213102503,1.0851478497749082e-05,5.000717929066011e-06,44
49.48.233.95,66,1405,66,66063.6838939052,11825.346251555495,11959.567404548732,1.0836053510545457e-05,4.751922301483997e-06,44
103.199.33.227,66,1398,50,98357.25215127578,-10396.526604798768,-10396.526604798768,1.0782066055332776e-05,7.07477985576659e-06,44
103.199.33.206,66,1372,48,109656.01621734502,-9229.726386171986,-9229.726386171986,1.0581541221685672e-05,7.88749337369552e-06,44
103.199.32.132,66,1325,57,65095.298776780844,2848.4041352534023,2848.4041352534023,1.021905402240052e-05,4.682266924077576e-06,44
103.199.56.103,66,1293,51,50118.352898210054,707.5077362149664,707.5077362149664,9.972254227142546e-06,3.6049839308555593e-06,44
103.199.33.21,66,1258,51,105622.80384789612,16860.581962553482,16860.581962553482,9.702316951079136e-06,7.5973867572406425e-06,44
103.199.32.77,66,1258,53,80945.0319550583,-4549.665956652447,-4549.665956652447,9.702316951079136e-06,5.822328999383309e-06,44
49.48.233.39,66,1226,59,42631.790539180045,1565.215079744517,1566.1899313616145,9.455517155821161e-06,3.066479861169439e-06,44
103.199.56.46,66,1189,51,52187.490018398305,1476.2613513998888,1476.2613513998888,9.170154892554127e-06,3.753815758672506e-06,44
103.199.32.168,66,1173,51,64521.371898835794,-13009.739890344728,-13009.739890344728,9.04675499492514e-06,4.640984698049915e-06,44
103.199.33.58,66,1161,52,67750.4254631248,3119.4262087091374,3119.4262087091374,8.9542050717034e-06,4.873248640058861e-06,44
103.199.33.69,66,1155,48,35104.09362511561,3062.901706030279,3062.9017060302785,8.90793011009253e-06,2.5250170068998912e-06,44
49.48.233.15,66,1152,61,44011.631425528496,6362.098093857898,6413.905092939675,8.884792629287095e-06,3.1657310123899594e-06,44
103.199.32.57,66,1083,53,98931.94929306656,5953.318493557222,5953.318493557222,8.352630570762087e-06,7.116117486424008e-06,44
103.199.33.228,66,751,49,36487.286851915655,3710.10367904233,3733.531758284363,5.792082694960597e-06,2.624509290016412e-06,44
103.175.241.32,65,2985,15,112901.80763390505,-1047.9780606479294,-1047.9780606479294,2.3021793401407966e-05,8.120961259668796e-06,44
49.48.233.150,65,2835,71,54239.39382443136,4835.346201911933,4846.173460747346,2.186491936113621e-05,3.901408004240392e-06,44
49.48.233.83,65,2334,59,455708.4677843867,58135.10077358328,58135.38688442327,1.800096006662854e-05,3.277884464507601e-05,44
49.48.233.185,65,2267,58,87019.09003089825,-3811.3431239232823,-3520.3438686710565,1.7484222995307157e-05,6.2592324587399815e-06,44
49.48.233.217,65,2259,67,30451.600339166198,-1458.2059256277623,-1395.0125756123684,1.7422523046492664e-05,2.190365874842038e-06,44
49.48.233.61,65,2029,52,94833.1788848634,-3186.6034740984855,-3154.5540249187657,1.5648649518075968e-05,6.821295318428013e-06,44
103.199.32.96,65,1964,45,89277.50945250409,-1686.6903202613514,-1686.6903202613514,1.5147337433958207e-05,6.421679252244081e-06,44
103.199.32.187,65,1955,53,92325.62288606225,-1760.8255654268678,-1760.8255654268678,1.5077924991541902e-05,6.640928276044195e-06,44
49.48.233.120,65,1765,65,42045.82491993806,-1324.6458185317365,-1304.7732447318167,1.3612551207197676e-05,3.024331695492657e-06,44
103.199.32.243,65,1748,46,47124.60349746676,2883.1212080986106,2885.3084419643865,1.3481438815966875e-05,3.389645280269668e-06,44
49.48.233.21,65,1736,66,43959.74113672375,-385.5950577276099,-382.1364179061739,1.3388888892745136e-05,3.1619985741414703e-06,44
103.199.32.95,65,1702,54,141197.1770506616,-17696.99433231659,-17696.99433231659,1.3126664110283538e-05,1.0156230700230802e-05,44
103.199.33.188,65,1690,49,108887.04901283186,3951.860654687546,3951.860654687546,1.3034114187061796e-05,7.832182010585583e-06,44
103.199.57.57,65,1643,44,187214.85514453787,31112.14493663175,31112.14493663175,1.2671626987776647e-05,1.346625548098597e-05,44
103.199.33.168,65,1569,54,87704.30647450512,-13278.890210000289,-13278.890210000289,1.210090246124258e-05,6.308519678401364e-06,44
103.199.32.63,65,1546,54,290723.4818236121,9012.307023146497,9012.307023146497,1.192351510840091e-05,2.0911570705946535e-05,44
49.48.233.222,65,1520,64,35345.12906506218,1417.3327045608908,1418.659534241689,1.1722990274753805e-05,2.542354545696086e-06,44
104.28.254.74,65,1514,64,136650.99475950637,-5059.997755778819,-5059.997755778819,1.1676715313142935e-05,9.829226456104096e-06,44
49.48.233.119,65,1446,52,73969.92508110037,6272.433733005179,6275.655847627946,1.1152265748219738e-05,5.320613624824053e-06,44
103.199.32.229,65,1343,51,93178.0113834928,9628.272713054394,9628.650824597302,1.0357878907233132e-05,6.702240084162155e-06,44
103.199.32.192,65,1333,47,74814.81695518733,-431.3871824938886,-431.3871824938886,1.0280753971215014e-05,5.381386205191566e-06,44
49.48.233.166,65,1330,65,65398.53924609197,6941.78436272157,6944.719388047184,1.025761649040958e-05,4.704078834402561e-06,44
103.199.32.67,65,1269,49,83382.0701884015,1440.2005550616914,1440.2005550616914,9.787154380699066e-06,5.99762373997317e-06,44
103.199.32.114,65,1232,52,78777.7591256729,-7426.181081302802,-7426.181081302802,9.501792117432032e-06,5.6664383271662415e-06,44
49.48.233.64,65,1231,59,44163.322467465936,-1923.0236959933115,-1907.7622692152268,9.49407962383022e-06,3.1766420606789934e-06,44
103.199.32.131,65,1217,50,55675.93228438251,-1151.0322718680698,-1151.0322718680695,9.386104713404856e-06,4.004737378904754e-06,44
103.199.32.224,65,1133,52,55007.81122560561,-5058.990492556182,-5058.530612615174,8.738255250852672e-06,3.9566798203164115e-06,44
103.199.56.23,65,1080,55,61811.85309831454,-638.0041872170926,-638.0041872170926,8.329493089956652e-06,4.446090588978366e-06,44
103.199.32.103,65,1012,52,138423.40467436434,-9444.330990159506,-9444.330990159506,7.805043525033455e-06,9.956714868880333e-06,44
103.199.33.99,65,927,48,33096.40642311555,1593.0361642542234,1593.0361642542234,7.149481568879459e-06,2.3806052359046585e-06,44
103.199.32.251,65,925,50,24120.108535904623,1730.4981448045717,1730.4981448045717,7.134056581675836e-06,1.7349453574228221e-06,44
103.199.57.22,65,833,48,49683.35401919828,-768.667436188726,-768.667436188726,6.424507170309158e-06,3.573694714867904e-06,44
103.199.32.250,65,767,50,50187.22199349517,-1592.009407120551,-1592.009407120551,5.915482592589585e-06,3.609937644764307e-06,44
14.189.53.100,65,197,1,3354.662032282698,20.420254364483803,20.420254364483746,1.5193612395569078e-06,2.412988859468742e-07,44
14.249.160.148,65,165,1,10843.98385064418,616.0542083472621,616.0542083472621,1.2725614442989328e-06,7.800014419353677e-07,44
103.199.33.73,64,2702,51,162025.25826838144,-4540.927849636964,-4540.927849636964,2.083915771209525e-05,1.1654382450208127e-05,44
103.199.32.240,64,2239,46,203045.51567094924,10572.051437131477,10572.051437131477,1.726827317445643e-05,1.460494567155248e-05,44
49.48.233.56,64,2227,60,38601.91416706859,-6512.359739226674,-6450.495773610172,1.7175723251234687e-05,2.776613201059882e-06,44
49.48.233.135,64,2115,66,80457.21862049846,-6100.255592586355,-6084.045418748944,1.6311923967831777e-05,5.7872408703716294e-06,44
49.48.233.49,64,1970,55,203288.79281036044,-17443.983381352205,-17442.78194232963,1.5193612395569076e-05,1.4622444454485412e-05,44
49.48.233.107,64,1937,68,131516.87519125818,-21807.372776893306,-21426.457493333328,1.4939100106709291e-05,9.459932226099846e-06,44
49.48.233.232,64,1907,63,121898.0747428819,-40305.868786274084,-40300.31682325878,1.4707725298654938e-05,8.768057512640514e-06,44
103.199.32.121,64,1890,55,128618.31345452835,-25346.522699812,-25346.522699812,1.457661290742414e-05,9.251440368741201e-06,44
49.48.233.18,64,1714,59,53502.75207601221,6967.600337518356,6981.430002780211,1.3219214033505278e-05,3.848421792358252e-06,44
103.199.32.190,64,1702,53,149437.42782615623,674.3549560775498,674.3549560775498,1.3126664110283538e-05,1.074894713870217e-05,44
49.48.233.112,64,1637,55,49145.182169087595,847.1539691191015,874.400971638324,1.2625352026165776e-05,3.534984327165655e-06,44
49.48.233.148,64,1588,59,75110.31429454217,-4282.505987381151,-4149.660520581178,1.2247439839677002e-05,5.402641156689041e-06,44
49.48.233.41,64,1584,58,57551.78794616516,438.43096334482726,438.9273160477629,1.2216589865269755e-05,4.1396665840018426e-06,44
49.48.233.254,64,1578,59,73585.59637588378,6741.424128755642,6743.531695323653,1.2170314903658885e-05,5.292969084922945e-06,44
49.48.233.97,64,1542,64,41936.82974398766,-7747.65626317333,-7744.8526991432,1.1892665133993663e-05,3.0164917359744348e-06,44
103.199.32.36,64,1527,53,120324.71256479538,-22463.486826420794,-22463.486826420794,1.1776977729966487e-05,8.65488648762823e-06,44
49.48.233.76,64,1475,61,116696.07117603344,-382.7994420492032,140.24279245128855,1.1375928062672278e-05,8.393880426158254e-06,44
103.199.33.178,64,1409,49,137569.00084740506,9310.561547167361,9315.85203591962,1.0866903484952706e-05,9.895258099283268e-06,44
103.199.32.238,64,1379,54,65832.27257337794,1055.8496011412424,1055.8496011412424,1.0635528676898353e-05,4.7352770199917426e-06,44
103.199.32.116,64,1352,47,105588.44162297189,-3260.906743410963,-3260.906743410963,1.0427291349649437e-05,7.594915102417271e-06,44
103.199.33.243,64,1326,49,113383.34410860654,1781.5560374714623,1781.5560374714623,1.0226766516002333e-05,8.155597897807033e-06,44
103.199.33.45,64,1304,48,71782.62130888915,-2958.604230477412,-2958.604230477412,1.0057091656762475e-05,5.163282138557216e-06,44
103.199.57.87,64,1295,59,78986.27583781857,-1678.5534507226148,-1678.5534507226143,9.98767921434617e-06,5.6814368128133385e-06,44
49.48.233.173,64,1292,56,23495.090508093694,-1492.1909175479216,-1486.1620746663664,9.964541733540735e-06,1.6899881747450589e-06,44
103.199.33.78,64,1232,56,59892.78222918309,-3101.850611959204,-3101.850611959204,9.501792117432032e-06,4.308052939188822e-06,44
103.199.32.93,64,1183,52,100105.3268385095,24283.679394739345,24283.679394739345,9.123879930943258e-06,7.200517849794681e-06,44
103.199.32.130,64,1173,48,131626.19945342897,-2777.2673231589615,-2777.2673231589615,9.04675499492514e-06,9.467795856598213e-06,44
103.199.56.3,64,1078,46,130201.7823305183,8247.2314238196,8247.2314238196,8.314068102753028e-06,9.365338362646694e-06,44
103.199.33.156,64,1041,46,88508.968425256,1176.8979836957253,1176.9547004271592,8.028705839485994e-06,6.36639854381658e-06,44
103.199.33.33,64,996,54,68875.16267228322,-1586.3751583795488,-1586.3751583795488,7.681643627404467e-06,4.95415033237278e-06,44
103.199.33.122,64,976,53,47605.82713901138,-2616.8010267432974,-2616.8010267432974,7.527393755368233e-06,3.4242594165011506e-06,44
103.199.32.94,64,962,49,178987.27372105367,196.3835835439072,196.3835835439072,7.419418844942869e-06,1.2874450341625025e-05,44
103.199.33.224,64,934,51,46329.5605934686,3137.3866625795017,3137.3866625795017,7.203469024092141e-06,3.3324583072844395e-06,44
103.199.32.136,64,795,52,55566.554467881826,-2738.8887486957237,-2738.8887486957237,6.131432413440312e-06,3.996869896274631e-06,44
113.185.108.232,64,380,6,11230.9754470608,-744.6185409444794,-744.6185409444793,2.9307475686884514e-06,8.078375220494028e-07,44
103.199.32.138,63,4328,48,189604.5009609401,-1048.2381010355318,-1048.2381010355318,3.33796723086411e-05,1.3638141312630567e-05,44
49.48.233.60,63,2767,61,43485.50731426486,-736.5365153774635,-716.3355501614702,2.1340469796213012e-05,3.1278872115253705e-06,44
103.199.32.43,63,2427,49,203021.76262481752,-10946.750743697023,-10946.750743697019,1.871822197159703e-05,1.4603237128779983e-05,44
49.48.233.52,63,2398,57,34625.544974606804,622.4826680508246,626.9795747570356,1.849455965714449e-05,2.490595281215477e-06,44
49.48.233.188,63,2392,64,53743.09294993193,-5103.303197979999,-5059.687550675855,1.844828469553362e-05,3.8657093714247086e-06,44
49.48.233.26,63,2232,63,28666.17548986381,-2756.606264465778,-2752.8867320630943,1.7214285719243747e-05,2.061941305412199e-06,44
49.48.233.163,63,2016,68,28452.390234608272,-463.21421749536347,-451.0306560862073,1.5548387101252417e-05,2.046563856528048e-06,44
103.199.32.19,63,1749,57,74109.17275430221,1516.4150181696737,1516.4150181696737,1.3489151309568688e-05,5.3306296288479915e-06,44
49.48.233.141,63,1659,61,43419.974409702634,3288.1987385268258,3346.2477204732795,1.2795026885405633e-05,3.1231734678720437e-06,44
103.199.57.95,63,1654,50,129042.79646547412,3736.4495411477283,3736.4495411477283,1.2756464417396575e-05,9.281973184464189e-06,44
49.48.233.99,63,1525,65,174045.23420666976,-22101.032949844855,-22090.89648140708,1.1761552742762864e-05,1.2518972318011773e-05,44
49.48.233.236,63,1484,62,118069.95238566861,-2038.733992894638,-2020.278471294822,1.1445340505088584e-05,8.492702901304201e-06,44
49.48.233.90,63,1438,61,42351.277540989984,-2266.0375132760346,-2263.3602899326984,1.1090565799405245e-05,3.046302724603816e-06,44
103.199.33.151,63,1402,49,507261.5441857969,-40789.161192953936,-40789.161192953936,1.0812916029740023e-05,3.648702740181402e-05,44
103.199.56.123,63,1350,49,191663.7564729044,25399.25955159646,25399.25955159646,1.0411866362445815e-05,1.378626236212384e-05,44
103.199.32.86,63,1284,52,56726.373435975685,4552.22007907258,4552.22007907258,9.90284178472624e-06,4.080294999074231e-06,44
103.199.33.184,63,1183,51,133457.16012635673,-6043.137233725993,-6043.137233725993,9.123879930943258e-06,9.59949579129756e-06,44
103.199.33.51,63,1107,53,77256.6478008508,10019.710389489908,10019.710389489908,8.537730417205568e-06,5.557025675594008e-06,44
104.28.119.137,63,1103,61,109957.95742635205,1952.6547631480967,1952.6547631480967,8.50688044279832e-06,7.909211828983628e-06,44
103.199.57.182,63,1066,50,81857.08238162403,-484.2747639987574,-484.2747639987574,8.221518179531288e-06,5.887932255311875e-06,44
103.199.33.111,63,1066,50,57490.84372177047,1555.4425726723189,1555.4425726723189,8.221518179531288e-06,4.135282901440137e-06,44
103.199.32.247,63,1017,46,80821.02400943277,-8914.306185771911,-8914.306185771911,7.843605993042514e-06,5.813409180087045e-06,44
103.199.33.237,63,1010,44,27247.663694516643,-1389.7380460655631,-1389.7380460655631,7.789618537829831e-06,1.959908578232567e-06,44
103.199.33.225,63,953,52,143463.9049115876,700.5560005341426,700.5560005341426,7.350006402526563e-06,1.0319275114935674e-05,44
103.199.33.204,63,891,53,42676.19951343959,1304.3890094742665,1304.389009474266,6.871831799214237e-06,3.0696741728204343e-06,44
103.199.32.177,63,891,48,42224.69519069499,-5756.060619079868,-5756.060619079868,6.871831799214237e-06,3.037197729879225e-06,44
103.199.32.88,63,800,52,43988.77490465377,4910.631732603188,4910.631732603188,6.169994881449371e-06,3.1640869561569866e-06,44
103.199.33.47,63,777,54,31453.87606975805,1492.7052242084285,1492.7052242084285,5.9926075286077015e-06,2.2624589843344525e-06,44
115.76.54.205,63,689,27,49665.12158537595,-2047.0564880316408,-2047.05648803164,5.313908091648271e-06,3.572383266523155e-06,44
103.199.57.133,63,607,47,22881.381291453938,-519.2692970249694,-519.2692970249694,4.681483616299711e-06,1.6458444282676425e-06,44
184.22.159.30,63,172,3,165.13304114824587,-8.246266331553908,-8.246266331553908,1.3265488995116148e-06,1.1877923462524585e-08,44
49.48.233.186,62,2489,53,37630.015854327175,-5001.787823683722,-5001.113187881643,1.9196396574909356e-05,2.706705121539105e-06,44
103.199.33.203,62,2479,50,190192.50381119264,910.1800611297975,910.1800611297966,1.911927163889124e-05,1.3680436015147286e-05,44
49.48.233.167,62,2464,60,36807.97874634685,-2280.5592538300016,-2276.711592438697,1.9003584234864064e-05,2.647576471185117e-06,44
103.199.33.226,62,2460,53,104160.87688519934,-5550.205243363106,-5549.8874401518415,1.8972734260456816e-05,7.4922312023621705e-06,44
103.199.32.208,62,2382,43,372643.86144564615,-4512.170465053101,-4512.170465053101,1.8371159759515503e-05,2.6804055894891505e-05,44
103.199.33.81,62,2355,55,152650.819752228,-2033.110072200424,-2033.110072200424,1.8162922432266587e-05,1.0980084548196797e-05,44
103.199.33.193,62,2129,52,149677.36554733003,-880.0619004999998,-880.0619004999998,1.641989887825714e-05,1.0766205719226444e-05,44
49.48.233.111,62,2113,54,37052.05377662605,-689.8749040178523,-658.7460224391479,1.6296498980628153e-05,2.6651326459434264e-06,44
49.48.233.32,62,1917,63,60531.87954150261,-2869.2363131455218,-2869.0701415317876,1.4784850234673056e-05,4.3540228366003376e-06,44
103.199.57.24,62,1833,49,58908.84678966767,-1299.6125604912677,-1299.6125604912672,1.4137000772120873e-05,4.237279036150618e-06,44
49.48.233.45,62,1831,55,26421.526286602453,-1847.74008940569,-1839.025390840815,1.4121575784917248e-05,1.900484995692693e-06,44
103.199.33.130,62,1829,47,84509.03691367473,2265.228482646416,2265.228482646416,1.4106150797713624e-05,6.078685800082572e-06,44
49.48.233.23,62,1771,55,28173.609549603207,-616.0897005225784,-598.1670483142813,1.3658826168808545e-05,2.026511324240778e-06,44
103.199.33.220,62,1676,43,73265.49431270464,-6352.406442653879,-6346.239443389097,1.2926139276636432e-05,5.269944329972634e-06,44
49.48.233.149,62,1548,54,54553.06811038031,-2374.8650116437725,-2368.193244769688,1.1938940095604534e-05,3.923970412918609e-06,44
49.48.233.126,62,1544,56,68721.65386039445,-358.68056037297464,-355.9689645809887,1.1908090121197287e-05,4.943108532949969e-06,44
103.199.32.39,62,1475,53,117703.97859172041,-6985.109623806762,-6985.109623806762,1.1375928062672278e-05,8.466378619479197e-06,44
49.48.233.223,62,1436,59,72475.42780508066,4439.046372800901,4752.572504952176,1.1075140812201622e-05,5.213115306279931e-06,44
49.48.233.38,62,1426,55,49440.80242437814,-161.35205302934568,-160.73278965599215,1.0998015876183505e-05,3.5562481199347886e-06,44
103.199.32.68,62,1426,46,76913.79052838273,774.4023164391349,774.4023164391349,1.0998015876183505e-05,5.532364151694077e-06,44
103.199.56.73,62,1255,49,37989.982234853334,270.3229070424621,270.3229070424621,9.679179470273702e-06,2.7325972936158808e-06,44
103.199.32.29,62,1244,42,93578.47703480037,-3607.944523546913,-3607.944523546913,9.594342040653772e-06,6.7310453451960814e-06,44
103.199.32.228,62,1242,51,397927.720247921,78407.90310189303,78407.90310189303,9.57891705345015e-06,2.862270913110903e-05,44
103.199.56.57,62,1227,51,49242.95584604389,-7733.576449541058,-7733.576449541058,9.463229649422973e-06,3.54201713079757e-06,44
104.28.160.163,62,1219,51,91126.63068509211,7431.646836623974,7433.270652591497,9.40152970060848e-06,6.554685465421564e-06,44
103.199.33.132,62,1189,45,101144.0059152716,-9659.932709834316,-9659.932709834316,9.170154892554127e-06,7.275229430772774e-06,44
103.199.57.18,62,1170,49,67023.55389679378,1570.6284965648751,1570.6284965648751,9.023617514119706e-06,4.820965191683351e-06,44
103.199.33.238,62,1149,50,50039.37509617171,2471.432853934271,2471.432853934271,8.861655148481659e-06,3.599303103558206e-06,44
103.199.33.210,62,1130,44,70045.26430510153,1245.6761821753819,1245.6761821753819,8.715117770047236e-06,5.038315061256529e-06,44
103.199.33.68,62,1127,48,31991.836079130007,-1022.9602151651574,-1022.9602151651574,8.691980289241802e-06,2.3011541344557583e-06,44
103.199.33.176,62,1077,51,66574.37253031335,-239.92519752922976,-239.92519752922976,8.306355609151216e-06,4.78865583763314e-06,44
103.199.33.171,62,1044,50,57687.415187109866,2976.091466517421,2976.091466517421,8.05184332029143e-06,4.149422172442368e-06,44
103.199.32.41,62,999,41,41576.21563915382,-2528.8275686881852,-2528.8275686881852,7.704781108209903e-06,2.9905529734654956e-06,44
103.199.32.139,62,954,51,62473.32502412506,480.0139039874621,480.0139039874621,7.357718896128375e-06,4.493669879305446e-06,44
103.199.33.150,62,936,51,38906.445648709596,397.0698368341131,397.0698368341131,7.2188940112957644e-06,2.7985179731497616e-06,44
103.199.33.164,62,936,46,62370.135300095804,-12410.208625189887,-12410.208625189887,7.2188940112957644e-06,4.486247502562332e-06,44
103.199.56.86,62,897,44,46461.342335347574,2576.9707302185748,2576.9707302185748,6.918106760825107e-06,3.341937291217106e-06,44
103.199.56.45,62,829,53,39568.3564212235,1832.9811349329036,1832.9811349329036,6.393657195901911e-06,2.8461288294645955e-06,44
103.199.33.71,62,787,50,30883.067583194403,-4740.4399825501705,-4740.4399825501705,6.069732464625819e-06,2.221401062382444e-06,44
103.199.33.25,62,780,49,42124.26328802702,-275.87029129141183,-275.8702912914123,6.015745009413137e-06,3.029973721620242e-06,44
103.199.56.118,62,756,50,76829.57744312372,7192.842756310825,7192.842756310825,5.830645162969656e-06,5.526306753524128e-06,44
103.199.33.191,62,743,45,173379.58986845164,25610.784458416776,25610.784458416776,5.730382746146104e-06,1.2471092908490576e-05,44
103.199.57.186,62,739,43,52839.01222832501,-12872.673718911874,-12865.136065304061,5.6995327717388565e-06,3.800679371731609e-06,44
14.207.39.84,62,147,6,4880.286192476625,-353.99485936087206,-353.99485936087206,1.133736559466322e-06,3.5103614313875086e-07,44
14.207.40.117,62,117,1,4657.646241262315,-977.5988227118509,-977.5988227118509,9.023617514119706e-07,3.350217811319995e-07,44
49.48.233.199,61,2905,66,142401.43192581314,-1554.2142140475294,-1435.4939552365408,2.240479391326303e-05,1.0242852051941882e-05,44
49.48.233.7,61,2561,67,55952.631411042006,-1488.9862772547933,-1458.244254583376,1.97516961142398e-05,4.024640185912701e-06,44
103.199.32.215,61,2531,42,155777.79564973834,-4591.9728388388385,-4591.9728388388385,1.9520321306185447e-05,1.1205006103092907e-05,44
103.199.33.53,61,2322,55,158661.01326052146,1160.8895487648588,1160.8895487648588,1.79084101434068e-05,1.1412394266409905e-05,44
49.48.233.198,61,2037,59,68560.88664121971,-1369.3535624463047,-1362.4660178995969,1.571034946689046e-05,4.931544640518979e-06,44
49.48.233.75,61,1965,61,45926.81205488581,-1418.7464384543157,-1275.2824960961425,1.5155049927560018e-05,3.3034888394985505e-06,44
49.48.233.158,61,1941,57,49463.08441020695,-4981.615065606675,-4964.620751582183,1.4969950081116538e-05,3.5578508501965663e-06,44
49.48.233.139,61,1936,54,50652.80412134295,9979.470194513286,10015.280243995563,1.4931387613107479e-05,3.6434266960264994e-06,44
103.199.32.179,61,1897,45,101803.2433057923,-7267.207676518945,-7267.207676518945,1.4630600362636821e-05,7.322647992278038e-06,44
103.199.56.65,61,1752,51,87660.30319696065,-6903.007529381066,-6903.007529381066,1.3512288790374124e-05,6.305354548278773e-06,44
103.199.32.203,61,1737,43,108996.49357984956,-9738.01483008816,-9738.01483008816,1.3396601386346948e-05,7.840054294541512e-06,44
49.48.233.94,61,1680,58,23543.105160124123,262.5824401110673,263.9968210128372,1.295698925104368e-05,1.6934418406978661e-06,44
49.48.233.192,61,1652,53,74409.34735675651,593.157551511707,600.1965551495238,1.2741039430192952e-05,5.352221013155781e-06,44
103.199.32.23,61,1583,48,58765.972796417554,3109.775089499454,3110.1910121966503,1.2208877371667943e-05,4.227002193037879e-06,44
103.199.33.108,61,1575,44,182066.1872912588,6520.944104054188,6520.944104054188,1.214717742285345e-05,1.3095914801313584e-05,44
103.199.32.143,61,1506,49,101023.16623352033,1363.5916858197504,1363.5916858197504,1.1615015364328441e-05,7.266537502851524e-06,44
49.48.233.159,61,1497,47,67481.92475855375,-4953.0983513202245,-4949.529556006291,1.1545602921912136e-05,4.8539355407762904e-06,44
103.199.33.196,61,1478,49,53422.62323771691,-715.8520093272487,-715.8520093272491,1.1399065543477713e-05,3.842658171693395e-06,44
103.199.32.45,61,1375,41,79456.81646866516,5484.298973413502,5484.298973413502,1.0604678702491107e-05,5.7152825263079885e-06,44
103.199.32.97,61,1357,48,57263.2790820311,2234.901170794245,2234.901170794245,1.0465853817658496e-05,4.118914309456328e-06,44
103.199.32.64,61,1345,52,57593.47181844902,-3222.9340004859073,-3222.9340004859073,1.0373303894436756e-05,4.142664880655054e-06,44
103.199.33.141,61,1323,49,43575.36905367149,-364.40220182832184,-364.40220182832184,1.0203629035196898e-05,3.1343509140979107e-06,44
49.48.233.1,61,1317,57,86714.03627851451,11805.236983244413,11839.764370325496,1.0157354073586027e-05,6.237290120019791e-06,44
103.199.32.16,61,1297,48,51513.44291177333,-3619.1667051629643,-3619.1667051629643,1.0003104201549792e-05,3.7053319429142776e-06,44
49.48.233.219,61,1252,57,36888.745593396285,4853.1426255971155,4859.841926582274,9.656041989468265e-06,2.6533859834480283e-06,44
103.199.33.24,61,1207,59,58141.81570447175,808.7608935426964,808.7608935426964,9.308979777386738e-06,4.182106936975413e-06,44
103.199.33.172,61,1186,49,112268.41560907036,-1945.5935879302597,-1945.5935879302597,9.147017411748693e-06,8.07540174026283e-06,44
103.199.32.7,61,1180,47,62533.602713679116,-8437.448923863625,-8437.448923863625,9.100742450137822e-06,4.498005618404311e-06,44
49.48.233.193,61,1158,55,19441.009183000548,-2636.429602793952,-2605.126562515089,8.931067590897964e-06,1.398380466466514e-06,44
103.199.33.116,61,1157,48,165639.59563239117,21471.302306715323,21471.302306715323,8.923355097296152e-06,1.1914359631509536e-05,44
103.199.57.143,61,1152,47,67518.47666681882,3256.2667621955134,3256.2667621955134,8.884792629287095e-06,4.856564698246914e-06,44
49.48.233.226,61,1138,51,24819.20432647171,1334.9404455714514,1344.4993899660215,8.776817718861731e-06,1.7852309104265626e-06,44
103.199.56.184,61,1133,42,45847.11490700753,-2777.512435196732,-2777.512435196732,8.738255250852672e-06,3.297756270073938e-06,44
103.199.33.54,61,1095,48,55546.06550282146,-5281.230617909146,-5281.230617909146,8.445180493983827e-06,3.995396136952323e-06,44
103.199.57.55,61,1014,52,42544.41533960681,546.4264073298525,546.4264073298525,7.820468512237078e-06,3.0601950139587464e-06,44
103.199.33.159,61,928,48,60441.41046252458,3898.7508811927737,3898.7508811927737,7.157194062481271e-06,4.347515448446192e-06,44
103.199.56.30,61,877,44,26463.43459437902,-501.27314300093826,-501.27314300093826,6.763856888788873e-06,1.9034994358601645e-06,44
103.199.33.174,61,823,45,56739.59301118677,4271.371871829937,4271.371871829937,6.347382234291041e-06,4.081245875418981e-06,44
103.199.32.235,61,772,49,59105.12725354237,-2075.9329535269126,-2075.9329535269126,5.9540450605986436e-06,4.251397375586997e-06,44
103.199.56.160,61,741,46,27643.50913932921,-9389.286210319195,-9389.286210319195,5.71495775894248e-06,1.988381510504502e-06,44
103.199.32.140,61,671,48,49359.57472542596,-135.5637880171459,-135.5637880171459,5.17508320681566e-06,3.5504054588629513e-06,44
103.199.32.52,61,656,52,37194.45356626306,-4447.8539369044565,-4447.8539369044565,5.059395802788484e-06,2.675375379866491e-06,44
103.199.33.229,61,529,45,44676.14249697801,3368.6110543124773,3368.6110543124773,4.079909115358396e-06,3.213528906692601e-06,44
182.232.93.207,61,325,8,8145.513155246121,215.54618066642237,217.00143962893708,2.506560420588807e-06,5.859020166299911e-07,44
14.191.108.4,61,275,12,5806.160121859912,-309.1678930111275,-309.1678930111275,2.1209357404982213e-06,4.1763371557302074e-07,44
49.48.233.122,60,2288,66,69256.64448466587,-6038.265637678518,-6037.146106464581,1.76461853609452e-05,4.98159009693061e-06,44
49.48.233.46,60,2241,61,89598.35748076202,1995.1852594118577,2019.679622415163,1.7283698161660053e-05,6.444757664027998e-06,44
103.199.56.64,60,2233,46,83294.60588084484,2922.463988865962,2922.4639888659635,1.7221998212845556e-05,5.991332483277135e-06,44
