IP,承载会员数,订单数,活跃天数,投注金额,游戏盈利,净盈利,订单占全量比,投注额占全量比,入选门槛_承载会员数P999
49.48.233.161,51,2569,56,73716.53607169187,-4664.327208396096,-4663.251056497039,1.9813396063054293e-05,5.302387500972211e-06,44
49.49.225.0,51,2392,48,124244.3878169201,-2764.965204651202,-2749.3798454432854,1.844828469553362e-05,8.936826445367474e-06,44
103.199.57.162,51,1957,36,115585.3648130311,6758.036759395028,6758.036759395028,1.5093349978745524e-05,8.313987964435605e-06,44
103.199.57.45,51,1641,42,43719.07820417445,1080.4018859086636,1080.4018859086636,1.2656202000573023e-05,3.1446878295853823e-06,44
49.48.233.216,51,1391,52,55358.84769309093,-8409.86157349567,-8268.770694681247,1.0728078600120095e-05,3.981929668949687e-06,44
103.199.56.116,51,1361,40,40249.18275403623,-181.1722582355759,-181.1722582355759,1.0496703792065742e-05,2.895100271013722e-06,44
49.48.233.91,51,1292,51,57407.91400971083,-2149.46993585534,-2149.3587139713745,9.964541733540735e-06,4.1293178155568745e-06,44
103.199.57.85,51,1285,46,58981.84706181563,5561.13302559944,5561.13302559944,9.910554278328052e-06,4.242529903204769e-06,44
103.199.33.137,51,1180,42,57077.44216261929,-2703.657246312347,-2703.657246312347,9.100742450137822e-06,4.105547168089972e-06,44
103.199.57.236,51,1169,38,130581.5238486983,-30292.403292777453,-30292.403292777453,9.015905020517894e-06,9.39265294885622e-06,44
171.250.167.0,51,1137,15,16137.872937249083,-439.63452395445825,-439.63452395445825,8.769105225259919e-06,1.160787800331912e-06,44
103.199.56.34,51,1134,45,89932.54296750302,4751.8200917289505,4751.8200917289505,8.745967744454485e-06,6.468795431431752e-06,44
103.199.56.243,51,1128,46,98127.24100194378,-8030.612164841194,-8030.612164841194,8.699692782843614e-06,7.058235287772834e-06,44
103.199.57.51,51,1089,42,84355.46972931185,-13664.93080331748,-13664.93080331748,8.398905532372957e-06,6.067639801961698e-06,44
49.48.233.86,51,1074,54,21104.968198350554,238.19681860107454,247.9685909167162,8.283218128345781e-06,1.5180680692119995e-06,44
103.199.32.70,51,1069,41,159686.22910275758,5331.529785587048,5331.529785587048,8.244655660336722e-06,1.1486137444770656e-05,44
103.199.56.19,51,1026,43,50215.72567690354,-4345.510878215988,-4345.510878215988,7.91301843545882e-06,3.6119878981089465e-06,44
103.199.56.212,51,981,42,56042.814918454336,-541.9506720806185,-541.9506720806185,7.5659562233772915e-06,4.031127033070466e-06,44
103.199.33.209,51,959,42,44751.22174185489,-6122.551375052584,-6122.551375052584,7.396281364137434e-06,3.2189293130441746e-06,44
103.199.57.240,51,959,38,35422.69506398012,-778.2787452608104,-778.2787452608104,7.396281364137434e-06,2.5479338228173405e-06,44
103.199.56.32,51,926,44,64981.51090317182,-2030.9371024530833,-2030.9371024530833,7.141769075277647e-06,4.674082228608436e-06,44
103.199.33.217,51,920,38,32388.289797667967,-1041.0708282125163,-1041.0708282125163,7.095494113666777e-06,2.3296708195024515e-06,44
103.199.57.138,51,898,39,56951.178601259184,1518.6555678670125,1518.6555678670125,6.9258192544269194e-06,4.0964651036677786e-06,44
103.199.56.71,51,893,42,48614.19514892482,694.0468101115828,694.0468101115825,6.887256786417861e-06,3.4967907400965147e-06,44
103.199.56.203,51,860,41,21264.863234610068,-2769.695939693991,-2769.695939693991,6.632744497558074e-06,1.5295692260339289e-06,44
103.199.57.10,51,860,39,90119.72344966243,-3599.0083696207475,-3599.0083696207475,6.632744497558074e-06,6.48225921448394e-06,44
103.199.33.183,51,857,40,42087.26604953055,-2470.3916782166166,-2467.3856914505222,6.609607016752639e-06,3.0273125318054716e-06,44
103.199.56.29,51,841,46,39907.1573981553,-4295.786050766503,-4295.786050766503,6.4862071191236515e-06,2.8704985863893273e-06,44
171.250.166.169,51,834,17,5606.547773856811,-752.2543255732388,-752.2543255732388,6.432219663910969e-06,4.032757156520531e-07,44
103.199.56.117,51,798,42,29650.28366347803,706.7816113679881,706.7816113679884,6.154569894245748e-06,2.132727633113515e-06,44
103.199.57.56,51,738,40,36547.06147393891,-912.8052275612002,-912.8052275612002,5.691820278137045e-06,2.6288088437608153e-06,44
104.28.119.133,51,684,64,91699.4170508388,-9327.987764443324,-9327.987764443324,5.275345623639213e-06,6.595885655071128e-06,44
14.181.157.59,51,678,5,5053.126448937117,-343.5006216057994,-343.5006216057994,5.229070662028342e-06,3.634684421093597e-07,44
103.199.57.166,51,602,41,51892.92480432255,-2519.7837510671525,-2519.7837510671525,4.642921148290652e-06,3.732627854403409e-06,44
103.199.57.106,51,540,40,32063.21456072137,1605.766434676084,1605.766434676084,4.164746544978326e-06,2.3062883470598387e-06,44
103.164.182.10,51,510,124,3238.6013896221816,447.65423041169566,447.65423041169566,3.933371736923974e-06,2.3295071152371048e-07,44
115.76.54.72,51,293,11,3519.942397202151,-346.00252012240594,-346.00252012240594,2.259760625330832e-06,2.5318740632244805e-07,44
183.81.112.234,51,252,11,3454.6728244512487,-188.66431425457944,-188.66431425457944,1.943548387656552e-06,2.4849260397292363e-07,44
14.188.190.43,51,222,7,3505.643781766761,-414.42379789905164,-414.42379789905164,1.7121735796022005e-06,2.5215891524288774e-07,44
14.173.238.121,51,170,16,2221.815040703609,-17.6687694683663,-17.6687694683663,1.3111239123079913e-06,1.5981386170725015e-07,44
115.76.49.111,50,4211,19,36488.11831974603,481.76994016224535,481.76994016224535,3.247731055722913e-05,2.6245690970131344e-06,44
103.199.32.166,50,3530,44,104482.14869133582,2375.5535710735453,2375.5535710735453,2.7225102414395352e-05,7.515340096242048e-06,44
103.199.57.105,50,1404,43,111617.43443079648,1531.9520632196154,1531.9520632196154,1.0828341016943647e-05,8.028577043295373e-06,44
103.199.33.119,50,1230,38,48901.67339597344,-9730.902859408376,-9730.902859408376,9.486367130228408e-06,3.5174688829553924e-06,44
49.48.233.65,50,1196,54,25403.342427021107,-890.3516490254317,-870.2421293581679,9.22414234776681e-06,1.8272476237482862e-06,44
103.199.32.201,50,1192,45,43470.29070598052,-2272.502073868034,-2272.502073868034,9.193292373359564e-06,3.1267926897549007e-06,44
103.199.56.119,50,1174,41,42070.158423837005,-4139.743373259522,-4139.743373259522,9.054467488526953e-06,3.026081990254244e-06,44
103.199.57.175,50,1154,44,97661.1429383884,1320.5841163518116,1320.5841163518116,8.900217616490718e-06,7.024709125555718e-06,44
103.199.56.85,50,1118,44,26556.16899121173,-2221.745882655405,-2221.745882655405,8.622567846825496e-06,1.9101697670080867e-06,44
103.199.32.9,50,1114,42,46568.184948328046,5374.085709627983,5374.085709627983,8.59171787241825e-06,3.349622418134734e-06,44
103.199.33.19,50,1070,43,77695.08187968333,-2723.3062116593337,-2723.3062116593337,8.252368153938534e-06,5.588561983503823e-06,44
49.49.225.191,50,1040,48,26906.543503126733,-94.16343505436251,-74.34126905356213,8.020993345884182e-06,1.9353720015627675e-06,44
103.199.56.115,50,1027,41,33586.91595056529,1285.7412145110145,1285.7412145110145,7.92073092906063e-06,2.4158873005004213e-06,44
103.199.56.22,50,1021,37,44592.38085656194,-52.9946958309074,-52.9946958309074,7.87445596744976e-06,3.2075039806872447e-06,44
49.48.233.92,50,1020,45,28581.696814651794,420.6380130741368,451.6472147382142,7.866743473847949e-06,2.055864803511632e-06,44
103.199.56.120,50,1010,42,71376.10352983228,-1167.7649557310178,-1167.7649557310178,7.789618537829831e-06,5.134041551499546e-06,44
103.199.56.125,50,992,37,71871.88156684718,4634.3891822863725,4634.3891822863725,7.65079365299722e-06,5.169702576919511e-06,44
103.199.57.14,50,982,41,62398.50085839735,-2107.9329072514665,-2107.9329072514665,7.573668716979104e-06,4.488287820648492e-06,44
103.199.33.199,50,959,40,36653.099345376635,1251.6278288765034,1251.627828876503,7.396281364137434e-06,2.636436086088022e-06,44
103.199.57.150,50,956,38,50721.98169947516,-2004.3824888014,-2004.3824888014,7.373143883331999e-06,3.6484025989267527e-06,44
103.199.56.231,50,935,38,53221.0010927542,229.77757386058852,229.7775738605883,7.211181517693952e-06,3.828155608247797e-06,44
103.199.57.84,50,905,36,43285.44600206429,386.8294947036042,386.8294947036042,6.9798067096396015e-06,3.113496917871193e-06,44
103.199.56.188,50,894,44,34259.76304411599,-711.8218817820612,-711.2610525857085,6.894969280019673e-06,2.4642848000172056e-06,44
103.199.33.39,50,866,44,25950.64438632752,3125.2663739894233,3125.2663739894233,6.679019459168944e-06,1.8666147348868457e-06,44
103.199.56.96,50,854,42,30749.953172676716,-5409.9646860985595,-5409.9646860985595,6.586469535947204e-06,2.211826220370852e-06,44
103.199.56.248,50,821,37,25637.52037409356,-4144.653612984407,-4144.653612984407,6.331957247087417e-06,1.8440919070764219e-06,44
103.199.57.181,50,820,39,66992.8216742148,-10291.26082460843,-10291.26082460843,6.324244753485605e-06,4.818754640814258e-06,44
103.199.57.219,50,786,37,52084.41334734831,3860.4236170953877,3860.4236170953877,6.062019971024007e-06,3.7464015137643385e-06,44
103.199.57.234,50,779,42,44157.444874543806,-2302.4536184637623,-2302.4536184637623,6.008032515811326e-06,3.1762192888437052e-06,44
103.199.56.69,50,771,42,42963.079471744895,-2253.452081121347,-2253.452081121347,5.9463325669968315e-06,3.0903092811184978e-06,44
103.199.57.232,50,769,41,46543.832563238524,-3838.092221949987,-3838.092221949987,5.930907579793208e-06,3.347870765260107e-06,44
49.49.225.185,50,768,40,23468.42772619368,-10475.694070785172,-10422.39616689465,5.923195086191396e-06,1.6880703363736209e-06,44
103.199.56.40,50,762,39,30028.500785505537,-3834.798805377117,-3834.798805377117,5.876920124580526e-06,2.1599325703957275e-06,44
103.199.33.144,50,725,40,51280.834292726744,-2192.3226728825402,-2192.3226728825402,5.591557861313493e-06,3.6886005404369347e-06,44
103.199.56.94,50,704,38,40750.247636293505,4323.61496950549,4323.61496950549,5.429595495675447e-06,2.931141576132471e-06,44
103.199.32.234,50,604,42,27743.610036771537,-2676.2778216471384,-2676.2778216471384,4.658346135494275e-06,1.9955817097504094e-06,44
103.199.32.206,50,558,41,18129.76293532266,1925.298839359511,1925.298839359511,4.303571429810937e-06,1.304063287650323e-06,44
103.199.57.98,50,504,33,47031.356833901475,-8238.044237238202,-8238.044237238202,3.887096775313104e-06,3.3829381020740584e-06,44
103.199.57.58,50,502,39,47426.98862416751,5225.036308077846,5225.036308077846,3.87167178810948e-06,3.411395666298912e-06,44
103.199.56.168,50,451,40,16380.464946183849,-1361.5892475926285,-1361.5892475926285,3.478334614417083e-06,1.1782373022287516e-06,44
1.2.227.166,50,324,9,773.0259292410099,-21.770036095158666,-21.770036095158666,2.4988479269869955e-06,5.560330481547118e-08,44
14.185.76.75,50,288,12,7521.444611213132,-16.499889685689528,-16.499889685689514,2.221198157321774e-06,5.410131297673165e-07,44
1.20.181.56,50,223,7,1814.1997855986344,-588.4341708054519,-588.434170805452,1.7198860732040121e-06,1.304943338367023e-07,44
184.22.173.145,50,145,11,8488.94614259406,-2181.205112188799,-2181.205112188799,1.1183115722626986e-06,6.106049513658862e-07,44
103.231.94.190,50,143,6,8083.4916638634395,-103.43468108280649,-103.43468108280649,1.102886585059075e-06,5.814408468813291e-07,44
27.130.230.246,50,93,4,146.95662837754978,-2.4220250991292973,-2.4220250991292973,7.172619049684894e-07,1.0570504679388608e-08,44
49.49.225.34,49,2978,59,139147.82104837,2487.057646774678,2630.195293188671,2.2967805946195285e-05,1.0008821716701989e-05,44
103.199.57.6,49,2376,47,78694.00266803383,1702.430662231621,1702.430662231621,1.8324884797904634e-05,5.660413773955016e-06,44
103.199.56.154,49,1652,41,73168.34343947687,-2079.4998695632994,-2079.4998695632994,1.2741039430192952e-05,5.262956324250139e-06,44
103.199.56.170,49,1386,42,61472.399833016294,5541.053467099708,5541.053467099708,1.0689516132111036e-05,4.421673913331383e-06,44
42.113.136.177,49,1349,6,7742.947514593566,305.6805616272791,305.6805616272791,1.0404153868844002e-05,5.569457045856888e-07,44
103.199.56.190,49,1342,40,39020.19180383223,1408.3239068817343,1408.3239068817343,1.035016641363132e-05,2.8066996678324766e-06,44
103.199.56.194,49,1274,42,50891.956229934876,-3765.6788587558467,-3765.6788587558467,9.825716848708125e-06,3.660628767895364e-06,44
103.199.32.102,49,1222,46,40364.12398397635,-6578.05757141452,-6578.05757141452,9.424667181413915e-06,2.9033679267319478e-06,44
103.199.33.160,49,1215,38,46535.00822956701,2616.1526095507425,2616.1526095507425,9.370679726201233e-06,3.3472360360791436e-06,44
103.199.57.160,49,1163,42,39435.86126605882,-863.5924533869457,-863.5924533869457,8.969630058907023e-06,2.836598530129839e-06,44
103.199.33.249,49,1150,44,121464.77657630501,-967.2361355688714,-967.2361355688714,8.869367642083471e-06,8.736890627907664e-06,44
103.199.57.3,49,1032,39,49038.77211960789,3047.8768255278856,3047.8768255278856,7.959293397069689e-06,3.5273303142886766e-06,44
103.199.57.157,49,1006,38,54070.79727297049,-2327.238032359188,-2327.238032359188,7.758768563422584e-06,3.8892809524985176e-06,44
103.199.33.246,49,984,44,27515.102573853277,-1105.010796884496,-1105.010796884496,7.589093704182727e-06,1.9791453010445215e-06,44
49.49.225.148,49,977,40,42832.8599157311,-12366.655339486526,-12216.012671890267,7.535106248970045e-06,3.080942664305166e-06,44
103.199.57.23,49,967,40,47462.80698860385,-5826.0223703513675,-5826.0223703513675,7.457981312951927e-06,3.413972060389212e-06,44
103.199.32.82,49,918,45,90151.88694456071,-3924.178690775375,-3924.178690775375,7.080069126463154e-06,6.484572715937269e-06,44
103.199.56.51,49,831,38,34057.45176399716,2779.5714814147977,2779.5714814147977,6.409082183105535e-06,2.4497326674812367e-06,44
103.199.57.50,49,780,41,46916.13873832401,-17208.792733102273,-17208.792733102273,6.015745009413137e-06,3.3746505315718085e-06,44
104.28.160.166,49,727,39,22622.793760738685,-2758.718387995151,-2758.718387995151,5.6069828485171165e-06,1.6272443778062595e-06,44
103.199.56.195,49,686,44,23379.43415271267,1235.8873429699456,1235.8873429699456,5.290770610842836e-06,1.6816690804704186e-06,44
103.199.56.38,49,685,37,50249.862757453644,-1818.5887453596115,-1818.5887453596115,5.283058117241024e-06,3.61444335842863e-06,44
103.199.56.122,49,681,38,50030.85711653327,-4743.59638202676,-4743.59638202676,5.252208142833777e-06,3.598690410244396e-06,44
103.199.56.84,49,678,38,65915.99062886444,912.3432925225651,912.3432925225651,5.229070662028342e-06,4.741298810958502e-06,44
103.199.57.217,49,611,41,26542.850492467558,-1911.588221992779,-1911.588221992779,4.712333590706957e-06,1.909211775151224e-06,44
103.199.32.85,49,570,38,38270.570294608,-1985.6172215875108,-1985.6172215875104,4.396121353032677e-06,2.752779829316124e-06,44
103.199.56.238,49,550,37,26142.220936044025,-1892.6460687847007,-1892.6460687847007,4.241871480996443e-06,1.8803947245177783e-06,44
103.199.32.151,49,526,43,60966.356202223076,-15282.372125340677,-15282.372125340677,4.056771634552962e-06,4.385274489730482e-06,44
113.174.158.7,49,508,33,32350.4075568636,800.1174902402206,800.1174902402206,3.917946749720351e-06,2.3269459719871725e-06,44
103.199.57.66,49,481,43,50642.43452935756,-12781.239015641255,-12781.239015641255,3.7097094224714343e-06,3.642680817315106e-06,44
42.112.255.34,49,344,11,26267.851005172357,429.1768088190883,429.1768088190883,2.6530977990232297e-06,1.8894312222127391e-06,44
172.225.56.22,49,338,46,179962.3554089173,5196.118283876944,5196.118283876944,2.6068228374123593e-06,1.294458739946408e-05,44
104.28.71.153,49,294,49,21225.069351407583,-6546.294689870266,-6546.294689870267,2.267473118932644e-06,1.5267068751944538e-06,44
171.225.198.229,49,244,11,4725.197516102193,376.7391861337088,376.7391861337088,1.8818484388420582e-06,3.3988070498373015e-07,44
210.87.83.138,49,167,21,16742.375214671505,-387.54668187352263,-387.54668187352263,1.2879864315025563e-06,1.2042692970343156e-06,44
103.231.94.130,49,144,5,7026.613900936972,-172.938112147406,-172.938112147406,1.110599078660887e-06,5.054202450078673e-07,44
49.150.111.20,49,114,17,6694.686827352501,-48.138189229984334,-48.138189229984334,8.792242706065355e-07,4.815449239469737e-07,44
27.72.79.206,48,6373,107,249425.3442780158,-5308.243517330594,-5308.243517330596,4.9151721724346056e-05,1.7941019727774735e-05,44
103.199.57.178,48,2436,43,82713.02160851315,285.6526838361405,285.6526838361405,1.8787634414013336e-05,5.949499465331548e-06,44
103.199.57.246,48,1810,40,107075.01687722324,-3227.5932582806586,-3227.5932582806586,1.3959613419279203e-05,7.701843594550041e-06,44
49.48.233.224,48,1807,51,26819.20050660176,-327.79191466103345,-327.79191466103345,1.3936475938473767e-05,1.929089470698579e-06,44
103.199.33.143,48,1481,37,75172.27015669779,2854.2279065495445,2854.2279065495445,1.142220302428315e-05,5.407097605765629e-06,44
103.199.57.132,48,1401,43,162836.0610032545,1598.51694856847,1598.51694856847,1.080520353613821e-05,1.1712703018648347e-05,44
103.199.33.195,48,1367,37,43463.131317790205,-3253.0430644588987,-3253.0430644588987,1.0542978753676613e-05,3.126277719132597e-06,44
103.199.57.171,48,1355,39,90633.17762872146,7072.284855762846,7072.284855762846,1.0450428830454873e-05,6.5191916745050776e-06,44
103.199.57.242,48,1327,39,122499.34310728252,-21788.185333744914,-21788.185333744914,1.0234479009604145e-05,8.81130639586296e-06,44
49.49.225.250,48,1271,53,41881.83664732505,-1500.9158906931973,-1496.2950347066055,9.802579367902688e-06,3.0125361145640633e-06,44
103.199.33.4,48,1234,44,75942.0925020219,-10417.736658279005,-10417.736658279005,9.517217104635655e-06,5.462470478655992e-06,44
103.199.33.43,48,1230,45,53838.390568086215,1396.528612021796,1396.5286120217963,9.486367130228408e-06,3.8725640735892575e-06,44
103.199.57.68,48,1174,43,81373.46270625244,1462.5932520539827,1462.5932520539827,9.054467488526953e-06,5.853145773762868e-06,44
103.199.57.168,48,1146,43,57910.71459479949,-3516.2005101633295,-3516.2005101633295,8.838517667676225e-06,4.165483968769266e-06,44
103.199.32.230,48,1134,36,497469.15315198747,-49995.31493164738,-49995.31493164738,8.745967744454485e-06,3.578266641865812e-05,44
103.199.57.97,48,1130,39,29530.28207159478,-1176.9774181626142,-1176.9774181626137,8.715117770047236e-06,2.1240959885082977e-06,44
103.199.33.230,48,1117,42,52144.14160443016,-1602.7399184578,-1601.66230056052,8.614855353223684e-06,3.750697732505513e-06,44
103.199.43.74,48,1112,56,77935.72779319985,-76.90448655241016,-76.90448655241016,8.576292885214625e-06,5.605871503890797e-06,44
103.199.33.10,48,1049,38,59548.507574011506,118.11031568140925,118.11031568140925,8.090405788300487e-06,4.28328946377663e-06,44
103.199.56.136,48,1029,36,86229.87373525718,-6129.024061977713,-6129.024061977713,7.936155916264254e-06,6.202464590299974e-06,44
103.199.32.222,48,1023,39,73077.26181528803,12467.478579328512,12467.478579328512,7.889880954653383e-06,5.256404876075778e-06,44
103.199.56.12,48,987,41,51427.02570433866,-990.9564113382937,-990.956411338294,7.6122311849881615e-06,3.6991160035200973e-06,44
103.199.57.81,48,976,41,54487.643236230986,-7887.665506752192,-7887.665506752192,7.527393755368233e-06,3.919264439829957e-06,44
103.199.32.195,48,955,41,70360.82759648972,12233.41022151531,12233.41022151531,7.365431389730187e-06,5.061013344995677e-06,44
104.28.205.70,48,949,53,32942.254701626625,-1972.4521545881971,-1972.4521545881971,7.3191564281193165e-06,2.369517192368792e-06,44
103.199.32.92,48,897,45,97918.05448484128,4056.521137451424,4056.521137451424,6.918106760825107e-06,7.0431886234453425e-06,44
103.199.56.140,48,884,37,58410.85503988477,-4890.5094339557845,-4890.5094339557845,6.817844344001555e-06,4.201458779660703e-06,44
103.199.56.176,48,874,36,50002.29103651849,2610.740672605171,2610.740672605171,6.740719407983438e-06,3.596635668748202e-06,44
103.199.56.186,48,843,36,36333.15123687961,-3485.178430965273,-3485.178430965273,6.501632106327275e-06,2.6134224050083192e-06,44
103.199.56.90,48,835,40,53449.941192861836,-237.3610908261303,-237.3610908261303,6.4399321575127815e-06,3.844623136294713e-06,44
103.199.56.152,48,830,40,60155.06405189669,-3016.352206250667,-3016.352206250667,6.401369689503723e-06,4.326918717921782e-06,44
103.199.57.251,48,829,40,22729.568314990087,1282.510846789416,1282.510846789416,6.393657195901911e-06,1.6349246092991488e-06,44
103.199.57.75,48,814,38,32419.74350021259,-2040.8506786156636,-2040.8506786156636,6.277969791874735e-06,2.331933266005224e-06,44
103.199.57.237,48,793,43,45391.302133606565,-3491.0867131094637,-3491.0867131094637,6.116007426236689e-06,3.2649699227866175e-06,44
49.49.225.2,48,787,50,60324.94648306849,-3292.631952774337,-3274.808387047558,6.069732464625819e-06,4.33913826224226e-06,44
103.199.56.87,48,770,43,69816.02954185642,-1499.9716853159885,-1499.9716853159885,5.93862007339502e-06,5.021826338261771e-06,44
103.199.56.183,48,762,44,63825.50174268001,-2557.121051163445,-2557.121051163445,5.876920124580526e-06,4.590931163050501e-06,44
49.48.233.220,48,734,40,22784.32502658316,849.0653586734622,854.481449452567,5.6609703037297986e-06,1.6388632276691586e-06,44
103.199.57.77,48,707,37,30962.115924306785,-4989.715381892975,-4989.715381892975,5.452732976480882e-06,2.2270869635143045e-06,44
103.199.33.182,48,659,37,30478.27066167797,-3523.7502824545586,-3523.7502824545586,5.08253328359392e-06,2.192284255605287e-06,44
103.199.56.229,48,609,44,27918.235912103217,-235.56303223830417,-235.56303223830417,4.696908603503334e-06,2.0081424472463293e-06,44
103.199.57.200,48,578,46,34654.424200953385,-1805.926233250316,-1805.926233250316,4.457821301847171e-06,2.4926725471449145e-06,44
103.199.57.110,48,448,40,29789.28556639681,-2287.7956984836424,-2287.7956984836433,3.455197133611648e-06,2.1427259590241507e-06,44
116.107.29.42,48,282,14,9440.281342655415,-670.4256438848515,-670.4256438848518,2.1749231957109034e-06,6.790339381692599e-07,44
14.191.8.29,48,237,7,9401.053923727557,1303.9835740853234,1303.9835740853234,1.8278609836293763e-06,6.762123327751026e-07,44
14.191.100.168,48,185,21,3390.3878269782867,-1354.9268248506748,-1354.9268248506748,1.4268113163351671e-06,2.438686215496426e-07,44
117.5.185.161,48,156,8,1321.9537814105577,24.038011586413788,24.038011586413788,1.2031490018826273e-06,9.508736548062026e-08,44
14.249.205.119,48,115,1,678.1186514773575,18.84948697508164,18.84948697508164,8.869367642083471e-07,4.877667960785325e-08,44
113.164.203.157,48,105,1,514.8250057859952,8.434695399490835,8.434695399490835,8.0981182819023e-07,3.7031062789124834e-08,44
42.115.37.174,48,103,6,3607.41461737188,343.9282911806066,343.9282911806066,7.943868409866066e-07,2.594792321681333e-07,44
115.76.48.76,47,4153,37,63150.50181945975,877.6326076795166,877.6326076795166,3.202998592832405e-05,4.542378811749573e-06,44
49.48.233.249,47,1971,48,52575.84330226472,4863.642803999772,4923.297502678062,1.5201324889170888e-05,3.7817497841716448e-06,44
103.199.57.241,47,1870,42,182057.16361907238,-1408.2735221166815,-1408.2735221166815,1.4422363035387905e-05,1.3095265733829354e-05,44
103.199.57.245,47,1707,45,81174.81970283076,-1751.428475438065,-1751.428475438065,1.3165226578292597e-05,5.838857498233015e-06,44
49.49.225.43,47,1696,44,44973.946558416035,2493.5817966235445,2578.153475527534,1.3080389148672667e-05,3.234949779365891e-06,44
49.49.225.44,47,1360,45,20151.690551698834,-520.1207440324355,-518.796771270856,1.048899129846393e-05,1.4494993633568238e-06,44
103.199.56.79,47,1356,38,61013.97926872801,-3392.505600141322,-3392.505600141322,1.0458141324056684e-05,4.3886999891645335e-06,44
103.199.33.241,47,1298,39,54071.317771313035,1405.1815602131203,1405.1815602131203,1.0010816695151605e-05,3.889318391641115e-06,44
103.199.32.22,47,1269,41,38153.51917640831,-4547.761358051238,-4547.761358051238,9.787154380699066e-06,2.744360410564363e-06,44
103.199.56.13,47,1151,38,63504.378790051116,-15347.005527619922,-15347.005527619922,8.877080135685283e-06,4.56783297611672e-06,44
103.199.57.172,47,1117,38,45770.902409329276,-3401.852500962112,-3401.852500962112,8.614855353223684e-06,3.292274349508462e-06,44
103.199.56.208,47,1015,35,100935.41468079803,2110.2155513617463,2110.2155513617463,7.82818100583889e-06,7.260225584778039e-06,44
103.199.57.35,47,955,41,42896.31703621117,1007.5384377208151,1007.5384377208151,7.365431389730187e-06,3.085507098018573e-06,44
103.199.56.26,47,924,35,63228.280039695725,1800.6794444193533,1800.6794444193533,7.126344088074024e-06,4.547973353826618e-06,44
103.199.56.36,47,845,44,25706.8339734084,-3017.0167491039238,-3017.0167491039238,6.517057093530898e-06,1.8490775939011117e-06,44
103.199.56.218,47,843,39,34353.80347442205,-1731.40710545732,-1731.40710545732,6.501632106327275e-06,2.4710490733921226e-06,44
103.199.56.164,47,840,40,83164.55634665817,2255.2955558954854,2255.2955558954854,6.47849462552184e-06,5.9819780960347925e-06,44
103.199.57.243,47,782,44,59031.45014651792,-2637.3928324739363,-2637.3928324739363,6.03116999661676e-06,4.246097824194427e-06,44
103.199.33.79,47,747,44,27482.31623856271,-704.7520391025727,-704.7520391025727,5.761232720553351e-06,1.97678699904457e-06,44
103.199.57.17,47,737,37,39834.7996730981,-9690.692974527494,-9690.692974527494,5.684107784535233e-06,2.865293937373143e-06,44
103.199.32.55,47,695,37,56075.822414601265,-1434.39559538724,-1434.395595387241,5.3601830532591415e-06,4.033501243041993e-06,44
103.199.32.185,47,688,36,433726.06759124197,79209.30217625642,79209.30217625642,5.306195598046459e-06,3.119766340356811e-05,44
103.199.56.106,47,619,39,59740.55478127748,8279.659657567545,8279.659657567545,4.7740335395214514e-06,4.297103307530946e-06,44
116.97.106.190,47,519,15,18581.280450618146,515.3648746104323,515.3648746104323,4.00278417934028e-06,1.3365406795240331e-06,44
42.114.44.138,47,489,26,23872.16662108723,-1246.1098990850016,-1246.1098990850016,3.771409371285928e-06,1.717111039912077e-06,44
103.199.32.87,47,465,35,10307.379047442275,-1008.2886358222347,-1008.2886358222347,3.5863095248424472e-06,7.414037710044888e-07,44
104.28.166.116,47,450,38,148662.80573931275,5816.588706943365,5816.588706943365,3.4706221208152714e-06,1.0693229023200089e-05,44
103.199.56.159,47,341,39,11643.019783163487,1400.053826561687,1400.053826561687,2.6299603182177947e-06,8.374756311362495e-07,44
14.235.168.11,47,134,1,2157.88503567949,-23.632725070437374,-23.632725070437395,1.0334741426427696e-06,1.5521541368403717e-07,44
116.96.77.146,47,95,8,1855.4459924155426,-313.2610519901387,-313.2610519901387,7.326868921721128e-07,1.3346114946780832e-07,44
116.110.6.173,47,53,14,1541.877677504503,-37.87844569834725,-37.87844569834724,4.0876216089602085e-07,1.1090636322462106e-07,44
103.199.57.53,46,2819,39,113793.64706988915,-564.3843305871062,-564.3843305871062,2.174151946350722e-05,8.185110750817394e-06,44
117.20.154.51,46,2578,58,330144.0330621606,-41253.38370018894,-41015.257347285,1.9882808505470598e-05,2.3747067994715393e-05,44
49.49.225.28,46,2484,50,27652.375472585038,-2679.535920409994,-2653.3023727519135,1.91578341069003e-05,1.989019260691101e-06,44
49.48.233.121,46,2100,53,73265.55415932988,-3216.744550524598,-3213.8824081342786,1.61962365638046e-05,5.269948634705528e-06,44
49.49.225.106,46,1844,38,61707.5587197397,-3165.242621123359,-3078.0833595740023,1.42218382017408e-05,4.438588755077231e-06,44
103.199.57.100,46,1717,37,213704.78310200895,-1690.449411244567,-1690.4494112445675,1.3242351514310713e-05,1.53716605690214e-05,44
103.199.57.205,46,1495,36,61117.70610277873,-3310.052383910912,-3310.052383910912,1.1530177934708513e-05,4.3961609999186335e-06,44
103.199.57.155,46,1355,40,190222.41553836115,-18946.337796633463,-18946.337796633463,1.0450428830454873e-05,1.368258754825943e-05,44
103.199.57.59,46,1353,40,45143.09434828023,-2088.1113405279834,-2088.1113405279834,1.0435003843251249e-05,3.2471164813650295e-06,44
103.199.57.37,46,1317,36,41493.04679087539,-3160.5329968138285,-3160.5329968138285,1.0157354073586027e-05,2.9845706866533084e-06,44
