"uid1","uid2","n_same_orders","rounds_1","rounds_2","same_rate","jaccard","lift","exp_same","n_tables","first_day","last_day",".sr",".so","相对倍数"
153587778,19619027,240,322,86903,0.7453416,0.0027591,3.5147208,68.2842282,29,2026-07-29,2026-07-29,0.7453416,240,34.6712439643864
146329475,151572048,1104,10392,2344,0.4709898,0.0949106,3.5105859,314.4774168,6,2026-06-16,2026-06-16,0.4709898,1104,21.9091518044043
110122503,152979882,196,562,42077,0.3487544,0.004618,3.5005375,55.9914021,17,2026-07-18,2026-07-18,0.3487544,196,16.2230967465833
151871913,151881536,556,1132,3933,0.4911661,0.1233089,3.4901634,159.304861,6,2026-06-22,2026-06-22,0.4911661,556,22.8476978611367
151871947,151881536,563,1152,3933,0.4887153,0.1245024,3.4885327,161.3859053,6,2026-06-22,2026-06-22,0.4887153,563,22.7336933768735
151937061,151948137,527,2803,1236,0.4263754,0.1500569,3.4809874,151.3938268,6,2026-06-23,2026-06-23,0.4263754,527,19.8338124610418
151937061,151948104,526,2803,1234,0.4262561,0.1498149,3.4775635,151.2553254,6,2026-06-23,2026-06-23,0.4262561,526,19.8282629527292
151898438,151948137,527,5794,1236,0.4263754,0.0810395,3.4727113,151.7546249,6,2026-06-23,2026-06-23,0.4263754,527,19.8338124610418
151898438,151948104,526,5794,1234,0.4262561,0.0808982,3.4692982,151.6156776,6,2026-06-23,2026-06-23,0.4262561,526,19.8282629527292
142327375,148861859,313,172734,477,0.6561845,0.0018103,3.4373016,91.0598019,17,2026-04-18,2026-04-19,0.6561845,313,30.5239005647195
151937061,151937640,512,2803,1221,0.4193284,0.1457859,3.4343616,149.081564,6,2026-06-23,2026-06-23,0.4193284,512,19.5060053773945
151871947,151886373,402,1152,1094,0.3674589,0.2180043,3.4293395,117.2237395,6,2026-06-22,2026-06-22,0.3674589,402,17.0931787099835
151898438,151937640,512,5794,1221,0.4193284,0.0787329,3.4255934,149.4631575,6,2026-06-23,2026-06-23,0.4193284,512,19.5060053773945
153588432,19619027,243,334,86903,0.7275449,0.0027933,3.4152253,71.1519685,29,2026-07-29,2026-07-29,0.7275449,243,33.8433903634858
151871913,151886373,394,1132,1094,0.3601463,0.2150655,3.4059292,115.6806181,6,2026-06-22,2026-06-22,0.3601463,394,16.7530166438732
153586841,19619027,320,444,86903,0.7207207,0.003677,3.40257,94.0465603,29,2026-07-29,2026-07-29,0.7207207,320,33.5259473238624
139468086,153445093,174,413,12823,0.4213075,0.0133211,3.3881137,51.356009,4,2026-07-25,2026-07-27,0.4213075,174,19.5980676733
142078611,149262673,342,81574,730,0.4684932,0.0041727,3.380828,101.158651,4,2026-04-28,2026-04-28,0.4684932,342,21.7930168299422
148602579,148686878,689,9094,1652,0.4170702,0.0685095,3.3626016,204.9008736,4,2026-04-15,2026-04-15,0.4170702,689,19.4009601161071
148456890,148463264,221,1775,474,0.4662447,0.1089744,3.3588295,65.796731,4,2026-04-10,2026-04-10,0.4662447,221,21.6884227860113
123591261,148002753,338,353875,763,0.4429882,0.000954,3.3476064,100.9676634,29,2026-03-31,2026-05-09,0.4429882,338,20.6065942858206
125542962,148338283,663,1184,37765,0.5599662,0.017317,3.3453667,198.1845518,6,2026-04-20,2026-04-20,0.5599662,663,26.0480895364091
129533265,148499121,179,59198,311,0.5755627,0.003017,3.3186879,53.9369789,29,2026-04-10,2026-04-10,0.5755627,179,26.7735958767107
153633874,66228851,186,309,110377,0.6019417,0.0016833,3.3096093,56.1999878,17,2026-07-30,2026-07-30,0.6019417,186,28.0006745001721
153633367,66228851,188,318,110377,0.591195,0.0017012,3.3043728,56.8943064,17,2026-07-30,2026-07-30,0.591195,188,27.5007675346786
137377337,150640030,223,33842,618,0.3608414,0.0065134,3.2837188,67.9108081,29,2026-05-27,2026-06-17,0.3608414,223,16.7853507866068
145005802,148249329,199,9702,407,0.4889435,0.0200807,3.2767028,60.7317811,4,2026-04-05,2026-04-05,0.4889435,199,22.744308614065
153631504,66228851,185,335,110377,0.5522388,0.0016738,3.2735711,56.5132072,17,2026-07-30,2026-07-30,0.5522388,185,25.688632113651
147705663,149022230,280,37893,619,0.4523425,0.0073237,3.2589328,85.9176977,28,2026-04-22,2026-04-22,0.4523425,280,21.0417306278899
153724494,153794083,200,5603,512,0.390625,0.0338123,3.2534959,61.4723385,4,2026-08-04,2026-08-06,0.390625,200,18.1708020504805
152883002,152979882,214,359,42077,0.5961003,0.0050684,3.2516764,65.8122063,14,2026-07-14,2026-07-18,0.5961003,214,27.7289486170421
136162889,80385852,227,539,85725,0.4211503,0.0026384,3.2397585,70.0669502,5,2026-03-22,2026-03-26,0.4211503,227,19.5907551610892
153587216,19619027,235,340,86903,0.6911765,0.0027009,3.2348632,72.6460387,28,2026-07-29,2026-07-29,0.6911765,235,32.1516322904165
152752781,152839673,205,785,321,0.6386293,0.227525,3.2203328,63.658016,1,2026-07-10,2026-07-12,0.6386293,205,29.7072808804786
101912974,148058477,168,408,1847,0.4117647,0.0804983,3.2018333,52.4699393,6,2026-04-20,2026-04-20,0.4117647,168,19.1541628289933
147214454,151881956,506,4349,1153,0.4388552,0.101281,3.1973338,158.2568576,10,2026-06-22,2026-06-22,0.4388552,506,20.4143384781415
153463137,66228851,246,628,110377,0.3917197,0.002221,3.1960655,76.9696357,16,2026-07-25,2026-07-25,0.3917197,246,18.2217244876125
143388918,151742247,893,7064,2304,0.3875868,0.1053687,3.1909653,279.8526243,6,2026-06-19,2026-06-21,0.3875868,893,18.0294733316587
148862849,149537231,230,29099,408,0.5637255,0.007856,3.1904431,72.0903002,8,2026-05-04,2026-05-14,0.5637255,230,26.2229618465489
139514493,148484465,297,328,48832,0.9054878,0.0060782,3.1776605,93.4649884,7,2026-04-14,2026-04-15,0.9054878,297,42.1208053066882
145846574,149677477,255,484046,316,0.806962,0.0005267,3.1637047,80.6017077,29,2026-05-07,2026-05-15,0.806962,255,37.5376557165052
151368049,151871947,449,12183,1152,0.3897569,0.034844,3.1615709,142.0180091,6,2026-06-22,2026-06-22,0.3897569,449,18.1304204229349
151368049,151871913,443,12183,1132,0.3913428,0.0344158,3.1584994,140.2564786,6,2026-06-22,2026-06-22,0.3913428,443,18.2041921348628
153589507,19619027,209,313,86903,0.6677316,0.0024021,3.1568283,66.2056921,26,2026-07-29,2026-07-29,0.6677316,209,31.0610399397136
148370408,149464231,172,60338,484,0.3553719,0.0028359,3.1456757,54.6782369,17,2026-05-03,2026-05-03,0.3553719,172,16.5309246699601
123591261,147705663,18535,353875,37893,0.4891405,0.0496607,3.1432593,5896.7455336,29,2026-03-30,2026-04-23,0.4891405,18535,22.7534725129551
153588834,19619027,225,337,86903,0.6676558,0.0025858,3.1419529,71.6115133,29,2026-07-29,2026-07-29,0.6676558,225,31.0575139319173
142668385,149435631,185,91047,467,0.3961456,0.0020256,3.1373447,58.9670614,29,2026-07-10,2026-07-11,0.3961456,185,18.4276051987682
140809097,145846574,373,686,484046,0.5437318,0.0007701,3.1231259,119.4316232,29,2026-04-09,2026-07-18,0.5437318,373,25.2929098402598
145846574,149825969,210,484046,508,0.4133858,0.0004336,3.1200671,67.3062446,15,2026-05-11,2026-05-12,0.4133858,210,19.2295719482356
151933625,151937061,508,1335,2803,0.3805243,0.1399449,3.1186653,162.8901978,6,2026-06-23,2026-06-23,0.3805243,508,17.700945230586
146671258,81811234,395,1142,17191,0.3458844,0.0220203,3.1128306,126.8941509,6,2026-03-22,2026-03-22,0.3458844,395,16.089592229758
151423750,151742247,858,4609,2304,0.3723958,0.1417011,3.1126727,275.6473572,6,2026-06-19,2026-06-21,0.3723958,858,17.3228297375497
148484465,148681148,308,48832,469,0.6567164,0.0062866,3.1120682,98.9695525,17,2026-04-14,2026-04-15,0.6567164,308,30.5486430917227
151898438,151933625,508,5794,1335,0.3805243,0.0767256,3.1107667,163.3037933,6,2026-06-23,2026-06-23,0.3805243,508,17.700945230586
153581318,19619027,189,305,86903,0.6196721,0.0021719,3.1056689,60.8564556,29,2026-07-28,2026-07-29,0.6196721,189,28.8254440071823
123884962,19619027,616,1338,86903,0.4603886,0.00703,3.099497,198.7419232,29,2026-07-25,2026-08-05,0.4603886,616,21.4160130992585
112738117,151005661,195,543,17880,0.359116,0.0106978,3.0965644,62.9730156,7,2026-06-04,2026-06-12,0.359116,195,16.7050899178505
136233221,152555087,220,13756,589,0.3735144,0.0155752,3.0936053,71.1144382,5,2026-07-19,2026-07-26,0.3735144,220,17.3748639370342
151368049,151742247,899,12183,2304,0.390191,0.0661613,3.0909396,290.8500736,6,2026-06-19,2026-06-21,0.390191,899,18.1506135625704
147214454,151886373,561,4349,1094,0.5127971,0.1149119,3.0746534,182.4595886,6,2026-06-22,2026-06-22,0.5127971,561,23.8539125661708
123591261,147214919,420,353875,881,0.476731,0.0011853,3.0660307,136.9849291,29,2026-04-10,2026-04-12,0.476731,420,22.1762166587587
153616502,66228851,212,336,110377,0.6309524,0.0019185,3.0530988,69.4376488,13,2026-07-30,2026-07-30,0.6309524,212,29.3501725790096
146681748,81811234,170,307,17191,0.5537459,0.0098107,3.0530058,55.6828295,3,2026-03-22,2026-03-28,0.5537459,170,25.7587382660229
151881549,151886373,384,3892,1094,0.3510055,0.083442,3.0482876,125.9723662,6,2026-06-22,2026-06-22,0.3510055,384,16.3278117353727
152577793,19619027,555,1135,86903,0.4889868,0.0063441,3.0435091,182.3552964,29,2026-07-29,2026-07-29,0.4889868,555,22.7463228111306
115295631,147707637,3650,27691,7738,0.4716981,0.1148557,3.0262166,1206.1264892,28,2026-03-23,2026-03-24,0.4716981,3650,21.9420999748807
123657273,145438335,186,29215,535,0.3476636,0.0062914,3.0197082,61.595356,5,2026-05-08,2026-05-10,0.3476636,186,16.172355726739
151368049,151886373,384,12183,1094,0.3510055,0.0297836,3.0195507,127.1712388,6,2026-06-22,2026-06-22,0.3510055,384,16.3278117353727
152979882,153049006,169,42077,444,0.3806306,0.0039904,3.0106798,56.1335021,13,2026-07-15,2026-07-16,0.3806306,169,17.7058900146064
150822262,152979882,382,565,42077,0.6761062,0.0090393,3.0021485,127.242206,13,2026-07-15,2026-07-15,0.6761062,382,31.4506033287746
103293925,152979882,551,982,42077,0.5610998,0.0129623,3.0004173,183.641122,14,2026-07-14,2026-07-15,0.5610998,551,26.1008214946924
148433417,148561468,205,310,1872,0.6612903,0.1036925,2.9923332,68.5084125,4,2026-04-12,2026-04-12,0.6612903,205,30.7614083563594
123522051,140445138,197,484,13093,0.4070248,0.0147235,2.9922541,65.8366549,15,2026-03-21,2026-03-22,0.4070248,197,18.9336757003172
146701946,148539710,210,15956,342,0.6140351,0.0130532,2.9861706,70.3241804,8,2026-04-11,2026-04-12,0.6140351,210,28.5632262506164
147880914,148484465,277,596,48832,0.4647651,0.0056357,2.9849317,92.799442,13,2026-04-14,2026-04-15,0.4647651,277,21.6195958581038
151423780,151742247,858,6340,2304,0.3723958,0.1101978,2.982499,287.6782177,6,2026-06-19,2026-06-21,0.3723958,858,17.3228297375497
147203341,149343340,515,14196,1187,0.4338669,0.0346381,2.978689,172.8948539,3,2026-04-30,2026-05-04,0.4338669,515,20.1822964637584
123591261,150130238,178,353875,476,0.3739496,0.0005026,2.9602464,60.1301307,27,2026-07-11,2026-08-03,0.3739496,178,17.3951082456483
147214454,151871947,511,4349,1152,0.4435764,0.1024048,2.9557272,172.8846974,6,2026-06-22,2026-06-22,0.4435764,511,20.6339557341818
147214454,151871913,501,4349,1132,0.4425795,0.1006024,2.9386072,170.4889331,6,2026-06-22,2026-06-22,0.4425795,501,20.5875826844177
121732938,148433417,297,110007,310,0.9580645,0.0026995,2.9378334,101.0949088,6,2026-04-12,2026-04-12,0.9580645,297,44.5665289755971
152958754,152979882,311,698,42077,0.4455587,0.0073239,2.9316921,106.0820824,7,2026-07-14,2026-07-15,0.4455587,311,20.7261668852978
113139704,145846574,183,409,484046,0.4474328,0.0003779,2.926559,62.5307734,28,2026-04-08,2026-07-21,0.4474328,183,20.8133448696121
146329475,151821173,766,10392,1169,0.6552609,0.0709588,2.9223583,262.1170743,6,2026-06-20,2026-06-20,0.6552609,766,30.4809372296185
146329475,151803150,761,10392,1166,0.6526587,0.0704825,2.9096194,261.5462393,6,2026-06-20,2026-06-20,0.6526587,761,30.3598900332133
150202051,80385852,227,645,85725,0.351938,0.0026352,2.9066931,78.0956199,4,2026-05-18,2026-05-18,0.351938,227,16.3711890740276
137696419,146557768,350,540,7431,0.6481481,0.0459257,2.8928158,120.989385,5,2026-03-31,2026-03-31,0.6481481,350,30.1500693107073
152351703,152593006,436,3635,1211,0.360033,0.0988662,2.8732079,151.746766,8,2026-07-05,2026-07-05,0.360033,436,16.7477462390801
152979882,98669985,2790,42077,3589,0.7773753,0.0650714,2.8664313,973.3357234,17,2026-07-15,2026-07-15,0.7773753,2790,36.1613636997963
129475189,19619027,500,966,86903,0.5175983,0.0057229,2.863711,174.5986269,29,2026-07-29,2026-08-05,0.5175983,500,24.077251202471
148225606,152979882,171,433,42077,0.3949192,0.0040388,2.8570142,59.8526942,9,2026-07-15,2026-07-22,0.3949192,171,18.3705564393834
148484465,148673437,391,48832,743,0.526245,0.0079497,2.8539897,137.0011935,15,2026-04-14,2026-04-16,0.526245,391,24.4794719361411
147104190,147675464,3406,18508,5811,0.5861298,0.1628652,2.8508043,1194.750529,6,2026-04-06,2026-04-20,0.5861298,3406,27.2651483435206
153465642,66228851,235,531,110377,0.4425612,0.0021234,2.84556,82.5847977,12,2026-07-25,2026-07-30,0.4425612,235,20.5867314186832
146892789,147383252,1878,1878,12508,1,0.1501439,2.8354713,662.323748,6,2026-03-28,2026-03-28,1,1878,46.5172532492301
148338283,148862366,1297,37765,3105,0.4177134,0.0327749,2.8329351,457.8290553,8,2026-04-18,2026-04-20,0.4177134,1297,19.430880013397
152721540,152731924,169,477,3110,0.3542977,0.0494441,2.8314967,59.6857488,3,2026-07-08,2026-07-14,0.3542977,169,16.4809558365198
152979882,153050087,235,42077,422,0.556872,0.0055603,2.8070849,83.7167402,17,2026-07-15,2026-07-15,0.556872,235,25.9041558514053
139301993,139990304,199,340,52682,0.5852941,0.0037673,2.8057983,70.9245572,6,2026-04-24,2026-04-24,0.5852941,199,27.2262738749802
151244645,19619027,246,467,86903,0.5267666,0.0028236,2.8000791,87.8546596,10,2026-07-28,2026-08-05,0.5267666,246,24.5037353354359
147024262,148295582,178,316,5537,0.5632911,0.0313656,2.7953754,63.6765985,2,2026-04-18,2026-04-18,0.5632911,178,26.2027547517374
153630472,66228851,351,418,110377,0.8397129,0.0031781,2.7905601,125.7812024,7,2026-07-30,2026-07-30,0.8397129,351,39.0611376259455
142715512,146810177,328,1654,492,0.6666667,0.180418,2.7848074,117.7819332,4,2026-06-28,2026-07-04,0.6666667,328,31.0115037167285
123591261,140445138,8917,353875,13093,0.6810509,0.0249043,2.7632963,3226.9431659,28,2026-04-21,2026-04-22,0.6810509,8917,31.6806171909161
118407181,142668385,231,517,91047,0.4468085,0.0025292,2.7618549,83.6394423,6,2026-04-25,2026-04-25,0.4468085,231,20.7843041484086
146490510,148615223,407,27288,967,0.4208893,0.0146151,2.7564934,147.6513624,19,2026-04-13,2026-04-17,0.4208893,407,19.5786141579912
142290432,146701946,219,300,15956,0.73,0.0136559,2.7563707,79.4523042,7,2026-04-12,2026-04-12,0.73,219,33.957594871938
146490625,153568274,292,29033,561,0.5204991,0.0099652,2.7405919,106.5463269,29,2026-07-28,2026-07-29,0.5204991,292,24.2121884506964
123591261,139981367,202,353875,347,0.5821326,0.0005706,2.7354995,73.843917,29,2026-03-31,2026-06-23,0.5821326,202,27.0792095788328
141823875,152189481,334,12148,885,0.3774011,0.0263013,2.7282345,122.4234944,4,2026-06-28,2026-06-28,0.3774011,334,17.555662545238
146329475,151718449,626,10392,1271,0.4925256,0.0567183,2.7235007,229.851236,6,2026-06-18,2026-06-18,0.4925256,626,22.910938066929
151881536,151890789,479,3933,1166,0.4108062,0.1036797,2.7211999,176.0252914,6,2026-06-22,2026-06-22,0.4108062,479,19.1095760417539
139177500,142327375,205,321,172734,0.6386293,0.001186,2.7183318,75.4138999,10,2026-04-18,2026-04-19,0.6386293,205,29.7072808804786
123591261,148744198,271,353875,763,0.3551769,0.0007647,2.7177804,99.713722,14,2026-04-16,2026-04-20,0.3551769,271,16.5218538055765
152979882,153351839,253,42077,394,0.642132,0.0059927,2.7167966,93.1243817,16,2026-07-22,2026-07-22,0.642132,253,29.8702168634346
145846574,149655177,220,484046,374,0.5882353,0.0004544,2.7102397,81.1736317,15,2026-05-07,2026-05-08,0.5882353,220,27.3630904202369
116519872,147104190,168,474,18508,0.3544304,0.0089295,2.7100814,61.9907575,4,2026-04-08,2026-04-08,0.3544304,168,16.4871286760259
145846574,148520024,944,484046,1765,0.5348442,0.0019469,2.6903871,350.8788735,29,2026-04-11,2026-04-11,0.5348442,944,24.8794831002819
153259598,153591945,201,10827,392,0.5127551,0.0182429,2.6898812,74.724491,6,2026-07-29,2026-07-29,0.5127551,201,23.8519588415343
145846574,149430479,233,484046,655,0.3557252,0.0004809,2.6855083,86.7619749,10,2026-05-01,2026-05-01,0.3557252,233,16.547359215533
146814785,147715636,186,3531,528,0.3522727,0.0480248,2.6807222,69.3842873,6,2026-03-24,2026-03-24,0.3522727,186,16.3867583986901
136684119,152189481,333,45142,885,0.3762712,0.0072876,2.6801293,124.247738,10,2026-06-28,2026-06-28,0.3762712,333,17.5031027007917
152831565,19619027,324,863,86903,0.3754345,0.0037053,2.6775549,121.0059212,29,2026-07-25,2026-07-29,0.3754345,324,17.4641817149981
139046200,152979882,230,644,42077,0.3571429,0.0054129,2.6594932,86.482642,15,2026-07-22,2026-07-22,0.3571429,230,16.6133067254645
147370712,147634467,193,3695,323,0.5975232,0.0504575,2.6504163,72.8187487,3,2026-03-24,2026-03-24,0.5975232,193,27.7951380166904
135095032,147425893,246,326,10885,0.7546012,0.022435,2.6458741,92.9749438,6,2026-04-11,2026-04-11,0.7546012,246,35.101975122573
123591261,148208361,175,353875,496,0.3528226,0.0004941,2.6433226,66.2045575,28,2026-04-04,2026-07-18,0.3528226,175,16.4123382362518
151522262,151718449,629,8608,1271,0.4948859,0.068,2.6265513,239.4775227,6,2026-06-18,2026-06-18,0.4948859,629,23.0207327397732
147104190,98746838,203,18508,568,0.3573944,0.0107561,2.6178557,77.5443823,5,2026-04-08,2026-04-13,0.3573944,203,16.6250058146567
108362153,129533265,238,684,59198,0.3479532,0.0039903,2.6077007,91.2681443,28,2026-03-26,2026-04-14,0.3479532,238,16.18582712328
147676760,147727324,194,11331,455,0.4263736,0.0167357,2.6050564,74.4705559,4,2026-03-28,2026-03-28,0.4263736,194,19.833728729986
153853224,19619027,292,486,86903,0.600823,0.0033526,2.5984214,112.3759204,17,2026-08-05,2026-08-05,0.600823,292,27.9486356489622
147425893,147727324,194,10885,455,0.4263736,0.0174053,2.5787329,75.2307462,4,2026-03-28,2026-03-28,0.4263736,194,19.833728729986
123591261,97270934,173,353875,482,0.3589212,0.0004884,2.5761457,67.1545869,29,2026-04-02,2026-04-04,0.3589212,173,16.6960283569176
119850995,147104190,203,443,18508,0.4582393,0.0108278,2.5735392,78.8796985,6,2026-04-08,2026-04-08,0.4582393,203,21.3160335668499
153853257,19619027,277,466,86903,0.5944206,0.0031805,2.5692875,107.8119894,17,2026-08-05,2026-08-05,0.5944206,277,27.6508135867593
148323203,19619027,282,669,86903,0.4215247,0.0032306,2.5692686,109.7588643,27,2026-07-25,2026-07-25,0.4215247,282,19.6081712207058
153857834,19619027,251,424,86903,0.5919811,0.0028825,2.5578801,98.1281323,17,2026-08-05,2026-08-05,0.5919811,251,27.5373347474578
152979882,153159412,728,42077,1543,0.4718082,0.0169729,2.5454756,285.9976323,17,2026-07-18,2026-07-18,0.4718082,728,21.9472215244634
152979882,153341339,575,42077,945,0.6084656,0.0135463,2.5426222,226.1444913,17,2026-07-22,2026-07-22,0.6084656,575,28.3041484086448
153312103,19619027,218,563,86903,0.3872114,0.0024986,2.5354518,85.9807319,20,2026-07-28,2026-07-29,0.3872114,218,18.0120107547889
136455732,145846574,168,421,484046,0.3990499,0.0003469,2.532924,66.3265077,24,2026-04-08,2026-07-11,0.3990499,168,18.56270525738
121732938,134707181,242,110007,699,0.3462089,0.0021908,2.5252146,95.8334398,9,2026-04-05,2026-04-18,0.3462089,242,16.1046870784374
127775974,150299642,660,42564,934,0.7066381,0.0154069,2.5221805,261.6783386,6,2026-05-20,2026-05-21,0.7066381,660,32.8708634532548
139804852,19619027,258,456,86903,0.5657895,0.0029621,2.5213168,102.3274818,18,2026-08-03,2026-08-05,0.5657895,258,26.3189734572553
153550503,19619027,310,683,86903,0.4538799,0.003552,2.5180992,123.1087323,7,2026-07-28,2026-07-29,0.4538799,310,21.1132462530352
153857866,19619027,245,421,86903,0.5819477,0.0028135,2.5142393,97.4449793,17,2026-08-05,2026-08-05,0.5819477,245,27.070608538707
153852482,19619027,254,438,86903,0.5799087,0.0029166,2.5128096,101.0820731,17,2026-08-05,2026-08-05,0.5799087,254,26.9757598593318
146557768,147805867,3279,7431,7380,0.4443089,0.2843392,2.5087847,1307.0073233,6,2026-03-30,2026-03-31,0.4443089,3279,20.6680296221869
143074510,144714518,185,305,12714,0.6065574,0.0144148,2.5054112,73.8401745,4,2026-03-21,2026-03-22,0.6065574,185,28.2153841859946
147426771,147675464,200,461,5811,0.4338395,0.0329381,2.4985816,80.0454142,6,2026-04-06,2026-04-06,0.4338395,200,20.1810218910194
153857907,19619027,242,419,86903,0.5775656,0.0027791,2.4975818,96.8937215,17,2026-08-05,2026-08-05,0.5775656,242,26.8667652832436
153260381,153663291,178,8631,474,0.3755274,0.0199395,2.4914405,71.4446123,6,2026-07-31,2026-07-31,0.3755274,178,17.4685031678249
142327375,149223750,208,172734,310,0.6709677,0.0012035,2.4806853,83.8477976,17,2026-04-27,2026-04-27,0.6709677,208,31.2115744229535
153852336,19619027,260,454,86903,0.5726872,0.0029852,2.4775257,104.9434134,17,2026-08-05,2026-08-05,0.5726872,260,26.6398355149925
153857947,19619027,243,425,86903,0.5717647,0.0027904,2.4742476,98.2116757,17,2026-08-05,2026-08-05,0.5717647,243,26.5969233488701
142327375,149224210,178,172734,323,0.5510836,0.0010296,2.4733005,71.9686114,17,2026-04-27,2026-04-28,0.5510836,178,25.6348953826974
129502267,145846574,168,379,484046,0.4432718,0.0003469,2.4726575,67.9430949,24,2026-05-03,2026-05-11,0.4432718,168,20.6197865788421
123591261,143675950,247,353875,688,0.3590116,0.0006971,2.4670024,100.1215066,24,2026-04-02,2026-04-22,0.3590116,247,16.7002335166113
123591261,153036609,548,353875,1526,0.3591088,0.0015443,2.4611075,222.6639852,28,2026-07-16,2026-07-22,0.3591088,548,16.7047549936271
129533265,146597149,308,59198,813,0.3788438,0.0051589,2.4547272,125.472192,29,2026-03-25,2026-03-26,0.3788438,308,17.6227729865007
144714518,145518372,246,12714,686,0.3586006,0.0187015,2.4504096,100.3913815,6,2026-03-23,2026-03-23,0.3586006,246,16.6811149255259
123591261,148998349,479,353875,597,0.8023451,0.0013531,2.4475977,195.7020953,28,2026-04-22,2026-04-26,0.8023451,479,37.3228902099789
153852443,19619027,239,423,86903,0.5650118,0.0027444,2.4438649,97.7959127,17,2026-08-05,2026-08-05,0.5650118,239,26.2827969894034
153851025,19619027,276,493,86903,0.5598377,0.003168,2.4392468,113.1496841,17,2026-08-05,2026-08-05,0.5598377,276,26.0421120693665
148370408,148832790,388,60338,585,0.6632479,0.0064095,2.437183,159.2001909,18,2026-04-18,2026-04-18,0.6632479,388,30.8524705313201
147594713,81811234,421,942,17191,0.4469214,0.0237692,2.4363816,172.7972334,6,2026-03-22,2026-03-23,0.4469214,421,20.7895559463005
148370408,148828087,349,60338,354,0.9858757,0.0057836,2.4349056,143.3320446,17,2026-04-18,2026-04-18,0.9858757,349,45.860229609162
142327375,149307000,799,172734,1600,0.499375,0.0046043,2.4331183,328.3851863,17,2026-04-29,2026-04-29,0.499375,799,23.2295533413343
148370408,148828609,201,60338,310,0.6483871,0.0033252,2.4323505,82.6361169,17,2026-04-18,2026-04-18,0.6483871,201,30.1611869342339
144714518,146973647,243,12714,535,0.4542056,0.0186837,2.428527,100.0606542,6,2026-03-22,2026-03-22,0.4542056,243,21.1283969224185
144662311,34351174,174,16967,497,0.3501006,0.0100636,2.4245389,71.7662231,2,2026-03-24,2026-04-07,0.3501006,174,16.2857182729074
140309862,92282716,241,6487,613,0.3931485,0.0351363,2.4180415,99.667438,4,2026-03-27,2026-03-27,0.3931485,241,18.288188339055
153562850,19619027,622,1343,86903,0.4631422,0.0070985,2.4161863,257.430481,29,2026-07-28,2026-08-03,0.4631422,622,21.5441030078056
153856227,19619027,230,626,86903,0.3674121,0.0026346,2.4149859,95.2386497,17,2026-08-05,2026-08-05,0.3674121,230,17.0910017025315
148370408,148821167,279,60338,339,0.8230088,0.0046194,2.4137717,115.5867407,9,2026-04-18,2026-04-18,0.8230088,279,38.284108775945
153852364,19619027,237,425,86903,0.5576471,0.0027213,2.4124088,98.2420562,17,2026-08-05,2026-08-05,0.5576471,237,25.9402113743988
136674960,146807705,206,437,10993,0.4713959,0.0183535,2.4122448,85.3976356,4,2026-03-29,2026-03-29,0.4713959,206,21.9280424609488
146557768,147370712,3246,7431,3695,0.8784844,0.4119289,2.4114094,1346.1007745,6,2026-03-24,2026-03-24,0.8784844,3246,40.864681310298
123163751,140445138,617,1169,13093,0.5278015,0.045218,2.409147,256.1072486,14,2026-03-21,2026-03-22,0.5278015,617,24.5518760408235
126328923,144714518,182,369,12714,0.4932249,0.0141074,2.4091168,75.5463567,4,2026-03-23,2026-03-25,0.4932249,182,22.9434675821262
152395461,152979882,223,508,42077,0.4389764,0.0052642,2.4059232,92.6879137,16,2026-07-22,2026-07-22,0.4389764,223,20.4199763692353
149655296,149677708,188,347,12053,0.5417867,0.0153947,2.4030741,78.2331268,6,2026-05-07,2026-05-07,0.5417867,188,25.2024291309647
146490510,148771211,183,27288,510,0.3588235,0.0066268,2.3944289,76.4274104,29,2026-04-16,2026-04-17,0.3588235,183,16.6914836212751
120583279,146350147,171,4922,382,0.447644,0.0333139,2.388787,71.5844495,6,2026-03-21,2026-03-22,0.447644,171,20.8231693134984
147714615,148985313,206,50745,315,0.6539683,0.0040508,2.387392,86.2866257,9,2026-04-21,2026-04-21,0.6539683,206,30.4208090280685
123591261,125712678,205,353875,450,0.4555556,0.0005789,2.3834575,86.0095059,26,2026-04-11,2026-05-16,0.4555556,205,21.191195214305
129926887,151378947,337,707,16071,0.476662,0.0204975,2.3831636,141.4086698,6,2026-06-15,2026-06-17,0.476662,337,22.1730069682845
123591261,149304286,187,353875,408,0.4583333,0.0005281,2.3809599,78.5397508,10,2026-04-29,2026-05-07,0.4583333,187,21.3204061886554
151548232,151742247,1099,6034,2304,0.4769965,0.1518165,2.3799036,461.7834137,2,2026-06-21,2026-06-21,0.4769965,1099,22.1885669894964
149677708,3990578,180,12053,393,0.4580153,0.0146747,2.379746,75.6383246,17,2026-05-07,2026-05-07,0.4580153,180,21.3056137021221
127721099,130123303,212,366,6983,0.579235,0.0297044,2.3746929,89.2747023,1,2026-05-02,2026-05-03,0.579235,212,26.9444211858178
153855951,19619027,311,566,86903,0.54947,0.0035682,2.3732692,131.0428689,17,2026-08-05,2026-08-05,0.54947,311,25.5598351428545
153554765,19619027,205,374,86903,0.5481283,0.0023544,2.3708423,86.4671606,25,2026-07-28,2026-08-03,0.5481283,205,25.49742294417
153591945,19619027,189,392,86903,0.4821429,0.0021698,2.368626,79.7930943,7,2026-07-29,2026-07-29,0.4821429,189,22.4279633816182
