"uid1","uid2","n_same_orders","rounds_1","rounds_2","same_rate","jaccard","lift","exp_same","n_tables","first_day","last_day",".sr",".so","相对倍数"
146765426,147225523,3314,8235,8513,0.4024287,0.2466875,55.1651141,60.0741982,20,2026-03-23,2026-07-28,0.4024287,3314,18.7198777526585
153857866,153857947,349,421,425,0.8289786,0.7022133,54.7815142,6.3707622,17,2026-08-05,2026-08-05,0.8289786,349,38.5618074743923
153363380,153365622,172,435,336,0.5119048,0.2871452,54.7126955,3.1436945,27,2026-07-23,2026-07-23,0.5119048,172,23.8124052210965
153817420,153817485,360,398,447,0.9045226,0.742268,53.5480603,6.7229326,17,2026-08-04,2026-08-04,0.9045226,360,42.0759068538521
153853930,153853980,419,530,445,0.941573,0.7535971,53.1935564,7.8768939,17,2026-08-05,2026-08-05,0.941573,419,43.7993896936374
153886589,153886822,372,476,450,0.8266667,0.6714801,52.6660913,7.0633683,17,2026-08-06,2026-08-06,0.8266667,372,38.4542642366054
148128289,148128439,223,1587,305,0.7311475,0.1336129,52.4998844,4.2476284,27,2026-04-02,2026-04-02,0.7311475,223,34.0109734200415
153785142,153785240,336,453,431,0.7795824,0.6131387,52.2986339,6.424642,17,2026-08-03,2026-08-03,0.7795824,336,36.2640319294426
152818474,152860664,328,4264,359,0.913649,0.0763679,52.14164,6.2905578,7,2026-07-11,2026-07-12,0.913649,328,42.5004419139059
150308788,150309058,169,484,365,0.4630137,0.2485294,51.8258126,3.2609233,29,2026-05-20,2026-05-20,0.4630137,169,21.5381255407631
149291912,149292617,357,375,373,0.9571046,0.9130435,51.7766941,6.8949941,18,2026-04-28,2026-04-29,0.9571046,357,44.5218770642031
153814559,153814746,377,481,427,0.882904,0.7099812,51.5689088,7.3106065,17,2026-08-04,2026-08-04,0.882904,377,41.0702689627583
153823132,153823192,398,441,461,0.9024943,0.7896825,51.5576919,7.7195077,17,2026-08-04,2026-08-04,0.9024943,398,41.9815559090867
153811181,153811326,381,454,433,0.8799076,0.7529644,51.3476134,7.4200138,17,2026-08-04,2026-08-04,0.8799076,381,40.9308846651223
148998050,148998357,321,348,329,0.9756839,0.9016854,51.1941882,6.270243,4,2026-04-22,2026-05-04,0.9756839,321,45.3861350674965
148838855,148956432,238,700,506,0.4703557,0.2458678,51.0795754,4.6593966,11,2026-04-21,2026-04-22,0.4703557,238,21.8796552141189
146513235,148404976,762,1897,7988,0.4016869,0.0835252,50.9743813,14.9486856,9,2026-05-16,2026-07-07,0.4016869,762,18.6853712541982
153852364,153852443,326,425,423,0.7706856,0.6245211,50.906428,6.4039064,17,2026-08-05,2026-08-05,0.7706856,326,35.8501772307349
153857834,153857947,326,424,425,0.7688679,0.623327,50.7851912,6.4191941,17,2026-08-05,2026-08-05,0.7688679,326,35.7656228195038
141553722,153124486,303,12306,356,0.8511236,0.0245165,50.2086784,6.0348133,28,2026-07-17,2026-07-17,0.8511236,303,39.5919320475965
141620628,144837544,1682,2694,7541,0.6243504,0.1966561,49.4932168,33.984455,19,2026-05-07,2026-06-22,0.6243504,1682,29.0430656730581
153322600,153323494,179,382,414,0.4685864,0.2901135,49.3407878,3.6278302,26,2026-07-22,2026-07-22,0.4685864,179,21.7973522379451
153814525,153814559,387,451,481,0.8580931,0.7100917,49.0575985,7.8886862,17,2026-08-04,2026-08-04,0.8580931,387,39.916134044117
153852364,153852482,324,425,438,0.7623529,0.6011132,48.769424,6.6435068,17,2026-08-05,2026-08-05,0.7623529,324,35.462562914585
153819173,153819249,393,475,462,0.8506494,0.7224265,48.594861,8.0872749,17,2026-08-04,2026-08-04,0.8506494,393,39.5698735661057
153786007,153786074,363,437,567,0.8306636,0.5663027,48.4123135,7.4980924,17,2026-08-03,2026-08-03,0.8306636,363,38.6401890461172
152187802,152187807,419,425,1019,0.9858824,0.4087805,48.2698496,8.6803668,29,2026-06-28,2026-06-30,0.9858824,419,45.8605412747588
130568626,149046308,276,349,9580,0.7908309,0.0285921,48.2575307,5.7193146,4,2026-04-23,2026-05-02,0.7908309,276,36.7872812526166
146765429,148816838,734,8385,1903,0.3857068,0.0768265,48.1590804,15.2411548,12,2026-04-20,2026-05-09,0.3857068,734,17.9420208955502
153477280,153481120,225,765,420,0.5357143,0.234375,47.7504011,4.7120023,14,2026-07-26,2026-08-06,0.5357143,225,24.9199577623341
153886522,153886589,346,469,476,0.7377399,0.5776294,46.9975359,7.3620881,17,2026-08-06,2026-08-06,0.7377399,346,34.3176337603617
153825178,153825992,203,326,404,0.6226994,0.3851992,46.7136241,4.3456273,17,2026-08-04,2026-08-04,0.6226994,203,28.9662656879437
152946285,152946288,192,435,352,0.5454545,0.3226891,46.5686903,4.1229418,25,2026-07-13,2026-07-13,0.5454545,192,25.3730451124322
153851690,153851828,299,601,337,0.8872404,0.4679186,46.4427826,6.4380294,17,2026-08-05,2026-08-05,0.8872404,299,41.2719863797482
149267933,149268057,324,471,502,0.6878981,0.4992296,45.9982123,7.043752,29,2026-04-28,2026-04-28,0.6878981,324,31.9991301273642
148034970,148056199,423,466,428,0.9883178,0.8980892,45.7033112,9.2553469,13,2026-04-01,2026-04-04,0.9883178,423,45.973829393322
150132692,151289112,3157,12353,3253,0.9704888,0.2535947,45.5722226,69.2746551,29,2026-06-10,2026-06-17,0.9704888,3157,45.1444732851415
148909253,149001565,246,555,1394,0.4432432,0.144451,44.7500415,5.4972016,21,2026-04-22,2026-04-23,0.4432432,246,20.6184561853992
153852336,153852443,306,454,423,0.7234043,0.5359019,44.7331157,6.8405698,17,2026-08-05,2026-08-05,0.7234043,306,33.6507810246821
153882008,153882047,361,486,568,0.7427984,0.5209235,44.5641793,8.1006765,17,2026-08-05,2026-08-05,0.7427984,361,34.5529412859229
139887843,153073334,327,47007,337,0.9703264,0.0069549,44.4755268,7.3523581,29,2026-07-16,2026-07-16,0.9703264,327,45.1369188832138
153814525,153814746,298,451,427,0.6978923,0.5137931,44.01168,6.7709299,17,2026-08-04,2026-08-04,0.6978923,298,32.4640328597877
149531262,149847884,216,1183,583,0.3704974,0.1393548,43.8700911,4.9236278,17,2026-05-10,2026-05-10,0.3704974,216,17.2345213839813
148739858,153315724,207,33753,442,0.4683258,0.0060904,43.3712384,4.7727482,26,2026-07-22,2026-07-22,0.4683258,207,21.7852298417483
153825992,153826067,287,404,437,0.710396,0.5180505,43.0920973,6.6601539,17,2026-08-04,2026-08-04,0.710396,287,33.0456706392401
153852336,153852482,303,454,438,0.6917808,0.5144312,42.7162981,7.0933113,17,2026-08-05,2026-08-05,0.6917808,303,32.179742666555
144217411,146920683,269,2964,521,0.5163148,0.0836443,42.7156251,6.2974614,17,2026-03-25,2026-04-14,0.5163148,269,24.0175463079256
141584193,141620628,1001,8565,2694,0.3715664,0.0975824,42.3683245,23.6261408,13,2026-05-06,2026-06-19,0.3715664,1001,17.2842483277047
153850387,153850557,349,532,443,0.7878104,0.557508,42.2776258,8.2549574,17,2026-08-05,2026-08-05,0.7878104,349,36.6467758891773
146019100,148915120,342,753,1511,0.4541833,0.1779396,42.1755755,8.1089587,22,2026-05-03,2026-05-06,0.4541833,342,21.1273595876711
153421358,153423261,203,781,302,0.6721854,0.2306818,42.0582007,4.8266449,26,2026-07-24,2026-07-24,0.6721854,203,31.2682184822351
153873749,153873854,254,399,426,0.6365915,0.4448336,41.9904207,6.0489987,17,2026-08-05,2026-08-05,0.6365915,254,29.6124880218073
153815448,153815729,327,453,473,0.7218543,0.5459098,41.5435172,7.8712642,17,2026-08-04,2026-08-04,0.7218543,327,33.5786792821457
146765426,148816838,866,8235,1903,0.4550709,0.0933995,41.2783591,20.9795161,11,2026-04-22,2026-05-12,0.4550709,866,21.1686483016551
131782233,147594713,370,5036,942,0.3927813,0.0659772,41.2263424,8.9748442,8,2026-03-23,2026-03-23,0.3927813,370,18.2711072036618
143246446,153248231,297,7455,379,0.7836412,0.0394056,41.0605052,7.2332281,26,2026-07-20,2026-07-20,0.7836412,297,36.4528361569306
141588870,144837544,1302,3496,7541,0.3724256,0.1337442,40.7684815,31.936436,16,2026-03-26,2026-06-21,0.3724256,1302,17.3242159516965
153814746,153814845,276,427,441,0.64637,0.4662162,40.6969998,6.7818267,17,2026-08-04,2026-08-04,0.64637,276,30.0673569827049
153781320,153781504,289,430,556,0.672093,0.4146341,40.5780129,7.1220836,17,2026-08-03,2026-08-03,0.672093,289,31.2639202880348
146751426,146769233,242,701,338,0.7159763,0.3036386,40.46723,5.9801474,7,2026-04-01,2026-04-23,0.7159763,242,33.3052508675468
148990019,148990037,233,343,527,0.6793003,0.3657771,40.0455516,5.8183741,12,2026-04-21,2026-04-23,0.6793003,233,31.599184087378
145043898,87028688,177,2555,315,0.5619048,0.065726,39.9866205,4.4264806,10,2026-06-27,2026-07-06,0.5619048,177,26.138267883558
149193695,150823303,225,13476,300,0.75,0.0166039,39.6957772,5.6681092,29,2026-05-31,2026-05-31,0.75,225,34.8879399369226
149536982,149536991,303,620,711,0.4887097,0.2947471,39.6769807,7.6366698,9,2026-05-04,2026-05-31,0.4887097,303,22.7334328802553
149239179,149253998,636,782,654,0.9724771,0.795,39.4558453,16.1192846,4,2026-04-28,2026-05-11,0.9724771,636,45.2369635397769
145974547,145982876,320,334,445,0.9580838,0.6971678,39.4162328,8.1184826,8,2026-04-13,2026-04-13,0.9580838,320,44.5674267585848
153269688,153270937,167,468,374,0.4465241,0.2474074,39.3898247,4.2396736,25,2026-07-20,2026-07-20,0.4465241,167,20.7710746415846
135095032,139304059,194,326,5021,0.595092,0.037648,39.1541746,4.9547718,6,2026-04-11,2026-04-11,0.595092,194,27.6820452705909
148552717,152801743,172,10793,380,0.4526316,0.0156349,38.9974376,4.4105462,26,2026-07-10,2026-07-10,0.4526316,172,21.0551787658042
139887843,153363380,379,47007,435,0.8712644,0.008053,38.6090289,9.8163567,27,2026-07-23,2026-07-23,0.8712644,379,40.5288267418386
141553722,153200659,288,12306,387,0.744186,0.0232164,38.4632562,7.4876656,27,2026-07-19,2026-07-19,0.744186,288,34.6174886265316
148739858,153896813,316,33753,400,0.79,0.0093389,37.9040541,8.3368391,17,2026-08-06,2026-08-06,0.79,316,36.7486300668918
153038904,153067440,175,2262,398,0.4396985,0.0704225,37.7242995,4.6389198,25,2026-07-16,2026-07-16,0.4396985,175,20.4535664778066
153886522,153886822,265,469,450,0.5888889,0.4051988,37.3998469,7.0855905,17,2026-08-06,2026-08-06,0.5888889,265,27.3934940969606
148404969,148408234,4067,8175,7961,0.5108655,0.336979,37.1032154,109.6131415,10,2026-04-09,2026-07-08,0.5108655,4067,23.7640598397946
153830683,153830932,218,393,399,0.5547074,0.3797909,36.7899531,5.9255308,17,2026-08-04,2026-08-04,0.5547074,218,25.803464605022
153781096,153781320,274,521,430,0.6372093,0.4047267,36.6391222,7.4783451,17,2026-08-03,2026-08-03,0.6372093,274,29.6412263808647
139887843,153365622,260,47007,336,0.7738095,0.0055222,36.1577793,7.1907071,29,2026-07-23,2026-07-23,0.7738095,260,35.9954924781602
148739858,153896835,301,33753,402,0.7487562,0.0088911,35.92384,8.378837,17,2026-08-06,2026-08-06,0.7487562,301,34.8300817773312
152818474,153721706,345,4264,350,0.9857143,0.0808152,35.8977291,9.6106358,7,2026-08-01,2026-08-02,0.9857143,345,45.8527217244876
151812997,151812999,223,534,659,0.417603,0.2298969,35.84329,6.2215271,6,2026-06-20,2026-06-23,0.417603,223,19.4257445086383
153882047,153882321,317,568,619,0.5580986,0.3643678,35.5672431,8.9126953,17,2026-08-05,2026-08-06,0.5580986,317,25.9612139142408
152979882,153152604,200,42077,332,0.6024096,0.0047383,35.5173723,5.6310472,17,2026-07-17,2026-07-17,0.6024096,200,28.0224399229674
150983164,151065659,240,403,822,0.5955335,0.2436548,35.4672254,6.7668107,6,2026-06-09,2026-06-10,0.5955335,240,27.7025826379004
141621502,144837544,902,2546,7541,0.3542812,0.0982036,35.0763188,25.7153553,15,2026-05-06,2026-06-20,0.3542812,902,16.4801883018412
153814559,153814845,274,481,441,0.6213152,0.4228395,34.6682705,7.9034805,17,2026-08-04,2026-08-04,0.6213152,274,28.9018765059961
152910701,153824787,282,3157,453,0.6225166,0.0847356,34.5233614,8.1683819,17,2026-08-04,2026-08-04,0.6225166,282,28.9577623340497
153781883,153781899,320,391,969,0.8184143,0.3076923,34.5079665,9.273221,29,2026-08-03,2026-08-03,0.8184143,320,38.0703852558914
148404969,148404976,3475,8175,7988,0.4350275,0.2738808,34.2699508,101.4007874,9,2026-04-09,2026-07-08,0.4350275,3475,20.2362843878795
141124725,147634467,264,944,323,0.8173375,0.2632104,34.2674471,7.7041047,16,2026-03-22,2026-03-24,0.8173375,264,38.0202954775926
145974547,146479618,333,334,20872,0.997006,0.0159536,34.2616752,9.7193146,8,2026-04-13,2026-04-13,0.997006,333,46.3779805930019
143246446,153249857,237,7455,354,0.6694915,0.0312995,34.2382023,6.9220924,29,2026-07-20,2026-07-20,0.6694915,237,31.142905653707
148739858,153815448,303,33753,453,0.6688742,0.0089373,33.9617741,8.9217954,17,2026-08-04,2026-08-04,0.6688742,303,31.1141905532762
148404976,148408234,3606,7988,7961,0.4529582,0.2921494,33.8908459,106.400413,11,2026-04-09,2026-07-08,0.4529582,3606,21.0703713007154
153894082,153894287,346,453,677,0.7637969,0.4413265,33.5442413,10.3147362,17,2026-08-06,2026-08-06,0.7637969,346,35.5297338282769
152910701,153824845,261,3157,436,0.5986239,0.0783313,33.1534806,7.8724766,17,2026-08-04,2026-08-04,0.5986239,261,27.8463395573418
153855675,153855951,386,583,566,0.6819788,0.5058978,32.879202,11.7399443,17,2026-08-05,2026-08-05,0.6819788,386,31.7237805502061
145621723,146479618,514,938,20872,0.5479744,0.024136,32.8351716,15.6539459,10,2026-04-14,2026-04-14,0.5479744,514,25.4902639388949
145621723,147594669,510,938,24229,0.54371,0.0206838,32.7634563,15.5661233,10,2026-04-14,2026-04-14,0.54371,510,25.2918957641389
153781899,153782442,276,969,394,0.7005076,0.2539098,32.6536844,8.4523387,17,2026-08-03,2026-08-03,0.7005076,276,32.5856894322104
152224861,152235807,316,1131,319,0.9905956,0.2786596,32.2077568,9.8113011,29,2026-06-29,2026-06-29,0.9905956,316,46.0797863927731
148838843,148838855,322,1233,700,0.46,0.1998759,31.973315,10.0708982,11,2026-04-18,2026-04-20,0.46,322,21.3979364946459
141553722,153200689,234,12306,371,0.6307278,0.0188058,31.944406,7.3252262,27,2026-07-19,2026-07-19,0.6307278,234,29.3397248039298
153818952,153819173,223,399,475,0.5588972,0.3425499,31.9032905,6.9898746,17,2026-08-04,2026-08-04,0.5588972,223,25.9983625926856
139887843,153074271,242,47007,349,0.6934097,0.0051365,31.8369213,7.6012375,29,2026-07-16,2026-07-16,0.6934097,242,32.2555146203727
121663388,149667818,214,348,939,0.6149425,0.1994408,31.7702395,6.7358636,17,2026-05-07,2026-05-07,0.6149425,214,28.6054360062147
150587049,150587050,376,392,395,0.9591837,0.9148418,31.6440577,11.8821677,8,2026-05-26,2026-05-28,0.9591837,376,44.6185910854336
148729820,152407966,214,38069,386,0.5544041,0.0055961,31.5276807,6.7876861,16,2026-07-02,2026-07-02,0.5544041,214,25.7893559221115
153067440,153067495,296,398,1658,0.7437186,0.1681818,31.5022465,9.3961553,27,2026-07-16,2026-07-16,0.7437186,296,34.5957464623629
148739858,153430445,173,33753,304,0.5690789,0.0051057,31.3264958,5.5224817,28,2026-07-24,2026-07-24,0.5690789,173,26.4719873100933
145837554,148198889,291,5601,312,0.9326923,0.0517609,31.1322201,9.3472293,29,2026-04-04,2026-04-04,0.9326923,291,43.3862839227069
150132692,150297896,3497,12353,6878,0.5084327,0.2222575,30.9646681,112.9351682,26,2026-05-19,2026-06-30,0.5084327,3497,23.6508926660899
141569602,151010975,654,3994,816,0.8014706,0.1573628,30.9571159,21.125999,6,2026-06-04,2026-06-06,0.8014706,654,37.2822108720124
153789401,77302483,169,424,18603,0.3985849,0.0089617,30.7401333,5.497699,6,2026-08-03,2026-08-03,0.3985849,169,18.5410747346191
153819579,153823132,267,835,441,0.6054422,0.2646184,30.6186024,8.720189,17,2026-08-04,2026-08-04,0.6054422,267,28.163508145171
148739858,153815729,280,33753,473,0.5919662,0.0082484,30.5121491,9.1766725,17,2026-08-04,2026-08-04,0.5919662,280,27.5366416403844
153882047,153882342,236,568,457,0.5164114,0.2991128,30.4682639,7.7457646,17,2026-08-05,2026-08-05,0.5164114,236,24.0220398745895
153550503,153591945,204,683,392,0.5204082,0.2342135,30.3931053,6.7120486,7,2026-07-29,2026-07-29,0.5204082,204,24.207960032376
141553722,153872725,344,12306,417,0.82494,0.027789,30.2595101,11.3683268,17,2026-08-05,2026-08-05,0.82494,344,38.3739428954199
141553722,153872701,350,12306,426,0.8215962,0.0282668,30.1387205,11.6129681,17,2026-08-05,2026-08-05,0.8215962,350,38.2183985040051
141553722,153872716,338,12306,412,0.8203883,0.0273021,30.1328088,11.2170094,17,2026-08-05,2026-08-05,0.8203883,338,38.1622103138054
147594669,147594713,930,24229,942,0.9872611,0.0383648,30.1268497,30.8694739,10,2026-03-22,2026-03-23,0.9872611,930,45.9246746118135
153819579,153823192,270,835,461,0.5856833,0.2631579,29.6117917,9.1179893,17,2026-08-04,2026-08-04,0.5856833,270,27.2443783899448
150132692,151680913,5121,12353,5210,0.9829175,0.4115898,29.519885,173.4762858,23,2026-06-17,2026-06-30,0.9829175,5121,45.7226222706002
139887843,153364320,203,47007,322,0.6304348,0.0043076,29.0637771,6.9846393,28,2026-07-23,2026-07-23,0.6304348,203,29.3260952487277
153850157,153850387,313,582,532,0.5883459,0.3907615,28.8638495,10.8440144,17,2026-08-05,2026-08-05,0.5883459,313,27.3682352284462
152219108,152224861,790,1230,1131,0.6984969,0.5028644,28.8331135,27.3990528,27,2026-06-29,2026-06-29,0.6984969,790,32.4921571911022
151649852,151754711,226,1243,487,0.4640657,0.150266,28.7350695,7.864954,15,2026-06-19,2026-07-01,0.4640657,226,21.5870616911813
147580748,148235239,318,3576,761,0.4178712,0.0791242,28.7106378,11.076034,29,2026-04-06,2026-04-06,0.4178712,318,19.4382204359597
147580749,148231033,535,1731,597,0.8961474,0.2983826,28.6603379,18.6669118,29,2026-04-05,2026-04-05,0.8961474,535,41.6863155544391
150297896,150305404,3275,6878,3319,0.986743,0.4731292,28.4858803,114.9692396,23,2026-05-20,2026-06-14,0.986743,3275,45.9005740229051
152219108,152219113,424,1230,424,1,0.3447154,28.3161414,14.9737916,12,2026-06-28,2026-06-28,1,424,46.5172532492301
151255093,151255124,584,1977,585,0.9982906,0.2952477,28.1330718,20.7584868,6,2026-06-10,2026-06-18,0.9982906,584,46.4377366565259
153421348,153421620,178,384,749,0.4635417,0.1863874,27.9422362,6.3702847,23,2026-07-24,2026-07-24,0.4635417,178,21.5626866504787
148749926,148754200,614,731,881,0.8399453,0.6152305,27.1725949,22.5962961,5,2026-04-18,2026-05-06,0.8399453,614,39.0719482356006
146039692,146505880,1452,2573,2936,0.5643218,0.3578999,27.0973102,53.5846544,7,2026-03-22,2026-04-08,0.5643218,1452,26.2507000846614
153814525,153814845,195,451,441,0.4421769,0.2797704,26.6695625,7.311706,17,2026-08-04,2026-08-04,0.4421769,195,20.5688548382595
153882008,153882321,227,486,619,0.4670782,0.2585421,26.4526074,8.5813847,17,2026-08-05,2026-08-05,0.4670782,227,21.7271949165946
153108031,153893297,285,5718,410,0.695122,0.0487763,26.3097725,10.8324768,17,2026-08-06,2026-08-06,0.695122,285,32.3351661131114
143887911,145701987,561,2847,896,0.6261161,0.1763042,26.2683904,21.3564665,8,2026-03-23,2026-03-23,0.6261161,561,29.1252011871203
152818474,153630472,414,4264,418,0.9904306,0.0970009,26.2605305,15.7651042,7,2026-07-30,2026-07-30,0.9904306,414,46.072111045987
108109845,136846660,263,14089,751,0.3501997,0.0180421,26.1624181,10.0525876,15,2026-06-27,2026-06-27,0.3501997,263,16.2903281327044
153167139,153167153,1691,1696,1713,0.9970519,0.9842841,26.1020586,64.7841622,28,2026-07-18,2026-07-24,0.9970519,1691,46.3801157349261
153850557,153850836,269,443,656,0.6072235,0.3240964,26.064717,10.320465,17,2026-08-05,2026-08-05,0.6072235,269,28.2463693283839
147563207,147594669,172,322,24229,0.5341615,0.0070553,25.9837489,6.6195221,8,2026-03-22,2026-03-22,0.5341615,172,24.8477257714886
153108031,153893331,276,5718,402,0.6865672,0.0472279,25.9825827,10.6225006,17,2026-08-06,2026-08-06,0.6865672,276,31.9372203150148
151763528,152481441,248,8160,687,0.3609898,0.0288406,25.9511521,9.5564158,25,2026-07-03,2026-07-03,0.3609898,248,16.7922539469889
147563207,147594713,172,322,942,0.5341615,0.1575092,25.9119063,6.6378752,8,2026-03-22,2026-03-22,0.5341615,172,24.8477257714886
147368507,147563207,172,4666,322,0.5341615,0.0357143,25.5924534,6.7207312,8,2026-03-22,2026-03-22,0.5341615,172,24.8477257714886
