bet_ip,n_member,n_lv3_chain,n_lv1_chain,n_lv2_chain,n_lv4_chain,n_lv5_chain,n_chain_key,chain_spread,top_concentration,member_per_chain,member_per_lv1_chain,member_per_lv2_chain,member_per_lv4_chain,member_per_lv5_chain,member_per_lv3_chain,n_orders,stake,game_pnl,net_pnl,stake_xagg,valid_bet,profit,n_bets,n_rounds,roi,roi_recent,roi_non_recent,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,cost_complement_b,pct_complement,pct_top_bet23,agent_formula_version,agent_level_scope,agent_cost_lv1,agent_cost_lv2,agent_cost_lv3,agent_cost_lv4,agent_cost_lv5,agent_pct_lv1,agent_pct_lv2,agent_pct_lv3,agent_pct_lv4,agent_pct_lv5,retain_pct_lv1,retain_pct_lv2,retain_pct_lv3,retain_pct_lv4,retain_pct_lv5,chain_depth_avg,agent_cost_chain_additive,agent_cost_chain_nested,residual_chain_additive,residual_chain_nested,decision_status,admit_to_risk_decision,deliverable_class,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,residual_b,residual_a,ngr_rate,residual_b_rate,agent_cost_bet23_formal_canonical,net_margin_bet23_formal_canonical,net_margin_bet23_formal_rate_canonical,agent_cost_lv1_bet23_canonical,agent_cost_lv2_bet24_canonical,agent_cost_lv3_bet25_canonical,agent_cost_lv4_bet26_canonical,agent_cost_lv5_bet27_canonical,net_margin_lv1_bet23_canonical,net_margin_lv1_bet23_rate_canonical,agent_cost_chain_additive_canonical,agent_cost_chain_nested_canonical,net_margin_chain_additive_canonical,net_margin_chain_nested_canonical,net_margin_chain_additive_rate_canonical,net_margin_chain_nested_rate_canonical,residual_a_rate,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_recent,avg_stake_non_recent,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_recent,hold_rate,hold_rate_recent,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_recent,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_recent_vs_prior,ramp_recent_vs_all,stake_ramp,vip_tier,economic_value,roi_pr_global,risk_value,pr_stake,pr_global,pr_qualified,pr_qualified_population,pr_global_population_n,pr_qualified_population_n,pr_calculation_method,pr_calculation_version,evidence_flag,evidence_rate,hold_ci_halfwidth_approx,action_priority,audit_rn,batch_id,run_id,snapshot_sync_time
49.48.233.129,70,18,8,10,29,36,36,4.500000,0.125000,3.8888889,8.7500000,7.0000000,2.4137931,1.9444444,3.8888889,1431,33260.8288646965,-824.0165599899,-776.1586913724,33260.8289,27925.6102,776.1587,1431,894,-0.02333552,-0.29210596,-0.01698549,-0.02477438,-776.1587,33260.8289,OK,47.8579,24.8873,4.3431,95.6569,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,24.8873,24.9052,24.6360,43.9259,-7.4613,4.343117,4.344514,4.443746,5.011880,5.021663,95.656883,95.655486,95.556254,94.988120,94.978337,5.0,110.8931,107.5291,617.4077,620.7717,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,751.2714,26694.9803,728.3008,703.4135,-22.9706,0.02189665,0.02114841,24.8873,703.4135,0.02114841,24.8873,24.9052,24.6360,43.9259,-7.4613,703.4135,0.02114841,110.8931,107.5291,617.4077,620.7717,0.01856261,0.01866375,-0.00069062,23.2431,31.2367,0.8682,13.3820,2.3449,573.4626,15.4138,20.2024,23.3260,2.1082,10.2195,21.0824,63.0186,92.9627,151.4697,8.1756,-2.0838,9.096586,14.821615,2.274381,29,126,1,9,0.02308090,0.02333552,0.29210596,0.00171376,0.139902,0.839595,0.071279,-0.27512047,2026-03-25,2026-07-12,58,331,258,110,0.527273,0.866087,0.869178,0.076936,3,0.5582876610872464,0.48852021922678124,0.48852021922678124,0.5565101466449415,0.5565101466449415,0.5528005974607917,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.0622746,E 常规,3770,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
49.49.225.70,28,15,7,8,17,21,21,3.000000,0.142857,1.8666667,4.0000000,3.5000000,1.6470588,1.3333333,1.8666667,845,18526.0569869419,-741.6064850955,-735.2013587986,18526.0570,16302.8466,735.2014,845,430,-0.03968472,0.04250219,-0.05017874,-0.04003045,-735.2014,18526.0570,OK,6.4051,25.1322,4.0355,95.9645,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,25.1322,25.1322,25.1422,59.7297,43.9535,4.035503,4.035503,4.049704,3.679290,3.502959,95.964497,95.964497,95.950296,96.320710,96.497041,5.0,179.0896,164.1317,549.7066,564.6645,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,710.0692,15635.7086,728.7962,703.6641,18.7270,0.03933898,0.03798240,25.1322,703.6641,0.03798240,25.1322,25.1322,25.1422,59.7297,43.9535,703.6641,0.03798240,179.0896,164.1317,549.7066,564.6645,0.02967208,0.03047948,0.00101085,21.9243,37.9136,1.7098,20.4223,7.2079,514.6127,11.9444,13.1104,23.9831,2.0439,2.0439,11.1393,73.5217,126.0372,210.062,2.0439,-2.0439,61.664947,102.774914,10.726696,29,70,1,9,0.11322742,0.03968472,-0.04250219,0.00039288,0.015148,0.879995,0.011834,0.09268093,2026-03-24,2026-07-10,36,102,88,109,0.330275,0.546651,0.597982,0.377425,2,0.5584357872907717,0.41712338912753666,0.41712338912753666,0.32306324988890534,0.32306324988890534,0.3174010455563854,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.08979361,E 常规,3771,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
113.185.47.43,21,9,4,5,9,13,13,3.250000,0.250000,2.3333333,5.2500000,4.2000000,2.3333333,1.6153846,2.3333333,574,17484.7468724980,-730.2641903789,-730.2641903789,17484.7469,16016.0782,730.2642,574,295,-0.04176579,0.07046320,-0.06306903,-0.04176579,-730.2642,17484.7469,OK,0.0000,26.3540,3.9355,96.0645,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,26.3540,26.3540,35.5840,-5.4013,-2.8016,3.935540,3.935540,4.043554,2.344948,2.379791,96.064460,96.064460,95.956446,97.655052,97.620209,5.0,80.0892,78.333,650.1750,651.9312,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,703.9102,15384.4348,730.2642,703.9102,26.3540,0.04176579,0.04025853,26.3540,703.9102,0.04025853,26.3540,26.3540,35.5840,-5.4013,-2.8016,703.9102,0.04025853,80.0892,78.333,650.1750,651.9312,0.03718527,0.03728571,0.00150726,30.4612,54.2918,2.4755,34.7745,6.0352,832.6070,14.0476,28.7572,30.8077,5.1891,10.3783,33.5631,75.4238,118.8314,276.4454,7.7837,-5.1891,11.449998,26.636895,2.935092,26,76,1,8,0.15953634,0.04176579,-0.07046320,0E-8,0.000000,0.916003,0.015679,0.13353223,2026-03-26,2026-08-05,21,121,104,133,0.157895,0.933442,0.944060,0.531788,2,0.5585839134942971,0.4095689527477411,0.4095689527477411,0.300548066953044,0.300548066953044,0.2946975354742345,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.10840983,E 常规,3772,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1.52.232.211,22,3,3,3,3,6,6,2.000000,0.333333,7.3333333,7.3333333,7.3333333,7.3333333,3.6666667,7.3333333,177,19678.7894148966,-733.3849267235,-733.3849267235,19678.7894,18028.2879,733.3849,177,139,-0.03726779,-0.03114182,-0.18560924,-0.03726779,-733.3849,19678.7894,OK,0.0000,29.1624,3.9718,96.0282,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,29.1624,35.0477,36.3233,36.4963,36.4963,3.971751,4.706215,4.943503,4.971751,4.971751,96.028249,95.293785,95.056497,95.028249,95.028249,5.0,173.5260,157.8584,559.8590,575.5266,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,704.2225,17307.6031,733.3849,704.2225,29.1624,0.03726779,0.03578587,29.1624,704.2225,0.03578587,29.1624,35.0477,36.3233,36.4963,36.4963,704.2225,0.03578587,173.5260,157.8584,559.8590,575.5266,0.02844987,0.02924604,0.00148192,111.1796,129.6999,5.2762,91.6731,11.4591,2459.8487,17.3750,145.3720,16.6050,15.7056,28.9159,209.124,361.4489,397.5034,516.1465,26.3341,-5.9381,13.746873,17.849913,3.844928,19,41,1,2,0.96034136,0.03726779,0.03114182,0E-8,0.000000,0.916128,0.186441,0.15446742,2026-04-26,2026-07-16,8,64,42,82,0.097561,8.754721,1.307542,3.201138,2,0.5587320396978226,0.42778847578136575,0.42778847578136575,0.3460228114353429,0.3460228114353429,0.34055265123226286,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.15793278,E 常规,3773,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
113.185.44.221,24,9,6,7,10,12,12,2.000000,0.166667,2.6666667,4.0000000,3.4285714,2.4000000,2.0000000,2.6666667,322,9996.1060528695,-735.8092429611,-735.8092429611,9996.1061,9380.4756,735.8092,322,231,-0.07360959,0.03443814,-0.12459898,-0.07360959,-735.8092,9996.1061,OK,0.0000,31.4086,3.9752,96.0248,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,31.4086,31.4086,25.4839,19.6518,19.6518,3.975155,3.975155,4.335404,3.978261,3.978261,96.024845,96.024845,95.664596,96.021739,96.021739,5.0,127.6047,118.8304,608.2045,616.9788,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,704.4007,9007.6158,735.8092,704.4007,31.4086,0.07360959,0.07046751,31.4086,704.4007,0.07046751,31.4086,31.4086,25.4839,19.6518,19.6518,704.4007,0.07046751,127.6047,118.8304,608.2045,616.9788,0.06084414,0.06172192,0.00314208,31.0438,40.6081,3.1853,36.7905,6.6892,499.8053,11.5500,24.0969,35.9324,5.1891,12.9729,38.9186,89.898,130.8798,156.1661,12.9089,-2.5946,10.088737,12.037907,2.392981,28,66,1,8,0.32061314,0.07360959,-0.03443814,0E-8,0.000000,0.938413,0.000000,0.15903711,2026-04-01,2026-08-06,20,110,106,128,0.156250,0.670617,0.776221,1.068710,1,0.5588801659013479,0.2929936305732484,0.2929936305732484,0.14797807732187823,0.14797807732187823,0.14115011202389843,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.12251061,E 常规,3774,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
103.199.71.42,25,6,4,4,8,17,17,4.250000,0.250000,4.1666667,6.2500000,6.2500000,3.1250000,1.4705882,4.1666667,271,16026.2205043268,-717.4287585319,-717.4287585319,16026.2205,12878.4499,717.4288,271,232,-0.04476594,0.16914421,-0.04916257,-0.04476594,-717.4288,16026.2205,OK,0.0000,12.0353,3.9815,96.0185,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,12.0353,11.2182,4.1318,6.8921,6.8921,3.981550,4.018450,4.317343,4.346863,4.346863,96.018450,95.981550,95.682657,95.653137,95.653137,5.0,41.1696,44.6536,676.2591,672.7752,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,705.3934,12380.6518,717.4288,705.3934,12.0353,0.04476594,0.04401496,12.0353,705.3934,0.04401496,12.0353,11.2182,4.1318,6.8921,6.8921,705.3934,0.04401496,41.1696,44.6536,676.2591,672.7752,0.04219704,0.04197965,0.00075098,59.1373,55.5106,3.0924,32.6104,8.5408,728.4646,10.5455,21.5176,61.3416,5.2663,25.6852,52.6635,122.4575,261.7596,498.9873,13.088,-2.6176,10.191084,19.427073,2.302394,27,56,1,10,0.02013970,0.04476594,-0.16914421,0E-8,0.000000,0.803586,0.125461,0.21830678,2026-03-22,2026-08-06,22,84,76,138,0.159420,0.350782,0.363857,0.067132,2,0.5590282921048734,0.39697822544808176,0.39697822544808176,0.27092282624796327,0.27092282624796327,0.26497386109036597,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.12224629,E 常规,3775,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
113.162.89.63,22,3,2,2,3,10,10,5.000000,0.500000,7.3333333,11.0000000,11.0000000,7.3333333,2.2000000,7.3333333,351,7072.3787656624,-738.6611738671,-738.6611738671,7072.3788,5919.0909,738.6612,351,350,-0.10444310,-0.10101379,-0.10460473,-0.10444310,-738.6612,7072.3788,OK,0.0000,31.2580,3.2507,96.7493,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,31.2580,31.2580,40.6336,38.6446,38.6446,3.250712,3.250712,3.464387,4.250712,4.250712,96.749288,96.749288,96.535613,95.749288,95.749288,5.0,180.4387,163.9562,558.2225,574.705,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,707.4032,5704.8073,738.6612,707.4032,31.2580,0.10444310,0.10002338,31.2580,707.4032,0.10002338,31.2580,31.2580,40.6336,38.6446,38.6446,707.4032,0.10002338,180.4387,163.9562,558.2225,574.705,0.07892995,0.08126049,0.00441972,20.1492,16.9117,2.1105,105.5230,4.7350,1010.3398,50.0000,9.0952,21.3736,7.7147,7.7453,12.9089,25.8178,64.2888,258.1778,7.7453,0.0,8.300331,33.333334,2.601467,20,99,1,3,0.04501077,0.10444310,0.10101379,0E-8,0.000000,0.836931,0.000000,0.00359095,2026-06-30,2026-07-08,7,156,89,9,0.777778,0.425537,0.451394,0.150036,1,0.5591764183083987,0.20604354910383646,0.20604354910383646,0.10013331358317286,0.10013331358317286,0.09305451829723674,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.09952809,E 常规,3776,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
42.113.248.49,27,8,5,6,11,17,17,3.400000,0.200000,3.3750000,5.4000000,4.5000000,2.4545455,1.5882353,3.3750000,374,39421.0428577327,-710.0986224387,-710.0986224387,39421.0429,36246.9030,710.0986,374,358,-0.01801319,-0.52559344,-0.01019219,-0.01801319,-710.0986,39421.0429,OK,0.0000,1.1752,3.4813,96.5187,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,1.1752,1.1491,2.1915,16.5912,40.7763,3.481283,3.486631,3.497326,4.320856,4.475936,96.518717,96.513369,96.502674,95.679144,95.524064,5.0,61.8832,63.0255,648.2154,647.0731,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,708.9234,34971.1131,710.0986,708.9234,1.1752,0.01801319,0.01798337,1.1752,708.9234,0.01798337,1.1752,1.1491,2.1915,16.5912,40.7763,708.9234,0.01798337,61.8832,63.0255,648.2154,647.0731,0.01644338,0.01641441,0.00002981,105.4039,101.2483,1.9835,30.8739,5.6808,1713.9584,15.5652,14.9549,116.2361,12.9089,26.176,103.2711,388.9966,516.3556,774.5333,25.7155,0.0,19.726333,29.589497,4.026744,27,91,1,6,0.01517458,0.01801319,0.52559344,0E-8,0.000000,0.919481,0.082888,-0.51540125,2026-03-22,2026-07-27,23,125,105,128,0.179688,0.128660,0.141882,0.050582,4,0.5593245445119241,0.5132572952155237,0.5132572952155237,0.6190194045326618,0.6190194045326618,0.615832710978342,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.09840976,E 常规,3777,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
49.49.225.87,43,13,6,8,23,24,24,4.000000,0.166667,3.3076923,7.1666667,5.3750000,1.8695652,1.7916667,3.3076923,1380,23066.7133876257,-787.3325155681,-763.9145514997,23066.7134,21232.8178,763.9146,1380,909,-0.03311762,0.03377483,-0.03690010,-0.03413284,-763.9146,23066.7134,OK,23.4180,30.3761,4.0268,95.9732,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,30.3761,30.3761,27.4298,51.0100,36.7399,4.026812,4.026812,4.301087,6.151087,6.072826,95.973188,95.973188,95.698913,93.848913,93.927174,5.0,175.9318,160.5798,564.5648,579.9168,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,733.5385,20354.7987,740.4966,710.1205,6.9581,0.03210239,0.03078551,30.3761,710.1205,0.03078551,30.3761,30.3761,27.4298,51.0100,36.7399,710.1205,0.03078551,175.9318,160.5798,564.5648,579.9168,0.02447530,0.02514085,0.00030165,16.7150,23.3584,0.8404,14.1466,3.8196,427.1614,16.8333,29.3933,16.3170,4.2012,8.3086,16.8659,42.1647,63.2471,152.8493,6.6027,-2.1082,7.612264,18.396555,2.011777,25,104,1,8,0.05351943,0.03311762,-0.03377483,0.00110291,0.019565,0.920496,0.023913,0.07067493,2026-03-21,2026-07-11,54,200,172,113,0.477876,1.801385,1.758496,0.178398,3,0.5594726707154496,0.4437861057621093,0.4437861057621093,0.4088283217301141,0.4088283217301141,0.40388349514563104,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.06175864,E 常规,3778,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
103.199.56.68,39,10,5,6,13,23,23,4.600000,0.200000,3.9000000,7.8000000,6.5000000,3.0000000,1.6956522,3.9000000,748,53344.0401397462,-745.0357603808,-745.0357603808,53344.0401,48247.8276,745.0358,748,485,-0.01396662,-0.14933424,-0.00687240,-0.01396662,-745.0358,53344.0401,OK,0.0000,32.4392,3.7299,96.2701,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,32.4392,35.6278,37.6918,40.5124,40.5124,3.729947,3.741979,3.959893,4.132353,4.132353,96.270053,96.258021,96.040107,95.867647,95.867647,5.0,186.7835,169.452,558.2522,575.5838,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,712.5966,46359.1613,745.0358,712.5966,32.4392,0.01396662,0.01335850,32.4392,712.5966,0.01335850,32.4392,35.6278,37.6918,40.5124,40.5124,712.5966,0.01335850,186.7835,169.452,558.2522,575.5838,0.01046513,0.01079003,0.00060811,71.3156,99.4801,1.5362,24.0334,4.5990,1720.7755,15.6452,139.8101,69.5304,5.2352,16.9,124.3532,261.7596,261.7596,261.7596,12.9729,-2.6332,15.488771,15.488771,4.219867,27,94,1,8,0.04979734,0.01396662,0.14933424,0E-8,0.000000,0.904465,0.148396,-0.14246184,2026-03-22,2026-07-16,31,162,120,117,0.264957,2.010777,1.960443,0.165991,4,0.5596207969189749,0.535031847133758,0.535031847133758,0.7358909791142053,0.7358909791142053,0.733681852128454,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.08454906,E 常规,3779,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
103.199.71.246,23,8,5,6,10,14,14,2.800000,0.200000,2.8750000,4.6000000,3.8333333,2.3000000,1.6428571,2.8750000,436,49473.4915936654,-736.2830418947,-736.2830418947,49473.4916,46180.5704,736.2830,436,355,-0.01488237,-0.10929284,-0.01178231,-0.01488237,-736.2830,49473.4916,OK,0.0000,23.4922,3.7729,96.2271,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,23.4922,26.7848,46.8058,-104.0589,-104.0589,3.772936,3.864679,4.170872,3.420872,3.420872,96.227064,96.135321,95.829128,96.579128,96.579128,5.0,-111.0351,-85.5093,847.3181,821.7924,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,712.7909,44353.7848,736.2830,712.7909,23.4922,0.01488237,0.01440753,23.4922,712.7909,0.01440753,23.4922,26.7848,46.8058,-104.0589,-104.0589,712.7909,0.01440753,-111.0351,-85.5093,847.3181,821.7924,0.01712671,0.01661076,0.00047484,113.4713,130.0861,2.0740,32.0123,5.7975,2151.0214,15.4348,14.2988,146.9344,12.8578,25.9457,183.2317,313.5589,514.3107,654.3989,23.6589,-5.1636,19.822562,25.221842,4.373411,26,78,1,8,0.03179211,0.01488237,0.10929284,0E-8,0.000000,0.933441,0.000000,-0.09751053,2026-03-24,2026-08-02,23,127,93,132,0.174242,0.097314,0.126012,0.105974,4,0.5597689231225004,0.5292549251962673,0.5292549251962673,0.708635757665531,0.708635757665531,0.7061986557132188,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.0988247,E 常规,3780,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
113.185.81.24,25,5,3,3,7,14,14,4.666667,0.333333,5.0000000,8.3333333,8.3333333,3.5714286,1.7857143,5.0000000,313,13193.7009120293,-747.1794131926,-747.1794131926,13193.7009,12461.2396,747.1794,313,205,-0.05663153,-0.12944516,0.11162824,-0.05663153,-747.1794,13193.7009,OK,0.0000,34.1051,3.8403,96.1597,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,34.1051,34.1051,51.0477,43.0548,43.0548,3.840256,3.840256,4.076677,4.565495,4.565495,96.159744,96.159744,95.923323,95.434505,95.434505,5.0,205.3676,185.1246,541.8118,562.0548,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,713.0743,11976.3231,747.1794,713.0743,34.1051,0.05663153,0.05404657,34.1051,713.0743,0.05404657,34.1051,34.1051,51.0477,43.0548,43.0548,713.0743,0.05404657,205.3676,185.1246,541.8118,562.0548,0.04106594,0.04260024,0.00258496,42.1524,60.7865,3.6448,35.5800,14.0977,628.2715,9.7619,52.0265,29.3016,5.1636,12.9089,30.9813,129.0889,258.1778,426.8963,12.9089,-2.5946,20.000001,33.069947,3.265378,19,47,1,7,0.69796073,0.05663153,0.12944516,0E-8,0.000000,0.944484,0.156550,-0.24107340,2026-03-30,2026-07-28,21,53,49,121,0.173554,1.775551,1.234247,2.326536,2,0.5599170493260258,0.35046659754110504,0.35046659754110504,0.21700488816471633,0.21700488816471633,0.210604929051531,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.13004772,E 常规,3781,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
113.185.83.0,21,8,4,5,9,13,13,3.250000,0.250000,2.6250000,5.2500000,4.2000000,2.3333333,1.6153846,2.6250000,306,18580.4726240987,-743.4006242527,-743.4006242527,18580.4726,17287.4790,743.4006,306,228,-0.04000978,-0.03200888,-0.04066857,-0.04000978,-743.4006,18580.4726,OK,0.0000,29.6049,3.9902,96.0098,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,29.6049,28.9548,30.7570,47.2459,47.2459,3.990196,4.209150,4.421569,4.676471,4.676471,96.009804,95.790850,95.578431,95.323529,95.323529,5.0,183.8084,166.924,559.5922,576.4766,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,713.7958,16596.3691,743.4006,713.7958,29.6049,0.04000978,0.03841645,29.6049,713.7958,0.03841645,29.6049,28.9548,30.7570,47.2459,47.2459,713.7958,0.03841645,183.8084,166.924,559.5922,576.4766,0.03011722,0.03102594,0.00159333,60.7205,75.8223,3.2605,39.1263,9.2925,977.9196,12.0000,29.4481,66.5386,5.1636,13.1659,79.2585,180.6139,261.7596,519.7332,13.088,-2.5716,19.881684,39.475815,4.611965,25,60,1,6,0.07607501,0.04000978,0.03200888,0E-8,0.000000,0.930411,0.000000,0.00865969,2026-03-22,2026-08-06,19,80,71,138,0.137681,0.442572,0.484978,0.253583,2,0.5600651755295512,0.4154940008887572,0.4154940008887572,0.324396385720634,0.324396385720634,0.31874533233756536,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.12331396,E 常规,3782,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
113.185.108.232,64,3,2,2,4,7,7,3.500000,0.500000,21.3333333,32.0000000,32.0000000,16.0000000,9.1428571,21.3333333,380,11230.9754470514,-744.6185409435,-744.6185409435,11230.9754,10002.3302,744.6185,380,379,-0.06630043,-0.22937952,0.00636779,-0.06630043,-744.6185,11230.9754,OK,0.0000,30.3812,3.6447,96.3553,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,30.3812,30.3812,24.9038,45.3361,45.3361,3.644737,3.644737,4.002632,4.913158,4.913158,96.355263,96.355263,95.997368,95.086842,95.086842,5.0,176.3383,160.6032,568.2803,584.0153,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,714.2374,9633.0899,744.6185,714.2374,30.3812,0.06630043,0.06359531,30.3812,714.2374,0.06359531,30.3812,30.3812,24.9038,45.3361,45.3361,714.2374,0.06359531,176.3383,160.6032,568.2803,584.0153,0.05059937,0.05200041,0.00270512,29.5552,26.3914,1.9647,106.3741,4.9641,1604.4251,54.1429,30.6363,29.0976,25.7155,25.7155,25.7155,39.243,53.2846,128.0821,25.7155,0.0,2.072079,4.980727,1.149313,29,55,1,4,0.30824623,0.06630043,0.22937952,0E-8,0.000000,0.890602,0.000000,-0.23574731,2026-04-01,2026-07-29,7,150,80,120,0.058333,1.052880,1.036580,1.027487,1,0.5602133017330766,0.31684194934083837,0.31684194934083837,0.17419641534587468,0.17419641534587468,0.1674383868558626,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.09564452,E 常规,3783,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
171.243.48.68,20,4,2,2,5,8,8,4.000000,0.500000,5.0000000,10.0000000,10.0000000,4.0000000,2.5000000,5.0000000,230,5468.5190495096,-744.0061460108,-744.0061460108,5468.5190,5066.2574,744.0061,230,214,-0.13605258,-0.31338018,-0.13204304,-0.13605258,-744.0061,5468.5190,OK,0.0000,29.7602,4.0000,96.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,29.7602,30.2818,25.6174,29.3416,29.3416,4.000000,4.086957,4.769565,4.865217,4.865217,96.000000,95.913043,95.230435,95.134783,95.134783,5.0,144.3428,133.64,599.6634,610.3662,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,714.2459,4863.6071,744.0061,714.2459,29.7602,0.13605258,0.13061048,29.7602,714.2459,0.13061048,29.7602,30.2818,25.6174,29.3416,29.3416,714.2459,0.13061048,144.3428,133.64,599.6634,610.3662,0.10965737,0.11161453,0.00544210,23.7762,23.6741,3.4767,39.1582,12.1968,287.8168,11.2632,12.0914,24.3073,12.9729,16.2929,26.176,43.1903,60.2047,129.0381,13.7852,0.0,3.695157,7.919913,1.459299,25,41,1,3,0.02211098,0.13605258,0.31338018,0E-8,0.000000,0.926440,0.047826,-0.18133713,2026-03-23,2026-08-06,19,61,57,137,0.138686,0.497440,0.508552,0.073703,1,0.5603614279366019,0.14442304843726855,0.14442304843726855,0.08102503332839579,0.08102503332839579,0.07393577296489919,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.1272837,E 常规,3784,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
