版本,语句序号,件号,所属交付件,P1_token数,P2_token数,P1_摘要16,P2_摘要16,判定
分批作业版,92,82,S_second_dist.csv,5285,5285,d76c8ea0f3e59f08,d76c8ea0f3e59f08,IDENTICAL
分批作业版,93,83,T02_daily_roi.csv,4738,4738,9beefbaf85a0e3f0,9beefbaf85a0e3f0,IDENTICAL
分批作业版,94,84,T03_arbitrage.csv,5017,5017,536aa145f19829cf,536aa145f19829cf,IDENTICAL
分批作业版,95,85,TL00_table_inventory.csv,5452,5452,87237bd4f003da32,87237bd4f003da32,IDENTICAL
分批作业版,96,86,TL02_config_change.csv,5407,5407,9da0a73bd16ed507,9da0a73bd16ed507,IDENTICAL
分批作业版,97,87,TL03_pseudo_treatment.csv,4556,4556,2bbc41a01abd1647,2bbc41a01abd1647,IDENTICAL
分批作业版,98,88,TL03b_pseudo_treatment.csv,4632,4632,643ddef6aa74db12,643ddef6aa74db12,IDENTICAL
分批作业版,99,89,TL04_log_schema.csv,5155,5155,1d5507b4d75b5c4f,1d5507b4d75b5c4f,IDENTICAL
分批作业版,100,90,TL06_log_mem_change.csv,4194,4194,37e59d39862f5269,37e59d39862f5269,IDENTICAL
分批作业版,101,91,TL07_mem_change_shape.csv,5312,5312,87a978be8875086b,87a978be8875086b,IDENTICAL
分批作业版,102,92,TL08_treatment_events.csv,4395,4395,0df9f0a371a68b76,0df9f0a371a68b76,IDENTICAL
分批作业版,103,93,TL09_member_schema.csv,5143,5143,8326b19640d3b164,8326b19640d3b164,IDENTICAL
分批作业版,104,94,TL10_treatment_ledger.csv,4589,4589,1a5c6fd08ee076a2,1a5c6fd08ee076a2,IDENTICAL
分批作业版,105,95,TL11_treatment_episode.csv,5253,5253,36a9e00f1c606bfb,36a9e00f1c606bfb,IDENTICAL
分批作业版,106,96,TL11c_population_reconcile.csv,5794,5794,01c15916c682b2ea,01c15916c682b2ea,IDENTICAL
分批作业版,107,97,TL14_limit_treatment.csv,4916,4916,d5d93389ff042f60,d5d93389ff042f60,IDENTICAL
分批作业版,108,98,T_table_span.csv,4291,4291,c6ceede88cba9f4f,c6ceede88cba9f4f,IDENTICAL
分批作业版,109,99,VB_00_validbet_contract.csv,5563,5563,930abbb811f7ac07,930abbb811f7ac07,IDENTICAL
分批作业版,110,100,VB_00b_zero_five_rates.csv,6211,6211,17707f1e1ece9854,17707f1e1ece9854,IDENTICAL
分批作业版,111,101,VB_41_identity_global.csv,5673,5673,e7d4bc97cab5e06d,e7d4bc97cab5e06d,IDENTICAL
分批作业版,112,102,VB_41b_identity_strata.csv,4651,4651,a4d040cf1281440f,a4d040cf1281440f,IDENTICAL
分批作业版,113,103,VB_41b_identity_strata_v18b.csv,4950,4950,dd9c22449ee18165,dd9c22449ee18165,IDENTICAL
分批作业版,114,104,VB_41c1_964_detail.csv,4645,4645,4af84a352dd39057,4af84a352dd39057,IDENTICAL
分批作业版,115,105,VB_41c2_concentration.csv,5892,5892,6a7026e623128131,6a7026e623128131,IDENTICAL
分批作业版,116,106,VB_41c2_concentration_v2.csv,6750,6750,24780b7b729c2f82,24780b7b729c2f82,IDENTICAL
分批作业版,117,107,V_ipmatch.csv,4338,4338,f328061410b00c99,f328061410b00c99,IDENTICAL
分批作业版,118,108,V_recon.csv,6111,6111,5a1396b9ee25aaf8,5a1396b9ee25aaf8,IDENTICAL
分批作业版,119,109,V_table_counts.csv,5233,5233,ed7068ad61226b96,ed7068ad61226b96,IDENTICAL
分批作业版,120,110,X_combo.csv,6358,6358,e3a53cb608d3660b,e3a53cb608d3660b,IDENTICAL
分批作业版,121,111,Z01_table_inventory.csv,5241,5241,40a7dce1d1375b18,40a7dce1d1375b18,IDENTICAL
分批作业版,122,112,Z02_excluded_tables.csv,5269,5269,05f8cbc939fd40ce,05f8cbc939fd40ce,IDENTICAL
分批作业版,123,113,Z03_column_dictionary.csv,5212,5212,d87795d8a239766e,d87795d8a239766e,IDENTICAL
分批作业版,124,114,Z04_name_collision.csv,5287,5287,048a0e10558bc2e1,048a0e10558bc2e1,IDENTICAL
分批作业版,125,115,Z05_missing_typehint.csv,5244,5244,0c198847e326621a,0c198847e326621a,IDENTICAL
分批作业版,126,116,Z06_generated_probe_sql.csv,5306,5306,0783404e47169489,0783404e47169489,IDENTICAL
分批作业版,127,117,Z07_probe_bet02.csv,5595,5595,1fa24ec86be8fd42,1fa24ec86be8fd42,IDENTICAL
分批作业版,128,118,Z08_roundkey_integrity.csv,5499,5499,556cf5033c799010,556cf5033c799010,IDENTICAL
分批作业版,129,119,Z09_time_axis_recon.csv,5620,5620,6661195c51bd9bd6,6661195c51bd9bd6,IDENTICAL
分批作业版,130,120,Z11_sentinel_impact.csv,5630,5630,99d6c0c239ee37a8,99d6c0c239ee37a8,IDENTICAL
分批作业版,131,121,Z14_zero_month_diagnosis.csv,5477,5477,244346a72f0c892f,244346a72f0c892f,IDENTICAL
分批作业版,132,122,_P12b-pre.csv,4247,4247,ceed28d4bdaa02ab,ceed28d4bdaa02ab,IDENTICAL
分批作业版,133,123,_PH0_1b_table_inventory.csv,5467,5467,e8da3a916c15fb77,e8da3a916c15fb77,IDENTICAL
分批作业版,134,124,_PH0_2b_column_inventory.csv,5419,5419,b1c01e83f93cfc3c,b1c01e83f93cfc3c,IDENTICAL
分批作业版,135,125,_PH0_3_lmc_category.csv,5359,5359,e2445c6f93f008c8,e2445c6f93f008c8,IDENTICAL
分批作业版,136,126,_PH0_4L1_member_columns.csv,5180,5180,54e5706f39daf7ae,54e5706f39daf7ae,IDENTICAL
分批作业版,137,127,_PH0_4b_rg_keyword.csv,5616,5616,768f97e7fb8f270c,768f97e7fb8f270c,IDENTICAL
分批作业版,138,128,_PH0_4w2_balance_points.csv,5341,5341,6195cdd0ea992e82,6195cdd0ea992e82,IDENTICAL
分批作业版,139,129,_PH0_6b_member_daily.csv,4288,4288,20824e8a29c6297f,20824e8a29c6297f,IDENTICAL
