uid,bet01_笔数,bet01_投注额,daily_笔数,daily_金额,笔数倍差
153040352,4,240.2,23,720.0000,5.8
143318917,8,19951.2,46,19035.0000,5.8
150661152,4,264.03999999999996,23,2757.0000,5.8
148375300,121,33765.96,705,96621.0000,5.8
147794471,7,5499.679999999999,40,9371.0000,5.7
153087646,86,40093.560000000005,487,32199.0000,5.7
131679833,29,3787.3599999999997,164,11121.0000,5.7
150672782,38,47833389.580000006,218,17841757.0000,5.7
24151435,11,2402.465,63,1129.0000,5.7
150237185,10,5100.0,56,5800.0000,5.6
142009988,20,40407.8,111,118550.0000,5.6
151590322,213,50569.33000000001,1190,17290.0000,5.6
140523093,14,1560.8,79,5455.0000,5.6
148484903,5,1497.7,28,1977.0000,5.6
118165542,7,20304080.0,39,4076800.0000,5.6
145534836,18,60488.25,100,67750.0000,5.6
58698061,8,776.39,45,450.0000,5.6
95575034,7,6911.209999999999,39,8486.0000,5.6
152033159,9,391.71,50,1158.0000,5.6
126382358,4,166.5576,22,1433.0000,5.5
133082156,4,51115.24,22,3280.0000,5.5
114657127,15,40819.65,83,17487.0000,5.5
152648136,2,458.58000000000004,11,3033.0000,5.5
106854977,267,46369.739999999976,1463,29494.0000,5.5
144560823,4,130.4,22,230.0000,5.5
113774023,2,1974.92,11,322.0000,5.5
148406065,2,249.8,11,4624.0000,5.5
76434948,11,413.10999999999996,60,654.0000,5.5
150445850,2,101.08000000000001,11,512.0000,5.5
153100832,2,4542.42,11,6500.0000,5.5
147105995,6,629.2,33,1733.0000,5.5
126687912,2,31.119999999999997,11,200.0000,5.5
148723213,2,104.02000000000001,11,1723.0000,5.5
142658235,46,89508.5,252,38619.0000,5.5
147713556,11,724.49,60,970.0000,5.5
97643978,13,12341.079999999998,71,53143.0000,5.5
146295837,2,230.2622,11,2083.0000,5.5
63158734,31,4830.200000000001,166,29589.0000,5.4
122247385,5,129000.0,27,30000.0000,5.4
148526758,29,3862.14,158,7180.0000,5.4
152783360,10,702.1200000000001,54,2772.0000,5.4
150411805,8,274.64,43,3429.0000,5.4
114265807,5,1306.5,27,3704.0000,5.4
94062495,7,110874.275,38,153756.0000,5.4
136203498,3,4827.299999999999,16,10252.0000,5.3
98116455,6,1003.9000000000001,32,1766.0000,5.3
139448716,7,1833.93,37,1200.0000,5.3
82999628,4,3450.2799999999997,21,11613.0000,5.3
149147059,58,8151.064899999999,310,7643.0000,5.3
150009667,11,3701.03,58,3170.0000,5.3
153078137,3,141.91,16,341.0000,5.3
93805137,7,2199.09,37,4226.0000,5.3
99026339,26,7360.88,137,6417.0000,5.3
92693079,3,2372.91,16,3980.0000,5.3
152741826,4,1110.0,21,131.0000,5.3
124475555,29,81365.62,155,138244.0000,5.3
141956026,9,4162.3149,48,1210.0000,5.3
148333786,14,13162.28,74,45504.0000,5.3
145411896,25,25245.75,132,14804.0000,5.3
148834602,25,29007.509999999995,130,81685.0000,5.2
113697019,22,34289.61000000001,114,83242.0000,5.2
130461362,160,341158.8,839,69500.0000,5.2
148487236,6,844.8599999999999,31,2959.0000,5.2
153051204,72,48032.32000000001,372,23630.0000,5.2
152821813,19,867.74,99,1303.0000,5.2
149557258,27,10508.320000000002,141,27216.0000,5.2
151683424,60,135200000.0,311,75050000.0000,5.2
153043750,29,4939.95,149,6456.0000,5.1
140420760,16,1957.0,81,1110.0000,5.1
138979919,36,13463.079999999998,185,5766.0000,5.1
149306783,8,3090.1800000000003,41,4422.0000,5.1
151934517,60,2093280.0,307,297440.0000,5.1
153102953,7,286.0,36,704.0000,5.1
148464032,7,5029.08,36,3870.0000,5.1
152991776,8,23485.92,40,12292.0000,5.0
150578829,2,25.4,10,112.0000,5.0
153013486,10,248.992,50,1150.0000,5.0
152815036,16,3332484.0,80,5776030.0000,5.0
146113208,6,146.02,30,235.0000,5.0
148137923,3,130.07999999999998,15,393.0000,5.0
143452599,2,1201.22,10,1313.0000,5.0
107289157,2,1900.0,10,5822.0000,5.0
144329606,1,10.0,5,205.0000,5.0
47610805,2,161.4,10,110.0000,5.0
151184011,48,18210.100000000002,242,10091.0000,5.0
134194009,1,64.01,5,1123.0000,5.0
150912516,1,95.12,5,14.0000,5.0
142092636,1,1710.48,5,420.0000,5.0
31273862,1,309.4833,5,5309.0000,5.0
147132231,3,190.23,15,1087.0000,5.0
153111039,4,3900.8,20,3600.0000,5.0
148405938,88,19704.42,438,33701.0000,5.0
153096228,2,37.6,10,559.0000,5.0
117987115,1,50.4,5,90.0000,5.0
148823809,7,3659.97,35,8266.0000,5.0
148437367,59,70880.19,294,60933.0000,5.0
149381005,4,114.03,20,1568.0000,5.0
150832458,5,211.95,25,539.0000,5.0
103920741,114,20035.5,567,7510.0000,5.0
153111036,4,3960.32,20,4000.0000,5.0
139127707,28,26657.22,141,40961.0000,5.0
146946881,1,44.46,5,2244.0000,5.0
152560241,1,37.65,5,177.0000,5.0
142012574,6,1771.2,30,1549.0000,5.0
139925919,1,5169.3299,5,12357.0000,5.0
150313771,1,50.3519,5,80.0000,5.0
152516988,2,135060.31,10,902969.0000,5.0
99667488,1,3.5,5,32.0000,5.0
153111035,4,3931.52,20,3680.0000,5.0
152564095,2,201.77,10,1150.0000,5.0
105911653,1,10.26,5,77.0000,5.0
130631845,2,140.88,10,791.0000,5.0
128701668,8,290.59999999999997,40,1825.0000,5.0
151000784,2,4.45,10,57.0000,5.0
151972087,1,400.98,5,247.0000,5.0
148460575,15,21015.300000000003,75,166515.0000,5.0
119794081,3,6000.36,15,9000.0000,5.0
146071260,2,341082.0,10,315000.0000,5.0
128346751,1,28.48,5,3181.0000,5.0
153110914,4,4040.0,20,3600.0000,5.0
147346224,69,14632.7,345,46421.0000,5.0
135619606,15,21768.649999999998,73,24434.0000,4.9
151283387,13,10904.05,64,12031.0000,4.9
111753045,7,6508.89,34,1170.0000,4.9
71510854,19,761.3199999999999,93,9369.0000,4.9
89407377,7,40356.130000000005,34,374314.0000,4.9
120057572,7,2301.2599999999998,34,3355.0000,4.9
142065028,27,3459.4200000000005,131,8106.0000,4.9
7745236,15,3859.0000000000005,73,7382.0000,4.9
153081895,31,6845.5599999999995,153,6720.0000,4.9
147435539,14,10111.0,67,8930.0000,4.8
149909966,6,308.06,29,670.0000,4.8
148795332,4,71.96000000000001,19,719.0000,4.8
113276922,6,88124.44,29,32114.0000,4.8
149811950,6,537.44,29,824.0000,4.8
152187733,25,608115.9400000001,121,477821.0000,4.8
32209946,20,10237.800000000001,96,30069.0000,4.8
116292699,3,708.3600000000001,14,69540.0000,4.7
153088321,6,430000.0,28,1114200.0000,4.7
142899085,3,692.46,14,160.0000,4.7
148004576,16,27346.0,75,18866.0000,4.7
153100078,3,254.94,14,504.0000,4.7
122362300,3,508.9100000000001,14,1365.0000,4.7
144139290,18,1921.1512,84,6231.0000,4.7
73623181,71,338136.83999999997,331,183049.0000,4.7
153104463,87,125153.16,410,13840.0000,4.7
149065917,7,1102.5746,33,3210.0000,4.7
139961817,23,3635.3590999999997,108,4442.0000,4.7
150580571,3,297.52,14,2910.0000,4.7
151219391,3,202.55,14,764.0000,4.7
152907769,18,1432.9199999999998,85,1238.0000,4.7
151608604,33,4019.7008,155,15112.0000,4.7
124429626,14,5543.099999999999,64,22270.0000,4.6
32630138,5,104100.0,23,2835.0000,4.6
144504105,5,173.64999999999998,23,511.0000,4.6
151464186,80,34595.77,365,13675.0000,4.6
140705117,5,475.94999999999993,23,2188.0000,4.6
125094384,69,68520.23,317,106436.0000,4.6
145499274,9,227.07,41,14357.0000,4.6
152173909,39,19040.78,179,7517.0000,4.6
142093290,7,444.76,32,5143.0000,4.6
114046990,19,84307.96809999998,88,237491.0000,4.6
138189828,23,18378.91,106,3671.0000,4.6
111319384,11,4980.09,51,2682.0000,4.6
59203590,5,2673.5,23,2730.0000,4.6
71799915,2,47.28,9,137.0000,4.5
142016214,2,152.5,9,470.0000,4.5
144242115,12,1299.2795999999998,54,2998.0000,4.5
136941579,2,51.06,9,616.0000,4.5
153087582,2,1251.7,9,850.0000,4.5
147844800,2,34.36,9,1207.0000,4.5
146479847,2,1582.48,9,780.0000,4.5
127443780,2,1038.42,9,3827.0000,4.5
145710789,11,1263.5099999999998,50,3729.0000,4.5
152104383,33,38102.44,147,27861.0000,4.5
55925078,74,114370.06459999998,333,50640.0000,4.5
152757118,33,146845.31999999998,148,19906.0000,4.5
152689545,2,1000.1,9,3584.0000,4.5
124253041,2,4740.0,9,700.0000,4.5
152294047,2,6000.74,9,6400.0000,4.5
153002162,23,11735.400000000001,103,1450.0000,4.5
115030792,2,64.6,9,314.0000,4.5
151900042,14,1005.52,63,1022.0000,4.5
153109694,2,368.36,9,3456.0000,4.5
153095415,2,31.159999999999997,9,100.0000,4.5
152972683,10,1552.25,45,8509.0000,4.5
137181246,2,52.65,9,188.0000,4.5
153110654,5,1244.1,22,1020.0000,4.4
139633353,5,484.0,22,852.0000,4.4
133469493,17,7939.759999999998,75,2631.0000,4.4
148615768,14,6881.81,61,5157.0000,4.4
134308334,21,104921.71,93,570966.0000,4.4
151568149,79,914692.55,345,741070.0000,4.4
153049938,22,4389.98,96,11399.0000,4.4
149263233,26,521364.0,115,47720.0000,4.4
152605079,44,56027.600000000006,195,69877.0000,4.4
120409778,13,557818.995,57,309615.0000,4.4
150309945,24,3630.84,105,12535.0000,4.4
152391589,21,10052.849999999999,93,16913.0000,4.4
151746371,11,1878.2600000000002,47,9312.0000,4.3
149625365,6,1950.8057999999999,26,10706.0000,4.3
149708983,3,3783.93,13,5200.0000,4.3
152969785,10,4180.0,43,7981.0000,4.3
145335689,6,964.5,26,980.0000,4.3
152241991,6,1070.0,26,705.0000,4.3
105229432,4,543440.16,17,1860501.0000,4.3
34616333,13,587.31,56,667.0000,4.3
126387104,34,24851.0,146,5400.0000,4.3
144966084,10,1230.95,43,5254.0000,4.3
147462406,78,23617.78,332,3690.0000,4.3
151544627,8,85556.97,34,29000.0000,4.3
147764337,71,1593091.1500000004,302,907584.0000,4.3
143532701,21,307.12,90,804.0000,4.3
145066647,5,269.25,21,464.0000,4.2
152928726,6,815.78,25,2219.0000,4.2
142072076,38,6983.56,158,5297.0000,4.2
114426953,5,6008.85,21,18330.0000,4.2
147866367,32,12895.14,134,936.0000,4.2
145987065,6,3521.62,25,8942.0000,4.2
144049073,24,42084.590000000004,100,47291.0000,4.2
143940163,151,72600.8,629,58426.0000,4.2
150084791,30,15917.700000000003,127,17630.0000,4.2
152977670,6,829.1400000000001,25,270.0000,4.2
141094378,158,68345.41999999998,660,22717.0000,4.2
89837297,13,4770.5,54,4119.0000,4.2
151315662,6,2917.2,25,80050.0000,4.2
142471788,9,650005.1300000001,38,1722806.0000,4.2
153070602,51,18668.9,209,21603.0000,4.1
153065149,54,17835.46,220,6202.0000,4.1
120018045,18,6091.34,74,23095.0000,4.1
151966199,12,2550.38,49,3091.0000,4.1
151037483,269,452743.4599999998,1093,105186.0000,4.1
119495192,16,777.14,66,1120.0000,4.1
152729733,60,8943.050000000001,244,12907.0000,4.1
140366488,21,72341.11,86,52200.0000,4.1
35850504,30,144938.91,124,386655.0000,4.1
148426442,27,21599.88,111,24715.0000,4.1
153105014,35,16336.141500000002,142,5320.0000,4.1
153100538,43,71369.0,177,3160.0000,4.1
150948780,10,2252.442,41,9824.0000,4.1
144956314,11,3390.8199999999997,45,2757.0000,4.1
147444239,7,7300.18,29,17270.0000,4.1
151643160,17,12540.099999999999,69,14171.0000,4.1
140134180,22,21271.38,88,22249.0000,4.0
153101584,2,5801.24,8,596.0000,4.0
152715496,1,1500.0,4,265.0000,4.0
144942423,1,100.04,4,345.0000,4.0
143345590,2,559.72,8,907.0000,4.0
152680113,56,61829.520000000004,225,98140.0000,4.0
141748961,2,30008.0,8,570000.0000,4.0
122589363,1,67.48,4,999.0000,4.0
5802067,22,60431.2,87,182350.0000,4.0
36065483,1,5002.64,4,12696.0000,4.0
133153727,2,35.34,8,573.0000,4.0
143578028,1,100.83,4,389.0000,4.0
121808738,1,17.49,4,410.0000,4.0
143699160,1,115.03,4,731.0000,4.0
147479978,1,191.13,4,41.0000,4.0
128053185,2,1562.886,8,6217.0000,4.0
150521313,16,1749.1999999999998,64,1906.0000,4.0
126543367,3,201.06,12,2671.0000,4.0
151875392,1,119.29,4,15597.0000,4.0
130408970,2,62.85,8,669.0000,4.0
137143726,1,9.0,4,93.0000,4.0
103893365,1,10.06,4,58.0000,4.0
129290993,1,101.0,4,365.0000,4.0
153110559,4,1908.0,16,1680.0000,4.0
152726667,243,54470.80999999999,984,24591.0000,4.0
142718156,1,160.3239,4,524.0000,4.0
142264273,1,15.64,4,215.0000,4.0
142011700,26,44251.36,105,92569.0000,4.0
151302189,10,14347.072000000002,40,70684.0000,4.0
116590878,2,300.0,8,1290.0000,4.0
149130026,3,854.89,12,741.0000,4.0
146360878,3,95.53,12,448.0000,4.0
44540989,34,2809.4999999999995,135,1253.0000,4.0
114791402,20,1285.45,79,1557.0000,4.0
153111007,1,1487.34,4,1474.0000,4.0
150756026,1,69.37,4,350.0000,4.0
151346742,1,11786.69,4,245253.0000,4.0
141225172,1,62.0,4,125.0000,4.0
147809315,2,3243.92,8,2900.0000,4.0
119978627,354,208734.3499999999,1399,88517.0000,4.0
153111156,1,1180.0,4,1230.0000,4.0
134163785,1,27.18,4,447.0000,4.0
127932408,1,101.34,4,80.0000,4.0
129540684,1,200.55,4,650.0000,4.0
148526920,1,402.98,4,652.0000,4.0
151484188,113,1196636.1099999999,447,523250.0000,4.0
152084839,8,2604.56,32,4229.0000,4.0
144028332,12,1229.9,48,984.0000,4.0
152690109,10,1681308.0,40,1955584.0000,4.0
153111049,1,3388.0,4,3478.0000,4.0
143165866,1,10.2408,4,618.0000,4.0
112650086,1,313.19,4,570.0000,4.0
37857960,1,40.6,4,40.0000,4.0
122589326,190,145335.32000000004,756,195927.0000,4.0
92286530,1,100.0,4,63.0000,4.0
148788778,1,107.87,4,551.0000,4.0
152881173,46,277139.5,183,4895.0000,4.0
152264271,44,17558.4,174,10062.0000,4.0
150880112,2,2000.0,8,1661.0000,4.0
112057512,6,2272.02,24,1391.0000,4.0
152899898,1,200.06,4,400.0000,4.0
135410006,15,652.7,60,4489.0000,4.0
125882647,1,207.0,4,530.0000,4.0
150078697,9,546.0,35,699.0000,3.9
152308263,20,16634.1,78,59896.0000,3.9
152625844,16,1688.5,62,2421.0000,3.9
146361324,54,7315.029999999999,212,5011.0000,3.9
134920997,56,35964.35,219,103268.0000,3.9
52214773,63,34962.0,245,36160.0000,3.9
114221354,7,815.3000000000001,27,7916.0000,3.9
153065127,24,1110.06,94,2148.0000,3.9
136178148,68,16029.9,263,1611.0000,3.9
126599806,21,29207.410000000003,81,43522.0000,3.9
49186175,8,2352.28,30,2168.0000,3.8
147490464,4,110.0,15,7573.0000,3.8
85111639,91,1191875.1199999996,345,1465362.0000,3.8
150999682,4,1443.96,15,1446.0000,3.8
151856847,266,311155.76000000007,1009,105446.0000,3.8
147804372,4,28469.763,15,440.0000,3.8
152698931,5,1109.1,19,1500.0000,3.8
152036747,13,1824.73,49,4357.0000,3.8
123756448,26,5636.359999999999,100,1934.0000,3.8
108676379,4,132.1336,15,158.0000,3.8
137545626,12,737.56,45,837.0000,3.8
122903488,13,9998.849999999999,49,785.0000,3.8
75357079,4,693.07,15,29.0000,3.8
151559095,4,5287.8,15,10246.0000,3.8
114565985,6,2390.3399999999997,23,5155.0000,3.8
151109831,26,155914.74999999997,100,84450.0000,3.8
150656232,4,2357.6,15,650.0000,3.8
146344477,5,1020.0,19,2500.0000,3.8
152283326,5,42040.36,19,106706.0000,3.8
152844706,4,3726.48,15,2658.0000,3.8
137879854,12,13143.599999999999,45,9475.0000,3.8
117214769,67,24643.710000000003,257,40225.0000,3.8
18263546,11,3578.2599999999998,42,12076.0000,3.8
134690611,13,1526.57,50,21192.0000,3.8
142017181,5,6637.25,19,3367.0000,3.8
114379378,10,1260.4,38,3357.0000,3.8
151550778,6,3101.0,23,13643.0000,3.8
151227236,5,1422.07,19,5620.0000,3.8
152561953,9,4481.24,34,27733.0000,3.8
142220999,31,6328.6,117,3986.0000,3.8
151518159,14,287.07,53,713.0000,3.8
103273038,82,43315.58,311,15650.0000,3.8
123039362,21,3795.5899999999997,79,2450.0000,3.8
152560522,4,1806.04,15,6650.0000,3.8
105776479,4,429.31999999999994,15,1214.0000,3.8
124956984,6,1144.66,23,1026.0000,3.8
101518355,17,3178.2799999999997,65,6533.0000,3.8
153110254,11,3672.1600000000003,41,1638.0000,3.7
151274304,13,6236.4529999999995,48,14400.0000,3.7
152249123,6,6068.4400000000005,22,48784.0000,3.7
151799695,7,8491.61,26,2200.0000,3.7
132347397,3,109.09,11,200.0000,3.7
26234815,3,950.6510999999999,11,2180.0000,3.7
145081908,6,275.91999999999996,22,5564.0000,3.7
148637451,3,595.9000000000001,11,1290.0000,3.7
153085674,3,275.96,11,400.0000,3.7
151640849,3,2901.43,11,4695.0000,3.7
152979882,856,9222669.360000027,3150,31500.0000,3.7
142067855,3,2302.64,11,3926.0000,3.7
145943143,3,490.54,11,929.0000,3.7
146358106,6,484.76,22,618.0000,3.7
150917947,3,182.11999999999998,11,2400.0000,3.7
148710427,3,1822.78,11,6671.0000,3.7
150283260,37,405224.7899999999,137,254880.0000,3.7
126707839,30,13280.364999999998,112,6449.0000,3.7
137525285,6,1385.6799999999998,22,5026.0000,3.7
143692660,6,2207.06,22,2286.0000,3.7
136910186,12,6070.8,44,2621.0000,3.7
120032743,10,9657.3,37,3639.0000,3.7
151963627,22,5596.5,81,1416.0000,3.7
137280528,33,3743.4033000000004,121,3096.0000,3.7
149058286,31,3828.5,112,2178.0000,3.6
140633729,23,6837.709999999999,82,6773.0000,3.6
116343053,54,23754.440000000002,197,27781.0000,3.6
153049699,80,72864.17,286,47841.0000,3.6
148315537,79,158896.09999999998,286,57602.0000,3.6
147329705,11,15144.52,40,23893.0000,3.6
83352238,9,577.55,32,356.0000,3.6
129906132,5,2395.4500000000003,18,6368.0000,3.6
152214582,38,8380.55,137,5551.0000,3.6
133831900,173,14585.149999999998,624,8788.0000,3.6
151174569,5,7676.3820000000005,18,540.0000,3.6
34473511,12,25895.32,43,18410.0000,3.6
74209325,10,1123.5,36,1337.0000,3.6
99485322,63,71025.6,227,39351.0000,3.6
143980199,32,82228.59999999999,116,6670.0000,3.6
153096633,5,4851.0,18,3800.0000,3.6
56361727,5,11691.775000000001,18,975.0000,3.6
69680082,9,795.0799999999999,32,5137.0000,3.6
150813144,2,426.0,7,859.0000,3.5
112125293,6,1987.11,21,185.0000,3.5
134275156,43,7261.24,150,13380.0000,3.5
