TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,COLUMN_TYPE,IS_NULLABLE,COLUMN_COMMENT
ods_mariadb_2b,ods_a168_bet01,bet10,12,varchar,varchar(65533),YES,source_type=int(11); 幣別
ods_mariadb_2b,ods_a168_bet01,bet11,13,varchar,varchar(65533),YES,"source_type=decimal(16,4); 匯率"
ods_mariadb_2b,ods_a168_bet01,bet12,14,varchar,varchar(65533),YES,"source_type=decimal(16,4); 起始點數"
ods_mariadb_2b,ods_a168_bet01,bet12a,15,varchar,varchar(65533),YES,"source_type=decimal(16,4); 起始籌碼"
ods_mariadb_2b,ods_a168_bet01,bet13,16,varchar,varchar(65533),YES,"source_type=decimal(16,4); 下注金額"
ods_mariadb_2b,ods_a168_bet01,bet14,17,varchar,varchar(65533),YES,"source_type=decimal(16,4); 退水％數"
ods_mariadb_2b,ods_a168_bet01,bet15,18,varchar,varchar(65533),YES,source_type=int(11); LV1ID
ods_mariadb_2b,ods_a168_bet01,bet16,19,varchar,varchar(65533),YES,source_type=int(11); LV2ID
ods_mariadb_2b,ods_a168_bet01,bet17,20,varchar,varchar(65533),YES,source_type=int(11); LV3ID
ods_mariadb_2b,ods_a168_bet01,bet18,21,varchar,varchar(65533),YES,source_type=int(11); LV4ID
ods_mariadb_2b,ods_a168_bet01,bet19,22,varchar,varchar(65533),YES,source_type=int(11); LV5ID
ods_mariadb_2b,ods_a168_bet01,bet20,23,varchar,varchar(65533),YES,"source_type=decimal(16,4); LV1佔成"
ods_mariadb_2b,ods_a168_bet01,bet21,24,varchar,varchar(65533),YES,"source_type=decimal(16,4); LV2佔成"
ods_mariadb_2b,ods_a168_bet01,bet22,25,varchar,varchar(65533),YES,"source_type=decimal(16,4); LV3佔成"
ods_mariadb_2b,ods_a168_bet01,bet23,26,varchar,varchar(65533),YES,"source_type=decimal(16,4); LV4佔成"
ods_mariadb_2b,ods_a168_bet01,bet24,27,varchar,varchar(65533),YES,"source_type=decimal(16,4); LV5佔成"
ods_mariadb_2b,ods_a168_bet01,bet25,28,varchar,varchar(65533),YES,"source_type=decimal(16,4); LV1退水%數"
ods_mariadb_2b,ods_a168_bet01,bet26,29,varchar,varchar(65533),YES,"source_type=decimal(16,4); LV2退水%數"
ods_mariadb_2b,ods_a168_bet01,bet27,30,varchar,varchar(65533),YES,"source_type=decimal(16,4); LV3退水%數"
ods_mariadb_2b,ods_a168_bet01,bet28,31,varchar,varchar(65533),YES,"source_type=decimal(16,4); LV4退水%數"
ods_mariadb_2b,ods_a168_bet01,bet29,32,varchar,varchar(65533),YES,"source_type=decimal(16,4); LV5退水%數"
ods_mariadb_2b,ods_a168_bet01,bet30,33,varchar,varchar(65533),YES,"source_type=enum(''Y'',''N''); 取消單"
ods_mariadb_2b,ods_a168_bet01,bet31,34,varchar,varchar(65533),YES,source_type=int(11); 桌子編號(Table ID)
ods_mariadb_2b,ods_a168_bet01,bet32,35,varchar,varchar(65533),YES,source_type=int(11); 房間編號(Room ID)
ods_mariadb_2b,ods_a168_bet01,betwalletid,36,varchar,varchar(1048576),YES,source_type=text; 下注單一錢包用
ods_mariadb_2b,ods_a168_bet01,gametype,37,varchar,varchar(65533),YES,source_type=int(11); 1:網投、2:電投
ods_mariadb_2b,ods_a168_bet01,commission,38,varchar,varchar(65533),YES,"source_type=int(11); 0.一般,1,免傭"
ods_mariadb_2b,ods_a168_bet01,category,39,varchar,varchar(65533),YES,"source_type=int(11); 1.一般,2.小費"
ods_mariadb_2b,ods_a168_bet01,eid,40,varchar,varchar(65533),YES,source_type=int(11); 荷官
ods_mariadb_2b,ods_a168_bet01,serid,41,varchar,varchar(65533),YES,source_type=int(11); 服務編號
ods_mariadb_2b,ods_a168_bet01,ip,42,varchar,varchar(65533),YES,source_type=varchar(15); 下注IP
ods_mariadb_2b,ods_a168_bet01,partnerBetId,43,varchar,varchar(65533),YES,source_type=varchar(50); 第三方注單編號
ods_mariadb_2b,ods_a168_bet01,gameId,44,varchar,varchar(65533),YES,source_type=varchar(20); 第三方遊戲代碼
ods_mariadb_2b,ods_a168_bet01,updatetime,45,varchar,varchar(65533),YES,source_type=datetime; 更新時間
ods_mariadb_2b,ods_a168_bet01,source_db,46,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_bet01,source_table,47,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_bet01,ods_table_name,48,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_bet01,sync_time,49,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_bet02,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_bet02,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_bet02,bet01,3,varchar,varchar(65533),YES,source_type=bigint(20); 注單編號
ods_mariadb_2b,ods_a168_bet02,bet02,4,varchar,varchar(65533),YES,source_type=int(11); 遊戲類別編號
ods_mariadb_2b,ods_a168_bet02,bet03,5,varchar,varchar(65533),YES,"source_type=decimal(12,0); 場次編號"
ods_mariadb_2b,ods_a168_bet02,bet04,6,varchar,varchar(65533),YES,source_type=int(11); 子場次編號
ods_mariadb_2b,ods_a168_bet02,bet05,7,varchar,varchar(65533),YES,source_type=int(11); 會員編號
ods_mariadb_2b,ods_a168_bet02,bet06,8,varchar,varchar(65533),YES,source_type=datetime; 開局時間
ods_mariadb_2b,ods_a168_bet02,bet07,9,varchar,varchar(65533),YES,source_type=date; 帳務日期
ods_mariadb_2b,ods_a168_bet02,bet08,10,varchar,varchar(65533),YES,source_type=datetime; 下注時間
ods_mariadb_2b,ods_a168_bet02,bet09,11,varchar,varchar(65533),YES,source_type=varchar(100); 下注內容
ods_mariadb_2b,ods_a168_bet02,bet10,12,varchar,varchar(65533),YES,source_type=int(11); 幣別
ods_mariadb_2b,ods_a168_bet02,bet11,13,varchar,varchar(65533),YES,"source_type=decimal(16,4); 匯率"
ods_mariadb_2b,ods_a168_bet02,bet12,14,varchar,varchar(65533),YES,"source_type=decimal(16,4); 起始點數"
ods_mariadb_2b,ods_a168_bet02,bet12a,15,varchar,varchar(65533),YES,"source_type=decimal(16,4); 起始籌碼"
ods_mariadb_2b,ods_a168_bet02,bet13,16,varchar,varchar(65533),YES,"source_type=decimal(16,4); 下注金額"
ods_mariadb_2b,ods_a168_bet02,bet14,17,varchar,varchar(65533),YES,"source_type=decimal(16,4); 派彩"
ods_mariadb_2b,ods_a168_bet02,bet15,18,varchar,varchar(65533),YES,"source_type=decimal(16,4); 退水％數"
ods_mariadb_2b,ods_a168_bet02,bet16,19,varchar,varchar(65533),YES,"source_type=decimal(16,4); 退水金額"
ods_mariadb_2b,ods_a168_bet02,bet17,20,varchar,varchar(65533),YES,"source_type=decimal(16,4); 結果"
ods_mariadb_2b,ods_a168_bet02,bet18,21,varchar,varchar(65533),YES,source_type=int(11); LV1ID
ods_mariadb_2b,ods_a168_bet02,bet19,22,varchar,varchar(65533),YES,source_type=int(11); LV2ID
ods_mariadb_2b,ods_a168_bet02,bet20,23,varchar,varchar(65533),YES,source_type=int(11); LV3ID
ods_mariadb_2b,ods_a168_bet02,bet21,24,varchar,varchar(65533),YES,source_type=int(11); LV4ID
ods_mariadb_2b,ods_a168_bet02,bet22,25,varchar,varchar(65533),YES,source_type=int(11); LV5ID
ods_mariadb_2b,ods_a168_bet02,bet23,26,varchar,varchar(65533),YES,"source_type=decimal(16,4); LV1佔成"
ods_mariadb_2b,ods_a168_bet02,bet24,27,varchar,varchar(65533),YES,"source_type=decimal(16,4); LV2佔成"
ods_mariadb_2b,ods_a168_bet02,bet25,28,varchar,varchar(65533),YES,"source_type=decimal(16,4); LV3佔成"
ods_mariadb_2b,ods_a168_bet02,bet26,29,varchar,varchar(65533),YES,"source_type=decimal(16,4); LV4佔成"
ods_mariadb_2b,ods_a168_bet02,bet27,30,varchar,varchar(65533),YES,"source_type=decimal(16,4); LV5佔成"
ods_mariadb_2b,ods_a168_bet02,bet28,31,varchar,varchar(65533),YES,"source_type=decimal(16,4); LV1退水%數"
ods_mariadb_2b,ods_a168_bet02,bet29,32,varchar,varchar(65533),YES,"source_type=decimal(16,4); LV2退水%數"
ods_mariadb_2b,ods_a168_bet02,bet30,33,varchar,varchar(65533),YES,"source_type=decimal(16,4); LV3退水%數"
ods_mariadb_2b,ods_a168_bet02,bet31,34,varchar,varchar(65533),YES,"source_type=decimal(16,4); LV4退水%數"
ods_mariadb_2b,ods_a168_bet02,bet32,35,varchar,varchar(65533),YES,"source_type=decimal(16,4); LV5退水%數"
ods_mariadb_2b,ods_a168_bet02,bet33,36,varchar,varchar(65533),YES,"source_type=decimal(16,4); LV1結果"
ods_mariadb_2b,ods_a168_bet02,bet34,37,varchar,varchar(65533),YES,"source_type=decimal(16,4); LV2結果"
ods_mariadb_2b,ods_a168_bet02,bet35,38,varchar,varchar(65533),YES,"source_type=decimal(16,4); LV3結果"
ods_mariadb_2b,ods_a168_bet02,bet36,39,varchar,varchar(65533),YES,"source_type=decimal(16,4); LV4結果"
ods_mariadb_2b,ods_a168_bet02,bet37,40,varchar,varchar(65533),YES,"source_type=decimal(16,4); LV5結果"
ods_mariadb_2b,ods_a168_bet02,bet38,41,varchar,varchar(65533),YES,"source_type=enum(''Y'',''N''); 重對"
ods_mariadb_2b,ods_a168_bet02,bet39,42,varchar,varchar(65533),YES,source_type=int(11); 桌子編號
ods_mariadb_2b,ods_a168_bet02,bet40,43,varchar,varchar(65533),YES,source_type=int(11); 房間編號
ods_mariadb_2b,ods_a168_bet02,bet41,44,varchar,varchar(65533),YES,"source_type=decimal(16,4); 下注退水金額"
ods_mariadb_2b,ods_a168_bet02,betwalletid,45,varchar,varchar(1048576),YES,source_type=text; 下注單一錢包用
ods_mariadb_2b,ods_a168_bet02,resultwalletid,46,varchar,varchar(65533),YES,source_type=varchar(50); 結算單一錢包用
ods_mariadb_2b,ods_a168_bet02,validbet,47,varchar,varchar(65533),YES,"source_type=decimal(16,4); 有效投注"
ods_mariadb_2b,ods_a168_bet02,gametype,48,varchar,varchar(65533),YES,source_type=int(11); 1:網投、2:電投、3 電投網投模式、4 電投電投模式
ods_mariadb_2b,ods_a168_bet02,commission,49,varchar,varchar(65533),YES,"source_type=int(11); 0.一般,1,免傭"
ods_mariadb_2b,ods_a168_bet02,category,50,varchar,varchar(65533),YES,"source_type=int(11); 1.一般,2.小費"
ods_mariadb_2b,ods_a168_bet02,eid,51,varchar,varchar(65533),YES,source_type=int(11); 荷官
ods_mariadb_2b,ods_a168_bet02,serid,52,varchar,varchar(65533),YES,source_type=int(11); 服務編號
ods_mariadb_2b,ods_a168_bet02,ip,53,varchar,varchar(65533),YES,source_type=varchar(15); 下注IP
ods_mariadb_2b,ods_a168_bet02,updatetime,54,varchar,varchar(65533),YES,source_type=datetime; 更新時間
ods_mariadb_2b,ods_a168_bet02,source_db,55,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_bet02,source_table,56,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_bet02,ods_table_name,57,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_bet02,sync_time,58,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_bet_No,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_bet_No,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_bet_No,bet01,3,varchar,varchar(65533),YES,source_type=bigint(20); 
ods_mariadb_2b,ods_a168_bet_No,source_db,4,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_bet_No,source_table,5,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_bet_No,ods_table_name,6,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_bet_No,sync_time,7,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_bet_limit_default,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_bet_limit_default,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_bet_limit_default,id,3,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_bet_limit_default,gtype,4,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_bet_limit_default,set01,5,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_bet_limit_default,set02,6,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_bet_limit_default,set03,7,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_bet_limit_default,set04,8,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_bet_limit_default,set05,9,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_bet_limit_default,set06,10,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_bet_limit_default,set07,11,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_bet_limit_default,set08,12,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_bet_limit_default,set09,13,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_bet_limit_default,set10,14,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_bet_limit_default,set11,15,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_bet_limit_default,set12,16,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_bet_limit_default,set13,17,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_bet_limit_default,set14,18,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_bet_limit_default,status,19,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_bet_limit_default,sort,20,varchar,varchar(65533),YES,source_type=int(11); 排序
ods_mariadb_2b,ods_a168_bet_limit_default,source_db,21,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_bet_limit_default,source_table,22,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_bet_limit_default,ods_table_name,23,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_bet_limit_default,sync_time,24,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_bet_partner,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_bet_partner,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_bet_partner,bet01,3,varchar,varchar(65533),YES,source_type=bigint(11); 注單編號
ods_mariadb_2b,ods_a168_bet_partner,gid,4,varchar,varchar(65533),YES,source_type=int(11); 遊戲編號
ods_mariadb_2b,ods_a168_bet_partner,mid,5,varchar,varchar(65533),YES,source_type=int(11); 會員編號
ods_mariadb_2b,ods_a168_bet_partner,betTime,6,varchar,varchar(65533),YES,source_type=datetime; 下注時間
ods_mariadb_2b,ods_a168_bet_partner,settleTime,7,varchar,varchar(65533),YES,source_type=date; 帳務日期
ods_mariadb_2b,ods_a168_bet_partner,partnerBetId,8,varchar,varchar(65533),YES,source_type=varchar(100); 
ods_mariadb_2b,ods_a168_bet_partner,gameId,9,varchar,varchar(65533),YES,source_type=varchar(64); 
ods_mariadb_2b,ods_a168_bet_partner,updateTime,10,varchar,varchar(65533),YES,source_type=datetime; 更新時間
ods_mariadb_2b,ods_a168_bet_partner,bet_result,11,varchar,varchar(1048576),YES,source_type=text; 開獎結果
ods_mariadb_2b,ods_a168_bet_partner,source_db,12,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_bet_partner,source_table,13,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_bet_partner,ods_table_name,14,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_bet_partner,sync_time,15,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_betchange_log,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_betchange_log,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_betchange_log,log_id,3,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_betchange_log,operation_type,4,varchar,varchar(65533),YES,source_type=varchar(32); 
ods_mariadb_2b,ods_a168_betchange_log,change_time,5,varchar,varchar(65533),YES,source_type=datetime; 
ods_mariadb_2b,ods_a168_betchange_log,old_bet01,6,varchar,varchar(65533),YES,source_type=bigint(20); 
ods_mariadb_2b,ods_a168_betchange_log,new_bet01,7,varchar,varchar(65533),YES,source_type=bigint(20); 
ods_mariadb_2b,ods_a168_betchange_log,old_bet05,8,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_betchange_log,new_bet05,9,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_betchange_log,old_bet09,10,varchar,varchar(1048576),YES,source_type=text; 
ods_mariadb_2b,ods_a168_betchange_log,new_bet09,11,varchar,varchar(1048576),YES,source_type=text; 
ods_mariadb_2b,ods_a168_betchange_log,old_ip,12,varchar,varchar(1048576),YES,source_type=text; 
ods_mariadb_2b,ods_a168_betchange_log,new_ip,13,varchar,varchar(1048576),YES,source_type=text; 
ods_mariadb_2b,ods_a168_betchange_log,is_send,14,varchar,varchar(65533),YES,source_type=int(1); 是否已發送
ods_mariadb_2b,ods_a168_betchange_log,source_db,15,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_betchange_log,source_table,16,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_betchange_log,ods_table_name,17,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_betchange_log,sync_time,18,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_category,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_category,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_category,sn,3,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_category,level,4,varchar,varchar(65533),YES,source_type=int(11); 層級等級，status為1時修改為sn
ods_mariadb_2b,ods_a168_category,aid,5,varchar,varchar(65533),YES,source_type=int(11); 代理編號
ods_mariadb_2b,ods_a168_category,name,6,varchar,varchar(65533),YES,source_type=varchar(30); 層級名稱
ods_mariadb_2b,ods_a168_category,isdefault,7,varchar,varchar(65533),YES,"source_type=enum(''Y'',''N''); 預設層級 "
ods_mariadb_2b,ods_a168_category,isjoin,8,varchar,varchar(65533),YES,"source_type=enum(''Y'',''N''); 加入升降級"
ods_mariadb_2b,ods_a168_category,in_single_mix,9,varchar,varchar(65533),YES,"source_type=decimal(16,4); 單筆最低存款限額, 0為不限制"
ods_mariadb_2b,ods_a168_category,in_single_max,10,varchar,varchar(65533),YES,"source_type=decimal(16,4); 單筆最高存款限額, 0為不限制"
ods_mariadb_2b,ods_a168_category,singleday_in_times,11,varchar,varchar(65533),YES,"source_type=int(11); 單日最高存款次數, 0為不限制"
ods_mariadb_2b,ods_a168_category,out_single_mix,12,varchar,varchar(65533),YES,"source_type=decimal(16,4); 單筆最低提款限額, 0為不限制"
ods_mariadb_2b,ods_a168_category,out_single_max,13,varchar,varchar(65533),YES,"source_type=decimal(16,4); 單筆最高提款限額, 0為不限制"
ods_mariadb_2b,ods_a168_category,out_singleday_max,14,varchar,varchar(65533),YES,"source_type=decimal(16,4); 單日最高提款總額, 0為不限制"
ods_mariadb_2b,ods_a168_category,singleday_out_times,15,varchar,varchar(65533),YES,"source_type=decimal(16,4); 單日最高提款次數, 0為不限制"
ods_mariadb_2b,ods_a168_category,out_platform_fee_rate,16,varchar,varchar(65533),YES,"source_type=decimal(15,4); 提款平台處理費%"
ods_mariadb_2b,ods_a168_category,out_fee_times,17,varchar,varchar(65533),YES,source_type=tinyint(1); 提款手續費免費次數
ods_mariadb_2b,ods_a168_category,out_fee_rate,18,varchar,varchar(65533),YES,"source_type=decimal(15,4); 提款手續費%"
ods_mariadb_2b,ods_a168_category,feedback_type,19,varchar,varchar(65533),YES,"source_type=enum(''hall'',''game''); 返水範圍"
ods_mariadb_2b,ods_a168_category,feedback_rate,20,varchar,varchar(1048576),YES,"source_type=text; ""有效返水%  feedback_type:hall→{""""LIVE"""":[{""""gamecode"""":""""1,2"""",""""rate"""":""""0.3%""""}],""""SPORT"""":[{""""gamecode"""":""""5002,5006"""",""""rate"""":""""0.1%""""}],""""SLOT"""":[{""""gamecode"""":""""5003,5004,5005"""",""""rate"""":""""0.4%""""}]} feedback_type:game,→{""""LIVE"""":[{""""code"""":""""101,201(EX:AG百家)"""",""""rate"""":""""0.1%""""},{""""code"""":""""102,202(EX:AG龍虎)"""",""""rate"""":""""0.3%""""},{""""code"""":""""103"""",""""rate"""":""""0.4%""""},{""""code"""":""""104"""",""""rate"""":""""0.4%""""},{""""code"""":""""105"""",""""rate"""":""""0.2%""""},{""""code"""":""""107"""",""""rate"""":""""0.5%""""},{""""code"""":""""108"""",""""rate"""":""""0.3%""""},{""""code"""":""""110"""",""""rate"""":""""0.2%""""},{""""code"""":""""111"""",""""rate"""":""""0.5%""""},{""""code"""":""""112"""",""""rate"""":""""0.5%""""},{""""code"""":""""113"""",""""rate"""":""""0.5%""""},{""""code"""":""""117"""",""""rate"""":""""0.4%""""},{""""code"""":""""121"""",""""rate"""":""""0.3%""""}],""""SPORT"""":[{""""code"""":""""133,233(EX:IBC串關)"
ods_mariadb_2b,ods_a168_category,upgrade,21,varchar,varchar(1048576),YES,"source_type=text; 升級{""vaild"":""100000"",""deposit"":""100000""}"
ods_mariadb_2b,ods_a168_category,keep,22,varchar,varchar(1048576),YES,"source_type=text; 保級{""vaild"":""10000"",""deposit"":""10000""}"
ods_mariadb_2b,ods_a168_category,status,23,varchar,varchar(65533),YES,source_type=tinyint(1); 軟刪除設定 1:軟刪除 ，因為level和aid是索引唯一，所以軟刪除也請把該筆level1更新成sn
ods_mariadb_2b,ods_a168_category,remark,24,varchar,varchar(1048576),YES,source_type=text; 備註
ods_mariadb_2b,ods_a168_category,op_lv,25,varchar,varchar(65533),YES,source_type=int(11); 操作者層級
ods_mariadb_2b,ods_a168_category,op_id,26,varchar,varchar(65533),YES,source_type=int(11); 操作者ID
ods_mariadb_2b,ods_a168_category,op_ip,27,varchar,varchar(65533),YES,source_type=varchar(50); 操作者IP
ods_mariadb_2b,ods_a168_category,settingtime,28,varchar,varchar(65533),YES,source_type=timestamp; 建立時間
ods_mariadb_2b,ods_a168_category,updatetime,29,varchar,varchar(65533),YES,source_type=timestamp; 最後操作時間
ods_mariadb_2b,ods_a168_category,source_db,30,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_category,source_table,31,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_category,ods_table_name,32,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_category,sync_time,33,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_categoryLevel,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_categoryLevel,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_categoryLevel,lv_id,3,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_categoryLevel,level,4,varchar,varchar(65533),YES,source_type=int(11); 層級等級
ods_mariadb_2b,ods_a168_categoryLevel,name,5,varchar,varchar(65533),YES,source_type=varchar(20); 層級名稱
ods_mariadb_2b,ods_a168_categoryLevel,isDefalut,6,varchar,varchar(65533),YES,"source_type=enum(''Y'',''N''); 預設層級"
ods_mariadb_2b,ods_a168_categoryLevel,status,7,varchar,varchar(65533),YES,source_type=int(11); 狀態
ods_mariadb_2b,ods_a168_categoryLevel,depositLimitMin,8,varchar,varchar(65533),YES,"source_type=decimal(16,4); 最低存款限額, 0為不限制"
ods_mariadb_2b,ods_a168_categoryLevel,depositLimitMax,9,varchar,varchar(65533),YES,"source_type=decimal(16,4); 最高存款限額, 0為不限制"
ods_mariadb_2b,ods_a168_categoryLevel,withdrawLimitMin,10,varchar,varchar(65533),YES,"source_type=decimal(16,4); 最低提款限額, 0為不限制"
ods_mariadb_2b,ods_a168_categoryLevel,withdrawLimitMax,11,varchar,varchar(65533),YES,"source_type=decimal(16,4); 最高提款限額, 0為不限制"
ods_mariadb_2b,ods_a168_categoryLevel,upgradeCondition,12,varchar,varchar(65533),YES,source_type=varchar(20); 晉級條件
ods_mariadb_2b,ods_a168_categoryLevel,keepCondition,13,varchar,varchar(65533),YES,source_type=varchar(20); 保級條件
ods_mariadb_2b,ods_a168_categoryLevel,build_time,14,varchar,varchar(65533),YES,source_type=timestamp; 建立時間
ods_mariadb_2b,ods_a168_categoryLevel,remark,15,varchar,varchar(65533),YES,source_type=varchar(20); 備註
ods_mariadb_2b,ods_a168_categoryLevel,op_level,16,varchar,varchar(65533),YES,source_type=int(11); 操作者層級
ods_mariadb_2b,ods_a168_categoryLevel,op_mid,17,varchar,varchar(65533),YES,source_type=int(11); 操作者編號
ods_mariadb_2b,ods_a168_categoryLevel,source_db,18,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_categoryLevel,source_table,19,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_categoryLevel,ods_table_name,20,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_categoryLevel,sync_time,21,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_change_log,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_change_log,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_change_log,id,3,varchar,varchar(65533),YES,source_type=int(11); 序號
ods_mariadb_2b,ods_a168_change_log,function,4,varchar,varchar(65533),YES,source_type=varchar(30); 功能
ods_mariadb_2b,ods_a168_change_log,content,5,varchar,varchar(65533),YES,source_type=varchar(500); 指令
ods_mariadb_2b,ods_a168_change_log,lv,6,varchar,varchar(65533),YES,source_type=int(11); 操作者層級
ods_mariadb_2b,ods_a168_change_log,operator,7,varchar,varchar(65533),YES,source_type=int(11); 操作者
ods_mariadb_2b,ods_a168_change_log,optime,8,varchar,varchar(65533),YES,source_type=datetime; 操作時間
ods_mariadb_2b,ods_a168_change_log,ip,9,varchar,varchar(65533),YES,source_type=varchar(255); 操作者ip
ods_mariadb_2b,ods_a168_change_log,utp,10,varchar,varchar(65533),YES,source_type=varchar(1); 操作者utp
ods_mariadb_2b,ods_a168_change_log,source_db,11,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_change_log,source_table,12,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_change_log,ods_table_name,13,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_change_log,sync_time,14,datetime,datetime,YES,同步时间
