subnet_24,n_ip,n_member,n_lv3_chain,n_orders,stake,game_pnl,valid_bet
39.10.14.0/24,12,9,7,1253,233124.2748697061,-20914.7920912970,214934.9085040252
21.142.21.0/24,7,9,4,216,15575.4673384893,10.4531836015,14486.5991149497
123.16.137.0/24,8,9,3,121,7873.1774793510,-2039.9489043692,7847.4619445965
123.20.238.0/24,8,9,5,842,21494.2146600285,-835.7767391045,20147.8327691428
42.117.31.0/24,8,9,6,392,233898.9836469938,-26396.4552450700,216213.0735532933
14.237.232.0/24,7,9,3,352,12844.5278117199,1141.8463994770,11612.9933494556
14.177.129.0/24,7,9,6,1263,33010.9078030562,2518.8150979359,29431.1288385141
49.48.195.0/24,7,9,5,1666,56279.4659373042,1203.1778181388,26163.6278001602
223.206.193.0/24,9,9,7,426,9283.8502450193,-574.8330300636,8357.6978300703
118.71.101.0/24,8,9,5,758,7311.1183899226,-64.9861298264,6516.9111264603
42.112.196.0/24,7,9,6,149,7075.5998116119,-1593.5892515714,6635.0584928672
14.240.242.0/24,7,9,5,135,10767.5360849404,1931.6132730367,9587.7351951217
171.250.108.0/24,8,9,6,368,11091.3017376280,715.6521494273,9799.5529048115
47.31.118.0/24,9,9,3,90,1412.4666753939,-455.8161327888,1310.9205249975
14.171.133.0/24,7,9,5,133,11629.5545277071,-85.5687260527,3232.5482490517
14.190.217.0/24,7,9,4,154,29566.5162886250,-312.2884197188,24109.2152778717
171.247.242.0/24,8,9,6,295,14880.1630922021,-1139.0662987881,13764.8594713072
14.167.255.0/24,9,9,4,235,4600.1309234035,-855.6339136370,4233.0549742400
49.217.138.0/24,9,9,6,706,55118.0354652026,2223.0814380397,51485.3626415526
14.174.143.0/24,6,9,3,80,2283.8236872821,-350.3159737384,2162.9166248567
42.115.144.0/24,7,9,4,32,1680.5484255136,252.4140414288,1389.7063351065
113.161.87.0/24,6,9,4,228,6775.8399601566,-463.0125025868,5967.3952189192
101.108.8.0/24,7,9,6,454,9173.2327177314,-326.3644825075,8551.0873383942
14.234.18.0/24,8,9,5,408,20592.0023252292,-774.1188889668,19064.0847989425
171.235.82.0/24,8,9,4,188,5382.9117517692,77.8429365181,4758.8348237839
113.163.138.0/24,9,9,5,203,6753.7324014178,-443.6371040591,6192.1013474742
152.56.255.0/24,15,9,2,532,5362.3046507498,247.8739026587,4836.4390770042
171.250.136.0/24,8,9,3,50,1473.7533234252,190.5636949403,1146.1786171965
123.20.52.0/24,6,9,4,267,55252.1709288232,6837.3283324138,51259.2094122835
1.1.169.0/24,10,9,6,525,87844.5684943715,3752.2345276100,78334.3301618384
113.165.32.0/24,8,9,5,659,66664.4900500873,138.5327033757,60670.8757673185
119.15.87.0/24,4,9,8,413,184374.8085128350,-2484.2411058442,169831.8779176625
113.187.13.0/24,4,9,4,363,11486.1375427864,-225.7981727469,11073.8600273483
123.27.202.0/24,3,9,5,16,274.2475936100,-11.8805847128,261.1596162260
182.104.40.0/24,6,9,4,92,8194.0000000000,1679.6500000000,7766.0000000000
14.182.205.0/24,6,9,5,455,19586.2379133770,-458.9987122450,18005.3532998299
14.234.205.0/24,9,9,4,435,26311.2315551800,-2138.1264714855,24902.6962039277
171.229.221.0/24,8,9,3,209,41672.7213289311,-1284.4610376984,36489.9232286733
21.229.87.0/24,5,9,4,81,1774.3419501071,289.7742222202,1646.2179023903
171.224.37.0/24,7,9,4,29,796.2432896462,193.9850183624,728.2546965191
14.178.10.0/24,7,9,5,69,3457.5408853184,-1037.7649807760,2976.0580244061
171.239.68.0/24,7,9,3,455,10426.8463883633,-736.3645469027,9540.7739433782
14.179.10.0/24,7,9,4,2092,214506.4113621364,-3691.4873651729,197122.5605869196
113.172.207.0/24,7,9,4,47,2131.0441747524,-36.7901190956,1997.3233940287
118.68.61.0/24,9,9,4,248,5051.0966047601,-698.7601578187,4658.9609251700
113.183.166.0/24,9,9,4,57,1169.8842377860,162.2249725227,934.6789064037
123.18.34.0/24,3,9,4,209,1382.3071093085,-49.1203704803,1259.3367905113
14.247.174.0/24,6,9,2,736,26980.4493129898,-2116.7186080265,24050.5630773286
21.157.192.0/24,7,9,4,41,3295.6043755878,1851.7276668371,3062.0928816332
125.25.77.0/24,8,9,7,703,16581.7448707313,197.8649911933,15229.5274258236
14.186.114.0/24,9,9,5,545,14828.1520003415,-467.0929497864,13576.8992456911
115.76.105.0/24,7,9,6,57,3280.4833975187,297.5706583592,2887.8440759994
134.236.46.0/24,12,9,6,101,2953.0583498140,-509.7833778277,2627.8721011331
116.111.169.0/24,5,9,3,1036,24223.6314926751,730.7998906480,22163.4327804663
27.74.60.0/24,9,9,3,1189,45515.6525985913,-748.3087273227,40178.5244928214
106.192.107.0/24,9,9,5,186,2816.6466772717,-943.2308295709,2677.8884246693
223.188.24.0/24,9,9,1,157,697.8022002495,20.4033865029,646.3669377374
116.100.74.0/24,8,9,5,260,3189.8404925761,19.9747135368,3016.3032756845
223.205.182.0/24,7,9,5,124,1488.4342581378,-32.8841333244,1348.9270254613
14.254.4.0/24,3,9,5,65,10997.2471033657,-3648.3986120782,9446.4392269094
155.254.122.0/24,9,9,5,365,144783.5370231115,-20401.9212175942,142469.9357062956
113.53.169.0/24,6,9,7,172,1869.7780730227,-82.2685044931,1634.3212163710
117.99.78.0/24,8,9,1,88,1384.3150164303,147.6410521511,1326.8462797665
116.97.183.0/24,4,9,5,166,5502.8402449962,533.6302635165,5218.9651149683
116.105.139.0/24,9,9,4,57,4233.7006021928,-2020.6223300554,3485.1058394643
123.23.149.0/24,5,9,4,60,4677.2648908534,-603.0663080928,4487.8633825441
113.173.112.0/24,7,9,5,265,2487.1202004043,110.8391279015,2262.1517589361
1.53.172.0/24,8,9,3,190,14508.8134492308,1193.2937368182,12358.9954417029
14.237.75.0/24,5,9,2,196,1157.9813843160,-131.0756357508,1103.0118793033
123.28.34.0/24,7,9,5,335,28289.0902954730,-4096.1084216205,25782.6650753721
14.185.224.0/24,5,9,3,36,1617.6704181461,115.0080449978,1414.6200629622
183.81.100.0/24,7,9,4,214,8231.7171678626,1600.7944984766,6870.0108369559
171.250.127.0/24,8,9,5,627,10074.3026035173,-1594.6886881762,9270.3308015365
21.235.108.0/24,7,9,5,493,52185.0000152070,-4891.0336020514,47855.8455488412
116.108.128.0/24,7,9,5,161,17226.3507965213,-196.5128671638,13655.0081456719
171.7.47.0/24,8,9,6,324,5875.0918600337,-1387.3108309544,5677.4591814960
210.14.98.0/24,22,9,3,430,24011.3172957960,437.0121184395,21153.1713900360
14.160.188.0/24,9,9,6,231,4554.7830415221,-245.7682252348,4251.3700544067
49.48.33.0/24,9,9,5,432,9123.0765018449,570.6294785139,8036.7930185411
39.10.17.0/24,8,9,5,270,45130.7005286178,-1885.7268294139,38133.0747697127
45.154.24.0/24,8,9,6,138,3313.6511197376,1.0927817574,3048.1580476837
39.9.67.0/24,11,9,7,956,187807.3082363677,-5897.1154310269,172286.8063709510
14.170.179.0/24,7,9,4,1305,20660.1152049520,-862.1843305005,18745.6799779605
103.156.49.0/24,2,9,4,177,7183.5191048641,-1147.8039101118,6261.1742641533
118.140.35.0/24,8,9,8,79,114179.7509317902,30989.1775138781,107153.5439139378
103.231.95.0/24,10,9,4,404,9867.0324046607,553.6762348934,8869.5988928731
171.247.86.0/24,5,9,5,805,48733.3734759045,4417.9873714071,41949.9912508902
118.70.189.0/24,7,9,5,87,8371.7843515551,-999.9656347638,7854.7966538942
14.230.195.0/24,8,9,4,250,25303.4199117497,63.1737754625,21887.8500090944
112.209.64.0/24,10,9,4,1265,102813.5935709688,-6859.1713187436,94674.3351654582
27.130.93.0/24,8,9,5,458,4536.8515717583,-801.7822834451,4230.4705064760
182.7.39.0/24,20,9,4,4487,66408.1986534841,3211.5736149952,49282.8628944798
171.246.113.0/24,9,9,5,528,7533.1693098369,-629.9819143720,6078.7655310929
1.54.78.0/24,8,9,4,76,6526.3252402087,-1176.8840626182,6061.8782970797
38.54.125.0/24,3,9,4,1199,1480546.3897915570,33564.7214692473,1295796.8160315759
116.96.150.0/24,9,9,4,187,12968.6084332838,310.2252870966,11943.0170981739
222.84.60.0/24,3,9,3,353,21190.0000000000,278.2500000000,20300.0000000000
113.165.54.0/24,5,9,3,514,5925.7634513161,-778.5274987025,5473.3700460153
123.20.230.0/24,9,9,5,304,19476.8759557219,-1012.4410028620,19082.0935635274
222.254.139.0/24,9,9,6,418,437097.2073818667,-64285.8385921289,415355.3118455632
162.128.224.0/24,4,9,2,371,10567.5458266234,-119.3882327458,2828.5606889946
171.7.93.0/24,8,9,7,299,19288.1927109370,-743.7025852232,18066.2527418447
58.136.137.0/24,9,9,6,301,3144.4804897043,-917.6533443367,3035.5797191097
21.215.224.0/24,5,9,5,109,2904.5784887048,-74.3442322738,2732.8618156264
115.77.45.0/24,6,9,5,73,6237.3500948286,402.1060938017,6210.6180920201
123.21.152.0/24,7,9,5,186,6546.5202118499,-699.9845991931,5812.1297262495
116.105.61.0/24,9,9,4,891,90145.3623652214,7790.5672017778,81597.6126252539
223.104.106.0/24,21,9,5,755,113609.0000000000,-10734.4000000000,103346.0000000000
221.127.93.0/24,3,9,7,135,3612.9563328147,-140.3169842000,3020.6063423450
113.142.41.0/24,9,9,2,421,39692.0000000000,2244.4000000000,36215.0000000000
27.65.100.0/24,9,9,6,279,6563.9372678902,-3133.3301994277,6109.2307259823
117.2.161.0/24,5,9,4,192,19083.9437763447,-825.5046864741,17400.1002390012
113.174.123.0/24,8,9,3,193,14094.3130048796,-201.4895005763,12885.6908245367
119.136.130.0/24,9,9,5,140,12991.0000000000,-1763.6000000000,12234.0000000000
123.28.134.0/24,6,9,4,146,11055.5541087252,-2086.2714921969,9421.0038252119
119.143.32.0/24,10,9,4,419,37676.0000000000,-590.1000000000,33711.0000000000
171.227.30.0/24,8,9,5,57,6980.8705359393,97.9498031700,6326.4716667404
171.241.0.0/24,9,9,4,112,5074.4646195921,1432.0533168176,4765.1654554582
171.233.67.0/24,7,9,5,114,3225.7106917454,-88.1271970971,2671.3228250763
125.27.152.0/24,7,9,9,75,750.3303135846,-38.0911282604,680.0482026908
27.148.65.0/24,9,9,4,163,9650.0000000000,-545.2500000000,8410.0000000000
171.249.155.0/24,8,9,6,212,275218.4723478300,35862.5445913359,230730.8272092790
183.42.173.0/24,9,9,7,140,15000.2125582623,-146.5988655351,14269.1079940199
27.69.109.0/24,7,9,4,421,15545.4473288575,131.5075240944,13842.8217727592
14.187.141.0/24,7,9,4,231,10539.9120915054,-652.3694923102,9601.4080942771
175.176.67.0/24,16,9,4,590,11802.3605486060,-511.5417134213,10463.4851744280
115.79.43.0/24,7,9,5,110,4155.8952612174,-585.1280798401,3566.9347944319
14.179.194.0/24,8,9,6,2070,24877.5314930389,-1199.3924640669,22560.5718407618
171.234.172.0/24,6,9,3,129,2724.5522846051,-258.9431217400,2393.4959621211
171.228.161.0/24,4,9,5,746,14226.1200963546,-1243.0445859330,13192.7496496530
123.21.145.0/24,4,9,4,89,10689.5164467863,-859.6421546340,9207.2712487229
115.75.215.0/24,8,9,4,103,1639.0059148242,-92.0711937841,1493.7277306808
171.231.235.0/24,8,9,4,429,2780.5893893891,125.8916862047,2589.3890493707
116.104.203.0/24,6,9,4,194,12246.5760800599,-218.2590792705,11425.6259019789
113.180.188.0/24,8,9,4,161,10217.7915714781,431.2294359334,8864.4438119136
14.187.105.0/24,8,9,6,987,17915.0425874543,-1608.1568878737,16435.9337005266
27.148.56.0/24,7,9,3,530,42395.0000000000,7807.2500000000,40528.0000000000
14.162.4.0/24,8,9,7,549,31646.8929378875,-3352.3316982165,29584.5333461256
58.136.214.0/24,7,9,5,644,67480.8926766725,8843.6903010716,61080.2349971298
171.225.169.0/24,1,9,1,23,173.0230610163,-68.5417375599,170.4054655395
171.245.243.0/24,7,9,5,308,4913.4629096647,-183.6405105083,4592.0719298474
117.151.31.0/24,16,9,4,1062,62908.0000000000,-543.2000000000,56700.0000000000
123.27.110.0/24,5,9,6,1279,7806.7118872636,-2231.1121507497,7472.9471928677
14.169.188.0/24,8,9,5,283,7489.6608355801,-1452.5379872282,6535.0576962015
42.117.254.0/24,10,9,4,1670,18828.7128680033,335.3558542620,17268.2044351035
14.228.187.0/24,7,9,5,66,7015.6748150404,120.9333608887,6546.8882469155
171.7.48.0/24,10,9,8,598,5288.1613721419,-266.2277546759,4926.4195363948
42.116.47.0/24,8,9,5,308,12415.7990861586,-3594.7044178055,10825.3885449965
1.1.152.0/24,11,9,5,793,10110.1926322978,-3810.0571773338,8761.8328322743
14.172.0.0/24,8,9,4,134,3020.2582530208,-358.9987788875,2927.4317991682
106.225.161.0/24,8,9,2,210,14467.0000000000,-1415.3000000000,13487.0000000000
171.233.69.0/24,8,9,3,1008,199865.8392161262,4648.0829708240,183870.8933037188
180.98.90.0/24,9,9,5,131,17569.0000000000,2379.1000000000,16899.0000000000
112.215.174.0/24,24,9,8,308,8974.5605270372,-1179.1343473342,8078.3201925831
27.71.169.0/24,7,9,2,53,4784.4430239188,1684.6144887531,4096.7482785618
171.233.54.0/24,9,9,5,469,7000.0207816552,-1695.3517559725,6679.9508344404
182.52.223.0/24,9,9,5,98,5455.9566485010,-436.6490347178,4847.9961427172
125.234.72.0/24,8,9,6,297,27510.7012887577,-2454.2617765341,24630.2772482872
112.207.191.0/24,5,9,3,2473,191178.3119989502,-9093.2127509595,180722.4092523961
123.31.55.0/24,5,9,4,62,2488.2547299374,478.3943724804,2265.0156545798
171.233.39.0/24,10,9,4,298,93381.1778826805,-2886.9675776985,88770.7842939114
116.111.20.0/24,8,9,4,150,15693.0045962257,-2344.1503013331,14607.7042520938
49.93.38.0/24,8,9,4,111,19393.0000000000,3014.7000000000,18933.0000000000
43.231.66.0/24,3,9,6,747,165103.2984123590,-6767.3099367088,149857.1023852278
123.21.75.0/24,6,9,2,101,1459.4698463180,-176.1701103361,1349.1468604837
27.78.129.0/24,9,9,5,53,1690.6969234815,-616.8165720148,1677.8391561042
14.237.72.0/24,4,9,4,163,52808.7564870275,-3773.1273420146,47498.9839882370
21.194.179.0/24,8,9,5,434,32973.2274510760,1150.8033523743,29463.2468226799
14.180.205.0/24,10,9,3,203,21385.5000272946,-289.1904272182,20547.4104312152
39.144.78.0/24,13,9,5,526,51007.0000000000,-4166.5500000000,45400.0000000000
117.3.235.0/24,5,9,4,710,6752.8633608966,1380.2607117281,6380.6638029040
223.205.92.0/24,6,9,5,439,3446.1395803943,-163.1615383773,3216.4183974438
182.52.210.0/24,8,9,4,388,18837.1730329109,-2484.8852533713,17227.2156017776
112.97.33.0/24,9,9,5,505,30731.0000000000,3310.4000000000,29048.0000000000
14.150.164.0/24,9,9,5,103,7615.0000000000,333.5000000000,6902.0000000000
27.68.60.0/24,8,9,4,883,44105.1630473091,5787.2648319599,40557.2305541457
1.55.204.0/24,8,9,5,547,158552.3651317320,3293.7005386616,144904.0996305907
118.71.59.0/24,9,9,6,683,10889.5657608672,729.9932788297,9933.9606379022
113.179.152.0/24,6,9,4,118,10911.6948690311,74.3473046590,9841.1663458505
125.24.40.0/24,7,9,7,166,1801.1341220261,-189.6415961796,1701.2304118092
15.235.212.0/24,5,9,4,958,41921.6541831030,-12271.7800132463,40430.2567018904
1.20.210.0/24,11,9,5,296,2351.9492561752,-95.0172311769,2237.5432406157
115.77.154.0/24,5,9,5,1491,5716.7225398955,157.9860897400,5104.4337488162
171.235.147.0/24,8,9,3,36,600.8773035685,-32.0368051543,533.4951935943
27.78.149.0/24,8,9,4,417,11028.0573347728,-375.0781837031,10392.1614620849
123.27.11.0/24,7,9,4,568,21816.2998887864,-4345.1612841116,20353.6190180538
182.6.3.0/24,8,9,7,1798,115411.9515675825,3326.1873070605,103546.0301894558
117.133.77.0/24,62,9,3,493,9393.0000000000,80.8000000000,8301.0000000000
16.163.104.0/24,1,9,2,19,670.9539918808,-192.6589986468,513.2949932340
113.184.202.0/24,4,9,4,180,3140.1951672269,-5.9525736173,2842.0794537870
171.250.216.0/24,8,9,5,512,45663.7976735502,1060.6202628933,41855.4940847748
113.170.8.0/24,6,9,3,281,8153.8648733761,-819.2922769774,7561.5882515470
123.28.225.0/24,7,9,4,447,52390.3666246746,-2917.7271826984,45695.7460080888
116.99.206.0/24,3,9,3,104,3371.6036914718,538.4669280768,3202.4439617259
14.176.68.0/24,2,9,1,68,1943.0408409956,-44.0074106302,1858.0781437450
36.21.90.0/24,6,9,5,738,40215.0000000000,6171.1000000000,35179.0000000000
203.162.7.0/24,9,9,5,110,17133.8340575328,4682.7814664644,17034.7920043352
116.101.186.0/24,8,9,4,273,12859.4178911293,132.3519129288,12003.0941949143
171.240.29.0/24,7,9,4,27,488.0105822116,251.8355371519,475.6671255294
117.4.137.0/24,4,9,7,697,21338.5798177554,-911.1265110024,19528.6983191527
171.233.24.0/24,6,9,3,60,4858.5570031723,-266.0354733213,4739.3921412046
14.224.14.0/24,2,9,3,56,881.7120687884,127.5842817897,642.5197920821
14.170.178.0/24,4,9,3,2860,45753.1250733542,-2675.1029614514,41785.5053338463
113.186.155.0/24,6,9,5,76,1598.8105206702,-497.3276509603,1468.8279713229
116.9.179.0/24,9,9,4,168,5637.0000000000,-781.7000000000,5305.0000000000
27.75.143.0/24,8,9,5,1047,19453.2148990065,-1228.2701773094,18468.8517937066
118.69.89.0/24,7,9,4,98,2871.0121289784,-518.0651833563,2732.9444791932
27.38.249.0/24,9,9,5,460,21518.0000000000,-4096.1500000000,20740.0000000000
21.215.88.0/24,7,9,2,326,34473.9698989935,692.9116859967,30970.0058538140
123.21.227.0/24,7,9,4,93,4673.1539964774,-851.4563720574,4558.8342055458
116.103.152.0/24,7,9,3,141,38618.5048911783,1913.5877936278,35273.4527264286
14.163.178.0/24,7,9,3,107,18275.3455534326,-1278.0472632896,15993.6423260224
14.240.48.0/24,5,9,4,179,12159.8731151030,-10333.1843894240,11981.7504245169
222.253.230.0/24,9,9,3,196,9979.6986701858,501.2881707344,8428.4573923914
171.5.142.0/24,9,9,5,429,5167.4012111834,24.3668506971,4530.8888552544
120.239.177.0/24,15,9,7,388,10303.0000000000,-1987.9000000000,9653.0000000000
14.24.179.0/24,10,9,7,66,31030.0000000000,-12694.2500000000,22106.0000000000
101.108.156.0/24,13,9,6,1476,22578.4939580410,-1137.7106172132,20811.6860055441
14.169.91.0/24,8,9,6,762,34599.3811069455,-296.3436985329,32460.9798716678
113.53.189.0/24,10,9,6,161,6547.8427572535,-169.4326552625,6039.5201354975
115.79.25.0/24,3,9,5,149,3042.6220667239,-639.0058119026,2780.4268235063
73.32.97.0/24,1,9,1,31852,9225652.4573105486,-293466.0787096299,8335706.5749019454
27.247.38.0/24,9,9,5,433,87565.2953522772,-8581.5772737401,78412.7380299138
42.96.11.0/24,7,9,7,79,3040.5530397882,-561.2642916711,2859.1888757917
110.78.180.0/24,11,9,7,216,16826.9729256964,1647.6464544760,14301.9039942730
21.226.242.0/24,7,9,3,757,532277.5838184489,28990.3383743486,481294.7899131724
14.185.114.0/24,7,9,4,104,1492.5274833047,-47.1248699654,1332.0478399769
123.21.181.0/24,6,9,5,52,5958.8348094440,-503.8280970411,5846.0164443941
171.240.184.0/24,7,9,5,49,10460.5704476369,2625.2569900696,9814.0819039077
140.213.134.0/24,25,9,4,211,2850.7486635637,-10.2409113254,2571.5685595906
14.167.242.0/24,10,9,3,370,13390.4870336120,1191.6762432096,12584.9343945560
113.169.165.0/24,7,9,4,151,5119.6643658917,-155.3381501000,4963.8318578665
14.172.54.0/24,5,9,3,43,505.4309835877,5.9545595229,500.1646381681
115.74.108.0/24,5,9,4,203,5998.3409265092,351.3206641938,5225.8441788052
14.164.233.0/24,9,9,5,83,4770.6120936597,2111.7629279194,4700.3916095304
115.74.193.0/24,6,9,5,258,14680.7188985534,-3177.6085431190,13503.9590358779
27.69.164.0/24,5,9,6,223,6812.3800217850,-1007.8717696748,6237.3664860236
49.215.101.0/24,7,9,7,2784,83838.9843182844,-2988.2413168050,78167.3395325827
42.112.116.0/24,7,9,4,126,3473.9732051893,-1779.2556664231,3367.9428760419
123.19.104.0/24,8,9,2,101,5570.2939381520,238.5339294719,5203.7055546841
14.244.110.0/24,9,9,3,264,28778.5528176515,-1331.5069585254,25813.2592719106
106.202.65.0/24,6,9,2,110,1069.5367686415,5.8212039629,1008.5815321696
103.175.222.0/24,22,9,6,443,13214.0183389931,381.5765279507,11859.3159605844
171.248.203.0/24,8,9,3,1726,25295.3968423829,-55.3903564523,22625.4666620483
116.107.148.0/24,5,9,3,177,7927.8579847317,-392.2790313226,7214.9304902233
123.31.142.0/24,9,9,4,260,11034.0228876162,1680.9128744699,9941.9990378014
14.164.96.0/24,9,9,5,99,4637.4767278027,-628.2316805456,3865.8935184537
171.249.134.0/24,8,9,3,469,132980.2051689087,1064.9151425196,117653.4205897997
184.82.15.0/24,5,9,7,1878,30221.6140359672,975.3573830396,26964.7819809494
14.228.91.0/24,11,9,4,105,3304.3696573144,-171.7465663634,2594.6858647624
182.53.114.0/24,8,9,8,261,3013.4834741049,-370.3277431150,2679.5325164759
14.233.99.0/24,6,9,4,92451,920531.2118343923,-23422.8512560828,836371.7280705594
14.240.127.0/24,4,9,5,254,1815.4482375142,-86.7176495814,1704.6600064931
171.225.114.0/24,8,9,3,52,3563.1935350267,-123.1251898331,3288.4104920143
27.79.252.0/24,6,9,7,216,5626.8263122390,662.8961697632,4982.2890596373
106.192.6.0/24,10,9,4,305,6849.1588017393,-1057.2702588197,6565.6675515411
113.186.105.0/24,8,9,3,213,11530.9107406554,-322.8033581471,10998.0806503731
171.240.215.0/24,9,9,5,956,5861.3718976549,-439.2741172487,5386.4124564402
36.112.179.0/24,10,9,5,69,2818.0000000000,-709.5000000000,2518.0000000000
115.77.31.0/24,7,9,4,243,4153.8683129073,337.6468613103,3677.8086584338
112.97.160.0/24,11,9,5,99,5875.0000000000,-2859.2000000000,5749.0000000000
116.108.115.0/24,6,9,4,84,5632.6759749653,-866.7945556718,5601.8173332599
171.233.21.0/24,6,9,4,141,3243.3064131304,-395.5853664914,2846.9743471605
1.50.128.0/24,13,9,3,163,35251.0000000000,-5825.9500000000,32703.0000000000
171.227.222.0/24,8,9,4,407,7533.9330712950,-656.3489542643,7101.2972158680
14.245.198.0/24,5,9,3,117,5805.0033301349,799.6580763168,4594.6777141253
222.254.77.0/24,5,9,5,427,38160.2154774058,122.0617331319,34809.7652718369
113.172.183.0/24,7,9,5,41,7042.4626588380,2465.2041061329,5358.0440107316
14.150.200.0/24,8,9,4,163,10347.0000000000,-1870.0500000000,9052.0000000000
140.213.159.0/24,31,9,6,594,25504.4493896811,-3765.3567015977,22723.3688579108
203.210.234.0/24,7,9,4,52,1655.1554707045,-848.3395081324,1521.9629553680
223.73.136.0/24,3,9,2,57,1261.0000000000,-3.0000000000,1185.0000000000
14.189.137.0/24,10,9,5,294,12418.8712278525,582.8575244557,11684.7035883496
117.2.212.0/24,8,9,4,155,2537.3376974733,87.1226027454,2260.3920631099
27.77.142.0/24,9,9,5,106,13210.7490832592,760.9476357012,11735.9823547421
27.74.24.0/24,9,9,5,98,4957.3954576008,-1898.0225347581,4829.0971551027
42.112.107.0/24,11,9,8,146,853.8122681244,-88.4624263715,731.8265524027
171.232.56.0/24,7,9,5,183,21726.9638833299,-2177.7515874969,20749.0096781519
171.240.198.0/24,8,9,4,330,7476.5186944465,-974.5764163181,7051.9293668102
14.249.60.0/24,8,9,3,184,17887.6345851877,320.4599483667,17063.8197250726
119.93.143.0/24,2,9,3,662,7112.9731707180,43.4984555582,6144.5172778102
125.27.122.0/24,6,9,5,1620,19187.9263437402,-1416.2349781572,17963.0755620981
61.242.131.0/24,14,9,5,409,30941.0000000000,-3720.7500000000,28050.0000000000
182.0.233.0/24,9,9,6,203,11624.7848445792,-417.0896826216,10049.6109851640
14.240.15.0/24,8,9,4,272,34214.5575635293,-2504.5244486732,28856.6748316182
110.77.251.0/24,10,9,6,240,4761.1272883653,-378.8195771913,3504.8371476043
1.52.201.0/24,8,9,5,54,773.7088826494,-122.9701466010,667.8176093205
171.236.226.0/24,8,9,2,305,19564.7014535426,-1147.6029779568,17595.3594955492
157.32.199.0/24,15,9,4,154,790.0540334490,-30.3772711387,681.3703954256
42.115.120.0/24,7,9,2,58,3686.0642225147,-755.1241870072,3535.5524825990
125.27.99.0/24,8,9,8,786,12936.3343757518,-676.4339910778,11573.9733966857
125.25.193.0/24,9,9,6,240,4470.7111818713,-346.2013934196,4184.4715770574
171.229.45.0/24,9,9,4,187,33535.6239817070,-682.1473837609,31554.3721691672
222.253.11.0/24,6,9,5,180,3130.3661161538,1122.5447184230,2939.4777607619
112.197.226.0/24,7,9,2,375,41091.7645687960,2243.0648210645,36266.5754158182
171.106.115.0/24,8,9,4,83,10400.0000000000,-8447.5500000000,10180.0000000000
101.108.95.0/24,10,9,5,171,9758.1326195181,178.2932026601,9524.3443837577
42.113.151.0/24,8,9,7,51,766.9446979773,-274.8075436745,706.4782424632
140.224.199.0/24,11,9,4,227,726492.0000000000,117189.4500000000,655955.0000000000
152.58.106.0/24,10,9,1,78,447.7305129925,70.1408945009,403.2702121911
136.158.78.0/24,13,9,3,151,2045.7658398329,12.6378077445,1962.7697248346
116.108.22.0/24,9,9,3,70,12107.6047330911,-421.4628143486,11656.6305317403
112.120.0.0/24,3,9,5,4679,855129.8740156585,-9226.5832927537,779497.7550593412
14.244.171.0/24,7,9,4,450,12325.0641348768,757.9857156503,11558.2656750242
14.242.44.0/24,7,9,3,87,20324.4027873014,-3608.7889386060,17180.3491837016
117.6.62.0/24,8,9,6,508,112529.6804060329,1217.8975655246,103756.0043613163
14.184.20.0/24,7,9,5,1030,153721.1693985340,-6375.9765163386,140945.1417278973
171.228.121.0/24,6,9,3,23,513.2961405281,-19.5152134445,481.5577970528
14.164.37.0/24,7,9,3,275,63567.4236749358,11679.8933537827,61992.0310061376
1.53.248.0/24,3,9,3,368,2525.7392632396,-224.6227980113,2243.9897832911
27.76.233.0/24,8,9,4,189,10295.1613169491,6003.7097827919,8617.5358728625
125.27.78.0/24,9,9,6,375,6660.8255278706,621.0221999046,6172.0368253677
113.173.103.0/24,7,9,6,246,3228.8330078950,194.4475766635,2907.4891867296
116.99.230.0/24,6,9,3,710,217180.0929038955,-7467.8202666935,196761.9609312637
136.158.101.0/24,30,9,3,1476,8513.7776571281,72.2202461899,7652.9308433418
116.111.116.0/24,5,9,7,42,946.1826805183,-367.0669490063,904.4727870835
113.183.128.0/24,7,9,4,377,53752.8436391323,-4483.5132935034,49265.5239351205
27.240.35.0/24,9,9,5,6073,212804.7634755360,-55954.3479724932,199772.8742354259
14.165.145.0/24,6,9,2,26,294.2501043568,39.4307943497,284.9557042328
123.23.128.0/24,7,9,3,45,3828.4647954365,-1611.6575567069,3552.8259345405
103.29.2.0/24,5,9,5,514,37257.7995770132,-4354.8543704764,35381.0001529009
113.169.32.0/24,9,9,5,303,6737.6687418261,-959.9379593651,6159.0281529118
60.10.18.0/24,21,9,6,197,20837.0000000000,647.2000000000,18269.0000000000
116.110.5.0/24,5,9,3,3377,41305.7756835804,-247.2610717070,37274.1979124290
14.170.20.0/24,5,9,4,545,7307.7926361478,-8.7011894142,6543.2693961837
108.181.0.0/24,1,9,4,442,6461.0507611030,-335.6731814644,6048.7654078835
113.188.114.0/24,4,9,2,526,13134.2256119665,-440.5273212271,11958.7120679128
123.23.174.0/24,4,9,3,151,2040.8699779601,-1.4114761729,1734.0912757256
14.234.156.0/24,7,9,4,69,1017.3470022519,-229.3674155437,987.7425511414
21.247.151.0/24,4,9,4,108,1074.4406518871,102.8456852408,1023.6983047530
120.239.163.0/24,15,9,3,1699,313081.0000000000,7666.3500000000,281975.0000000000
